Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"014-000000039","1130","014","Department of State","2219","","No","http://l.s.state.sbu/sites/eur","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2221","","No","http://l.s.state.sbu/sites/ex","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2223","","No","http://l.s.state.sbu/sites/gm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2225","","No","http://l.s.state.sbu/sites/hrr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2227","","No","http://l.s.state.sbu/sites/lei","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2229","","No","http://l.s.state.sbu/sites/lfa","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2231","","No","http://l.s.state.sbu/sites/management","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2233","","No","http://l.s.state.sbu/sites/npv","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2235","","No","http://l.s.state.sbu/sites/oes","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2237","","No","http://l.s.state.sbu/sites/pd","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2239","","No","http://l.s.state.sbu/sites/pil","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2241","","No","http://l.s.state.sbu/sites/pm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2243","","No","http://l.s.state.sbu/sites/t","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2245","","No","http://l.s.state.sbu/sites/una","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2247","","No","http://l.s.state.sbu/sites/wha","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2249","","No","http://m.state.sbu","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2251","","No","http://m.state.sbu/sites/ex","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2253","","No","http://m.state.sbu/sites/pri","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2255","","No","http://med.m.state.sbu","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2257","","No","http://med.m.state.sbu/sites/dasho","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2259","","No","http://mrd.m.state.sbu","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2261","","No","http://mssmtossbe01:16002/ssp/admin","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2263","","No","http://mssmtossbe01:16003/ssp/admin","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2265","","No","http://mssmtossbe01:1818","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2267","","No","http://mysite.state.gov","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2269","","No","http://mysites.state.gov","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2271","","No","http://mysites.state.gov/personal/aarondh","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2273","","No","http://mysites.state.gov/personal/acevedoec","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2275","","No","http://mysites.state.gov/personal/addeziod","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2277","","No","http://mysites.state.gov/personal/admappsshrinerlc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2279","","No","http://mysites.state.gov/personal/admroundjd","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2281","","No","http://mysites.state.gov/personal/admschneiderbi","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2283","","No","http://mysites.state.gov/personal/admwashdcstgeorgeda","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2285","","No","http://mysites.state.gov/personal/admwoodme1","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2287","","No","http://mysites.state.gov/personal/ahringrc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2289","","No","http://mysites.state.gov/personal/aliceamc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2291","","No","http://mysites.state.gov/personal/allenmc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2293","","No","http://mysites.state.gov/personal/allredkr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2295","","No","http://mysites.state.gov/personal/alvaradosa","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2297","","No","http://mysites.state.gov/personal/ameyr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2299","","No","http://mysites.state.gov/personal/anandg","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2301","","No","http://mysites.state.gov/personal/anderssonmm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2303","","No","http://mysites.state.gov/personal/angelljb","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2305","","No","http://mysites.state.gov/personal/antiochiaac","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2307","","No","http://mysites.state.gov/personal/anuszewskila","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2309","","No","http://mysites.state.gov/personal/appadmdizonje","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2311","","No","http://mysites.state.gov/personal/appadmhalldr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2313","","No","http://mysites.state.gov/personal/appadmhildenbrandjd","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2315","","No","http://mysites.state.gov/personal/appadmkruzinskiej","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2317","","No","http://mysites.state.gov/personal/aquinoat","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2319","","No","http://mysites.state.gov/personal/armstrongjl","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2321","","No","http://mysites.state.gov/personal/arnoldg","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2323","","No","http://mysites.state.gov/personal/ashec","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2325","","No","http://mysites.state.gov/personal/ashejl","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2327","","No","http://mysites.state.gov/personal/augerll","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2329","","No","http://mysites.state.gov/personal/augerpj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2331","","No","http://mysites.state.gov/personal/ayersc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2333","","No","http://mysites.state.gov/personal/ayersc2","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2335","","No","http://mysites.state.gov/personal/backmantr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2337","","No","http://mysites.state.gov/personal/baerjb","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2339","","No","http://mysites.state.gov/personal/barclayje","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2341","","No","http://mysites.state.gov/personal/barelamj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2343","","No","http://mysites.state.gov/personal/batemanmx","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2345","","No","http://mysites.state.gov/personal/beaverst","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2347","","No","http://mysites.state.gov/personal/belangako","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2349","","No","http://mysites.state.gov/personal/benjapathmongkolma","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2351","","No","http://mysites.state.gov/personal/besterjl","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2353","","No","http://mysites.state.gov/personal/bhatnagarbryce","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2355","","No","http://mysites.state.gov/personal/blackc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2357","","No","http://mysites.state.gov/personal/blackca2","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2359","","No","http://mysites.state.gov/personal/blockersj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2361","","No","http://mysites.state.gov/personal/bloomjm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2363","","No","http://mysites.state.gov/personal/boltonnd","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2365","","No","http://mysites.state.gov/personal/bondiolia","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2367","","No","http://mysites.state.gov/personal/bonnettwt","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2369","","No","http://mysites.state.gov/personal/borrid","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2371","","No","http://mysites.state.gov/personal/bowlesre","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2373","","No","http://mysites.state.gov/personal/bowyermj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2375","","No","http://mysites.state.gov/personal/boyajianaa","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2377","","No","http://mysites.state.gov/personal/bozkurtt","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2379","","No","http://mysites.state.gov/personal/bradhamm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2381","","No","http://mysites.state.gov/personal/brandtjw","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2383","","No","http://mysites.state.gov/personal/brandtmm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2385","","No","http://mysites.state.gov/personal/bridgelandwc","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2387","","No","http://mysites.state.gov/personal/brightdj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2389","","No","http://mysites.state.gov/personal/brownmf2","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2391","","No","http://mysites.state.gov/personal/browra","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2393","","No","http://mysites.state.gov/personal/bruchkl","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2395","","No","http://mysites.state.gov/personal/brutchersp","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2397","","No","http://mysites.state.gov/personal/bukovacj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2399","","No","http://mysites.state.gov/personal/burneyrd","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2401","","No","http://mysites.state.gov/personal/burrelljm","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2403","","No","http://mysites.state.gov/personal/burtonbg","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2405","","No","http://mysites.state.gov/personal/butcherpj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2407","","No","http://mysites.state.gov/personal/butlerna","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2409","","No","http://mysites.state.gov/personal/caadmpaytonee","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2411","","No","http://mysites.state.gov/personal/caballeroar","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2413","","No","http://mysites.state.gov/personal/campbellmi","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2415","","No","http://mysites.state.gov/personal/cappellose","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2417","","No","http://mysites.state.gov/personal/carlsenkj","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2419","","No","http://mysites.state.gov/personal/carrje3","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2421","","No","http://mysites.state.gov/personal/caughmancr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2423","","No","http://mysites.state.gov/personal/cavinsdr","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2425","","No","http://mysites.state.gov/personal/cedrinis","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2427","","No","http://mysites.state.gov/personal/chena","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2429","","No","http://mysites.state.gov/personal/childsw","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2431","","No","http://mysites.state.gov/personal/chint","no","no","no","no","yes","09/17/2012","14:28:45"
"014-000000039","1130","014","Department of State","2433","","No","http://mysites.state.gov/personal/choyy","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2435","","No","http://mysites.state.gov/personal/christodoulouag","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2437","","No","http://mysites.state.gov/personal/cipullotl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2439","","No","http://mysites.state.gov/personal/ciziunasaf","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2441","","No","http://mysites.state.gov/personal/claggettam","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2443","","No","http://mysites.state.gov/personal/claudrm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2445","","No","http://mysites.state.gov/personal/clemonsj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2447","","No","http://mysites.state.gov/personal/clevelandjl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2449","","No","http://mysites.state.gov/personal/clgadmmatteba","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2451","","No","http://mysites.state.gov/personal/clinece","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2453","","No","http://mysites.state.gov/personal/collinmb","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2455","","No","http://mysites.state.gov/personal/collinsch","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2457","","No","http://mysites.state.gov/personal/conwayac","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2459","","No","http://mysites.state.gov/personal/conwayjt","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2461","","No","http://mysites.state.gov/personal/copelandms","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2463","","No","http://mysites.state.gov/personal/cordellrg","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2465","","No","http://mysites.state.gov/personal/coynejp1","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2467","","No","http://mysites.state.gov/personal/crawfordsc","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2469","","No","http://mysites.state.gov/personal/cullumsw","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2471","","No","http://mysites.state.gov/personal/daherny","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2473","","No","http://mysites.state.gov/personal/dambrosios","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2475","","No","http://mysites.state.gov/personal/danewitzsm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2477","","No","http://mysites.state.gov/personal/danielnw","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2479","","No","http://mysites.state.gov/personal/daniesjd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2481","","No","http://mysites.state.gov/personal/davesbrodyje","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2483","","No","http://mysites.state.gov/personal/davisjs","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2485","","No","http://mysites.state.gov/personal/davismd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2487","","No","http://mysites.state.gov/personal/dawsonwn","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2489","","No","http://mysites.state.gov/personal/debbagebl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2491","","No","http://mysites.state.gov/personal/deelt","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2493","","No","http://mysites.state.gov/personal/dejuliusfm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2495","","No","http://mysites.state.gov/personal/deleyosrr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2497","","No","http://mysites.state.gov/personal/deluciaaj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2499","","No","http://mysites.state.gov/personal/dempseykj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2501","","No","http://mysites.state.gov/personal/desrosiersk","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2503","","No","http://mysites.state.gov/personal/deutschcm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2505","","No","http://mysites.state.gov/personal/dibbled","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2507","","No","http://mysites.state.gov/personal/dickersoneh","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2509","","No","http://mysites.state.gov/personal/diehlra","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2511","","No","http://mysites.state.gov/personal/dizonje","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2513","","No","http://mysites.state.gov/personal/dmsadmshehabisn","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2515","","No","http://mysites.state.gov/personal/dotyrl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2517","","No","http://mysites.state.gov/personal/douglaslr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2519","","No","http://mysites.state.gov/personal/drummdl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2521","","No","http://mysites.state.gov/personal/drummond-brucela","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2523","","No","http://mysites.state.gov/personal/dubuquedj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2525","","No","http://mysites.state.gov/personal/duncanpa","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2527","","No","http://mysites.state.gov/personal/dupregl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2529","","No","http://mysites.state.gov/personal/earleydh","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2531","","No","http://mysites.state.gov/personal/eatoncl2","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2533","","No","http://mysites.state.gov/personal/edwardsjv","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2535","","No","http://mysites.state.gov/personal/elliottr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2537","","No","http://mysites.state.gov/personal/englmanms","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2539","","No","http://mysites.state.gov/personal/epongosd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2541","","No","http://mysites.state.gov/personal/ergenbrightde","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2543","","No","http://mysites.state.gov/personal/ermatingerdm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2545","","No","http://mysites.state.gov/personal/fadoulvz","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2547","","No","http://mysites.state.gov/personal/fahrerdb","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2549","","No","http://mysites.state.gov/personal/feboff","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2551","","No","http://mysites.state.gov/personal/fernandesv","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2553","","No","http://mysites.state.gov/personal/fiestgd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2555","","No","http://mysites.state.gov/personal/fleuryml","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2557","","No","http://mysites.state.gov/personal/floqigjx","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2559","","No","http://mysites.state.gov/personal/fookye","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2561","","No","http://mysites.state.gov/personal/fowlercl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2563","","No","http://mysites.state.gov/personal/fowlerjt","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2565","","No","http://mysites.state.gov/personal/freudenwalddj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2567","","No","http://mysites.state.gov/personal/frobergdc","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2569","","No","http://mysites.state.gov/personal/fuentescn","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2571","","No","http://mysites.state.gov/personal/gallaghersm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2573","","No","http://mysites.state.gov/personal/gaoye","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2575","","No","http://mysites.state.gov/personal/garrettrg","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2577","","No","http://mysites.state.gov/personal/gatlinka","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2579","","No","http://mysites.state.gov/personal/gibsonpc","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2581","","No","http://mysites.state.gov/personal/gibsonsw","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2583","","No","http://mysites.state.gov/personal/gillns","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2585","","No","http://mysites.state.gov/personal/gilsdorfwl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2587","","No","http://mysites.state.gov/personal/gironeta","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2589","","No","http://mysites.state.gov/personal/giurfakr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2591","","No","http://mysites.state.gov/personal/glickdm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2593","","No","http://mysites.state.gov/personal/gliharm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2595","","No","http://mysites.state.gov/personal/gramagliatr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2597","","No","http://mysites.state.gov/personal/greenecp","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2599","","No","http://mysites.state.gov/personal/greenke","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2601","","No","http://mysites.state.gov/personal/greenlg","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2603","","No","http://mysites.state.gov/personal/griderrm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2605","","No","http://mysites.state.gov/personal/griffintm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2607","","No","http://mysites.state.gov/personal/grossmancg","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2609","","No","http://mysites.state.gov/personal/gryboskils","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2611","","No","http://mysites.state.gov/personal/guzowskidu","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2613","","No","http://mysites.state.gov/personal/hakime","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2615","","No","http://mysites.state.gov/personal/halldj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2617","","No","http://mysites.state.gov/personal/halldr1","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2619","","No","http://mysites.state.gov/personal/hallroba","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2621","","No","http://mysites.state.gov/personal/hamiltonle","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2623","","No","http://mysites.state.gov/personal/hankinssr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2625","","No","http://mysites.state.gov/personal/hannadj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2627","","No","http://mysites.state.gov/personal/hartmanjc","no","no","no","no","yes","09/17/2012","14:28:46"
