Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"024-000009540","853","024","Department of Homeland Security","NPPD - Next Generation Networks Priority Services (NGN-PS)","4","13","179971","Common","Provide Scientific, Engineering and TechnicaProvide Scientific, Engineering and Technical Assistance, Independent Testing, Common Vendor Development, Prototyping and Government Overhead for NGN PSl Assistance.","2006-10-01","2019-12-31","138.724000","0","0.00","Green","0.782000","5.39","Green","2013-08-01","09:24:16"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","1","333","170359","Secondary Inspection","SI will provide CBP Officers with a Web-based application to support admission and enforcement decisions for secondary processing.  This application consolidates and replaces the functionality of three legacy applications, displays information that was provided at primary, and provides a single sign-on access for ease and efficiency to the end user.","2008-08-01","2013-09-28","25.541000","-2","-0.16","Green","1.724000","22.17","Yellow","2013-04-30","13:42:15"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","2","334","172739","High Performance Primary Query and Manifest Processing","HPPQ will provide CBP Officers with improved backend processing capabilities to perform person/conveyance searches, better integrate available data within TECS to improve the effectiveness and efficiency of primary inspections.  HPPQ includes the modernization of the Advance Passenger Information System (APIS), including external interfaces.","2008-08-01","2015-03-31","42.355000","0","0.00","Green","1.610000","10.32","Yellow","2013-08-29","08:07:25"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","3","335","172740","Travel Documents and Encounter Data","TDED will provide improved functionality for querying and/or validating travel documents and encounter data for passengers and conveyances.  TDED will also provide a modernized Web-based User Interface to support both CBP and external partners in their mission functions.","2009-12-01","2015-09-30","17.401000","-140","-9.99","Green","1.944000","11.39","Yellow","2013-08-29","08:07:27"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","4","336","172741","Lookout Record Data Services","LRDS will migrate mainframe-based lookout records to target infrastructure. The project will provide CBP and external agencies the ability to create, updates, and access lookout records and vetting via services compliant with CBP and DHS standards.","2010-05-01","2015-03-31","23.493000","0","0.00","Green","1.666000","8.54","Green","2013-08-29","08:07:28"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","5","337","177900","Secondary Inspection Maintenance","SI will provide limited enhancements to modernized Consolidated Secondary Inspection System.","2010-11-01","2021-09-30","43.765000","0","0.00","Green","2.036000","25.69","Yellow","2013-05-24","07:54:11"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","6","4025","187391","Primary Inspection Processes","The Primary Inspection processes (PIP) task will perform upgrades to the existing modernized primary inspection user interface where needed and the migration of backend services to modernized infrastructure.  The backend processes include the Alarms and alerts process to notify primary and secondary of lookout information displayed at primary, specifically severe hits (Armed and Dangerous, Public Health, Terrorist, and prior port runners).  The program provides an evaluation of existing modernized user interface and services for rule-driven processes such as the compliance measurement examination for passenger (COMPEX) and the Combined Automated Operation System (CAOS) to enhance and to migrate backend communication to the modernized infrastructure.  PIP will also provide modernized user interfaces, databases, and services for alternate inspection processes covering private aircraft, pleasure boats, outlying area reporting, and Portable Automated Lookout System (PALS).","2012-03-01","2015-09-30","15.935000","0","0.00","Green","0.035000","0.58","Green","2013-08-29","08:07:30"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","7","4027","193215","Lookout Record Data and Screening Services Operations and Maintenance","LRDS will migrate mainframe-based lookout records to target infrastructure. The project will provide CBP and external agencies the ability to create, updates, and access lookout records and vetting via services compliant with CBP and DHS standards and maintain the Watch List and the National Crime Information Center and International Justice and Public Safety Screening Services Interface.","2012-08-01","2021-09-30","39.459000","0","0.00","Green","0.076000","1.47","Green","2013-08-29","08:07:31"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","1","2071","179050","Acquisition Planning","Planning activities for contract award for all AORs.","2010-09-10","2012-08-31","4.000000","-483","-112.33","Red","-1.145000","-28.63","Yellow","2013-07-30","07:11:56"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","2","2072","179044","Sonoita AOR","Completion of Site Selection and Design, Environmental, Real Estate, Site Design and Preparation, Command and Control Design and Construction, and Deployment and Testing of IFTs in Sonoita AOR,; to improve efficiency, effectiveness, and safety of the US Border Patrol Mission Execution.","2011-01-14","2013-09-16","49.500000","-654","-67.01","Red","-3.021000","-7.16","Green","2013-08-28","08:09:41"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","3","2073","172568","Douglas  AOR","Completion of Site Selection and Design, Environmental, Real Estate, Site Design and Preparation, Command and Control Design and Construction, and Deployment and Testing of IFTs in Douglas AOR; to improve efficiency, effectiveness, and safety of the US Border Patrol Mission Execution.","2011-05-18","2013-11-12","50.500000","-654","-76.76","Red","-1.769000","-4.64","Green","2013-08-28","08:09:41"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","4","2074","179041","Nogales AOR","Completion of Site Selection and Design, Environmental, Real Estate, Site Design and Preparation, Command and Control Design and Construction, and Deployment and Testing of IFTs in Nogales AOR; to improve efficiency, effectiveness, and safety of the US Border Patrol Mission Execution.","2011-01-14","2013-09-16","50.000000","-471","-48.26","Red","-10.450000","-26.74","Yellow","2013-08-28","08:09:41"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","5","4277","192572","Ajo AOR","Completion of Site Selection and Design, Environmental, Real Estate, Site Design and Preparation, Command and Control Design and Construction, and Deployment and Testing of IFTs in Ajo AOR; to improve efficiency, effectiveness, and safety of the US Border Patrol Mission Execution.","2011-06-28","2014-12-01","52.749000","-965","-111.56","Red","-15.737000","-40.98","Red","2013-07-30","07:11:58"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","6","4279","192571","Casa Grande AOR","Completion of Site Selection and Design, Environmental, Real Estate, Site Design and Preparation, Command and Control Design and Construction, and Deployment and Testing of IFTs in Casa Grande AOR; to improve efficiency, effectiveness, and safety of the US Border Patrol Mission Execution.","2011-06-28","2014-12-01","47.749000","-965","-111.56","Red","-12.422000","-34.14","Red","2013-07-30","07:11:59"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","7","4281","192573","Wellton AOR","Completion of Site Selection and Design, Environmental, Real Estate, Site Design and Preparation, Command and Control Design and Construction, and Deployment and Testing of IFTs in Wellton AOR; to improve efficiency, effectiveness, and safety of the US Border Patrol Mission Execution.","2011-09-27","2015-08-03","66.137000","-514","-36.56","Red","-14.080000","-26.46","Yellow","2013-07-30","07:11:59"
"024-000005217","1107","024","Department of Homeland Security","CBP - Integrated Fixed Towers (IFTs)","8","4283","192422","Nogales Maintenance Years 1&2","First two years of system maintenance at Nogales.","2013-09-17","2015-09-16","24.712000","-445","-61.04","Red","0.000000","0.00","Green","2013-05-29","07:25:21"
"024-000005219","1108","024","Department of Homeland Security","CBP - Northern Border, Remote Video Surveillance System (NBRVSS)","1","2075","180429","Maintenance Phase for Remote Video Surveillance Systems in Buffalo, NY and Detroit, Michigan.","Maintenance Phase for Remote Video Surveillance Systems in Buffalo, NY and Detroit, Michigan.","2010-02-01","2017-09-30","57.280000","0","0.00","Green","0.637000","3.43","Green","2013-05-31","07:34:41"
"024-000005219","1108","024","Department of Homeland Security","CBP - Northern Border, Remote Video Surveillance System (NBRVSS)","2","2076","180659","RVSS VSOC Replacement.","RVSS VSOC Replacement.","2013-10-01","2015-09-30","1.800000","0","0.00","Green","0.000000","0.00","Green","2013-04-30","08:27:50"
"024-000005219","1108","024","Department of Homeland Security","CBP - Northern Border, Remote Video Surveillance System (NBRVSS)","3","4935","188472","Lower Niagara RVSS camera upgrades.","Lower Niagara RVSS camera replacement.","2014-10-01","2015-09-30","3.000000","0","0.00","Green","0.000000","0.00","Green","2013-04-30","08:27:50"
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","1","2077","173007","RVSS Upgrade Program Deployment - NOGALES","Deployment of the RVSS Upgrade technology to NOGALES AOR. (Proposed Change to  RVSS Upgrade including new towers, Infrastructure and technology Upgrade for Nogales Station AOR).","2011-11-03","2013-07-26","49.724000","-175","-32.29","Red","0.000000","0.00","Green","2013-08-29","08:07:38"
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","2","4203","189736","RVSS Upgrade Program Deployment - DOUGLAS","Deployment of the RVSS Upgrade technology to DOUGLAS AOR. (Proposed Change as above for Douglas).","2011-11-03","2014-01-13","15.991000","-135","-18.93","Yellow","0.000000","0.00","Green","2013-08-29","08:07:39"
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","3","4205","189738","RVSS Upgrade Program Deployment - NACO","Deployment of the RVSS Upgrade technology to NACO AOR. (Proposed Change as above for Naco).","2011-11-03","2014-01-13","26.037000","-135","-18.93","Yellow","0.000000","0.00","Green","2013-08-29","08:07:39"
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","4","4207","189735","RVSS Upgrade Program Deployment - YUMA","Deployment of the RVSS Upgrade technology to YUMA AOR. (Proposed Change as above for Yuma).","2011-11-03","2014-01-13","27.533000","-135","-18.93","Yellow","0.000000","0.00","Green","2013-08-29","08:07:40"
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","5","4209","189737","RVSS Upgrade Program Deployment - AJO FOB","Deployment of the RVSS Upgrade technology to AJO FOB AOR. (Proposed Change as above for Ajo Papago Farm).","2011-11-03","2014-01-13","4.894000","-135","-18.93","Yellow","0.000000","0.00","Green","2013-08-29","08:07:42"
"024-000005220","1109","024","Department of Homeland Security","CBP - Remote Video Surveillance Systems (RVSS)","6","4211","189734","RVSS Upgrade Program Maintenance (O&M)","Maintenance & Logistics Support for Nogales, Douglas, Naco, Tucson, Yuma and Ajo Papago Farm AOR.","2012-01-31","2023-09-30","134.801000","-103","-7.13","Green","0.000000","0.00","Green","2013-08-29","08:07:44"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","1","2078","176202","Operations Task Order (OMTO)","Operations support activities for Block-1 infrastructure.","2011-10-01","2012-09-17","8.500000","0","0.00","Green","0.000000","0.00","Green","2013-03-28","15:04:56"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","2","2079","177593","Maint. Task Order (OMTO)","Maint. support activities for Block-1 infrastructure.","2011-10-01","2017-09-30","28.275000","0","0.00","Green","0.000000","0.00","Green","2013-05-30","07:22:54"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3","4271","189861","Block 1 Software Upgrade Build","Block 1 Software Upgrade Build.","2012-10-01","2013-03-31","4.436000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:41"
"024-000005218","1111","024","Department of Homeland Security","CBP - Mobile Surveillance Capabilities (MSC)","1","2080","173989","First Article Test of vehicles","First Article Test (FAT) of 2 Mobile Surveillance Capability (MSC) units by each vendor. Each MSC is comprised of an integrated suite of sensor equipment attached to the flat skid cargo bed of a Government-furnished Ford F-450 truck, with an operator workstation located inside the truck cabin.","2011-08-28","2013-02-01","1.450000","-257","-156.71","Red","-0.365000","-25.17","Yellow","2013-03-26","08:06:22"
"024-000005218","1111","024","Department of Homeland Security","CBP - Mobile Surveillance Capabilities (MSC)","2","2081","179037","Deployment to Arizona","Deployment of 49 MSC systems to Arizona.","2012-09-03","2013-05-01","39.100000","-152","-63.33","Red","2.858000","7.31","Green","2013-08-01","09:24:18"
"024-000005218","1111","024","Department of Homeland Security","CBP - Mobile Surveillance Capabilities (MSC)","3","2082","179138","MSC Maintenance","Sustainment of the MSC system, consisting of the skid mounted system and operator workstation.","2012-12-08","2015-02-07","98.748000","-234","-29.58","Yellow","0.000000","0.00","Green","2013-08-01","09:24:18"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","1","5305","193915","Microsoft ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","69.691000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","14:09:31"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","2","5307","197415","Adobe ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","12.375000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","3","5309","197407","Oracle ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","53.053000","0","0.00","Green","0.000000","0.00","Green","2012-10-31","15:28:13"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","4","5311","197410","Symantec ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","19.925000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","5","5313","197413","McAfee ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","4.830000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","6","5315","197408","IBM ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","0.500000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","7","5317","197414","F5 ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","0.500000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","8","5319","197412","Quantum ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-30","0.500000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","9","5321","197411","NetApp ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-08-29","0.500000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:48"
"024-000000594","1235","024","Department of Homeland Security","DHS - Enterprise License Agreements (ELA)","10","5323","197409","VMWare ELA","The ELA Branch has a goal of three new ELA's per year.","2005-04-29","2025-04-29","0.500000","0","0.00","Green","0.000000","0.00","Green","2013-04-24","07:26:49"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","1","6253","204397","HSPD-12 Infrastructure","Establishment of an enterprise DHS Identity Management System (IDMS).","2008-02-15","2013-02-14","19.092000","-197","-10.87","Yellow","0.000000","0.00","Green","2012-12-31","16:09:25"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","2","6255","204783","IDMS and CMS Test Environment","Establishment of an IDMS/CMS Test Environment for troubleshooting problems, testing patches, new releases, and product/interface testing.","2011-09-28","2013-09-27","0.589000","0","0.00","Green","0.000000","0.00","Green","2012-12-31","16:09:25"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","3","6257","204780","DHS PIV Enrollment and Issuance Workstations","Purchase of 300+ workstations, to include maintenance and warranties.","2010-08-17","2013-09-29","15.164000","0","0.00","Green","0.000000","0.00","Green","2012-12-31","16:09:25"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","4","6259","204782","DHS Identity & Credential Management System","Upgrade the current HSPD-12 solution and all current functionalities, and establish an end-to-end identity and credential and management system to support the lifecycle insurance and management of PIV and other DHS cards, enable LACS and PACS usage and inoperability, and support ICAM target objectives.","2011-02-01","2023-06-30","50.000000","0","0.00","Green","0.000000","0.00","Green","2012-12-31","16:09:25"
"024-000000593","1239","024","Department of Homeland Security","DHS - National Capital Region Infrastructure Operations (NCRIO)","1","5325","202357","PIV Logical Access Project","schedule and implement end user migrations .","2010-01-04","2013-03-31","6.155000","10","1.15","Green","0.000000","0.00","Green","2013-03-28","07:30:36"
"024-000000110","1241","024","Department of Homeland Security","DHS - TacNet","1","5327","187389","Wireless Broadband Technology Demonstrator","The project will identify potentially viable solutions to upgrading DHS land mobile radio (LMR) systems with mission critical voice and wireless broadband data and video capabilities.","2012-05-12","2014-02-03","10.000000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","14:10:32"
"024-000001025","1243","024","Department of Homeland Security","DHS - Technology Integration Program (TIP)","1","5329","196350","Phase 1","USCG Anchor Points 1,2,3.","2009-08-30","2013-12-31","100.000000","0","0.00","Green","-0.320000","-4.85","Green","2013-06-27","07:13:51"
"024-000009567","1245","024","Department of Homeland Security","NPPD - IP Gateway/Linking Encrypted Network System (LENS)","1","5331","187943","Infrastructure Protection (IP) Gateway","The IP Gateway will allow users to connect to several infrastructure data sources and IP applications through single sign-on. The IP Gateway is the interface with which other applications will connect, enabling information exchange and research across various information stores, applications, or services that facilitate the IP mission.  DME for the IP Gateway will include for example, performing the initial enhancements of the IP Gateway through alignment of legacy capabilities and tools to the NPPD/IP Single Assessment Methodology.","2012-01-15","2021-09-30","26.036000","0","0.00","Green","0.000000","0.00","Green","2013-07-30","07:11:34"
"024-000009567","1245","024","Department of Homeland Security","NPPD - IP Gateway/Linking Encrypted Network System (LENS)","2","5333","188105","Infrastructure Protection (IP) Gateway","The IP Gateway will allow users to connect to several infrastructure data sources and IP applications through single sign-on. The IP Gateway is the interface with which other applications will connect, enabling information exchange and research across various information stores, applications, or services that facilitate the IP mission.  Operations and maintenance of the IP Gateway will include, among other things, the completion of the integration of applicable IP systems into the IP Gateway to include use of DHS enterprise services and conducting engineering activity for the IP Gateway Disaster Recovery System at DC1.","2012-01-15","2021-09-30","93.271000","0","0.00","Green","0.000000","0.00","Green","2013-07-30","07:11:34"
"024-000000030","1247","024","Department of Homeland Security","DHS - Identity Credential and Access Management (ICAM)","1","5335","191907","ICAM Roadmap","Develop and Execute the DHS ICAM Roadmap (inclusive of the DHS ICAM Strategy and ICAM Target/Solution Architecture) Consistent with the FICAM Roadmap and Implementation Guide.","2009-07-01","2019-09-30","19.410000","0","0.00","Green","0.000000","0.00","Green","2013-07-30","07:11:54"
"024-000000030","1247","024","Department of Homeland Security","DHS - Identity Credential and Access Management (ICAM)","2","5337","191905","ICAM Services and Governance and Portfolio Management.","Establish and Operate the ICAM Governance Structure and Effectively Oversee and manage the portfolio of ICAM investments across the DHS Enterprise.","2011-10-01","2019-09-30","49.690000","0","0.00","Green","0.000000","0.00","Green","2013-08-30","08:56:11"
"024-000000030","1247","024","Department of Homeland Security","DHS - Identity Credential and Access Management (ICAM)","3","5339","191906","Mandatory PIV Enablement","Enable Logon to the DHS Network via the PIV Trusted Identity and Credential .","2011-10-01","2014-09-30","36.910000","0","0.00","Green","0.000000","0.00","Green","2013-03-26","08:06:17"
"024-000009537","1251","024","Department of Homeland Security","NPPD - FPS Tac Com Equipment and Support","1","5401","198069","Narrowband","Meet DHS/NTIA Mandate.","2000-01-02","2013-08-31","3.000000","-364","-7.30","Green","0.000000","0.00","Green","2012-09-14","16:19:22"
"024-000009537","1251","024","Department of Homeland Security","NPPD - FPS Tac Com Equipment and Support","2","5403","198068","Encryption","DHS 4300A.","2008-03-03","2021-08-31","5.000000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","16:19:22"
"024-000009537","1251","024","Department of Homeland Security","NPPD - FPS Tac Com Equipment and Support","3","5405","198067","Spectrum Realignment","Meet DHS/NTIA Mandate.","2003-03-03","2013-09-30","3.000000","-333","-8.62","Green","0.000000","0.00","Green","2012-09-14","16:19:22"
"024-000009537","1251","024","Department of Homeland Security","NPPD - FPS Tac Com Equipment and Support","4","5407","198192","Router Maintenance","Maintaining the existing routers to continue the communications between the four MegaCenter.","2008-03-03","2013-10-31","22.000000","-486","-25.80","Yellow","0.000000","0.00","Green","2012-09-14","16:19:22"
"024-000000650","1273","024","Department of Homeland Security","DHS - Mount Weather Information Technology Services","1","6417","206098","Connectivity","Construction and delivery of highly-available connectivity.","2011-10-01","2014-09-30","25.000000","0","0.00","Green","0.000000","0.00","Green","2013-08-30","08:56:21"
"024-000000650","1273","024","Department of Homeland Security","DHS - Mount Weather Information Technology Services","2","6419","206096","Outside Plant (OSP)","Implementation of site infrastructure repairs and upgrade of OSP cabling infrastructure.","2012-12-01","2017-09-30","13.000000","0","0.00","Green","0.000000","0.00","Green","2013-08-30","08:56:21"
"024-000000650","1273","024","Department of Homeland Security","DHS - Mount Weather Information Technology Services","3","6421","206095","Transport","Design-build facility transport system to support site communications distribution.","2012-12-01","2017-09-30","21.000000","0","0.00","Green","0.000000","0.00","Green","2013-06-27","07:13:53"
"024-000000650","1273","024","Department of Homeland Security","DHS - Mount Weather Information Technology Services","4","6423","206097","Facility","Facility system improvement and integration design/build.","2013-10-01","2017-09-30","23.000000","0","0.00","Green","0.000000","0.00","Green","2013-03-25","12:40:27"
"024-000007128","1279","024","Department of Homeland Security","FEMA - NFIP IT Phoenix","1","6601","204490","Get to ADE 2A GATE (SELC)","Acquisition Decision via appropriate Acquisition Plan documentation.","2011-08-01","2014-06-12","7.370000","0","0.00","Green","-0.282000","-3.94","Green","2013-03-29","11:07:01"
"024-000009571","1281","024","Department of Homeland Security","NPPD - Continuous Diagnostics & Mitigation (CDM)","1","6625","206716","BPA Award","Establish strategic sourcing vehicle to purchase contnuious montioring tools and services.","2012-10-01","2013-05-31","3.200000","-73","-30.17","Red","0.000000","0.00","Green","2013-08-28","08:09:46"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","Core 1","5015","","HUD Enterprise-Wide Financial Management Project","HUD is looking to leverage a shared services solution to manage the full or partial accounting services across HUD's funds/programs. The approach will include a Discovery period, pilot program period, and phased-in implementation period. During the Definition phase of the project, it successfully assessed the probability of a successful HIFMIP implementation, analyzed alternate courses of action available to the Department to transition from its legacy systems to a modern IT solution, analyzed the associated risks and costs of alternate courses of action, and prepared the structure and requirements to establish the New Core project.","2012-02-01","2014-11-30","41.000000","0","0.00","Green","28.000000","74.59","Red","2013-06-03","16:34:30"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","663990","1117","","FHA Transformation","The FHA Transformation Initiative has procured a modern federal financial services platform, composed of commercially available products and services, for all of FHA's insurance programs - Single Family Housing, Multifamily Housing, and the Insured Health Care portfolio. The program will implement a case management business model that addresses the loan-lifecycle (e.g., initial data submission, endorsement, servicing) and risk analytics platform to better understand dynamic market trend.","2010-01-12","2016-09-30","50.550000","0","0.00","Green","-2.247000","-5.26","Green","2013-03-29","15:36:02"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","251540","2950","","MultiFamily Housing Development and Automated Underwriting Solution","Implementation of an industry specific, COTS automated underwriting solution that leverages the FHA Federal Financial Services Platform (FFSP).  It will enable HUD to manage the upfront risks of the MFH underwriting process effectively; adapt to changing market conditions with flexibility and agility; and effectively monitor and enforce lender performance.","2011-02-10","2013-07-31","7.000000","-60","-6.67","Green","0.000000","0.00","Green","2013-05-31","15:55:17"
"025-000004540","720","025","Department of Housing and Urban Development","Infrastructure and System Monitoring Support","888400","5017","","HUDNET","To define and acquire replacement contract(s) to replace functionality and improve the infrastructure's business service delivery model provided by HITS contracts and to meet new and emerging needs.","2013-10-02","2014-09-30","92.000000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","11:49:04"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRCPDMAP1","5081","","Hearth-eGrants-CPD Maps System Release #1","This version of CPD Maps will contain an interface to DRGR resulting in the ability to display real time Disaster Grant information on the Map. Grantees and HUD staff will have the ability to make planning decisions for communities based on accurate information of where disaster funds are being targeted. It will improve the user interface further that Novice user will be able to search for HUD funded projects and economic needs data in their communities.","2012-07-09","2012-11-13","0.250000","10","7.87","Green","0.002609","1.05","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRCPDMAP2","5083","","Hearth-eGrants-CPD Maps System Release #2","Mash up applications will be built allowing CPD Maps to access external data from other Federal and private mapping systems without the need to maintain the data in house. CPD Maps will begin to utilize Cloud based computing resulting in the ability to add new functionality to the system without having to develop it locally.","2012-11-15","2013-07-01","0.300000","-60","-26.32","Yellow","-0.014941","-4.98","Green","2013-07-31","14:22:19"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRESNAPS1","5085","","Hearth-eGrants-eSnaps System Release #1","Complete HEARTH Award Phase grants management: grants amendments, budget change process, and synchronization of budget through the grant process (replacing paper-based processes); Address Project Assignment groups issue; Address CoCs assigned to TWO Field Offices issue; Improve Microstrategy Letter generation wait time (assumption that we can identify a technical solution after collecting requirements).","2012-07-09","2012-11-13","0.800000","-1","-0.79","Green","0.008204","1.13","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRESNAPS2","5087","","Hearth-eGrants-eSnaps System Release #2","Complete Award and Post Award phase grants management to support HEARTH Act programs: Annual Performance Reporting and Project Closeout processes. These enhancements will support the completion of the FY12 annual HEARTH program Homeless Assistance Grants by automating additional grants management processes currently performed on paper. Prepare e-snaps for the FY13 HEARTH competition, including Registration and Intake phases.","2013-01-01","2013-09-01","1.800000","0","0.00","Green","-0.328895","-18.27","Yellow","2013-05-31","15:55:15"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRESNAPS3","5089","","Hearth-eGrants-eSnaps System Release #3","This project stages e-snaps to support and automate the $1.7B (annually) FY13 and FY14 HEARTH competitive grants for Homeless Assistance. After regulatory changes, FY13 will be the first year for the United Funding Agency program which will further empower regional decision makers and grantees to provide tailored, place-based approaches towards ending homelessness in the nation.","2013-09-01","2014-05-01","1.550000","0","0.00","Green","0.000000","0.00","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRGIMS1","5091","","Hearth-eGrants-GIMS II System Release #1","Builds new paths in GIMS-2 to standardize/ automate competitive grant intake review. Maximize potential of existing Grantium G3 software to standardize and automate grant application NOFA intake processes for 10+ grant programs across HUD.  This will integrate pre-award competitive services and enable retirement of up to 10 stove-piped review tools all around HUD and reduce overall administration costs for these grants by 40%.","2013-05-01","2013-12-31","1.800000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","12:41:40"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRGMP1","5093","","Hearth-eGrants-GMP System Release #1","Modernize, re-engineer, and enhance modules of the GMP system towards target enterprise architecture and decommission of the obsolete PowerBuilder GMP-Legacy platform. This project will re-engineer and modernize the Urban County module and integrate the module to the Chief Elected Official database. This new management tool will streamline administration of Formula Grant allocations for HUD staff, automate manual processes, and increase accuracy of data maintained for correspondence with local governments and elected officials. This project will also complete Cross Program Funding Matrix / Heatmap reports in Microstrategy. This effort includes automation of performance measures for all remaining programs (HESG, HOPWA, CoC, NSP-3), which improves program oversight and reporting from a global or cross-program perspective.","2012-12-15","2013-08-15","0.900000","-81","-55.10","Red","0.004279","0.49","Green","2013-07-31","14:22:20"
