Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,Performance Measurement Category Mapping,Target 2014,Target 2015,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Is Closed?,Metric Updated Date,Metric Updated Time
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","1996","","% of satellite data sent to customers based on customer priority specification","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","1593","","95.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","1997","","Progress towards achieving operational readiness in 2012 as measured by the percent of the LSDS lifecycle milestones accomplished","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","1589","","90.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","1998","","% of satellite data available from archive within 24 hours of capture","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","1591","","99.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","1999","","Progress toward achieving operational readiness in 2012 as measured by the percent of the Image Processing development lifecycle milestones accomplished","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","1595","","67.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","2000","","% of nation coverage to meet land use planning and monitoring","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","1603","","100.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","2001","","Progress towards achieving operational readiness in 2012 as measured by the percent of the Storage and Archive development lifecycle milestones accomplished","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","1601","","95.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","2002","","Unit costs of managed services","Dollars","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Quarterly","P41-010-042","19443","","2.755000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","2003","","% Success Rate - Satellite data capture","% Complete","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Monthly","P41-010-042","16011","","99.000000","","","","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","8209","","Landsat data added to the Archive","number","1 - Customer Satisfaction (Results)","180000.000000","0.000000","Over target","Semi-Annual","P41-010-042","103685","","615993.000000","","","2014-06-30","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","8211","","Landsat Ground System Capture Success Rate of at least 95%","% complete","1 - Customer Satisfaction (Results)","95.000000","0.000000","Over target","Monthly","P41-010-042","103687","","99.780000","","","2014-06-30","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","8213","","Customer requested data is available within 24 hours of request","Percent","1 - Customer Satisfaction (Results)","90.000000","0.000000","Over target","Quarterly","P41-010-042","103689","","73.000000","","","2014-06-30","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","8215","","Landsat data is downlinked and made available within 24 hours of acquisition","Percent","1 - Customer Satisfaction (Results)","95.000000","0.000000","Over target","Quarterly","P41-010-042","103691","","99.960000","","","2014-06-30","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","8217","","Deliver Landsat data based on trended customer demand","Number","1 - Customer Satisfaction (Results)","1900000.000000","0.000000","Over target","Quarterly","P41-010-042","103693","","4430112.000000","","","2014-06-30","yes","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","21211","","Landsat scenes added to the archive","Number","2 - Strategic and Business Results","0.000000","346000.000000","Over target","Semi-Annual","P41-010-042","136777","","339525.000000","","","2015-03-31","no","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","21213","","Landsat Ground System Capture Success Rate","% complete","1 - Customer Satisfaction (Results)","0.000000","95.000000","Over target","Monthly","P41-010-042","142533","","100.000000","","","2015-05-31","no","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","21215","","Landsat scenes processed","number","1 - Customer Satisfaction (Results)","0.000000","3200000.000000","Over target","Quarterly","P41-010-042","136767","","2161581.000000","","","2015-03-31","no","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","21217","","Landsat data is downlinked and made available within 24 hours of acquisition","Percent","1 - Customer Satisfaction (Results)","0.000000","95.000000","Over target","Quarterly","P41-010-042","136773","","99.980000","","","2015-03-31","no","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","21219","","Landsat scenes delivered to customer","number","1 - Customer Satisfaction (Results)","0.000000","6700000.000000","Over target","Quarterly","P41-010-042","136771","","3719512.000000","","","2015-03-31","no","08/13/2015","12:26:40"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","21221","","LSDS Cost Performance Index","Percent","3 - Financial Performance","0.000000","1.000000","Under target","Quarterly","P41-010-042","136769","","0.981000","","","2015-03-31","no","08/13/2015","12:26:40"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","1809","","CARMA problems are resolved in a timely manner utilizing the Tier 1 and Tier 2 support","% open tickets closed w/in a reasonable timeframe","1 - Customer Satisfaction (Results)","91.000000","91.000000","Over target","Semi-Annual","P42-010-030","81833","","95.000000","Met","","2013-09-30","no","08/13/2015","12:37:55"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","1810","","CARMA has a supported Contingency Plan to ensure that the availability of the application remains at a high level.","percent of time system is available","2 - Strategic and Business Results","96.000000","96.000000","Over target","Semi-Annual","P42-010-030","81837","","96.000000","Met","","2013-09-30","no","08/13/2015","12:37:55"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","1811","","CARMA customers are supported via multiple resources with the ability to escalate unresolved issues","percent of time that issues are escalated","1 - Customer Satisfaction (Results)","9.000000","9.000000","Under target","Semi-Annual","P42-010-030","81839","","8.000000","Met","","2013-09-30","no","08/13/2015","12:37:55"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","1812","","System reliability and availability","percent of time of unscheduled outages","1 - Customer Satisfaction (Results)","9.000000","9.000000","Under target","Monthly","P42-010-030","142439","","9.000000","","","2015-05-31","no","08/13/2015","12:37:55"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","1813","","All required supporting document artifacts for this &quot;major&quot; IT Investment (as identified in the current budget year OMB A-11 guidance) will be kept current &amp;  be available for DOI/OMB review within the 10 day requirement.","All current artifacts in DOI SharePort site","1 - Customer Satisfaction (Results)","8.000000","8.000000","Over target","Semi-Annual","P42-010-030","81849","","8.000000","Met","","2013-09-30","no","08/13/2015","12:37:55"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","20227","","To be under budget, while maintaining the software components at the proper versions.","Dollars","3 - Financial Performance","1.000000","1.000000","Over target","Annual","P42-010-030","","","","","","","no","08/13/2015","12:37:55"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","1963","","Percent of customers who report being satisfied with the EFMSS","Percent","1 - Customer Satisfaction (Results)","80.000000","80.000000","Over target","Semi-Annual","P42-010-028","27049","","71.000000","","This metric was derived from the 2012 EFMSS Customer Satisfaction Survey. Baseline is figure reported in 2010 Submission. 2012 results do not meet the defined target and indicate room for improvement. This can likely be attributed to the following factors that impact user perception of FMSS: unplanned outages in 2012, and internet connectivity at the parks. PFMD management is aware of these contributing factors and will manage them to the best extent possible.","2012-06-29","no","08/13/2015","12:26:39"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","1964","","The frequency with which customers report having their questions to the help desk sufficiently answered","Percent","1 - Customer Satisfaction (Results)","80.000000","80.000000","Over target","Semi-Annual","P42-010-028","27051","","85.000000","","This metric was derived from the 2012 EFMSS Customer Satisfaction Survey. Baseline is figure reported in 2010 Submission. 2012 results meet the defined target for this metric.","2012-06-29","no","08/13/2015","12:26:39"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","1965","","Overall PFMD risk rating for all risks in the EFMSS Risk Register (based on the weighted average on a 1 [low] - 100 [high] scale, as defined by PFMD","1-100","2 - Strategic and Business Results","40.000000","40.000000","Under target","Semi-Annual","P42-010-028","62163","","33.000000","Met","This metric was derived from the 2013 EFMSS Risk Register. Baseline is figure reported in 2010 Submission. 2013 results meet the defined target for this metric.","2013-08-14","no","08/13/2015","12:26:39"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","1966","","Have a Privacy Impact Assessment (PIA) certified system and pass the C&amp;amp;A - pass &amp;#61;1; fail &amp;#61; 0","0-1","1 - Customer Satisfaction (Results)","1.000000","1.000000","Over target","Semi-Annual","P42-010-028","62167","","1.000000","Met","Baseline is figure reported in 2010 Submission. 2013 results meet the defined target for this metric.","2013-08-14","no","08/13/2015","12:26:39"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","1967","","Percent of the time Maximo is up and running during the normal work week (Mon - Fri)","Percent","1 - Customer Satisfaction (Results)","90.000000","90.000000","Over target","Monthly","P42-010-028","142547","","81.360000","","This metric was derived from system availability data for June 2015. Baseline is figure reported in 2010 Submission. June 2015 results meet the defined target for this investment.  System availability is lower this month due to downtime for the Maximo 7.5 upgrade effort.","2015-06-30","no","08/13/2015","12:26:39"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","1968","","Percent of Maximo downtime that is due to unplanned outages (hardware, software, unplanned maintenance, and power failures)","Percent","3 - Financial Performance","5.000000","5.000000","Under target","Monthly","P42-010-028","142549","","18.640000","","This metric was derived from system reliability data for June 2015. Baseline is figure reported in 2010 Submission. June 2015 results meet the defined target for this investment.  ","2015-06-30","no","08/13/2015","12:26:39"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","1804","","Time to process Well Modification Permits (APM) &amp;let;&#61; 15 days based on annual average of permits processed","Average number of days","1 - Customer Satisfaction (Results)","15.000000","15.000000","Under target","Semi-Annual","","78595","","99.600000","Met","Actuals through December 31, 2013. Actual results over planned target.","2014-12-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","1805","","Time to process Well Activity Reports (WAR) &amp;let;&#61; 20 days based on annual average of reports processed","Average number of days","2 - Strategic and Business Results","20.000000","20.000000","Under target","Semi-Annual","","91947","","10.000000","Not Met","","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","1806","","75% required NIST 800-53 security controls implemented","Percentage","1 - Customer Satisfaction (Results)","75.000000","75.000000","Over target","Semi-Annual","","91933","","71.000000","Not Met","","2014-03-31","yes","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","1807","","75% customer satisfaction","Percentage","1 - Customer Satisfaction (Results)","75.000000","75.000000","Over target","Semi-Annual","","91937","","72.700000","Not Met","Survey focused on newly developed components and not all of TIMS. Results can be expected to be lower as we are going through a cycle of maintenance to correct latent defects.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","1808","","Maintain the percent of time that TIMS is available to BOEM and BSEE employees.","Percentage available","1 - Customer Satisfaction (Results)","90.000000","92.000000","Over target","Monthly","","112273","","99.200000","","Actuals through August 31, 2014.  Actual results over planned target.","2014-08-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9899","","Percentage of inspections that include data proving the inspector used proper check lists of Potential Incidents of Non-Compliance (PINC).","Percentage","4 - Innovation","30.000000","30.000000","Over target","Semi-Annual","","91935","","44.000000","Met","","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9901","","Percentage of drilling rigs proposed in drilling permits that have undergone Blowout Preventers (BOP) review.","Percentage","4 - Innovation","30.000000","30.000000","Over target","Semi-Annual","","91939","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspeciton project are completed and deployed.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9903","","Percentage of inspections available in TIMS database within 1 week following last day of an inspection.","Percentage","1 - Customer Satisfaction (Results)","30.000000","30.000000","Over target","Semi-Annual","","91943","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspeciton project are completed and deployed.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9905","","Percentage of all safety system applications submitted through the eInspections system.","Percentage","4 - Innovation","30.000000","30.000000","Over target","Semi-Annual","","91945","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspeciton project are completed and deployed.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9907","","Percentage of all departure requests submitted with Safety System Applications.","Percentage","4 - Innovation","30.000000","30.000000","Over target","Semi-Annual","","91955","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspeciton project are completed and deployed.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9909","","Percentage of incidents of non-compliance records that include correction dates.","Percentage","4 - Innovation","32.000000","32.000000","Over target","Semi-Annual","","91951","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspeciton project are completed and deployed.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9911","","Percentage of incidents of non-compliance records requiring component or facility shut in include the date an approval to resume operations was granted.","Percentage","4 - Innovation","32.000000","32.000000","Over target","Semi-Annual","","91957","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspeciton project are completed and deployed.","2014-03-31","no","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","9913","","Percentage of all inspectors issued tablet PCs containing regulations,  Potential Incidents of Non-Compliance (PINC) lists, and approved permit information.","Percentage","1 - Customer Satisfaction (Results)","95.000000","0.000000","Over target","Annual","P41-010-030","91953","","0.000000","Not Met","We will not be able to provide a report for this measure until the remaining parts of the eInspections project are completed and deployed.","2014-03-31","yes","08/13/2015","14:41:42"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","21445","","Percentage of safety system applications that include verification that required application fees were paid via pay.gov.","Percentage","3 - Financial Performance","","10.000000","Over target","Annual","P41-010-030","","","","","","","no","08/13/2015","14:41:42"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","1901","","Percent Reduction in costs associated with Certification and Accreditations Required to Secure DOI Networks via more effectively utilizing results from ongoing continuous monitoring activities","Cost of Information System Security Assessments an","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","5081","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","1902","","Percent increase of products and services available via service catalog","# Enterprise Information Assurance Products and Se","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Monthly","","5083","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","1903","","Percent Participation in Consolidated Enterprise Common Information Assurance Services, Processes and Activities available via service catalog resulting in operational standardization and resource efficiencies","# Bureaus/Offices participating in available Infor","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Monthly","","5085","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","1904","","Percent of applications enabled to utilize HSPD12 based authentication","# Applications integrated with Enterprise Active D","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","5087","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","1905","","All OMB required documents and artifacts are stored and maintained accurately on the DOI SharePoint site in accordance with current OMB Guidance/","# of Artifacts","2 - Strategic and Business Results","8.000000","8.000000","Over target","Monthly","","5089","","0.000000","","","","","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","1906","","Issues or problems are solved in a timely manner by utilizing the Tier 1 and Tier 2 support.","Number of open tickets closed during a 180 days","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Semi-Annual","","22753","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","6025","","Percent of PIV accounts and network access compliant with PIV process through DOIAccess System","Percent","3 - Financial Performance","100.000000","100.000000","Over target","Monthly","","","","","","","","","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","6027","","Percent of employees with an active PIV credential","Percent","2 - Strategic and Business Results","95.000000","95.000000","Over target","Monthly","","","","","","","","","08/13/2015","12:00:57"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","6029","","Percent of contractors with an active PIV credential","Percent","2 - Strategic and Business Results","80.000000","80.000000","Over target","Monthly","","","","","","","","","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","1873","","Implementation of a consolidated cloud-based email system","% of User","4 - Innovation","100.000000","100.000000","Over target","Monthly","","5025","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","1877","","System Uptime","% Uptime","1 - Customer Satisfaction (Results)","99.900000","99.900000","Over target","Monthly","","5033","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","1878","","Public Web customer satisfaction score based on the American Customer Service Index (ACSI).","Score between 0-100. 100 being the best.","1 - Customer Satisfaction (Results)","68.500000","68.500000","Over target","Semi-Annual","","5035","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","1879","","All OMB required documents and artifacts are posted and maintained on the DOI SharePoint Site.","8","2 - Strategic and Business Results","8.000000","8.000000","Over target","Monthly","","5037","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","20671","","% Spam Filtering","# of emails","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","20673","","% of malware blocked","# of malware files","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","20675","","Cost Reduction","dollars","3 - Financial Performance","100.000000","100.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","20677","","Percent of satisfied end users within 6 months of a &quot;go-love&quot; event out of the pool of total planned end users.  The survey will consist of 5 items and the % score will be earned in 10% units by each bureau reporting a measurement score.","Percent","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Semi-Annual","","","","","","","","no","08/13/2015","12:00:57"
"010-000000330","864","010","Department of the Interior","DOI - Infrastructure - End User Support","20679","","Investment problems and issues solved in a timely manner, utilizing Tier 1 and Tier 2 support.","Number of tickets closed in a 180 day period","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Semi-Annual","","","","","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","1888","","Issues or problems are resolved in a timely manner using Tier 1 and Tier 2 support.","Number of open tickets closed during 180 days","1 - Customer Satisfaction (Results)","1.000000","1.000000","Under target","Semi-Annual","","22749","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","20681","","Service Availability","%","1 - Customer Satisfaction (Results)","20.000000","25.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","20683","","Completion of IT Assets Inventory","%","1 - Customer Satisfaction (Results)","20.000000","25.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","20685","","Number of Data Sets submitted to Data.Gov","Number of Count","3 - Financial Performance","20.000000","25.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","20687","","Integration of Active Directory with Mission Specific Systems","%","1 - Customer Satisfaction (Results)","20.000000","25.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","20689","","Public Web customer satisfaction scored based on the American Customer Service Index (ACSI)","Score of 0-100.  With 100 being the best.","1 - Customer Satisfaction (Results)","90.000000","95.000000","Over target","Semi-Annual","","","","","","","","no","08/13/2015","12:00:57"
"010-000000338","865","010","Department of the Interior","DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities","20691","","All OMB required documents and artifacts are stored and accurately maintained per current OMB guidance on the DOI SharePoint site.","8","2 - Strategic and Business Results","8.000000","8.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:57"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1907","","Number of circuits","Number","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","5093","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1908","","Circuit cost of collocation","Dollars","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","5095","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1909","","Average bandwidth cost per mb/s","Dollars","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","5097","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1910","","Cost of network","Dollars","3 - Financial Performance","100.000000","100.000000","Over target","Monthly","","5099","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1911","","Number of total networks","Number","2 - Strategic and Business Results","100.000000","100.000000","Over target","Monthly","","5101","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1912","","Number of bureau network segments flattened in the architecture","Number","1 - Customer Satisfaction (Results)","10.000000","10.000000","Over target","Monthly","","5103","","0.000000","","","","","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1913","","Available bandwidth per customer","MegaBytes","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Monthly","","5105","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1914","","Positive survey results","Percentage base","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Semi-Annual","","5107","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1915","","The NRSPMO will provide a joint program operations center where all radio bureaus will centralize their radio operations to increase intra-agency coordination, efficiency, resources sharing and cross support.","Percentage base","3 - Financial Performance","100.000000","100.000000","Over target","Quarterly","","5109","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1916","","Completion of task","Go/No Go","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Quarterly","","5111","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1917","","Provide Key Management Services to LE Officer","Percentage Base","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Quarterly","","5113","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1918","","Five year review of 2007 Frequency assignments","Percentage base on the number of frequencies assig","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Monthly","","5115","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1919","","All OMB required documents and artifacts are accurately maintained and posted on the DOI SharePoint site.","Number","2 - Strategic and Business Results","8.000000","8.000000","Over target","Monthly","","5117","","0.000000","","","","","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","1920","","Telecommunications issues or problems are solved utilizing Tier 1 and Tier 2 support.","Number of open tickets closed in 180 days","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Semi-Annual","","22755","","0.000000","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","6065","","Reduce number of non-TIC compliant circuits from 1352","Number","1 - Customer Satisfaction (Results)","4.000000","4.000000","Over target","Monthly","","","","","","","","","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","6067","","Increase the amount of TIC compliant network traffic from baseline of 17%","Percentage base","1 - Customer Satisfaction (Results)","98.000000","98.000000","Over target","Semi-Annual","","","","","","","","","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","6069","","Maintain 99.9% network availability","Percentage base","1 - Customer Satisfaction (Results)","99.900000","99.900000","Over target","Semi-Annual","","","","","","","","","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","6071","","Maintain a Mean Time to Repair of less than 4 hours","Hours","1 - Customer Satisfaction (Results)","4.000000","4.000000","Over target","Semi-Annual","","","","","","","","","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","6073","","Complete bureau/office migration to new optimized network","Number of bureaus/offices","1 - Customer Satisfaction (Results)","7.000000","7.000000","Over target","Semi-Annual","","","","","","","","","08/13/2015","12:00:58"
