Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"202-000001060","768","202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)","Presidential Priority","2131","","http://www.gsa.gov/portal/content/101584","Yes","09/14/2012","16:12:32"
"006-000731200","782","006","Department of Commerce","NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS)","Other Requirement","4199","5","http://www.ntia.doc.gov/legacy/osmhome/spectrumreform/index.html","Yes","09/10/2014","07:55:19"
"010-000000287","783","010","Department of the Interior","BOR - CRSP SCADA (Colorado River Storage Project Supervisory Control and Data Acquisition System)","Legislative Mandate","803","1","http://www.usbr.gov/uc/rm/crsp/index.html","Yes","03/13/2013","08:36:48"
"010-000000287","783","010","Department of the Interior","BOR - CRSP SCADA (Colorado River Storage Project Supervisory Control and Data Acquisition System)","Published Agency Strategic Plan","805","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","No","11/29/2012","13:06:20"
"010-000000287","783","010","Department of the Interior","BOR - CRSP SCADA (Colorado River Storage Project Supervisory Control and Data Acquisition System)","Other Requirement","807","5","http://www.nerc.com/","Yes","03/13/2013","08:36:48"
"010-000000288","784","010","Department of the Interior","BOR - CVACS (Central Valley Automated Control System)","Legislative Mandate","809","1","http://www.usbr.gov/projects/Project.jspproj_Name&#61;Central%20Valley%20Project&amp;pageType&#61;ProjectPage","Yes","03/13/2013","08:36:58"
"010-000000288","784","010","Department of the Interior","BOR - CVACS (Central Valley Automated Control System)","Published Agency Strategic Plan","811","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","No","11/29/2012","13:06:20"
"010-000000288","784","010","Department of the Interior","BOR - CVACS (Central Valley Automated Control System)","Other Requirement","813","5","www.nerc.com","Yes","03/13/2013","08:36:58"
"010-000000292","785","010","Department of the Interior","BOR - GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System)","Legislative Mandate","815","1","http://www.usbr.gov/projects/Powerplant.jspfac_Name&#61;Grand%20Coulee%20Powerplant","Yes","03/13/2013","08:37:14"
"010-000000292","785","010","Department of the Interior","BOR - GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System)","Audit Finding Resolution","817","2","http://www.nerc.com/page.phpcid&#61;6|69http://www.wecc.biz/Pages/Default.aspx","No","09/11/2013","22:23:49"
"010-000000292","785","010","Department of the Interior","BOR - GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System)","Published Agency Strategic Plan","819","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","No","11/29/2012","13:06:20"
"010-000000292","785","010","Department of the Interior","BOR - GCPO SCADA (Grand Coulee Power Office Supervisory Control and Data Acquisition System)","Other Requirement","821","5","http://www.nerc.com/page.phpcid&#61;2%7C20http://csrc.nist.gov/groups/SMA/fisma/index.html","No","09/11/2013","22:23:49"
"010-000000294","786","010","Department of the Interior","BOR - LCDCSS (Lower Colorado Dams Control Systems and Services)","Legislative Mandate","1141","1","http://research.archives.gov/description/5730900http://www.nerc.com/page.phpcid&#61;2%7C20http://www.usbr.gov/lc/hooverdam/","Yes","09/11/2013","22:24:07"
"010-000000294","786","010","Department of the Interior","BOR - LCDCSS (Lower Colorado Dams Control Systems and Services)","Published Agency Strategic Plan","1143","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","No","11/29/2012","13:06:21"
"010-000000294","786","010","Department of the Interior","BOR - LCDCSS (Lower Colorado Dams Control Systems and Services)","Other Requirement","1145","5","http://www.cio.gov/Documents/it_management_reform_act_feb_1996.htmlhttp://www.fas.org/irp/offdocs/pdd-63.htmhttp://www.gpo.gov/fdsys/pkg/PLAW-107publ347/pdf/PLAW-107publ347.pdfhttp://www.doe.gov/sites/prod/files/HSPD-7.pdfhttp://www.whitehouse.gov/omb/Circulars_a130_a130trans4","No","09/11/2013","22:24:07"
"018-000001060","810","018","Department of Education","Federal Student Aid Financial Management System (FSA FMS)","Published Agency Strategic Plan","629","3","http://federalstudentaid.ed.gov/static/gw/docs/FiveYearPlan_2012.pdf","Yes","09/11/2014","11:25:47"
"018-000001060","810","018","Department of Education","Federal Student Aid Financial Management System (FSA FMS)","Other Requirement","631","5","http://www.whitehouse.gov/omb/circulars_a127","Yes","11/28/2012","15:33:17"
"018-999991341","811","018","Department of Education","Grants Management System (G5)","Legislative Mandate","1235","1","http://www.whitehouse.gov/omb/financial_fin_grants_expanded/#legis","Yes","09/11/2013","15:12:00"
"018-999991341","811","018","Department of Education","Grants Management System (G5)","Published Agency Strategic Plan","1237","3","http://www2.ed.gov/about/reports/strat/plan2011-14/plan-2011.pdf - STRATEGIC PLAN 2011-2014http://www2.ed.gov/about/reports/annual/2013plan/2013-perf-plan.pdfFY 2013ANNUAL PERFORMANCE PLAN","No","11/28/2012","15:33:25"
"018-999991341","811","018","Department of Education","Grants Management System (G5)","Other Requirement","1239","5","http://www.whitehouse.gov/sites/default/files/omb/memoranda/fy2005/m05-24.pdf http://www.fms.treas.gov/ccmm/final-CFO-letter-01-14-11.pdf","Yes","09/11/2013","15:12:00"
"018-000001020","812","018","Department of Education","Education Department Utility for Communications, Applications and Technical Environment (EDUCATE)","Legislative Mandate","3245","1","www.whitehouse.gov/omb/e-gov/FEA","Yes","09/12/2013","12:04:15"
"018-000001020","812","018","Department of Education","Education Department Utility for Communications, Applications and Technical Environment (EDUCATE)","Presidential Priority","3247","4","www.whitehouse.gov/omb/e-gov/FEA","Yes","09/12/2013","12:04:15"
"018-000001000","813","018","Department of Education","Migrant Student Information Exchange (MSIX)","Legislative Mandate","1353","1","http://www2.ed.gov/policy/elsec/leg/esea02/pg8.html","Yes","10/30/2012","11:54:16"
"018-000001024","817","018","Department of Education","Financial Management Support System (FMSS)","Published Agency Strategic Plan","385","3","http://www2.ed.gov/about/reports/strat/plan2011-14/plan-2011.pdf","Yes","11/28/2012","15:33:21"
"018-000001031","818","018","Department of Education","IES Knowledge Utilization (IESK)","Legislative Mandate","383","1","http://www.ed.gov/policy/rschstat/leg/PL107-279.pdf","Yes","11/28/2012","15:33:08"
"018-000001031","818","018","Department of Education","IES Knowledge Utilization (IESK)","Published Agency Strategic Plan","4779","3","http://www2.ed.gov/about/reports/strat/plan2014-18/strategic-plan.pdf","Yes","09/18/2014","14:50:11"
"018-000001031","818","018","Department of Education","IES Knowledge Utilization (IESK)","Presidential Priority","2843","4","http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf","Yes","09/11/2013","09:31:00"
"018-000001010","819","018","Department of Education","EDFacts","Published Agency Strategic Plan","377","3","http://www2.ed.gov/about/reports/strat/index.htmlsrc&#61;ln","Yes","03/20/2013","13:39:21"
"018-000001010","819","018","Department of Education","EDFacts","Other Requirement","381","5","http://www.cio.gov/","Yes","11/28/2012","15:33:07"
"018-000001010","819","018","Department of Education","EDFacts","Presidential Priority","379","4","http://www.idmanagement.gov/","Yes","09/12/2012","10:52:42"
"018-000001070","821","018","Department of Education","Contracts and Purchasing Support System (CPSS)","Legislative Mandate","177","1","https://www.fpds.gov/fpdsng_cms/","Yes","11/28/2012","15:33:06"
"018-000001070","821","018","Department of Education","Contracts and Purchasing Support System (CPSS)","Published Agency Strategic Plan","179","3","https://www.ed.gov","Yes","09/11/2013","15:11:03"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Legislative Mandate","229","30","N/A.","No","11/30/2012","13:30:05"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Audit Finding Resolution","231","48","N/A.","No","11/30/2012","13:30:05"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Published Agency Strategic Plan","235","71","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/fy2012-2015plan.aspx","Yes","11/30/2012","13:30:05"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Published Agency Strategic Plan","4317","200204","http://fiscalservice.treasuryecm.gov/alex/dept/com/Pages/default.aspx","No","09/10/2014","14:13:17"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Published Agency Strategic Plan","4319","200205","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/index.aspx","Yes","09/10/2014","14:13:17"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Published Agency Strategic Plan","233","70","https://www.fms.treas.gov/strategicplan/index.html","Yes","11/30/2012","13:30:05"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Published Agency Strategic Plan","3079","200086","http://fiscalservice.treasuryecm.gov/AlexAssets/landing/documents/Fiscal-Service-Tactical-Plan-2013-2014v2.pdf","No","09/11/2013","17:11:40"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Other Requirement","239","107","N/A.","No","11/30/2012","13:30:05"
"015-000000057","827","015","Department of the Treasury","Over the Counter Channel Application (OTCnet)","Presidential Priority","237","96","N/A.","No","11/30/2012","13:30:05"
"015-000000060","829","015","Department of the Treasury","Summary Debt Accounting Services (SDAS)","Legislative Mandate","347","42","http://www.gao.gov/special.pubs/af12194.pdf","Yes","11/30/2012","13:30:17"
"015-000000060","829","015","Department of the Treasury","Summary Debt Accounting Services (SDAS)","Legislative Mandate","3115","200116","https://cfo.gov/wp-content/uploads/2012/09/CFO-act-of-1990.pdf","No","09/11/2013","17:12:37"
"015-000000060","829","015","Department of the Treasury","Summary Debt Accounting Services (SDAS)","Published Agency Strategic Plan","4407","200180","http://fiscalservice.treasuryecm.gov/alex/dept/com/Pages/default.aspx","No","09/10/2014","14:16:29"
"015-000000060","829","015","Department of the Treasury","Summary Debt Accounting Services (SDAS)","Published Agency Strategic Plan","3117","200070","http://fiscalservice.treasuryecm.gov/AlexAssets/landing/documents/Fiscal-Service-Tactical-Plan-2013-2014v2.pdf","No","09/11/2013","17:12:37"
"015-000000060","829","015","Department of the Treasury","Summary Debt Accounting Services (SDAS)","Published Agency Strategic Plan","4409","200181","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/index.aspx","Yes","09/10/2014","14:16:29"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Legislative Mandate","69","25","http://www.gao.gov/special.pubs/af12194.pdf","Yes","11/30/2012","13:30:29"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Legislative Mandate","3135","200072","http://www.dol.gov/ocfo/media/regs/CFOA.pdf","Yes","09/11/2013","17:13:08"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Published Agency Strategic Plan","3137","200081","http://fiscalservice.treasuryecm.gov/AlexAssets/landing/documents/Fiscal-Service-Tactical-Plan-2013-2014v2.pdf ","No","09/11/2013","17:13:08"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Published Agency Strategic Plan","4327","200189","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/index.aspx","Yes","09/10/2014","14:13:28"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Published Agency Strategic Plan","71","65","http://ntpdweb.bpd.treas.gov/mvv/bpdstrategicplan09_14.pdf","No","11/30/2012","13:30:29"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Published Agency Strategic Plan","4325","200188","http://fiscalservice.treasuryecm.gov/alex/dept/com/Pages/default.aspx","No","09/10/2014","14:13:28"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Presidential Priority","73","95","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/pdf/USCODE-2011-title31-subtitleIII.pdf","Yes","11/30/2012","13:30:29"
"015-000000061","830","015","Department of the Treasury","Wholesale Securities Services (WSS)","Presidential Priority","3139","200075","http://uscodebeta.house.gov/view.xhtmlpath=/prelim@title31/subtitle3/chapter37/subchapter1&edition=prelim","No","09/11/2013","17:13:08"
"015-999990063","831","015","Department of the Treasury","Franchise Financial and Administrative Services (FFAS)","Published Agency Strategic Plan","3149","200117","http://fiscalservice.treasuryecm.gov/AlexAssets/landing/documents/Fiscal-Service-Tactical-Plan-2013-2014v2.pdf","No","09/11/2013","17:13:32"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","Legislative Mandate","2803","1","http://donotpay.treas.gov/Resources.htm","Yes","03/18/2014","15:34:35"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","Audit Finding Resolution","2805","2","N/A","No","09/10/2013","16:11:05"
"024-000005670","834","024","Department of Homeland Security","TSA - Air Cargo Security","Legislative Mandate","1201","100","http://www.gpo.gov/fdsys/pkg/PLAW-107publ71/html/PLAW-107publ71.htm","Yes","09/10/2013","10:57:34"
"024-000005670","834","024","Department of Homeland Security","TSA - Air Cargo Security","Audit Finding Resolution","1203","200","http://www.gao.gov/products/GAO-03-344;","Yes","09/13/2012","10:07:57"
"024-000005670","834","024","Department of Homeland Security","TSA - Air Cargo Security","Other Requirement","1205","500","The Standard Security Programs are Sensitive Security Information (SSI) and are not accessible via the Internet or Intranet.  Copies will be provided upon request by contacting the Air Cargo PM.","No","09/13/2012","10:07:57"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","Legislative Mandate","1135","1","http://www.gpo.gov/fdsys/pkg/USCODE-1994-title15/html/USCODE-1994-title15-chap82-subchapV-sec5652.htm","Yes","11/29/2012","13:06:28"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","Published Agency Strategic Plan","1137","3","http://www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","No","11/29/2012","13:06:28"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","Other Requirement","2369","5","http://landsat.usgs.gov","Yes","03/13/2013","08:42:43"
"010-000001047","835","010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)","Presidential Priority","1139","4","http://www.whitehouse.gov/sites/default/files/national_space_policy_6-28-10.pdf","Yes","09/13/2012","08:05:05"
"024-000005395","836","024","Department of Homeland Security","ICE - Criminal Alien Identification Initiatives (CAII)","Legislative Mandate","883","100","http://www.gpo.gov/fdsys/pkg/PLAW-110publ161/content-detail.html; http://www.gpo.gov/fdsys/pkg/PLAW-110publ329/pdf/PLAW-110publ329.pdf","Yes","09/12/2012","15:14:38"
"024-000005395","836","024","Department of Homeland Security","ICE - Criminal Alien Identification Initiatives (CAII)","Published Agency Strategic Plan","885","300","http://dhsconnect.dhs.gov/org/comp/plcy/spar/spa/Pages/QHSR.aspx; http://intranet.ice.dhs.gov/hc/doclib/pdf/ice-strategic-plan-2010.pdf","No","09/12/2012","15:14:38"
"024-000004054","837","024","Department of Homeland Security","USSS - Information Integration and Technology Transformation (IITT)","Audit Finding Resolution","4169","200","http://www.oig.dhs.gov/assets/Mgmt/OIG_11-56_Mar11.pdf","Yes","09/09/2014","10:21:57"
"024-000004054","837","024","Department of Homeland Security","USSS - Information Integration and Technology Transformation (IITT)","Published Agency Strategic Plan","4171","300","http://dhsconnect.dhs.gov/org/comp/mgmt/cio/Documents/Forms/AllItems.aspxRootFolder=%2forg%2fcomp%2fmgmt%2fcio%2fDocuments%2fOCIO%20Strategic%20Plan&FolderCTID=0x0120006D7311CEED4C1B4BB448D40C1BC21BF2","No","09/09/2014","10:21:57"
"024-000004054","837","024","Department of Homeland Security","USSS - Information Integration and Technology Transformation (IITT)","Presidential Priority","4173","400","http://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/federal_data_center_consolidation_initiative_02-26-2010.pdf","Yes","09/09/2014","10:21:57"
"012-000003595","844","012","Department of Labor","Enterprise Consolidated Network (ECN)","Legislative Mandate","2447","1","https://cio.gov/deliver/data-center-consolidation/ https://cio.gov/roadmap-toward-ipv6-adoption-for-the-federal-government/ https://cio.gov/protect/tic/","Yes","09/09/2014","13:53:57"
"012-000003595","844","012","Department of Labor","Enterprise Consolidated Network (ECN)","Other Requirement","1423","5","https://cio.gov/it-reform-federal-cloud-computing-strategy-published/ http://www.dhs.gov/sites/default/files/publications/digital-strategy/25-point-implementation-plan-to-reform-federal-it.pdf","Yes","09/09/2014","13:53:57"
"018-000003133","845","018","Department of Education","National Student Loan Database System (NSLDS)","Legislative Mandate","499","1","http://www2.ed.gov/policy/highered/leg/hea08/index.html http://www2.ed.gov/policy/highered/leg/hea98/index.html http://ecfr.gpoaccess.gov/cgi/t/text/text-idxsid&#61;b0c88bcbc42779cefe65a369ac279858&amp;c&#61;ecfr&amp;tpl&#61;/ecfrbrowse/Title34/34tab_02.tpl","Yes","03/20/2013","12:54:18"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","3175","200060","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapl-sec3103.htm","No","09/11/2013","17:14:52"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","3179","200062","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapl-sec3105.htm","No","09/11/2013","17:14:52"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","243","31","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapI-sec3102.htm","Yes","11/30/2012","13:30:10"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","247","33","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapI-sec3104.htm","Yes","11/30/2012","13:30:10"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","251","35","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapI-sec3106.htm","Yes","11/30/2012","13:30:10"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","3173","200059","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapl-sec3102.htm","No","09/11/2013","17:14:52"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","3177","200061","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapl-sec3104.htm","No","09/11/2013","17:14:52"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","3181","200063","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapl-sec3106.htm","No","09/11/2013","17:14:52"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","245","32","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapI-sec3103.htm","Yes","11/30/2012","13:30:10"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Legislative Mandate","249","34","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title31/html/USCODE-2011-title31-subtitleIII-chap31-subchapI-sec3105.htm","Yes","11/30/2012","13:30:10"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Published Agency Strategic Plan","4323","200187","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/index.aspx","Yes","09/10/2014","14:13:24"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Published Agency Strategic Plan","3183","200065","http://www.publicdebt.treas.gov/whatwedo/strategic.htm","No","09/11/2013","17:14:52"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Published Agency Strategic Plan","4321","200186","http://fiscalservice.treasuryecm.gov/alex/dept/com/Pages/default.aspx","No","09/10/2014","14:13:24"
"015-000000062","846","015","Department of the Treasury","Retail Securities Services (RSS)","Published Agency Strategic Plan","253","72","http://www.publicdebt.treas.gov/whatwedo/strategic.htm","No","11/30/2012","13:30:10"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","Legislative Mandate","3221","1","www.whitehouse.gov/omb/e-gov/FEA","Yes","09/12/2013","07:24:17"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","Audit Finding Resolution","3223","2","www.whitehouse.gov/omb/e-gov/FEA","Yes","09/12/2013","07:24:17"
"018-000003116","849","018","Department of Education","Central Processing System (CPS)","Published Agency Strategic Plan","3225","3","www.whitehouse.gov/omb/e-gov/FEA","Yes","09/12/2013","07:24:17"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","Legislative Mandate","797","1","http://www.gpo.gov/fdsys/pkg/FR-2004-02-06/pdf/04-2773.pdf","Yes","03/13/2013","08:36:39"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","Audit Finding Resolution","799","2","http://www.nerc.com","Yes","03/13/2013","08:36:39"
"010-000000279","850","010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)","Published Agency Strategic Plan","801","3","http://www.doi.gov/bpp/upload/DOI_FY2011-FY2016_StrategicPlan.pdf","Yes","03/13/2013","08:36:39"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","Legislative Mandate","1173","1","PL 98-540: http://thomas.loc.gov/cgi-bin/bdquery/zd098:SN00864:@@@L&amp;summ2&#61;m&amp;|TOM:/bss/d098query.htmlPL 109-58: http://www.govtrack.us/congress/bills/109/hr6","No","09/11/2013","17:32:18"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","Audit Finding Resolution","1175","2","www.gao.gov/assets/240/236999.pdfhttp://www.gao.gov/highrisk/risks/efficiency-effectiveness/federal_property.php","No","09/11/2013","17:32:18"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","Published Agency Strategic Plan","1177","3","DOI Strategic Plan: http://www.doi.gov/pmb/ppp/strategic-planning.cfm","No","11/29/2012","13:06:27"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","Other Requirement","1181","5","Guiding Principles: http://www.fedcenter.gov/Bookmarks/index.cfmid&#61;4110DO 80: http://www.nps.gov/policy/DOrders/DOrder80.htm","No","09/11/2013","17:32:18"
"010-000000578","851","010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System","Presidential Priority","1179","4","EO 13327: http://www.gsa.gov/portal/content/101584EO 13514: http://www.fedcenter.gov/Bookmarks/index.cfmid&#61;13641&amp;pge_prg_id&#61;32921&amp;pge_id&#61;3649EO 13423: http://www.fedcenter.gov/Bookmarks/index.cfmid&#61;6585&amp;pge_prg_id&#61;32568&amp;pge_id&#61;3286","No","09/11/2013","17:32:18"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","Legislative Mandate","1823","79559","http://www.gpo.gov/fdsys/pkg/PLAW-109publ282/pdf/PLAW-109publ282.pdf","Yes","09/14/2012","10:27:58"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","Legislative Mandate","1821","79558","http://thomas.loc.gov/cgi-bin/bdquery/zd110:H.R.2272:","Yes","09/14/2012","10:27:58"
"422-000001328","852","422","National Science Foundation","Legacy Mission Applications","Published Agency Strategic Plan","4043","169295","http://www.nsf.gov/about/performance/strategic_plan.jsp","Yes","03/19/2014","09:28:58"
"024-000009540","853","024","Department of Homeland Security","NPPD - Next Generation Networks Priority Services (NGN-PS)","Legislative Mandate","4167","100","http://legcounsel.house.gov/Comps/HSA02.PDF","Yes","09/09/2014","10:21:46"
"024-000009540","853","024","Department of Homeland Security","NPPD - Next Generation Networks Priority Services (NGN-PS)","Published Agency Strategic Plan","2593","300","http://dhsconnect.dhs.gov/org/comp/plcy/spar/Documents/dhs-strategic-plan-fy-2012-2016.pdf","No","09/10/2013","10:57:15"
"024-000009540","853","024","Department of Homeland Security","NPPD - Next Generation Networks Priority Services (NGN-PS)","Other Requirement","913","500","1) http://www.fas.org/irp/offdocs/nspd/nspd-51.htm","No","09/12/2012","15:27:10"
"024-000009540","853","024","Department of Homeland Security","NPPD - Next Generation Networks Priority Services (NGN-PS)","Presidential Priority","911","400","1) https://www.federalregister.gov/articles/2012/07/11/2012-17022/assignment-of-national-security-and-emergency-preparedness-communications-functions","No","09/12/2012","15:27:10"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","Legislative Mandate","873","1","http://www.boem.gov/ http://www.bsee.gov/","Yes","09/10/2014","14:29:01"
"010-000000226","854","010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","Published Agency Strategic Plan","875","3","http://www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","No","11/29/2012","13:06:22"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","Legislative Mandate","2031","1","http://www.gpo.gov/fdsys/pkg/PLAW-111publ117/content-detail.html","Yes","10/16/2012","09:43:34"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","Audit Finding Resolution","4689","2","http://www.gpo.gov/fdsys/pkg/GAOREPORTS-GAO-01-103/html/GAOREPORTS-GAO-01-103.htm","Yes","09/12/2014","16:15:32"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","Published Agency Strategic Plan","2033","3","http://portal.hud.gov/hudportal/documents/huddocid&#61;hudstrategicplan2014-2018.pdf","Yes","09/12/2014","16:15:32"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","Presidential Priority","2035","4","http://www.whitehouse.gov/sites/default/files/omb/financial/_improper/PL_111-204.pdf","Yes","09/12/2014","16:15:32"
"011-000002501","858","011","Department of Justice","FBI Combined DNA Index System (CODIS)","Legislative Mandate","2615","1","http://www.gpo.gov/fdsys/pkg/USCODE-2010-title42/pdf/USCODE-2010-title42-chap136-subchapIX-partA-sec14132.pdf","Yes","09/10/2013","13:33:24"
"011-000002501","858","011","Department of Justice","FBI Combined DNA Index System (CODIS)","Other Requirement","4473","5","http://www.fbi.gov/about-us/lab/biometric-analysis/copy_of_codis","No","09/11/2014","11:34:34"
"011-000002916","859","011","Department of Justice","FBI Data Centers","Published Agency Strategic Plan","4475","3","http://www.justice.gov/jmd/strategic2014-2018/ ; http://www.justice.gov/jmd/ocio/2014itplan/14it-strategic-plan.pdf","Yes","09/11/2014","11:34:47"
"011-000002916","859","011","Department of Justice","FBI Data Centers","Other Requirement","2375","5","https://cio.gov/wp-content/uploads/downloads/2012/09/25-Point-Implementation-Plan-to-Reform-Federal-IT.pdf","Yes","03/20/2013","13:15:38"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","Other Requirement","1657","5","1. 2.https://portal.doi.net/DOIAccess/Documents/PolicyMemos/DOI%20Policies%20and%20Procedures/Personnel%20Bulletin%2009-06%20-%20DOI%20Access%20Card.pdf 3.http://csrc.nist.gov/publications/fips/fips201-1/FIPS-201-1-chng1.pdf","No","11/29/2012","13:06:24"
"010-000000355","862","010","Department of the Interior","DOI - Infrastructure - Security Management","Presidential Priority","1655","4","1.http://www.dhs.gov/homeland-security-presidential-directive-122.http://www.whitehouse.gov/sites/default/files/omb/memoranda/fy2005/m05-24.pdf3.http://www.whitehouse.gov/sites/default/files/omb/memoranda/2011/m11-11.pdf","No","09/12/2013","14:59:52"
"018-000002370","873","018","Department of Education","Aid Data Mart (ADM)","Other Requirement","5","5","No URL available for this requirement.","No","11/28/2012","15:24:15"
