Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rated Date (Updated Date),Evaluation (by Agency CIO),Comments,Visible on IT Dashboard,CIO Rating ID,Investment Event ID,Updated Time
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","07/31/2012","2","The United States Citizenship and Immigration Services (USCIS)Transformation program has moved in the right direction by establishing an Executive Steering Committee (ESC). This provided effective governance, oversight, and guidance on all Transformation projects to ensure success. To continue alignment with the Office of Management and Budget's (OMB) 25 Point Plan, Release A2 initiative is using a set of agile methodologies that have been tailored for the specific needs of the Transformation program.  With the successful launch of Release A1, individuals can now establish USCIS Electronic Immigration System (ELIS) accounts and apply online to extend or change their non-immigrant status (Form I-539) for certain visa types. While the program continues to make progress, the CIO recommends the program simplify its architecture via code refactoring. Until the USCIS Transformation program has developed a strategy for reducing the complexity and risks associated with integrating and maintaining multiple products, the program score will not be upgraded. The CIO assesses the USCIS Transformation program as a Moderately High Risk investment.","Yes","11527","163883","12:47:25"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","07/31/2009","4","","Yes","1924","0","07:47:11"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","01/20/2010","4","Strong partnership with Modernization/Transformation program, needs to be stronger.  Business architecture needs a more influential voice in system integration and modernization. ","Yes","1925","0","08:33:39"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","04/02/2010","3","See the IT Program Assessment on the Investment Dashboard under View Reports.","Yes","2404","5567","08:14:09"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","10/27/2010","3","See the IT Program Assessment on the Key Documents tab.","Yes","4278","32328","14:47:39"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","12/29/2010","3","CLAIMS 4 must maintain the capability to support Naturalization application processing until replacement capabilities are fielded by USCIS Transformation, which was planned to be one of the first capabilities provided by USCIS Transformation. However, shortly before the CLAIMS 4 Program Review, USCIS Transformation had rebaselined its program, with Naturalization now becoming one of the later capabilities to be provided. USCIS CLAIMS 4 management was assessing the impact of the resulting CLAIMS life extension through 2014 at the time of the review. Close coordination between CLAIMS 4 and USCIS Transformation, and between CLAIMS 4 and other related programs (Lockbox, USCIS Enterprise Service Bus), is critical to ensure effective transition planning and seamless support of the processing of Naturalization applications.","Yes","4850","40807","06:02:05"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","10/24/2011","3","CLAIMS-4 must maintain the capability to support Naturalization application processing until replacement capabilities are fielded by the USCIS Transformation program.   CLAIMS-4 has an aging technical architecture that makes maintenance costly and extending its capabilities to meet immediate or mandated needs difficult and is not consistent with National Information Exchange Model and the Enterprise Architecture.  On the other hand, CLAIMS-4 continues to be one of the primary case processing system that meets the vision and mission of the USCIS. The program status continues to be green on cost and schedule as well as meeting its remediation goals.  Considering the risk posed by the aging technical architecture to keeping CLAIMS-4 properly maintained and responsive to user needs, the CIO assesses the USCIS CLAIMS-4 program as a Level 3-Medium Risk.","Yes","7718","101804","12:30:17"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","11/30/2011","3","CLAIMS-4 must maintain the capability to support Naturalization application processing until replacement capabilities are fielded by the USCIS Transformation program.   CLAIMS-4 has an aging technical architecture that makes maintenance costly and extending its capabilities to meet immediate or mandated needs difficult and is not consistent with National Information Exchange Model and the Enterprise Architecture.  On the other hand, CLAIMS-4 continues to be one of the primary case processing system that meets the vision and mission of the USCIS. The program status continues to be green on cost and schedule as well as meeting its remediation goals.  Considering the risk posed by the aging technical architecture to keeping CLAIMS-4 properly maintained and responsive to user needs, the CIO assesses the USCIS CLAIMS-4 program as a Level 3-Medium Risk.","Yes","8172","110945","13:03:10"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","12/23/2011","3","CLAIMS-4 must maintain the capability to support Naturalization application processing until replacement capabilities are fielded by the USCIS Transformation program.   CLAIMS-4 has an aging technical architecture that makes maintenance costly and extending its capabilities to meet immediate or mandated needs difficult and is not consistent with National Information Exchange Model and the Enterprise Architecture.  On the other hand, CLAIMS-4 continues to be one of the primary case processing system that meets the vision and mission of the USCIS. The program status continues to be green on cost and schedule as well as meeting its remediation goals.  Considering the risk posed by the aging technical architecture to keeping CLAIMS-4 properly maintained and responsive to user needs, the CIO assesses the USCIS CLAIMS-4 program as a Level 3-Medium Risk.","Yes","8258","112418","06:45:31"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","05/14/2012","3","The program's use of commercial off the shelf solutions such as Oracle database solutions presents a cost effective solution and mitigates potential program impacts from possible budget shortfalls. The program is currently undergoing efforts to migrate to DC1 secured data host, in line with DHS CIO priorities. Additionally, the program is undertaking efforts to implement the Federal CIO's 25 Point IT Management Reform Program by offering agile sprints to ensure products deliver business value to their customers.  The program has recognized risks associated with mitigating the impact of multiple concurrent releases and compressed timelines on system acceptance testing and user acceptance testing. The goal of the CIOs office is to continue monitoring this issue to ensure that its impact on the program is minimal.  The DHS OCIO assesses the C4  program as Medium Risk.","Yes","10162","143026","04:26:47"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","07/31/2012","4","The program's use of commercial off the shelf solutions such as Oracle database solutions presents a cost effective solution and mitigates potential program impacts from possible budget shortfalls. The program is currently undergoing efforts to migrate to DC1 secured data host, in line with DHS CIO priorities. Additionally, the program is undertaking efforts to implement the Federal CIO's 25 Point IT Management Reform Program by offering agile sprints to ensure products deliver business value to their customers.  The program has recognized risks associated with mitigating the impact of multiple concurrent releases and compressed timelines on system acceptance testing and user acceptance testing. The goal of the CIOs office is to continue monitoring this issue to ensure that its impact on the program is minimal.  The DHS OCIO assesses the C4  program as Moderately Low Risk.","Yes","11529","163885","12:47:25"
"024-000003030","321","024","Department of Homeland Security","USCIS - Integrated Document Production (IDP)","07/31/2009","4","","Yes","1919","0","07:46:33"
"024-000003030","321","024","Department of Homeland Security","USCIS - Integrated Document Production (IDP)","06/25/2010","4","See the IT Program Assessment on the Dashboard under View Reports.","Yes","3251","13403","07:40:02"
"024-000003030","321","024","Department of Homeland Security","USCIS - Integrated Document Production (IDP)","10/27/2010","4","See the IT Program Assessment in the Key Documents tab.","Yes","4306","32386","14:47:40"
"024-000003030","321","024","Department of Homeland Security","USCIS - Integrated Document Production (IDP)","07/31/2012","4","The USCIS Integrated Document Production program is a mature system currently in the operations and maintenance phase of its system life cycle. Its major focus is maintenance activities such as security patches and system upgrade events. The program is on track to release the new optical card with Monza 4D RFID chip inlays. The program's overall risks are associated with its continued operational capability. Current risks impacting the program can be categorized as funding availability to support contract operations and maintenance activities. The program's positive cost performance data reflects efficient use of program resources and mitigation of its greatest risks. As of the third quarter of FY12, the program has experienced no cost overruns. The DHS OCIO assesses the program as Moderately Low Risk.","Yes","11521","163877","12:47:25"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","07/31/2009","3","DHS Infrastructure continues to be at risk. As a joint initiative it faces the challenges of re-architecture of legacy solutions that are embedded within the business processes of various DHS components. The infrastructure consolidation and transition strategy of DHS Infrastructure has been delayed because of limited funding. However, the President\'s budget now under consideration by Congress funds the initiative. DHS data centers will offer new technologies and leverage virtualization. The security architecture will address emerging cyber security threats. ","Yes","1878","0","18:21:52"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","12/30/2009","3","DHS Infrastructure continues to be at risk. As a joint initiative it faces the challenges of re-architecture of legacy solutions that are embedded within the business processes of various DHS components. The infrastructure consolidation and transition strategy of DHS Infrastructure has been delayed because of limited funding. However, the President\'s budget now under consideration by Congress funds the initiative. DHS data centers will offer new technologies and leverage virtualization. The security architecture will address emerging cyber security threats.","Yes","1879","0","08:02:00"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","01/20/2010","3","As a joint initiative it faces the challenges of re-architecture of legacy solutions that are embedded within the business processes of various DHS components. The infrastructure consolidation and transition strategy of DHS Infrastructure has been delayed because of limited funding. However, the President's budget now under consideration by Congress funds the initiative. DHS data centers will offer new technologies and leverage virtualization. The security architecture will address emerging cyber security threats.","Yes","1880","0","08:28:23"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","02/25/2010","3","This is a program that has long-term benefits to the Department and the Program office needs adoption across the Department and more ability to force migration to enterprise services.  The net result is that goals are being accomplished and core enterprise serrvices are operational.  ITP is now focused on deployment of services throughout DHS.  See the IT Program Assessment in the GAO Reports section for more details.","Yes","1881","0","09:21:16"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","02/25/2010","3","See the IT Program Assessment on the Investment Dashboard under View Reports.","Yes","1882","0","15:46:14"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","04/02/2010","3","Not Rated.","Yes","2413","5598","09:07:05"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","10/24/2011","4","Infrastructure-End User Support is a services investment.  The program status and health is green and the program continually strives to maintain a high level of support to USCIS.  The Infrastructure-End User Support program continues to meet all major milestones on time.  To ensure continued quality service and support from its support contractors, contract performance is reviewed throughout the year.  The program is striving to consolidate redundant services to facilitate the delivery of goods and services and provided, while striving for greater transparency into the provisioning of hardware and software products to USCIS users.   The risks identified for the program relate primarily to maintaining quality Help Desk services, which are being mitigated through continuing training and awareness efforts.   The CIO assesses the Infrastructure End User Support program as a Level 4-Moderately Low Risk.","Yes","7726","101818","12:30:18"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","10/31/2011","4","Infrastructure-End User Support is a services investment.  The program status and health is green and the program continually strives to maintain a high level of support to USCIS.  The Infrastructure-End User Support program continues to meet all major milestones on time.  To ensure continued quality service and support from its support contractors, contract performance is reviewed throughout the year.  The program is striving to consolidate redundant services to facilitate the delivery of goods and services and provided, while striving for greater transparency into the provisioning of hardware and software products to USCIS users.   The risks identified for the program relate primarily to maintaining quality Help Desk services, which are being mitigated through continuing training and awareness efforts.   The CIO assesses the Infrastructure End User Support program as a Level 4-Moderately Low Risk.","Yes","7968","106873","13:08:15"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","11/30/2011","4","Infrastructure-End User Support is a services investment.  The program status and health is green and the program continually strives to maintain a high level of support to USCIS.  The Infrastructure-End User Support program continues to meet all major milestones on time.  To ensure continued quality service and support from its support contractors, contract performance is reviewed throughout the year.  The program is striving to consolidate redundant services to facilitate the delivery of goods and services and provided, while striving for greater transparency into the provisioning of hardware and software products to USCIS users.   The risks identified for the program relate primarily to maintaining quality Help Desk services, which are being mitigated through continuing training and awareness efforts.   The CIO assesses the Infrastructure End User Support program as a Level 4-Moderately Low Risk.","Yes","8202","111286","16:24:07"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","12/27/2011","4","Infrastructure-End User Support is a services investment.  The program status and health is green and the program continually strives to maintain a high level of support to USCIS.  The Infrastructure-End User Support program continues to meet all major milestones on time.  To ensure continued quality service and support from its support contractors, contract performance is reviewed throughout the year.  The program is striving to consolidate redundant services to facilitate the delivery of goods and services and provided, while striving for greater transparency into the provisioning of hardware and software products to USCIS users.   The risks identified for the program relate primarily to maintaining quality Help Desk services, which are being mitigated through continuing training and awareness efforts.   The CIO assesses the Infrastructure End User Support program as a Level 4-Moderately Low Risk.","Yes","8310","112688","13:15:09"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","07/31/2012","4","Infrastructure-End User Support (I-EUS) is a critical program for USCIS.  Without I-EUS services, the risk associated with network, email, and asset management availability and reliability would be significantly higher.  I-EUS, through contract Acceptable Quality Levels (AQL), strives for 95% or better performance standards.  The program is striving to consolidate redundant services to facilitate the delivery of goods and services, while striving for greater transparency for the process of provisioning hardware and software products to USCIS users.  Risks to the program are low and well-managed.  Those risks relate primarily to maintaining quality Help Desk services, which are being mitigated through continuing training and awareness efforts.   The CIO assesses the Infrastructure End User Support program as a Moderately Low Risk investment.","Yes","11543","163903","12:47:25"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","07/31/2009","3","USCIS Immigration CLAIMS 3.0 is being negatively impacted by legacy technology which is increasing cost-related risk. This system will be replaced with the delivery of USCIS Transformation. ","Yes","1914","0","14:51:58"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","12/30/2009","3","USCIS Immigration CLAIMS 3.0 is being negatively impacted by legacy technology which is increasing cost-related risk. This system will be replaced with the delivery of USCIS Transformation.","Yes","1915","0","08:05:46"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","01/20/2010","3","Solid core Program Management Office.  Consolidation opportunities abound. Outdated hardware technology still in use.  Focus moving forward will be to ensure close partnership with the USCIS- Transformation PMO.  ","Yes","1916","0","08:32:48"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","02/26/2010","2","See the IT Program Assessment on the Investment Dashboard under View Reports. ","Yes","1917","0","15:23:36"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","10/27/2010","2","See the IT Program Assessment on the Key Documents tab.","Yes","4280","32332","14:47:39"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","12/29/2010","2","CLAIMS 3 operating in a DOS environment on the DHS network represents a security risk that must be addressed promptly. CLAIMS 3 uses a Pervasive version 8 data base, which is a transaction-based non-relational data base that is beyond end-of-life, presents security risks, and does not support integrate well with the USCIS Transformation initiative. CLAIMS 3 resides on the CLAIMS 3 mainframe located the DOJ data center, which presents potential disaster recovery/failover issues. While CLAIMS 3 is an outdated legacy system, the DHS CIO recognizes that the issues discussed in the first 3 bullets must be addressed promptly, even though CLAIMS 3 will ultimately be replaced by USCIS Transformation capabilities. Potential increases in workload to be supported by CLAIMS 3, pending USCIS actually deploying comparable capabilities, include any potential Immigration Reform initiative that may be passed by Congress.","Yes","4852","40811","06:02:05"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","10/31/2011","4","CLAIMS-3 has migrated to the Pervasive 10 database to improve security.  CLAIMS-3 Project team is providing the Incremental Strategy for the Software Development work pattern.  The CLAIMS-3 Project team is exploring using Lean Agile work pattern for upcoming releases to provide business capability faster.  Currently, CLAIMS-3 has three Agile releases planned for FY12.  For quality and risk controls CLAIMS-3 follows the USCIS systems engineering lifecycle and Change, Configuration and Release Management processes that include policies for risk, change and configuration management.  CLAIMS-3 has developed and implemented program level risk and quality assurance plans.","Yes","7965","106848","13:08:09"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","07/31/2012","4","There are some concerns regarding internal program resource conflicts and subsequent prioritization efforts.  CLAIMS-3 must ensure a balance of emerging USCIS priorities such as potential increases in workload supported by CLAIMS-3, pending the Transformation Project actually deploying comparable capabilities.  The CLAIMS-3 budget remains within 5% of projected yearly budget.  The program team is striving to retain customer satisfaction by investigating ways to process support requests more efficiently. The program management office will continue to meet weekly with the project COTR to review schedule and cost indicators to ensure the project stays within budget and on schedule.  The CIO assesses the USCIS CLAIMS-3 program as Moderately Low Risk.","Yes","11525","163881","12:47:25"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal","07/31/2009","4","","Yes","1918","0","07:46:12"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal","05/07/2010","5","See the IT Program Assessment on the Investment Dashboard under View Reports.","Yes","2931","9503","07:20:16"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal","10/27/2010","5","See the IT Program Assessment in the Key Documents tab.","Yes","4279","32330","14:47:39"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal","12/29/2010","5","CSWP appears to have been well managed up to this point, with requirements captured and managed, clearly engaged business ownership, and a Program Management Office (PMO) appropriately structured and sized for a program of this magnitude. Timely public feedback appears to be extremely positive and the user-friendly web portal continues to adjust to the changing needs of the user. DHS CIO did identify an apparent issue in that CRIS and e-Filing are under the CSWWP OMB-300, but there does not appear to be a common management oversight. Apparent issue is that either CSWP and the CRIS and e-Filing projects should be under common management oversight, or the CRIS and e-Filing subprojects should be budgeted for separately from CSWP.","Yes","4851","40809","06:02:05"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal","07/31/2012","5","Customer Service Web Portal (CSWP) is a steady-state program currently in the operations and maintenance phase of its system life cycle. Major program activities at this point include continual upgrades and security patches to remain current as web technology develops. Funding for the program is expected to remain constant for the next fiscal year and its requirements management, enterprise architecture, user feedback, and customer feedback suggests the program remains relevant to demand and organizational objectives. Furthermore, the program's schedule and cost performance data suggest the program practices efficient time management and program resource management. The overall risk rating for the CWSP program is low. The program currently uses existing resources to reduce the portal's unacceptable vulnerabilities to a negligible level.  There are some concerns, however, regarding the program's level of reporting activity to support the DHS governance process. Currently the program does not maintain current risk and program schedule and cost data within the DHS Investment Management System (IMS), a tool vital to the monitoring of DHS investments.  The DHS OCIO assesses the USCIS CSWP as Low Risk.","Yes","11523","163879","12:47:25"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","07/31/2009","4","","Yes","1941","0","07:45:50"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","05/14/2010","3","See the IT Program Assessment on the IT Dashboard under View Reports.","Yes","2935","9608","12:03:28"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","10/27/2010","3","See the IT Program Assessment in the Key Documents tab.","Yes","4291","32355","14:47:39"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","12/29/2010","3","The VIS program has demonstrated value to an assortment of public and private organizations in meeting its mandates and providing services, including responding to an increasing scope and customer base. However, the USCIS Verification Division is facing several challenges moving forward that will require close coordination and effective management to continue its success. In the next year VIS is planning a redesign of its architecture, while completing migration to the DHS Data Center and having a re-competition of a major contract supporting the VIS system. The aggressive schedule for implementing the new architecture is under further evaluation to ensure a realistic timeline exists that addresses the various needs of the Department and the user community. DHS OCIO will work with the VIS program office to develop a plan to effectively mitigate risk as VIS moves forward with these initiatives. In addition, there are other external factors that may increase risk for VIS. Many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation Program. VIS is also anticipating increased demand for SAVE services due to REAL ID and healthcare reform. Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. All of these factors represent varying degrees of risk to VIS going forward. Finally, the OCIO is also concerned with VIS program costs. Program spending appears to be out of proportion to what would be expected for similar investment activity. The VIS Program Manager will provide the DHS CIO with a more detailed breakdown of the funding profile for VIS going forward.","Yes","4862","40833","06:02:06"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","10/24/2011","3","The program is well managed with respect to configuration management, architecture, and testing considerations.  There remain the above mentioned external factors that pose potential unknown scope risks for VIS.  Many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation Program.  A moderate risk is associated with increased demand for SAVE services due to REAL ID and healthcare reform. Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. All of these factors represent varying degrees of risk to VIS going forward, but are being managed and planned for mitigation.  The CIO assesses the VIS program as a Level 3-Medium Risk.","Yes","7716","101800","12:30:16"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","10/31/2011","3","The program is well managed with respect to configuration management, architecture, and testing considerations.  There remain the above mentioned external factors that pose potential unknown scope risks for VIS.  Many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation Program.  A moderate risk is associated with increased demand for SAVE services due to REAL ID and healthcare reform. Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. All of these factors represent varying degrees of risk to VIS going forward, but are being managed and planned for mitigation.  The CIO assesses the VIS program as a Level 3-Medium Risk.","Yes","7971","106925","14:07:04"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","11/30/2011","3","The program is well managed with respect to configuration management, architecture, and testing considerations.  There remain the above mentioned external factors that pose potential unknown scope risks for VIS.  Many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation Program.  A moderate risk is associated with increased demand for SAVE services due to REAL ID and healthcare reform. Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. All of these factors represent varying degrees of risk to VIS going forward, but are being managed and planned for mitigation.  The CIO assesses the VIS program as a Level 3-Medium Risk.","Yes","8169","110891","10:51:41"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","12/30/2011","3","The program is well managed with respect to configuration management, architecture, and testing considerations.  There remain the above mentioned external factors that pose potential unknown scope risks for VIS.  Many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation Program.  A moderate risk is associated with increased demand for SAVE services due to REAL ID and healthcare reform. Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. All of these factors represent varying degrees of risk to VIS going forward, but are being managed and planned for mitigation.  The CIO assesses the VIS program as a Level 3-Medium Risk.","Yes","8443","113823","14:14:02"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","05/14/2012","3","The program is well managed with respect to configuration management, architecture, and testing considerations.  However, external factors, such as Congress and state legislation, pose potential unknown scope risks for VIS.  Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. In addition to the Congressional mandates, many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation program.  All of these factors represent varying degrees of risk to VIS going forward, but are being managed and mitigation plans are in place.  The CIO assesses the USCIS - VIS program as Medium Risk","Yes","10158","143022","04:26:47"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","07/31/2012","4","The program is well managed with respect to configuration management, architecture, and testing considerations and has been extremely well received by the private sector.  However, external factors, such as Congress and state legislation, pose potential unknown scope risks for VIS.  The program has made great strides in accomplishing planned projects this year.  Any immigration reform legislation that Congress may pass could also potentially have a substantial effect on the demand for VIS services. In addition to the Congressional mandates, many of the systems and data sets that feed VIS will be concurrently undergoing modernization under the USCIS Transformation program.  All of these factors represent varying degrees of risk to VIS going forward, but are being managed and mitigation plans are in place.  The CIO assesses the USCIS - VIS program as Moderately Low Risk.","Yes","11519","163875","12:47:25"
"024-000005119","389","024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program","07/31/2009","3","CBP NII is not compliant with Federal Information Processing Standard (FIPS). However, the CBP NII Systems are stand-alone systems and do not connect to any network, devices, or other DHS data systems which prevents electronic transmission of NII data and mitigating the risk of non-compliance. A remediation strategy is currently being executed and full FIPS compliance is expected by the end of calendar year 2009. Long-term operations, maintenance, and technology refresh remains a issue. ","Yes","1908","0","14:31:26"
"024-000005119","389","024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program","12/30/2009","3","CBP NII is not compliant with Federal Information Processing Standard (FIPS). However, the CBP NII Systems are stand-alone systems and do not connect to any network, devices, or other DHS data systems which prevents electronic transmission of NII data and mitigating the risk of non-compliance. A remediation strategy is currently being executed and full FIPS compliance is expected by the end of calendar year 2009. Long-term operations, maintenance, and technology refresh remains an issue.","Yes","1909","0","08:23:43"
"024-000005119","389","024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program","04/05/2010","4","See the IT Program Assessment on the Investment Dashboard under View Reports.","Yes","2463","5912","12:02:10"
"024-000005119","389","024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program","10/27/2010","4","See the IT Program Assessment in the Key Documents tab.","Yes","4316","32406","14:47:40"
"024-000005119","389","024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program","12/29/2010","4","The Non-Intrusive Inspection program is a fairly mature technical program and it covers a significant number of the identified US Ports of Entry. Reduced program funding presents one of the larger obstacles to full capability deployment in addition to contract award protests. CBP has been creatively finding solutions to its challenges and continues to look for ways to make efficient use of resources. Funding projections may force the CBP to make difficult trade-off decisions in the future regarding the NII program.","Yes","4884","40881","06:02:07"
"024-000005119","389","024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program","07/31/2012","3","The NII program is a key component to CBP's layered defense against smuggling while efficiently processing a significant volume of passengers and trade. The program's inspection time is close to 1/16th of the manual inspection time, which has improved the efficiency of the point of entry inspection process. The benefits of this system had reduced the threat to life and property due to terrorism and increased CBP Officer/Border Patrol Agent safety. NII is a well-managed program; however the program's funding was significantly reduced due to budget cuts. The negative impacts from the budget cuts are the program will have to move to the sustainment phase, there will be a delay in purchasing replacement NII equipment that has reached end of life, and there will be no NII equipment for new or enhanced ports. CBP anticipates no impact on the deployment schedule for NII Systems that are already purchased and is assessing any alternatives to resolve the funding cuts. The program has prepared an Investment and Management Plan (IMP) for Inspection and Detection Technologies, which is awaiting DHS approval to send to Congress. Therefore, the CIO assesses the CBP NII program as a Medium Risk investment.","Yes","11575","163941","12:47:27"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","07/31/2009","3","DHS Infrastructure continues to be at risk. As a joint initiative it faces the challenges of re-architecture of legacy solutions that are embedded within the business processes of various DHS components. The infrastructure consolidation and transition strategy of DHS Infrastructure has been delayed because of limited funding. However, the President\'s budget now under consideration by Congress funds the initiative. DHS data centers will offer new technologies and leverage virtualization. The security architecture will address emerging cyber security threats. ","Yes","1841","0","18:21:52"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","12/30/2009","3","DHS Infrastructure continues to be at risk. As a joint initiative it faces the challenges of re-architecture of legacy solutions that are embedded within the business processes of various DHS components. The infrastructure consolidation and transition strategy of DHS Infrastructure has been delayed because of limited funding. However, the President\'s budget now under consideration by Congress funds the initiative. DHS data centers will offer new technologies and leverage virtualization. The security architecture will address emerging cyber security threats.","Yes","1842","0","08:02:00"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","01/20/2010","3","As a joint initiative it faces the challenges of re-architecture of legacy solutions that are embedded within the business processes of various DHS components. The infrastructure consolidation and transition strategy of DHS Infrastructure has been delayed because of limited funding. However, the President's budget now under consideration by Congress funds the initiative. DHS data centers will offer new technologies and leverage virtualization. The security architecture will address emerging cyber security threats.","Yes","1843","0","08:28:23"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","02/25/2010","3","This is a program that has long-term benefits to the Department and the Program office needs adoption across the Department and more ability to force migration to enterprise services.  The net result is that goals are being accomplished and core enterprise serrvices are operational.  ITP is now focused on deployment of services throughout DHS.  See the IT Program Assessment in the GAO Reports section for more details.","Yes","1844","0","09:21:16"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","02/25/2010","3","See the IT Program Assessment on the Investment Dashboard under View Reports.","Yes","1845","0","15:46:14"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","04/02/2010","3","Not Rated.","Yes","2414","5600","09:07:36"
