"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	009","Department of Health and Human Services",009-000325705,009-000325705,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH CC Sci Mission Hospital / Patient Care Applications and Support Tools","Investments in systems within the Clinical Research Center (CRC) that support patient care activities for patients enrolled in an NIH protocol.","248 - Health Care Delivery Services",8.013,7.62,7.796,0,0,0,0,0,0,0,8.013,0,7.62,0,7.796,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325706,009-000325706,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NICHD Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",1.173,1.173,1.173,0.148,0,0.148,0,0.148,0,0,1.025,0,1.025,0,1.025,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325707,009-000325707,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCI Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",0.656,0.692,0.712,0.244,0,0.253,0,0.003,0,0,0.412,0,0.439,0,0.709,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325708,009-000325708,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIMH Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",2.308,2.44,2.517,0.675,0,0.753,0,0.777,0,0,1.633,0,1.687,0,1.74,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325709,009-000325709,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCI Administration and Management Support Applications and Tools","Investments in systems &software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",9.86,8.833,8.325,5.62,0,4.328,0,3.809,0,0,4.24,0,4.505,0,4.516,0,0,"	1",0,1.863,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325710,009-000325710,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIGMS Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",0.005,0.005,0.25,0,0,0,0,0.225,0,0,0.005,0,0.005,0,0.025,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325712,009-000325712,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIDA Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",0.74,0.74,0.74,0.147,0,0.147,0,0.147,0,0,0.593,0,0.593,0,0.593,0,0,"	6",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325713,009-000325713,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIGMS Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",1.258,1.399,0.768,0.727,0,0.505,0,0.23,0,0,0.531,0,0.894,0,0.538,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325714,009-000325714,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIDDK Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",0.16,0.1,0.1,0.08,0,0,0,0,0,0,0.08,0,0.1,0,0.1,0,0,"	5",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325715,009-000325715,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIEHS Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",1.905,1.944,1.982,0.173,0,0.177,0,0.18,0,0,1.732,0,1.767,0,1.802,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325716,009-000325716,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIGMS Sci Mission Research Knowledge Dissemination Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","577 - Knowledge Distribution and Delivery",0.275,0.415,0.152,0.16,0,0.335,0,0.06,0,0,0.115,0,0.08,0,0.092,0,0,"	5",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325717,009-000325717,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NICHD Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",4.437,4.437,3.557,2.002,0,2.002,0,1.127,0,0,2.435,0,2.435,0,2.43,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325718,009-000325718,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIEHS Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",3.75,3.825,3.902,0.341,0,0.348,0,0.355,0,0,3.409,0,3.477,0,3.547,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325719,009-000325719,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIGMS Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",0.702,1.188,0.353,0.557,0,0.705,0,0.21,0,0,0.145,0,0.483,0,0.143,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325720,009-000325720,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCI Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",8.439,8.386,8.59,2.137,0,1.852,0,1.898,0,0,6.302,0,6.534,0,6.692,0,0,"	1",0,2.24,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325722,009-000325722,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIEHS Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",1.549,1.58,1.611,0.141,0,0.144,0,0.146,0,0,1.408,0,1.436,0,1.465,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325723,009-000325723,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIMH Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",3.023,3.429,3.327,0.562,0,0.601,0,0.619,0,0,2.461,0,2.828,0,2.708,0,0,"	1",0,0.14,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325724,009-000325724,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH ES Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",6.306,6.7,7,0,0,0.5,0,0.5,0,0,6.306,0,6.2,0,6.5,0,0,"	6",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325725,009-000325725,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH CSR Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",1.438,1.479,1.48,0.757,0,0.778,0,0.778,0,0,0.681,0,0.701,0,0.702,0,0,"	6",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325726,009-000325726,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCATS Sci Mission Research Knowledge Dissemination Tools","Investments in systems that enable the production, publication, and dissemination of research and biomedical knowledge.  Dissemination may occur via web, print, and other publication activities.","577 - Knowledge Distribution and Delivery",0.99,0.99,0.993,0.697,0,0.697,0,0.479,0,0,0.293,0,0.293,0,0.514,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325727,009-000325727,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCCIH Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",0.29,0.371,0.342,0.075,0,0.185,0,0.1,0,0,0.215,0,0.186,0,0.242,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325728,009-000325728,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCCIH Sci Mission Research Knowledge Dissemination Tools","Investments in systems that enable the production, publication, and dissemination of research and biomedical knowledge.  Dissemination may occur via web, print, and other publication activities.","577 - Knowledge Distribution and Delivery",0.501,0.77,0.638,0.1,0,0.539,0,0.191,0,0,0.401,0,0.231,0,0.447,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325729,009-000325729,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH ES Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",1.278,1.304,1.33,0,0,0,0,0,0,0,1.278,0,1.304,0,1.33,0,0,"	6",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000325730,009-000325730,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH ES Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",1.939,1.435,1.514,0,0,0,0,0,0,0,1.939,0,1.435,0,1.514,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326368,009-000326368,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NCI Sci Mission Research Knowledge Dissemination Support Tools","Investments in systems that enable the production, publication, and dissemination of research and biomedical knowledge.  Dissemination may occur via web, print, and other publication activities.","577 - Knowledge Distribution and Delivery",8.637,9.098,8.98,4.978,0,5.031,0,4.874,0,0,3.659,0,4.067,0,4.106,0,0,"	1",0.721,2.174,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326369,009-000326369,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NEI Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",0.537,0.45,0.45,0.11,0,0.06,0,0.06,0,0,0.427,0,0.39,0,0.39,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326370,009-000326370,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NHGRI Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",1.498,1.533,1.537,0.51,0,0.511,0,0.516,0,0,0.988,0,1.022,0,1.021,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326371,009-000326371,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NHLBI Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	1",0,0,0,2020,"Eliminated by funding",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326372,009-000326372,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NHLBI Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",8.09,12.896,11.7,5.012,0,7.524,0,7,0,0,3.078,0,5.372,0,4.7,0,0,"	1",0,0.8,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326383,009-000326383,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NHLBI Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",1.078,1.5,0.9,0,0,0.5,0,0.6,0,0,1.078,0,1,0,0.3,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326385,009-000326385,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAAA Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",0.104,0.104,0,0.089,0,0,0,0,0,0,0.015,0,0.104,0,0,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326386,009-000326386,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAID Sci Mission Biomedical Data Repositories & Analytical Tools","Investments in systems&software that enable sharing&analysis of research data to further NIH's mission.  This includes biomedical databases, search tools&systems that accumulate research results, and provide data analysis&collaboration.","366 - Biomedical Research",8.348,8.708,9.032,5.033,0,5.355,0,5.65,0,0,3.315,0,3.353,0,3.382,0,0,"	1",0.5,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326387,009-000326387,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAID Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",8.062,8.072,8.084,2.354,0,2.354,0,2.354,0,0,5.708,0,5.718,0,5.73,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326388,009-000326388,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAID Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",8.086,8.086,8.058,3.385,0,3.385,0,3.368,0,0,4.701,0,4.701,0,4.69,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326389,009-000326389,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAID Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",9.575,9.575,9.545,4.717,0,4.719,0,4.123,0,0,4.858,0,4.856,0,5.422,0,0,"	1",0.185,0.03,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326391,009-000326391,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAMS Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",0.306,0.341,0.35,0.1,0,0.2,0,0.2,0,0,0.206,0,0.141,0,0.15,0,0,"	6",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326392,009-000326392,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAMS Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",0.786,0.823,0.838,0.249,0,0.27,0,0.27,0,0,0.537,0,0.553,0,0.568,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326393,009-000326393,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAMS Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",0.293,0.301,0.309,0,0,0,0,0,0,0,0.293,0,0.301,0,0.309,0,0,"	5",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326394,009-000326394,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIAMS Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",2.604,2.655,2.717,0.165,0,0.166,0,0.166,0,0,2.439,0,2.489,0,2.551,0,0,"	1",0,0.011,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326395,009-000326395,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NICHD Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",2.925,2.925,2.925,0.672,0,0.672,0,0.675,0,0,2.253,0,2.253,0,2.25,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326402,009-000326402,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NIMH Sci Mission Intramural Research Operations Support Tools","Investments in systems that support the overall administration, management&oversight of NIH's Intramural Research Program (IRP); systems that manage high-level information about the IRP, its scientists, and resources allocated to supporting the program.","366 - Biomedical Research",0.162,0.167,0.173,0.061,0,0.063,0,0.065,0,0,0.101,0,0.104,0,0.108,0,0,"	5",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326404,009-000326404,"00 - Agency Investments",,N/A,"01 - Not Applicable","	25","National Institutes of Health","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NINDS Sci Mission Clinical Trials and Management Support Tools","Investments in clinical systems that capture, store, track, and report data collected via clinical trials and protocols.","366 - Biomedical Research",0.553,0.553,0.57,0,0,0,0,0,0,0,0.553,0,0.553,0,0.57,0,0,"	4",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326405,009-000326405,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NINDS Sci Mission Extramural Research Management and Support Tools","Investments in systems that support administration of NIH's grants management (Extramural) program and tracking of grants funds.","362 - Federal Financial Assistance",3.058,5.058,5.21,0.108,0,2.108,0,2.171,0,0,2.95,0,2.95,0,3.039,0,0,"	3",0,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326406,009-000326406,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NINDS Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",1.176,1.176,1.211,0.036,0,0.036,0,0.037,0,0,1.14,0,1.14,0,1.174,0,0,"	1",0.156,0,0,2020,"No change in status",2019-04-04,18:37:52
"	009","Department of Health and Human Services",009-000326407,009-000326407,"00 - Agency Investments",,N/A,"07 - Other","	25","National Institutes of Health","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NIH NINR Administration and Management Support Applications and Tools","Investments in systems and software used to facilitate the general oversight, monitoring, management, and performance of NIH business and administrative operations.","538 - Program / Project Management",0.93,0.93,0.93,0.48,0,0.48,0,0.48,0,0,0.45,0,0.45,0,0.45,0,0,"	1",0,0.219,0,2020,"No change in status",2019-04-04,18:37:52
