"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Revision Date","Revision Reason",Comment,"Project ID","Area of Change","Timeframe of Investment","(Legacy) Total Cost","(Legacy) Planned Completion Date","Updated Date","Updated Time","Baseline ID"
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-01-26,"Rebaseline - other","Remove Redundent Milestone ""FY09 7.0 Genome Planning Genome""",,,,177.88167,2016-09-30,2011-02-03,08:36:40,2725
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-02-15,"Rebaseline - adding new iteration","Performance Measures realigned to conform with Project Plan in new Budget Year.",,,,177.88167,2016-09-30,2011-02-15,14:10:38,2798
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-02-17,"Rebaseline - other","Performacne Measures updated to align with project Plan.",,,,177.88167,2016-09-30,2011-02-17,14:47:43,2862
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-02-17,"Rebaseline - other","Performance Measures updated to align with Project Plan.",,,,177.88167,2016-09-30,2011-02-17,15:45:08,2865
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-02-17,"Rebaseline - other","Performance Measures updated to reflect Project Plan.",,,,177.88167,2016-09-30,2011-02-17,16:03:04,2868
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-02-18,"Rebaseline - other","Performance Metrics changed aligned with project Plan.",,,,177.88167,2016-09-30,2011-02-18,08:10:06,2884
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-03-08,"Rebaseline - adding new iteration","DOJ has updated the performance milestones for this initiative, to  re-baseline  them, based on progress toward building the solution, and/or to more accurately demonstrate progress of the initiative.",,,,179.37088,2016-09-30,2011-03-08,10:42:50,3748
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-06-15,"Rebaseline - change in scope","Funding received by the CODIS Unit will provide key maintenance support during domestic deployment and will fund exploration of multi-lingual capabilities.",,,,189.94723,2016-09-30,2011-06-27,14:34:57,6158
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-10-19,Correction,"Correction to remove '0' form Final Cost and End Date.",,,1998-2020,,,2011-10-25,13:32:02,6787
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2011-11-21,Correction,"Correction to change Project Activity with id '2389'actual start date from '2001-08-01' to '2011-08-01'.",,,1998-2020,,,2011-11-28,10:17:30,7112
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2012-01-24,"Replan - planned change with minimal change in overall scope, cost or schedule objectives","This rebaseline aligns the dashboard to the latest CODIS plans for FY12, including multiple changes from the initial submission.",,,1998-2020,,,2012-01-26,10:02:53,7310
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2012-02-24,"Rebaseline - other","Investment Data updated to reflect changes to operational realities.",,,1998-2019,,,2012-02-24,14:06:38,7455
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2012-09-10,"Replan - adding or modifying detail within the overall cost and schedule goals","This investment has been updated to reflect the change related to the new budget year. This includes updates to its Projects, Activates, Risks, and Performance information.",,Metrics,1998-2020,,,2012-09-12,13:22:24,9097
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2012-09-17,Correction,"The purpose of this update is to correct validation errors.",,,1998-2020,,,2012-09-17,09:27:00,10495
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2012-09-17,Correction,"This is to correct validation errors found during the submission.",,,1998-2020,,,2012-09-17,09:33:32,10497
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2012-10-17,Correction,"Removed project that included only routine maintenance activities.",,,1998-2020,,,2012-10-29,09:44:29,10947
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2013-02-07,Correction,"Correcting previously submitted Acutal Total Cost and Actual Completion Dates.",,,1998-2020,,,2013-02-08,07:57:17,12155
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2013-09-10,"Rebaseline - other reason consistent with agency policy and M-10-27","This rebaseline is to prepare the Exhibit 300 for BY 2015 OMB submission.",,,1998-2020,,,2013-09-10,13:33:24,14277
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2014-01-22,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Adding activities related to software deployment and prototyping efforts for FY14",,,1998-2020,,,2014-01-23,07:35:11,16345
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2014-01-24,Correction,"Corrects erroneous dates in previous PBCR.",,,1998-2020,,,2014-01-24,12:21:56,16365
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2014-02-21,Correction,"Corrects misplaced decimal point planned and projected cost information for FY14.",,,1998-2020,,,2014-02-25,08:06:01,16653
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2014-10-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Adds detailed activity information including start/finish dates, costs, and activity descriptions.",,Metrics,1998-2020,,,2014-10-21,11:22:21,20423
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2014-10-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Adds detailed activity information including start/finish dates, costs, and activity descriptions.",,,1998-2020,,,2014-11-24,10:16:18,20957
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2014-10-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Adds detailed activity information including start/finish dates, costs, and activity descriptions.",,,1998-2020,,,2014-11-24,10:42:03,20967
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-01-16,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Adds automated testing project and activities for first phase (1 year) of engineering services task order.",,,1998-2020,,,2015-01-26,14:25:45,21583
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-02-18,"Rebaseline - other reason consistent with agency policy and M-10-27",test.,,,1998-2020,,,2015-02-18,13:00:41,22101
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-02-18,"Rebaseline - other reason consistent with agency policy and M-10-27",Test.,,,1998-2020,,,2015-02-18,13:32:36,22103
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-02-18,"Rebaseline - current baseline is no longer useful as a management tool",Test.,,,1998-2020,,,2015-02-18,13:38:06,22105
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-03-24,"Replan - adding or modifying detail within the overall cost and schedule goals","A replan was made due to an error in the Projects Table that the investment analyst performed by mistake.  The analyst selected ""Remove from Dashboard"" in the Projects table which was submitted to OMB.  Then the analyst decided to re-synchronize these 4 projects using the original project ID number which generated the error ""is already in use for this investment"".  I changed the project ID numbers to unique numbers as follows:  002501I changed to 002501P, 002501J changed to 002501Q, 002501K changed to 002501R and 002501L changed to 002501S.",,,1998-2020,,,2015-03-24,11:43:49,22349
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-04-20,"Rebaseline - other reason consistent with agency policy and M-10-27","Performance metrics were unintentionally sent to the IT DB. This rebaseline will remove those metrics leaving the correct metrics in both eCPIC and the IT DB.",,,1998-2020,,,2015-04-20,14:43:22,22551
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-05-26,"Rebaseline - other reason consistent with agency policy and M-10-27","#1. Replanning Automated Testing project due to delays encountered with staffing and start-up.

#2. Fixing an erroneous project start date (Rapid DNA phase 2 project)

#3. Adding new deployment project for SP5
Note: more can be found in the Rebaseline detail reports.

",,,1998-2020,,,2015-05-27,14:03:50,22797
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-09-14,"Rebaseline - other reason consistent with agency policy and M-10-27","BY 2017 FALL SUBMISSION to OMB",9911,"Projects, Activities, Metrics",1998-2025,,,2015-09-15,18:27:18,23494
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2015-12-22,"Replan - adding or modifying detail within the overall cost and schedule goals","PBCR includes two changes:  the first adds the next routine software service pack deployment project, and the second extends another project to reflect extension of its respective task order period of performance.  CODIS has been creating software maintenance releases (service packs) while in an O&M phase, to resolve defects in the fielded CODIS 7.0 baseline and address minor change requests to promote usability in the field.  The latest service pack to complete Government Acceptance Testing is Service Pack 6 (SP6.)  This PBCR adds the SP6 deployment iteration as a new project (002501U, Activities 49 through 49.2.8.)  Deployment of service packs to domestic laboratories is coordinated on a regional basis by the CODIS Operations support contractor, and entails the distribution of installation media followed by remote installation support.  Due to the hierarchical (national-state-local) structure of the CODIS software and the flow of profile data and system messaging (matches, other,) the timing of these deployments must be carefully coordinated.  Deployment has begun and is expected to complete in Spring 2016.  As this contract is firm fixed price, no cost variance is expected.

The CODIS Program has also awarded the first of two six-month option periods on an Engineering Services task order for the Software Maintenance support contractor to integrate automated testing methodologies within the software build process to mitigate risk and provide long-term cost savings related to manual software testing efforts.  This is part of existing project 002501S (Activity 11,) adding activities and costs, and extending the overall completion date of the project from November 2015 to June 2016.  Contractor is automating testing for functional requirements.  These functional requirements were collected and grouped (each grouping is referred to as a ""stack"") by the Government and prioritized for integration.  This option period adds five additional sub-activities within Activity 11 (11.9 through 11.13.)  Integration of the automated tests for each stack is priced as its own firm fixed price, therefore no cost variance is anticipated.
",13598,"Projects, Activities",1998-2025,,,2015-12-22,15:30:33,24429
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-01-20,Correction,"Closed Risk (OMB ID 37459) has been determined to be valid and opened.",,Activities,1998-2025,,,2016-01-20,20:24:34,24497
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-01-21,Correction,"A correction of three Activity Names that were changed after the activities were closed.  OMB IDs 84937, 84939, 84941.",,Activities,1998-2025,,,2016-01-21,19:35:44,24502
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-02-22,Correction,"Correction - Two activities with an incorrect character typed (upside down ?) were completed and closed in August 2015.  The eCPIC validation process does not recognize these characters and is requiring this baseline change text be included as part of the month end closure process.",,Activities,1998-2025,,,2016-02-22,16:14:09,24802
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-04-20,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","This PBCR replaces the initial estimates and establishes the baseline for the new work in line with actual task orders, scope, and other details.  Approved.  CODIS included a new Iteration project titled; CODIS 8.0 Development Project.  RWorrest & Jason May  4/20/2016",12511,"Projects, Activities",1998-2025,,,2016-04-20,17:42:25,25155
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-06-15,"Replan - adding or modifying detail within the overall cost and schedule goals","This PBCR adds the second of two six-month option periods on the Automated Testing task order, extending the original Automated Testing project. 

The pricing of this task order consists of a firm fixed price per stack, so no cost variance is expected.  Finish dates shown are reflective of Government review and approval.
award of the final 6-month option period on the Automated Testing task order
",12509,"Projects, Activities",1998-2025,,,2016-06-15,18:30:00,25402
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-09-23,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","PBCR adds a new project to deploy the latest software service pack release to users, and extends an existing Automated Testing project to complete work that would otherwise fall outside its respective period of performance.  Work for both projects is firm fixed price, so no cost variance is anticipated, and schedule risk is low.",14320,"Projects, Activities, Metrics",1998-2025,,,2016-10-21,11:22:59,26005
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2016-12-30,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Revised baseline extends overall finish date of project and increases the planned cost accordingly.",12511,"Projects, Activities",1998-2025,,,2017-01-17,18:37:55,26399
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-01-27,"Replan - adding or modifying detail within the overall cost and schedule goals","Revised baseline extends overall finish date of project and increases the planned cost accordingly.  ",12511,"Projects, Activities",1998-2025,,,2017-02-14,15:15:27,26502
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-03-20,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","CODIS has executed a new DME task order for the implementation of additional automated regression testing functionality into the software build process, to provide early detection of software defects as enhancements are being developed.  These automated tests provide a sharp increase in test coverage and help to promote code quality, decrease the volume of defects, and mitigate overall risk in terms of code stability.  The CODIS build process currently includes the execution of over 2000 such tests, which run in a continuous integration (CI) process whenever code is checked in (developed or modified.)  These tests therefore run several times per day during development, equivalent to countless man-hours of testing which would be cost-prohibitive to perform manually.  A failure of an automated test triggers a workflow in which the developer must revert and fix their code to achieve test passage.  This provides immediate detection of issues that would otherwise remain latent until full system and acceptance testing upon completion of an enhancement or release.  This greatly reduces the effort for software rework, as the complexity of troubleshooting one issue requires limited effort vs. a release's worth of accumulated defects.  Task order will follow an Agile development framework using Scrum.  Contractor will develop and implement tests according to latest Government prioritization.  Task order is fully funded through ""no year"" DME funding for FY17 and FY18, as well as some remaining FY16 ""no year"" DME funds.   Task order organizes the work into Government-prioritized Requirement groups (lettered A through J,) which correspond to specific areas of the CODIS software that are currently not covered or not sufficiently covered by automated tests implemented to date.  See table B.2.2.   

Task order is 18 months, fixed price at $2.6M.  Contractor commenced work with a shortened sprint of task order planning, and is moving on to test development.  Requirement groupings have a planned duration of 2 to 4 development sprints of 4 weeks each.  Each requirement grouping consists of planning, development, and acceptance, which results in overlap of the activities identified in Table B.2.2.  Business analysts perform the planning for a requirement grouping and pass the epics and user stories on to the developers to implement, while the BAs move on to planning the next requirement grouping's epics and user stories.",14699,"Projects, Activities",1998-2025,,,2017-05-15,18:04:01,26976
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-06-15,Correction,"Actual amounts were updated in agile table from previously posted for entries 100867 and 100866.  These changes made until the proper controls are coded into the agile table.",12511,"Projects, Activities",1998-2025,,,2017-06-15,18:10:18,27086
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-09-11,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Adds a new development project and related Agile activities.",,Metrics,1998-2025,,,2017-09-14,14:58:30,27200
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-10-24,Correction,"Decimal point correction",14699,"Projects, Activities",1998-2025,,,2017-10-24,13:03:20,27430
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-11-29,"Replan - adding or modifying detail within the overall cost and schedule goals","Metric IDs 907 and 911 are being retired and removed as they are not longer applicable for the investment.",,Metrics,1998-2025,,,2017-11-29,14:20:51,27659
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-12-20,Correction,"The project is in-progress and the current status for NCE and NCI has been posted .",14699,"Projects, Activities",1998-2025,,,2017-12-21,15:51:27,27752
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2017-12-20,Correction,"The project is in-progress and the current status for NCE and NCI has been posted .",14699,"Projects, Activities",1998-2025,,,2018-01-11,14:08:39,27851
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2018-02-27,"Rebaseline - other reason consistent with agency policy and M-10-27","Submitting replan of two agile projects: 

CODIS 9.0 Development - extending period of performance (adding sprints,) establishing a more realistic cost baseline to reset significant cost underburn, and releveling planned epics to ensure completion of all development objectives for the CODIS 9.0 release, and to account for epics added via decomposition/progressive elaboration during execution.  The result is a later final project completion date, slightly higher count of planned epics, and lower total project cost.

Automated Testing - no change to project cost or completion date; merely administrative change to split some activities whose duration would have extended beyond the six-month limit set for eCPIC table B.2.2, because of a change in Contractor's execution approach.  Activities were originally planned for execution sequentially but are being worked in parallel to improve staff efficiency and reduce overall risk.)",14699,"Projects, Activities",1998-2025,,,2018-02-27,18:20:55,28014
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2018-04-18,"Replan - adding or modifying detail within the overall cost and schedule goals","The number of completed EPICS and number of completed Iterations will change as the agile activity measures the progress performed",14699,"Projects, Activities",1998-2025,,,2018-04-18,14:03:34,28150
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2018-05-08,Correction,"Entered the correct actual completion date.",12511,"Projects, Activities",1998-2025,,,2018-05-08,18:01:02,28226
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2018-08-30,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Adds a new development project and related Agile activities.",,Metrics,1998-2025,,,2018-09-20,16:01:45,28681
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2018-09-20,Correction,"Correction made to the performance metrics table.",,,1998-2030,,,2018-09-20,16:18:47,28684
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2018-11-20,Correction,"Correction of OMB ID 103355 - change actual start date from 10/15/2018 to 10/29/2018.  Correction of OMB ID 116270 Number of completed EPICs from 6 to 7.",15105,"Projects, Activities",1998-2030,,,2018-12-18,18:16:33,29119
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",2019-03-18,Correction,"updated completed iterations and epics",15105,"Projects, Activities",1998-2030,,,2019-03-27,16:51:22,29489
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2011-10-19,Correction,"Correction to remove '0' form Final Cost and End Date.",,,2008-2018,,,2011-10-25,13:32:12,6794
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2011-11-21,Correction,"Lower level activities have been added to Increments 3 and 4 to reflect results of reprogramming.  There has been no change to overall cost or scope of NGI.  The Full Operating Capability date remains 06/05/2014.",,,2008-2018,,,2011-11-28,09:53:49,7109
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2012-09-10,"Replan - adding or modifying detail within the overall cost and schedule goals","This investment has been updated to reflect the change related to the new budget year. This includes updates to its Projects, Activates, Risks, and Performance information.",,,2008-2027,,,2012-09-13,08:50:04,9583
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2012-09-17,Correction,"Updates to correct validation errors.",,,2008-2027,,,2012-09-17,11:03:37,10509
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2012-10-29,"Replan - adding or modifying detail within the overall cost and schedule goals","Minor corrections from the 2014 BY Fall Submission.",,,2008-2027,,,2012-10-29,09:45:03,10961
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2013-05-10,"Rebaseline - other reason consistent with agency policy and M-10-27","Changes to Historical Milestone",,,2008-2027,,,2013-09-11,11:36:26,14445
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2013-09-11,"Rebaseline - other reason consistent with agency policy and M-10-27","This rebaseline is to prepare the Exhibit 300 for the BY 2015 submission.",,Metrics,2008-2027,,,2013-09-11,11:56:16,14449
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2013-09-11,"Correction - Metrics Only","This is to prepare the Exhibit 300 for the BY 2015 OMB submission.",,,2008-2027,,,2013-09-12,09:08:03,14663
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-01-16,"Correction - Metrics Only","Measurement Area and Category Mapping was changed for Milestone OMB ID 8061.",,,2008-2027,,,2014-01-23,07:36:09,16355
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-04-21,"Replan - adding or modifying detail within the overall cost and schedule goals","Program Lifecycle cost was updated to reflect cost savings due to contractor conversions.",,,2008-2027,,,2014-04-28,10:28:07,17469
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-04-28,"Correction - Metrics Only","This is to add current metric results.",,Metrics,2008-2027,,,2014-05-15,08:07:05,17637
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-09-09,Correction,"There is no impact to the overall NGI scope.  This change reflects technology refreshment funds being depicted as DME rather than O&amp;M as directed by DOJ.",,,2008-2027,,,2014-09-11,13:01:13,18813
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-09-09,Correction,"There is no impact to the overall NGI scope.  This change reflects technology refreshment funds being depicted as DME rather than O&M as directed by DOJ.  ",,,2008-2027,,,2014-09-11,13:30:45,18845
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-09-11,"Replan - adding or modifying detail within the overall cost and schedule goals","Updates to Major Investment Business Case.",,,2008-2027,,,2014-09-11,14:04:06,18899
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-10-21,Correction,"Updated Structure IDs in Activities Table.",,,2008-2027,,,2014-10-21,11:23:56,20425
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2014-10-21,Correction,"Updated Structure IDs in Activities Table.",,,2008-2027,,,2014-10-21,11:26:50,20431
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2015-09-14,"Rebaseline - other reason consistent with agency policy and M-10-27","BY 2017 FALL SUBMISSION to OMB",11097,"Projects, Activities, Metrics",2008-2027,,,2015-09-15,18:27:23,23501
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2015-10-07,"Replan - adding or modifying detail within the overall cost and schedule goals","NGI Technology Refresh to upgrade Phases 1 - 3 and Post Deployment.",11097,"Projects, Activities",2008-2027,,,2015-10-16,15:19:46,24083
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2016-10-19,Correction,"Corrected error in the performance and project table.",,Metrics,2008-2027,,,2016-10-19,19:20:02,25944
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2016-10-28,"Correction - Metrics Only","Corrected data entered in wrong sections",,Metrics,2008-2027,,,2016-10-28,13:05:43,26060
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2016-11-23,Correction,"Corrected date on Project Table",580,"Projects, Activities",2008-2027,,,2016-11-23,13:36:20,26152
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2016-11-23,Correction,"Corrected activity table",11097,"Projects, Activities",2008-2027,,,2016-11-23,13:51:58,26154
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2016-12-22,"Replan - adding or modifying detail within the overall cost and schedule goals","In May 2016, the NGI program briefed the DIRC on the re-planning effort which was underway. Perpetuated by IBM selling the x86 blade line, the current NGI hardware, a significant analysis was initiated to determine the NGI next generation compute platform. Due to the complexity of the NGI system, the planning of the next generation compute platform took significant more time to accomplish. The intent is to put a plan in place which most accurately represents the results of the replanning effort. As such, the B.1 NGI Technology Refreshment Project has been closed. A new B.1 project has been opened for NGI Infrastructure Technology Refreshment. This PBCR will delete the remaining activities that had not been opened in the B.2 table and add two new activities for the new Infrastructure Technology Refreshment Project.",14616,"Projects, Activities",2008-2027,,,2016-12-22,12:31:40,26315
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-02-07,"Replan - adding or modifying detail within the overall cost and schedule goals","PBCR decomposed the NGI Technology Refreshment Planning and Implementation Package into discrete well defined NGI Infrastructure Technology Refreshment Planning (TRP) milestones. The added activities are the measurable program milestones which are vital to successfully accomplishing the NGI TRP effort.",14616,"Projects, Activities",2008-2027,,,2017-02-14,15:30:38,26507
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-04-25,Correction,"Corrected inaccurate data",11097,"Projects, Activities",2008-2027,,,2017-04-25,12:35:05,26762
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-06-19,Correction,"Activity was closed before actual were applied.",14616,"Projects, Activities",2008-2027,,,2017-06-20,14:35:03,27090
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-09-13,Correction,"Correction made due to OMB issues.",14616,"Projects, Activities, Metrics",2008-2027,,,2017-09-14,15:04:24,27208
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-10-06,"Rebaseline - current baseline is no longer useful as a management tool","Final Off Premise Strategy determined the unopened activities on the NGI Infrastructure Technology Refreshment were no longer valid.  Activities 4.0 and 5.0 were removed and Activities 7.0 & 8.0 were added.",14616,"Projects, Activities, Metrics",2008-2027,,,2017-10-23,15:07:45,27424
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-11-22,"Replan - adding or modifying detail within the overall cost and schedule goals","Removed outdated metrics.",,Metrics,2008-2027,,,2017-11-22,14:43:34,27625
