"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Other SDLC","Release Every Six Mo","Release Every Six Mo Comment","PM Experience Level","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008M02001,983,,"2014 R&amp;D of CAPI Device","Research mobile computing device to replace laptop.",2011-10-03,2012-10-05,0.3684,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.260438,70.69,Red,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008M02002,984,,"HSPD 12","Research PIV-II badges to replace RSA tokens.",2011-10-03,2012-03-30,0.48,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",98,56.98,Red,0.076704,99.1,Red,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D11003,5041,,"Field Restructuring","Support reduction of Field Offices by modifying FSS software applications and moving associated data to remaining Field Offices.",2011-10-03,2012-12-14,1.0395,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-0.090133,-9.55,Green,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D12004,5043,,"CAPI Refresh Acquisition","Contract award for the acquisition of the next generation CAPI device and associated services.",2012-10-01,2013-09-30,0.4332,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",30,11.03,Yellow,0.129253,29.84,Yellow,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D14006,5047,,"NextGen R&amp;D","Utilize the technical knowledge gained from R&amp;D efforts to make informed decisions regarding design of the next generation mobile architecture for filed data collection.",2012-10-01,2013-09-30,0.7117,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,0.304044,42.72,Red,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D14007,10425,,"CAPI Refresh Acquisition - 2015","Contract award(s) for the acquisition of the next generation CAPI device and associated services.",2013-10-01,2014-09-15,0.40862,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",1,0.3,Green,0.041625,10.19,Yellow,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D14008,10427,,"Next Gen CAPI Device &amp; Data Transmission R&amp;D","Utilize the technical knowledge gained from the R&amp;D efforts to make informed decisions regarding the selection of hardware.  Create software to initiate transmissions from the new devices to the new mobile architecture.",2013-10-01,2014-08-30,0.185157,,,,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-31,-9.31,Green,0.005359,3.26,Green,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D15009,12107,,"Deployment of CAPI 2015 Devices","Deploy CAPI 2015 data collection devices and associated services to the field.",2013-10-01,2015-12-31,43.231,"7 - Not Primarily a Software Development Project",,n/a,"This project deploys devices to field data collectors and has very little software development.","4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,26.940346,62.32,Red,Completed,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D35010,13737,,"Device R&D","Begin preliminary research on next generation devices.",2015-10-01,2017-09-30,0.842,"7 - Not Primarily a Software Development Project",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,In-progress,07/28/2016,19:29:22
006-000400800,716,"	006","Department of Commerce","Census - Field Support Systems",4008D16011,13738,,"Blaise 5 Research","This is a research project to determine the feasability of deploying Blaise 5 across multiple platforms.",2015-12-15,2016-09-08,0.088182,"7 - Not Primarily a Software Development Project",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,In-progress,07/28/2016,19:29:22
014-000000012,718,"	014","Department of State","INV - A-LM - Integrated Logistics Management System (ILMS)","	68085",8173,"	68085","PROJ - Overseas Deployments","The primary business objectives of this project is to obtain quick user adoption and increased proficiency while maintaining a streamlined deployment approach. Expect to complete deployment of FMIS and Expendable Supplies in FY15 and capture relevant management information such as odometer readings and maintenance costs for motor pool vehicles and items on hand for expendable supplies. By capturing information in FMIS, deployment enables the Department to deliver comprehensive management information with critical metrics for rightsizing the Department’s global fleet. Similarly, deployment of Expendable Supplies enables the Department to improve visibility and accountability of stock levels around the world.",2012-10-01,2017-09-30,14.977936,"7 - Not Primarily a Software Development Project",,no,"The deployment team deploys the latest release of FMIS, Expendables Supplies, Loanable Property and Ariba Contracts. These releases occur on a bi-monthly basis.","7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,0.221253,1.48,Green,In-progress,08/30/2016,17:45:47
014-000000012,718,"	014","Department of State","INV - A-LM - Integrated Logistics Management System (ILMS)","	68136",8175,"	68136","PROJ - Enhancement Management","The objective of this project is to develop and implement capabilities in ILMS in support of the following program objectives: IT Modernization, integration with DOS enterprise systems, Supply Chain Analytics and Innovation. Initiatives are approved with inputs/guidance from ILMS customers and partners such as: the Fleet Management Council (FMIS and Fleet Analytics); A/OPE and AQM for Procurement initiatives; CGFS for integration with the DOS financial management systems, the ILMS Investment Review Board for major and minor enhancements to all ILMS modules, and the Under Secretary for Management for federal financial assistance.",2012-10-01,2017-09-30,28.854052,"5 - Mixed",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,-0.27761,-0.96,Green,In-progress,08/30/2016,17:45:47
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O10001,1962,,"Prior Year Adjustments for Advice Corrections","Addition of prior-year functionality in the CBS PM006 Advice of Correction screen (used to adjust/correct paid invoices) so that the PM006 will automatically prepare the proper upward or downward prior-year entries.  This project will also replace the interface used by the Commerce Purchase Card System for processing corrections to purchase card invoices and replace it with the Accounts Payable Standard Interface for processing the corrections.",2011-07-01,2012-01-23,0.704857,"1 - Waterfall",,no,"Project was completed in 6mo. and 22 days.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.044179,11.16,Yellow,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O11002,1963,,"CBS Next Gen","Purchase and deployment of a standard Oracle/Sun Solaris technology platform for the test, development and production instances of the Commerce Business Systems (CBS) - DOC's Financial System of Record.",2011-07-01,2012-12-31,6.12603,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",-1341,-244.26,Red,0,0,Green,In-progress,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O11003,1964,,"Automated Standard Application for Payments (ASAP) Interface - AR 22289","Update ASAP file formats from text to XML.",2011-10-03,2012-12-28,0.595912,"1 - Waterfall",,no,"Project activities are scheduled for 6 month increments; however, some project activities last longer than 6 months due to requirement changes mandated by Treasury.","1 - FAC-P/PM(DAWIA-3)- Senior",-34,-7.52,Green,-0.00068,-0.11,Green,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O11004,1965,,"Government Treasury Account Symbol (GTAS) Implementation","Modify CBS to incorporate the Governmentwide Treasury Account Symbol Adjusted Trial Balance System (GTAS) requirements.  GTAS will replace the functionality of FACTS I, FACTS II, IFCS, and IRAS reporting systems as the primary means of reporting agency trial balance data.",2011-05-24,2015-03-31,2.09,"1 - Waterfall",,no,"Project activities are scheduled for 6 month increments; however, some project activities last longer than 6 months due to requirement changes mandated by Treasury.","1 - FAC-P/PM(DAWIA-3)- Senior",-555,-81.86,Red,-0.715115,-34.31,Red,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O11005,1966,,"SGL Digit Increase (includes TAS from 21 to 27 Characters)","Increase SGL from four to six digits to accommodate requirement for additional 4000 series accounts.",2011-07-01,2012-09-30,1.4151,"1 - Waterfall",,no,"Project activities are scheduled for 6 month increments; however, some project activities last longer than 6 months due to requirement changes mandated by Treasury.","1 - FAC-P/PM(DAWIA-3)- Senior",-331,-83.38,Red,0.158185,11.18,Yellow,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O11006,2934,,"CCR - System for Award Management (SAM)","SAM is combining eight federal procurement systems and the Catalogue of Federal Domestic Assistance into one new system.  CCR.gov is one of the systems being combined.",2011-10-03,2012-09-28,0.377089,"1 - Waterfall",,no,"Project activities are scheduled for 6 month increments; however, some project activities last longer than 6 months due to requirement changes mandated by Treasury.","1 - FAC-P/PM(DAWIA-3)- Senior",-768,-252.63,Red,0.062235,16.5,Yellow,In-progress,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0510O11007,2935,,"Application/Hardware Refresh","Combines the CBS NextGen tasks, the Upgrade Fusion Middleware/WebLogic to 11g task, and the Oracle DB Migration to 11g task.",2011-07-01,2012-12-31,4.07484,"1 - Waterfall",,no,"Project activities are scheduled for 6 month increments; however, some project activities last longer than 6 months due to requirement changes mandated by Treasury.","1 - FAC-P/PM(DAWIA-3)- Senior",-31,-5.65,Green,-0.438081,-10.75,Yellow,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0512O12009,6291,,"Summary Level Transfer","Design, Development and Testing for Summary Level Transfer project.",2012-12-03,2013-07-31,0.319648,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.208,65.07,Red,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0512O14008,6293,,"Payment Application Module","Payment Application Module (PAM) to make updates to CBS to meet Treasury requirements to submit bulk payment files in a standardized format.",2013-01-07,2014-09-30,1.8,"1 - Waterfall",,no,"Project activities are scheduled for 6 month increments; however, some project activities last longer than 6 months due to requirement changes mandated by Treasury.","1 - FAC-P/PM(DAWIA-3)- Senior",-8,-1.27,Green,0.453921,27.75,Yellow,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0513O13010,6295,,"ASAP TAS/BETC Planning Package","Planning package for ASAP TAS/BETC project.",2013-01-07,2014-09-30,2,"7 - Not Primarily a Software Development Project",,n/a,,"1 - FAC-P/PM(DAWIA-3)- Senior",-8,-1.27,Green,0.984366,52.17,Red,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0515O15002,12339,,"GTAS Overhaul","Requirements, Design, Development and Testing activities to conduct performance tuning in CBS for the modules impacted by the Government Treasury Accounting Symbol (GTAS) requirements.",2014-12-01,2015-08-31,0.3,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-385,-174.21,Red,0,0,Green,In-progress,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0515O15001,12341,,"GTAS Phase IV","Requirements, Design, Development and Testing activities in CBS to address Year End Close accounting as mandated by Treasury's Government Treasury Account Symbol requirements.",2014-12-01,2015-07-31,0.52,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-64,-28.32,Yellow,0.270905,53.33,Red,Completed,07/29/2016,18:07:58
006-000051000,721,"	006","Department of Commerce","Commerce Business Systems (CBS)",0515O15003,12343,,"Adjusting Entry","Requirements, Design, Development and Testing activities to make changes to CBS to comply with Treasury mandated Government-wide Accounting (GWA) reporting requirements.",2014-12-01,2016-07-15,1.025,"1 - Waterfall",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-63,-10.9,Yellow,0,0,Green,In-progress,07/29/2016,18:07:58
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1102A,7532,,"Replacement Tabulation System – Project 1","Project 1: The DADS Replacement Tabulation System project includes tasks that conduct tabulation business operations for the Decennial Census and special tabulations as necessary. CWBS 5.5.1, 6.5.1.",2011-07-01,2012-10-23,2.21028,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",-25,-5.49,Green,-0.451108,-29.38,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1103A,7533,,"Replacement Dissemination System – Requirements Management and Analysis – Project 2","Project 2: The DADS Replacement Dissemination System (RDS)– Requirements Management and Analysis project includes tasks that conduct requirements analysis to clarify the business need and collect additional details required for the design and specification of the RDS. CWBS 5.5.3.1.",2011-07-01,2012-08-12,1.671891,"1 - Waterfall",,no,"Project is Cokplete","1 - FAC-P/PM(DAWIA-3)- Senior",-40,-10.99,Yellow,0.063536,3.8,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1104A,7534,,"Replacement Dissemination System – Architecture Analysis and Management – Project 3","Project 3: The DADS Replacement Dissemination System (RDS)– Architecture Analysis and Management project include tasks for conducting architecture analysis and oversight of the RDS. CWBS 5.5.3.2, 6.5.3.2.",2011-07-01,2013-06-28,2.821183,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.39633,14.05,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1105A,7535,,"Replacement Dissemination System –Infrastructure Implementation – Project 4","Project 4: The DADS Replacement Dissemination System – Infrastructure Implementation project includes tasks that provide infrastructure implementation and maintenance, security analysis, testing, performance and capacity management, configuration and change management, and disaster recovery implementation and maintenance. CWBS 5.5.3.3, 6.5.3.3.",2011-07-01,2012-01-31,0.3987,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.03213,-8.77,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1106A,7536,,"Replacement Dissemination System – Software Development – Project 5","Project 5: The DADS Replacement Dissemination System (RDS) – Software Development project includes tasks covering the application and maintenance releases for the RDS. CWBS 5.5.3.5, CWBS 6.5.3.5.",2011-07-01,2012-10-26,8.81048,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",-28,-6.15,Green,-1.51638,-20.79,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1107A,7537,,"Data Conversion – Project 6","Project 6: The DADS Data Conversion project includes tasks to convert and validate DADS legacy products for the Replacement Dissemination System. CWBS 5.5.3.6.",2011-07-01,2011-12-21,0.51176,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",-51,-41.8,Red,-0.219965,-75.38,Red,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1208A,7538,,"Replacement Tabulation System – Project 7","Project 7: The DADS Replacement Tabulation System project includes The development and deployment of Release 2 the Public Use Microdata System CWBS 6.5.1.",2012-07-02,2013-06-28,0.37551,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.05387,14.35,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1209A,7539,,"Replacement Dissemination System – Architecture Analysis and Management – Project 8","Project 8: The DADS Replacement Dissemination System (RDS)– Architecture Analysis and Management project include tasks for conducting architecture analysis and oversight for Release 6.1, and release 7 of the RDS System. CWBS 6.5.3.2.",2012-10-01,2013-06-28,0.926033,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.024091,-2.6,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1210A,7540,,"Replacement Dissemination System –Infrastructure Implementation – Project 9","Project 9: The DADS Replacement Dissemination System – Infrastructure Implementation project includes tasks that provide infrastructure implementation and maintenance, security analysis, testing, performance and capacity management, configuration and change management, and disaster recovery implementation and maintenance. Objectives include the upgrade of RDS SAN Switches, implementation of Beta site environment and enhancing system deployment architecture. CWBS 6.5.3.3.",2012-07-16,2013-06-28,0.31575,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.008174,-2.59,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D1211A,7541,,"Replacement Dissemination System – Software Development – Project 10","Project 10: The DADS Replacement Dissemination System (RDS) – Software Development project includes tasks covering the application and maintenance releases for the RDS. Major software releases include 2Q2012, 3Q2012, release 6.1 and release 7 of the RDS system. CWBS 6.5.3.5.",2012-07-02,2013-08-02,3.7295,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",35,8.84,Green,-0.012845,-0.35,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D13012,8687,,"Replacement Tabulation System (RTS) - Project 11","Project 11: The DADS RTS project includes tasks that conduct tabulation business operations tabulations as necessary. CWBS 7.5.1.",2013-07-01,2013-10-01,0.04576,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",1,1.09,Green,-0.001226,-2.75,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D13013,8689,,"Replacement Dissemination System (RDS) – Requirements Management and Analysis – Project 12","Project 12: The DADS RDS– Requirements Management and Analysis project includes tasks that conduct requirements analysis to clarify the business need and collect additional details required for the design and specification of the RDS. CWBS 7.5.3.1.",2013-07-01,2014-07-01,0.51036,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",1,0.27,Green,0.079666,15.61,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D13015,8691,,"Replacement Dissemination System (RDS) –Infrastructure Implementation – Project 14","Project 14: The DADS RDS – Infrastructure Implementation project includes tasks that provide infrastructure implementation and maintenance, security analysis, testing, performance and capacity management, configuration and change management, and disaster recovery implementation and maintenance. CWBS 7.5.3.3.",2013-07-01,2014-04-25,0.1277,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",-63,-21.14,Yellow,-0.013703,-15.15,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D13016,8693,,"Replacement Dissemination System (RDS) – Software Development – Project 15","Project 15: The DADS RDS – Software Development project includes tasks covering the application and maintenance releases for the RDS. CWBS 7.5.3.5.",2013-07-01,2014-07-01,3.45939,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",-22,-6.03,Green,0.22153,6.96,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003D13017,8695,,"Replacement Dissemination System (RDS) – Virtualization Implementation – Project 16","Project 16:  The DADS RDS – Virtualization Implementation project includes tasks covering implementation and testing; evaluating and migrating some internal servers.",2013-08-22,2013-12-27,0.10539,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",-185,-145.67,Red,2.7E-5,0.03,Green,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003M13014,8697,,"Replacement Dissemination System (RDS) – Architecture Analysis and Management – Project 13","Project 13: The DADS RDS– Architecture Analysis and Management project include tasks for conducting architecture analysis and oversight of the RDS. CWBS 7.5.3.2.",2013-07-01,2014-07-01,1.39048,"1 - Waterfall",,no,"Project is Complete","1 - FAC-P/PM(DAWIA-3)- Senior",1,0.27,Green,0.355805,25.59,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003M15015,8699,,"Replacement System (RDS) Requirements Management and Analysis- Project 17","Project 17:  The DADS RDS- Requirements Management and Analysis project includes tasks that conduct requirements analysis to clarify the business need and collect additional details required for the design and specification of the RDS.  CWBS 8.5.3.1.",2014-07-01,2015-07-01,0.410219,"1 - Waterfall",,no,"Not a development project","2 - FAC-P/PM(DAWIA-2)- Mid-Level",0,0,Green,0.109177,26.61,Yellow,Completed,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003O15001,13204,,"Enterprise Dissemination Initiative Planning project (Phase 1)  Project 20","Project 20:  The Enterprise Dissemination Initiative Planning project (Phase 1) includes proof of concept task to investigate a viable replacement to the legacy dissemination system.  CWBS 9.5.5.1 FY 2015.",2015-07-01,2015-09-30,1.157702,"1 - Waterfall",,no,"Not a development project","2 - FAC-P/PM(DAWIA-2)- Mid-Level",-338,-371.43,Red,0.15512,13.4,Yellow,In-progress,07/28/2016,18:19:54
006-000400300,724,"	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",4003P16001,13205,,"Enterprise Dissemination Initiative Planning (Phase 2) Project 21","Project 21: The Enterprise Dissemination Initiative Planning Project (Phase 2) includes proof of concept tasks to investigate a viable replacement to the legacy dissemination system.  CWBS 9.5.5.1 FY 2016.",2015-10-01,2016-09-30,3.830609,"1 - Waterfall",,no,"Not a development project","2 - FAC-P/PM(DAWIA-2)- Mid-Level",-64,-23.44,Yellow,0,0,Green,In-progress,07/28/2016,18:19:54
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	0066005500",1147,,"FootPrints CMDB and Inventory Manager enhanced capabilities","Upgrade Current License for Footprints and Asset Manager Products.  Add Footprints components CMDB

and Service Catalog and premium care support for those

products.  Purchase Contractor Support Engagement to have the

contractor on site to help get the products up and running and

provide training to our staff members.",2011-02-01,2013-03-29,0.105,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-0.00012,-0.12,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",0409O11001,1148,,"OITS HCHB Network Enhancement (0706000)","Enhance the Infrastructure backbone for IT Services for HCHB Campus.",2011-10-01,2016-09-30,8.573,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-764,-74.03,Red,0.564,6.95,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",0409O11002,1149,,"Office of the Secretary IT Support Services (0703000)","Provide desktop/office automation support, e-mail, hardware and software operations and maintenance and IT Service Desk for OS, MBDA, ESA and EDA.",2011-11-03,2016-09-30,3.784,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-183,-21.48,Yellow,-0.071,-1.96,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011001",1150,,"OIG IT Helpdesk","DOC OIG is using contracting service perform operations and maintenance (O and M) support of the Information Technology (IT) enterprise environment. .",2011-01-18,2017-09-07,6.137,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-338,-19.7,Yellow,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011002",1151,,"OIG Security Engineering","OIG is using contractor services for security engineering. The outcomes for this contract include security project management, continuous monitoring, A&amp;A support, HSPD-12 assessment and implementation, and network secuirty project.",2012-03-30,2017-09-30,3.751,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-338,-26.43,Yellow,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011003",1152,,"OIG Case Management System (CMS)","Acquire a web-base, case management system based on COTS software with custom configuration to the requirements as specified by the Office of Inspector General.",2011-10-17,2014-09-25,0.84,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-97,-9.03,Green,0,0,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",612511D1,1153,,"Upgrade EDA Network Capacity &amp; Speed","EDA is upgrading its 4 x T1 VBNS+ network to MPLS T3 service at HQ and all regional offices.",2011-07-01,2012-09-30,1,"7 - Not Primarily a Software Development Project",,n/a,,"1 - FAC-P/PM(DAWIA-3)- Senior",12,4.84,Green,0.32701,32.7,Red,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",6514O11001,2879,,"Windows Rearchitecture","Windows server infrastructure rearchitecture and Windows 7 deployment.",2011-07-01,2013-03-31,1.445,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-91,-14.24,Yellow,0.4939,34.25,Red,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",6514O11002,2880,,"Trusted Internet Connection","Implementation of Trusted Internet Connection (TIC).",2011-07-01,2013-03-29,0.5015,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",0,0,Green,-0.0289,-5.76,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",0409O11003,7615,,"OITS Department Wide IT Programs Development (0702000)","OITS specific programs include Web Services and Enterprise Applications Support .",2013-10-01,2016-09-30,0.425,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-795,-292.28,Red,0.102,51,Red,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	550511002",10557,,"BIS Telework","Allow Telework to all BIS systems.",2011-10-01,2012-02-01,0.2,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	550511003",10559,,"BIS VTC Shared Services","Partner with the Department of Commerce in an effort to provide video conferencing as a shared service for Department of Commerce Operating Units.",2012-05-01,2013-04-30,0.5942,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-1509,-2039.19,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	550511004",10561,,"BIS Modernization Project","Update and enhance BIS infrastructure functionalities.",2011-10-01,2016-09-30,0.9,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-579,-67.88,Red,0,0,Green,In-progress,08/18/2016,16:59:29
