"Unique Investment Identifier","Business Case Id","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
020-999990060,414,"	020","Environmental Protection Agency",eRulemaking,1.825,0,0,0,25.617951,0,0,0,0,0,0,0,69.965243,6.919,6.5957,6.74225,10.258352,0.98094,1.1042,1.0577,115,7,7,7,6.89994,6.7589,690,718.3
024-000003129,419,"	024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)",0.85,0,0,0,21.175,0,0,0,0,0,0,0,518.877,111.127,111.127,113.35,56.156,13.07,13.22,13.37,167,67,67,67,19.839,19.839,19,19
011-000001126,426,"	011","Department of Justice","JMD Unified Financial Management System (UFMS)",124.485332,3.60405,3.72282,4.47484,217.320353,11.13725,11.84506,14.99761,25.089769,2.92109,3.00872,2.78415,155.202363,29.83388,32.53405,35.25715,16.570566,2.92109,3.00872,2.78414,259,35,35,35,3.171602,54.11937,6.7,0
011-000003372,429,"	011","Department of Justice","FBI Enterprise Data Analytics Program (EDAP)",1.091,0,0,0,99.4375,0,0,0,10.23029,0.16058,0.1654,0.17036,247.71397,40.40754,33.19388,52.67784,23.21333,5.38586,5.73235,5.90432,201,31,32,32,-6.70202,-0.83186,-12.7,-2.1
011-000002503,430,"	011","Department of Justice","FBI Digital Collection",14.729,0,0,0,183.109,0,0,0,17.981,0,0,0,292.699,28.623,28.884,25.73,36.526,5.97,6.089,5.518,243,41,41,38,0.193,-3.415,0.6,-8.9
011-000003373,432,"	011","Department of Justice","FBI Guardian",2.163,0,0,0,28.973,0,1.3,1.5,5.18,0,0.34014,0.35034,20.17,10.1,9.68237,8.9,0.2,0.2107,0.85037,0.87585,18,1,7,7,3.5767,2.25578,53.1,22.7
011-000003024,434,"	011","Department of Justice","FBI National Data Exchange Program (NDEx)",2.475,0,0,0,281.386152,1.94032,0.00162,1.2978,21.331822,0.16042,0.00011,0.11636,128.788628,15.44687,17.85388,18.71064,9.424828,1.2771,1.19834,1.67766,326,12,9,13,-4.407531,19.05395,-19,0
011-000002016,435,"	011","Department of Justice","FBI Law Enforcement Enterprise Portal (LEEP)",3.507,0,0,0,57.240986,0,0.07574,0.49506,12.188019,0,0.01085,0.03372,197.905796,11.14568,10.19279,19.78479,38.292981,1.57,1.46003,1.34745,526,14,13,12,-9.85211,11.73941,-43.7,0
011-000002616,437,"	011","Department of Justice","FBI National Instant Criminal Background Check System (NICS)",5.838,0,0,0,178.034678,10.81544,11.14473,14.03299,234.91704,1.57525,1.2271,2.4632,76.518067,9.53256,13.57379,8.16765,142.472858,1.33131,1.49455,1.43366,5897,25,23,32,-10.72467,27.44017,-31.6,0
011-000003211,441,"	011","Department of Justice","FBI Sentinel",4.349,0.4,0.5,0.5,396.825,4.4,4,4,29.211,1.1716,1.865,1.92122,152.471,30.241,31.003,30.68189,1.72,1.0042,1.187,1.22256,60,13,18,18,3.3608,3.329,9.9,9.5
011-000003177,442,"	011","Department of Justice","FBI Terrorist Screening System (TSS)",65.09133,1.83161,1.88656,1.94316,157.54085,15.29099,15.74972,16.22221,4.64545,1.34462,1.38495,1.42651,170.3097,18.24376,18.79108,19.3548,9.02864,1.21453,1.25096,1.28849,118,22,22,22,6.43542,39.06327,20.4,0
011-000002909,443,"	011","Department of Justice","FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION)",49.191,1,0.75,0.75,224.32,10.316,4.662,3.232,1.252,0.164,0.246,0.246,128.143,29.943,35.137,37.467,3.518,0.248,0.248,0.248,30,3,6,6,-1.666,-0.818,-3.8,-2
021-542850483,446,"	021","Department of Transportation","DOTXX070: DOT Common Operating Environment (DOT COE)",0.475,0.125,0.125,0.125,51.342653,13.913619,12.147105,12.147105,1.964808,0.707214,0.707214,0.707214,394.806437,42.432885,36.703684,36.645684,16.747906,5.023313,19.417997,19.417997,96,40,161,161,0,0,0,0
422-000000032,450,"	422","National Science Foundation","IT Infrastructure, Office Automation and Telecommunications",0,0,0,0,0,2.789,0.859,2,0,0.431,0.162,0.396,24.992,28.638,27.423,33.682,3.975,3.871,5.157,5.148,19,23,27,28,3.578,0,11.128736,0
422-000001327,451,"	422","National Science Foundation",iTRAK,0,0,0,0,8.72,0.479,0.664,2.142,2.013,0.19,0.197,0.792,0,8.902,5.036,5.609,0,2.09,2.167,1.188,8,12,12,10,4.988,0,74.748988,0
422-000001361,454,"	422","National Science Foundation",Research.gov,0,0,0,0,3.17,6,4.125,4.475,0.517,0.713,1.341,0.792,7,7.125,6.17,6.17,1.141,1.705,1.417,0.891,10,13,14,8.5,0.955,0,6.546477,0
028-000001004,461,"	028","Small Business Administration","OCA: Capital Access Financial Systems (CAFS)",0.57,0,0,0,17.8,0,0,0,2.695,0,0,0,17.633,11.681,12.296,16.74,2.46,1.285,1.315,1.35,50,6,6,10,0.285,13.611,2.2,0
028-000005001,462,"	028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)",1.222,0,0,0,24.049,1.73,1.817,1.908,0.93,0.128,0.255,0.255,81.454,9.049,10.367,10.823,20.837,2.55,2.805,2.805,249,21,22,22,0.432,1.279,3.3,9.2
028-000000100,465,"	028","Small Business Administration","OCPL: Business Gateway",4.21331,0.330587,0.335272,0.330704,8.42779,1.61404,1.6369,1.614616,0.775,0.096375,0.098851,0.101251,8.7166,2.547601,2.555736,2.549932,2.196,0.54613,0.56015,0.57375,23,5,5,5,5.134733,5.186909,0,0
029-666666265,468,"	029","Department of Veterans Affairs","Benefits 21st Century Paperless Delivery of Veterans Benefits",9.356,0,0,0,379.178,66.979,76,94.391,17.6,3.615,1.827,1.864,192.589,55.577,177,68.36,10.786,3,4.264,4.349,240,55,50,50,-7.829,6.091,-5.7,2.4
029-666666268,469,"	029","Department of Veterans Affairs","Benefits IT Support",0,0,0,0,0,0,0,0,0,0,0,0,580.686,160.609,87.21,104.444,244.139,41.252,52.506,61.643,2053,396,469,533,40.589,52.506,25.2,60.2
029-666666109,470,"	029","Department of Veterans Affairs","Benefits Legacy",0,0,0,0,13.115,0.744,19.74,1.666,10.055,0.626,12.791,1.491,61.269,15.973,0,8.722,53.223,13.445,0,12.871,515,117,146,106,29.425,12.791,2158.8,64.8
029-666666264,471,"	029","Department of Veterans Affairs","Benefits Legacy VETSNET",1.655,0,0,0,94.156,11.532,10,10.288,31.673,5.951,3.143,0.373,11.96,3.616,13,4.314,8.1,1.866,4.166,0.621,332,65,60,8,-4.035,7.309,-14.9,31.8
029-777777106,472,"	029","Department of Veterans Affairs","Corporate 21st Century Core",13.387,0,0,0,143.439,13.502,6,63.025,7.562,1.352,3.703,3.107,95.557,32.124,1.5,28.636,7.121,3.218,0.926,0.746,124,38,38,31,3.948,4.629,8.5,61.7
029-777777109,474,"	029","Department of Veterans Affairs","Enterprise IT Support",0,0,0,0,25.947,0,0,25,1.315,0,0,0,2582.698,738.563,901.3,926.347,306.38,48.949,60.303,224.513,2570,407,513,1182,30.375,60.303,4,6.7
029-777777110,475,"	029","Department of Veterans Affairs","Corporate IT Support Enterprise Cyber Security and Privacy",0,0,0,0,0,0,0,0,0,0,0,0,632.027,198.903,179.12,306.067,335.953,64.103,68.708,70.087,2778,564,564,564,107.006,68.708,68.6,38.4
029-888888101,478,"	029","Department of Veterans Affairs","Interagency 21st Century Core",0,0,0,0,101.762,57.06,10,20.225,7.999,0.732,0.609,0,59.625,17.935,10,25.473,7.377,0.23,0.609,1.243,129,10,10,32,18.957,1.218,33.3,6.1
029-888888104,479,"	029","Department of Veterans Affairs","Interagency 21st Century Enrollment Systems Redesign",0,0,0,0,31.494,0.754,41.7,19.86,1.886,0.169,0.742,0.746,13.39,2.993,6.2,6.133,3.032,0.672,0.111,0.124,41,7,7,7,-0.108,0.853,-2.3,1.8
029-888888103,480,"	029","Department of Veterans Affairs","Interagency 21st Century PIV",1.69,0,0,0,52.074,2.278,0.8,0,5.107,1.203,0.83,0.87,13.623,0,0.38,0.707,0.873,0,0.39,0.373,50,10,10,10,-4.799,1.22,-58,103.4
029-888888102,481,"	029","Department of Veterans Affairs","Interagency 21st Century Veterans Interoperability",1,0,0,0,137.64,33.564,9.92,0,19.464,3.921,0,4.225,98.183,20.994,0,25.718,15.068,2.453,6.457,2.734,287,53,53,57,26.433,6.457,76.6,65.1
029-555555111,482,"	029","Department of Veterans Affairs","Medical 21st Century Bar Code Expansion (BCE)",0.253,0,0,0,5.315,0.245,0,0.96,1.28,0,0,0,7.38,0,0,0,0.855,0.481,0.487,0.249,18,4,4,2,0.726,0.487,0,0
029-555555194,483,"	029","Department of Veterans Affairs","Medical 21st Century CAPRI",0.00137,0,0,0,0.01257,1.028,8.3,4.522,0.001859,0.288,0.336,0.621,0.004187,0.26,0.75,1.45,0.00102,0.073,0.029,0.124,21,3,3,6,1.649,9.4123,0,348603.7
029-555555108,484,"	029","Department of Veterans Affairs","Medical 21st Century Development Core",17.168,0,0,0,385.134,87.618,194.683,65.77,39.223,6.557,3.306,12.551,57.1,32.921,232.55,124.221,6.224,2.464,3.882,16.155,382,171,251,215,-199.716,7.188,-60.7,1.7
029-555555222,485,"	029","Department of Veterans Affairs","Medical 21st Century Laboratory",7.57,0,0,0,44.890195,0,0,0,8.831,0,0,0,14.021,3.098,0,3.226,6.722,1.804,1.827,0.621,84,15,15,5,4.902,1.827,0,0
029-555555242,486,"	029","Department of Veterans Affairs","Medical 21st Century MyHealtheVet",0,0,0,0,80.168,8.147,25.43,7.784,7.183,0.639,1.689,1.74,17.371,13.314,0.25,35.999,1.3,1.045,0.017,0.124,71,14,14,15,4.538,1.706,24.4,6.6
029-555555184,487,"	029","Department of Veterans Affairs","Medical 21st Century Pharmacy (PRE)",2.058,0,0,0,37.089375,14.236,0,9.296,10.569,0,0,0.621,0.308,0.213,0,6.772,1.629,1.684,1.706,1.74,102,14,14,19,16.133,1.706,0,0
029-555555109,488,"	029","Department of Veterans Affairs","Medical 21st Century Registries",0,0,0,0,27.581,2.386,12.72,11.088,5.331,0.667,1.236,2.982,11.072,3.207,3.5,3.006,1.95,0.896,0.348,0.746,61,13,13,30,-1.12,1.584,-13.5,9.8
029-555555114,491,"	029","Department of Veterans Affairs","Medical IT Support",0,0,0,0,18.763,0,0,0,18.074,0,0,0,3716.923,734.217,809.213,596.794,2647.716,494.664,469.751,563.228,22256,4120,3857,4547,478.497,469.751,63.8,58.1
029-555555113,492,"	029","Department of Veterans Affairs","Medical Legacy",20.229,0,0,0,299.831,88.761,34.05,29.417,135.502,31.546,45.258,28.954,135.131,20.879,1.02,67.818,40.758,7.421,1.4,12.427,1480,345,383,333,39.492,46.658,36.2,133
015-000000046,498,"	015","Department of the Treasury","Account Management Services (AMS)",0.075,0.906492,0.854814,1.400149,8.631,0,0,0,11.566683,2.095119,2.135807,2.168017,38.21304,3.625975,3.419256,5.600596,61.871196,8.380472,8.543229,8.672068,576.82,76.57,71.5,71.5,1.059886,0.054952,6.36,-0.4
015-000000034,500,"	015","Department of the Treasury","Automated Standard Application for Payments (ASAP)",6.424,0,0,0,61.469999,3.886138,4.063263,4.261377,9.326,0.530611,0.53866,0.547998,64.217999,3.147726,1.846071,1.757259,14.507,0.979949,1.080602,1.110005,246.5,12.5,12.63,12.63,7.512,0,143.69,0
015-000000040,501,"	015","Department of the Treasury","BSA IT Modernization",3.82,0,0,0,71.312,0.9,1,1,5.611,0.11,0.19,0,47.708,28.777,22.542,22.542,2.919,3.554,4.138,4.481,39,16,19,19,0,0,0,0
015-000000066,503,"	015","Department of the Treasury","Treasury Enterprise Identity, Credential and Access Management (TEICAM)",20.547989,5.358997,2.072857,1.95,112.420583,20.654823,3.577842,3.506456,36.985255,5.802925,0,0,126.836485,14.945336,11.672141,11.666377,23.802712,6.952862,3.56119,3.565883,434,74,35,35,0,0,0,0
015-000000051,506,"	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)",104.30433,26,41,45,458.522074,87.743131,58.617,55.5224,215.305631,24.440642,30.120474,31.057675,11.158582,4.916981,5.606495,5.842393,0,0.026554,0,0,1457.08,152.87,183,186.5,12.197471,-19.728802,8.52,-12.72
015-000000050,508,"	015","Department of the Treasury","Debit Gateway",0.561,0,0,0,15.778,1.32681,1.405552,1.672151,0.86,0.035188,0.035531,0.035993,32.515,7.424021,6.079903,6.491315,1,0.246316,0.397855,0.401551,11,2,2.48,2.48,0,0,0,0
015-000000012,512,"	015","Department of the Treasury","e-Services (e-SVS))",7.27,0.766926,0,0,25.362575,0,0,0,20.598802,0.45432,0.436741,0.443327,104.613677,6.902335,4.928242,5.017989,25.211136,4.088875,3.930664,3.989944,403.2,35.37,29.3,29.3,1.86347,-2.916809,1.180063,0.761161
015-000000026,514,"	015","Department of the Treasury","Debt Collection Services (DCS)",0,0,0,0,54.092001,8.994179,5.080583,4.314862,28.386,4.099907,8.211901,1.436894,52.840999,4.054868,1.514673,1.67676,11.323,3.557615,17.306116,17.59504,248,137.77,140.93,108.53,0.681431,0,3.18,0
015-000000039,519,"	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)",4.227,0,0,0,47.461499,12.340453,8.356879,8.607586,1.789195,0.368431,0.370331,0.375135,529.213545,99.026932,105.46751,109.705024,2.683793,0.552646,0.555497,0.562703,37,6,6,6,0,0,0,0
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",0,0,0,0,39.735156,5.654324,9.355146,0,0,0,0,0,405.066061,32.935119,33.688157,41.738361,82.767994,10.44226,9.715,11.020369,300,69.5,76,76,0,0,0,0
015-000000014,524,"	015","Department of the Treasury","Individual Master File (IMF)",0,0,0,0,3.33656,1.225195,2.669729,2.918014,21.289261,3.115605,2.194271,2.034563,11.399534,3.115605,2.194271,2.034563,58.720322,5.757946,6.548104,6.839656,535.02,61.25,58,58,0.307696,0.474344,0.02,0.04
015-000000017,526,"	015","Department of the Treasury","Integrated Customer Communication Environment (ICCE)",28.119,0,0,0,135.769411,1.154651,0,0,18.998254,2.45,0,0,245.044214,3.23776,4.706036,4.791736,68.355318,6.001696,6.999528,7.105089,686.53,52.9,47.5,47.5,0.324673,-1.138543,2.48,-8.86
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38.766,0,0,0,187.755674,0,0,0,1.524332,0,0,0,164.250266,5.24352,0.201,1.581406,37.014671,3.143516,2.606683,2.645995,101.39,20.56,17.67,17.67,-5.80819,-11.655672,-40.916,-81
015-000000019,528,"	015","Department of the Treasury","Integrated Submission and Remittance Processing System (ISRP)",0,0,0,0,1.317985,0.129315,0.229134,0.229134,0,0,0,0,137.174701,8.050068,9.223947,9.396095,15.083706,2.422981,1.649773,1.674653,112.81,18.13,11,11,0.804961,0.7852,7.89,7.56
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",1,0,0,0,102.701496,1,1,1,10.875192,0,0,0,418.787626,63.453213,59.614502,67.875886,25.766824,4.106878,0,0,183.23,24.92,0,0,7.945589,-8.261384,3.592,10.29
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",37.354,0,0,0,230.661029,8.796056,7.7398,12.0434,33.741504,0.140485,2.331,2.559514,80.074403,37.291738,31.322482,31.906984,43.080113,17.004666,13.342232,13.543447,524.4,116.98,113,115,-13.588528,-30.140479,-18,-36
015-000000021,546,"	015","Department of the Treasury","Service Center Recognition/Image Processing System (SCRIPS)",0,0,0,0,2.796745,0.299328,0.75,7.85,0,0,0,0,145.910566,8.093012,8.947,9.123589,18.963146,1.341024,0.824886,0.837326,99.27,9.77,5.5,5.5,1.096046,0.412674,12.07,4.464
016-000002125,553,"	016","Social Security Administration","DDS Automation",0,0,0,0,246.986,0,0,0,31.185,0,0,0,65.19,11.721,11.159,15.115,21.709,3.289,3.824,3.861,441,24,27,26,-0.562,-10.132,-3.6,-40.3
016-000002015,554,"	016","Social Security Administration","Financial Accounting System-FACTS",30.611,0,0,0,15.458,0,0,0,0,0,0,0,126.029,7.82,11.88,14.143,32.983,0.73,0.851,0.88,131,5,6,6,-3.994,-0.218,-31.8,-1.7
016-000002045,557,"	016","Social Security Administration","Title II",0,0,0,0,167.124,0.964,0,0.82,55.203,6.549,2.5,2.562,33.693,3.131,0,2.663,221.765,8.446,7.134,7.3,2579,110,68,67,7.974,-4.963,71.7,-34
019-000000122,559,"	019","Department of Energy","CF Corporate Business Systems",0,0,0,0,194.335,0,0,0,8.359,0,0,0,170.606,30.923,29.002,37.691,39.504,3.813,3.652,3.893,235,26,26,26,4.49,2.569,14.8,8.5
019-000000208,564,"	019","Department of Energy","EM HQ Integrated Planning, Accountability, and Budgeting System IPABS",1.609,0,0,0,3.805,0.834,0.546,0.9,0,0,0,0,35.391,1.608,1.5015,0.784,4.164,0.182,0.182,0.182,14,1,1,1,0,0.1635,0,7.9
019-000000577,573,"	019","Department of Energy","NNSA Enterprise Secure Network (ESN)",84.216,0,0,0,112.81732,1.829,8.349,4.118,0.8142,0,0,0,85.18298,10,10,10,0.70931,0.13476,0.1388,0.14296,12,1,1,1,-1.071,5.449,-8.2,41.8
019-000000971,579,"	019","Department of Energy","EM RL - BMS Site Wide Business Management System",0,0,0,0,0,0,0,0,0,0,0,0,95.672,5.6,5.61,5.7222,1.324,0.153,0.153,0.138,8,1,1,1,0,-0.49,0,-7.8
019-000000976,580,"	019","Department of Energy","EM RL - Records Management",0.6333,0,0,0,2.8977,0,0,0,0.063,0,0.005,0,73.6785,14.4805,14.8798,14.0243,1.8695,0.23,0.23,0.23,7,2,2,2,0,0.3699,0,2.5
019-000001122,583,"	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",0,0,0,0,13.59296,0,0,0,0.13264,0,0,0,61.632689,10.417423,9.952233,10.156675,3.12256,0.22754,0.2301,0.2301,23,2,2,2,0,-0.73652,0,-6.7
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",0,0,0,0,152.897,12.934,0.162,7.945,264.783,17.126,15.238,15.581,11.691,0.544,0.025,0.309,28.241,4.539,4.164,4.303,2346,160,137,136,6.936,-15.164,24.6,-43.6
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",6.564,0,0.705,0.714,42.422,0,1,9.35,1.576,0,0.705,0.714,48.59,9.035,6.122,5.838,8.66,1.062,1.077,1.09,123,18,18,18,-0.243,-20.019,-2.4,-67.6
027-999991200,594,"	027","Office of Personnel Management","Human Resources Line of Business (HR LOB)",37.413932,3,3,3,0,0,0,0,9.855475,1.243,0.863162,0.85132,0,0,0,0,0,0,0,0,52,5,5,5,0,0,0,0
027-000000029,595,"	027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)",7.138,0,0,0,9.414,2.8,2.3,3.3,4.671,0,0,0,0.5,1,1,1,1.5,1,1.5,1.5,44,13,13,13,0,0,0,0
027-999991219,596,"	027","Office of Personnel Management","EHRI electronic Official Personnel Folder (eOPF)",3.619,0,0,0,229.642,2.397,3.268,3.432,4.117,0.795,0.653,0.673,195.834,31.228,26.297,28.519,4.657,2.908,1.885,1.898,61,22,25,25,0,-6.485,0,-16.8
027-000000020,597,"	027","Office of Personnel Management","OPM-FIS Systems Transformation",27.236,0,0,0,138.655,31.797964,35.586902,35.586902,14.619,2.641138,2.641138,2.641138,7.571,0,0,0,0,0,0,0,132,20,20,20,34.439102,38.22804,0,0
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",0,0,0,0,0,0,0,0,0,0,0,0,243.351,66.017223,61.498307,61.498307,18.461,4.833,4.881,4.881,178,18,45,45,70.850223,66.379307,0,0
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",4.3,0,0,0,34.73,0,0,0,49.15,0,0,0,230.3419,18.602733,17.030295,23.416734,79.489,15.011254,17.31421,17.31421,631,122,141,136,0,34.344505,0,0
023-000004120,606,"	023","General Services Administration","Federal Real Property Asset Management",3.07,0,0,0,4.209,0.797,0.778,0,1.95,0,0,0,9.011,0.885,0.5,0.5,5.257,0.785,0.825,0.862,50,5,5,5,0.069,-0.31,2.9,-12.8
023-000001030,608,"	023","General Services Administration","Federal Supply Service 19 (FSS-19)",50.683668,3.00625,0,0,0,0,3.7804,3.31546,5.4333,0,0,0,191.973657,14.521739,10.5556,10.17265,19.707846,2.44778,2.46747,2.01244,130,17,16,13,19.975769,16.80347,0,0
023-000001020,609,"	023","General Services Administration","GSA Advantage",37.092036,0.725,0,0,0,0,4.31222,2.1914,6.099616,0,0,0,260.900857,15.023134,11.17855,11.17855,20.268706,2.171242,1.85232,2.06412,176,15,12,13,17.919376,17.34309,0,0
023-000001226,613,"	023","General Services Administration","Human Capital Information Technology Services",16.405,0.2,0,0,1.948,0,0,0,1.099,0,0,0,64.509,7.085,7.29794,6.96129,18.644,0.978,0.70916,0.70864,134,6,5,5,8.263,8.0071,0,0
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",59.00828,0,0,0,22.548701,29.724413,41.9135,30.395,9.60908,4.41,5.025,5.4,533.08194,69.3454,62.5,63.75,29.70984,0,0,0,233,38,45,52,12.341438,18.3005,13.5,20.1
023-000001010,618,"	023","General Services Administration","Network Services Ordering & Billing System (NSOBS)",3.06,0,0,0,0,0,0,0,1.111,0,0,0,83.321652,6.556,6.941,6.672,19.97946,1.336,1.336,1.336,88,10,10,10,7.892,8.277,0,0
023-000001060,620,"	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",0,0,0,0,49.07353,8.45,11.55284,4.89641,1.846,0,0,0,105.5367,18.550931,15.565,14.265,3.768921,1.129382,2.5387,2.77488,28,8,16,18,28.130313,29.65654,0,0
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",17.799,0.94,0,0,81.913,7.981,14.65,8.808,15.473,2.468,2.509,2.509,111.469,14.768,15.476,15.017,9.001,2.286,2.307,2.307,138.24,27.2,27.5,27.5,3.425,1.19,13.690143,3.525717
012-000005013,628,"	012","Department of Labor","PBGC_IT Infrastructure",2.471,0.4,0.8,0.56,28.104,2.63,4.262,2.2,18.054,3.11,3.11,3.11,223.3,37.354,35.874,35.702,23.223,5.034,5.034,5.034,256.3,47.3,47.3,47.3,1.83,0.081,3.918797,0.165309
006-000525200,629,"	006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS)",0,0,0,0,13.48,1.38,3.044,3.084,0,0,0,0,72.5538,8.3696,8.6098,7.0018,62.27583,6.726,7.0556,7.4016,419,45,45,45,2.2673,18.7094,16,0
016-000002141,630,"	016","Social Security Administration","Disability Case Processing System (DCPS)",10.149,0,0,0,237.896,32.793,22.476,28.533,46.232,14.133,15.438,15.896,0.996,0,0,1.812,0.475,0,0,0,391,157,131,131,-7.021,-22.123,-13,-36.8
023-000004130,634,"	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2.996,0,0,0,12.403,0.859,1.9,1.9,2.395,0.08,0.08,0.08,9.364,1.152,1.2,1.2,1.21,0.115,0.115,0.115,34,2,2,2,0,2.295,0,229.5
015-000000010,636,"	015","Department of the Treasury","Electronic Fraud Detection System (EFDS)",0,0.173497,0.247869,0.247869,10.255362,3.237794,4.538912,4.542896,1.189696,0.594848,0.225,0.225,87.471322,7.679307,5.479486,5.662457,29.421655,3.849282,2.582704,2.625047,223.54,31,17,17,-3.030965,-5.83557,-16.3256,-30.8605
015-000000044,637,"	015","Department of the Treasury","Return Review Program (RRP)  (Previously Implement RRP - Replaces EFDS)",5.3,1.57978,1.627173,0,119.457795,20.122738,30.571827,32.199,26.235293,8.590422,9.253409,9.369183,0,8.952187,44.692417,45.506295,0,2.367303,5.752165,5.838913,180.82,70.83,100.5,100.5,-21.986751,18.669314,-34.570808,25.494888
015-000000018,639,"	015","Department of the Treasury","Integrated Data Retrieval System (IDRS)",0,0,0,0,0,0,0,0,27.70139,3.964686,3.951844,4.011441,18.778055,0.449348,0.46031,0.468694,170.617334,11.894058,11.85553,12.034322,1859.7,113.22,105.5,105.5,0.993639,-0.040408,1.064882,0.997522
012-000005001,641,"	012","Department of Labor","PBGC_Financial Management",5.145,0,0.4,0.3,45.106,2.104,0,0,1.212,0.612,0,0,44.482,7.361,9.721,9.671,12.231,2.788,3.384,3.384,82.8,18.6,18.5,18.5,1.934,0.083,17.6928,0.618388
010-000000070,645,"	010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)",0,0,0,0,1.134882,0.703019,1.77,3.654,0,0,0,0,19.666181,0.54663,0.558668,0.578717,0.990052,0.346301,0.35669,0.36739,11,4,4,4,1.59595,2.685358,0,0
010-000000077,646,"	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)",3.2,0,0,0,38.796197,0.861386,0.762129,0.425,0,0,0,0,102.103127,6.030591,7.271808,6.522688,0,0,0,0,0,0,0,0,6.891977,8.033937,0,0
010-000000083,647,"	010","Department of the Interior","BIE - Native American Student Information System (NASIS)",0.24,0,0,0,5.78,0,0,0,0,0,0,0,10.332504,1.11897,1.11897,1.11897,1.36378,0.32,0.32,0.32,16,4,4,4,1.43897,1.43897,0,0
006-000400100,648,"	006","Department of Commerce","Census - American Community Survey (ACS)",0,0,0,0,26.213,1.435,1.105,1.105,0,0,0,0,86.666,2.255,1.3,1.3,260.848,15.558,15.137,15.137,1696,139,139,139,-11.887,-13.593,-38.2,-43.7
010-000000086,649,"	010","Department of the Interior","BLM - Automated Fluid Mineral Support System (AFMSS)",0.213,0,0,0,4.925364,0.24896,3.3668,2.374,1.20258,0.33182,0.735,0.53,13.379512,2.26877,0.883401,0.724559,3.437281,0.17102,0.19,0.43,10,2,7,8,3.02057,5.175201,0,0
010-000000094,650,"	010","Department of the Interior","BLM - Collections and Billings System (CBS)",0,0,0,0,0,0,0,0,0,0,0,0,32.56832,0.29206,0.52,0.515,11.689254,1.05458,1.606,1.674,45,8,8,8,1.34664,2.126,0,0
010-000000116,651,"	010","Department of the Interior","BLM - Incident Qualifications and Certification System (IQCS)",0.525,0,0,0,5.943,0,0,0,0,0,0,0,8.325212,0.95561,0.746899,0.671686,3.936878,0.57898,0.607114,0.63912,25,6,6,5,1.53459,1.354013,0,0
010-000000156,652,"	010","Department of the Interior","BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning)",1.9,0,0,0,10.231,0,0,0,1.776,0,0,0,16.586094,1.40974,2.575504,2.649953,1.090747,0.02704,0.248017,0.170746,10,2,2,2,1.43678,2.823521,0,0
010-000000158,653,"	010","Department of the Interior","BLM - Legacy Rehost (LR2000)",0.1,0,0,0,6.17,0.01133,0,0,2.95,0,0,0,15.515282,0.81905,1.460398,1.549662,9.509463,0.40054,0.676179,0.823899,31,6,6,7,1.23092,2.136577,0,0
010-000000299,656,"	010","Department of the Interior","BOR - Reclamation's Services and Applications for Mission Support (RSAMS)",0,0,0,0,0,0.63615,0.642485,0.649009,0,0.5,1.0201,1.030301,132.244,2.446,2.48308,2.521272,238.526,8.509692,12.083335,12.144418,2205,100,100,100,12.091842,16.229,0,0
