"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Investment Category","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2015 (PY) ($ M)","Total IT Spending FY2016 (CY) ($ M)","Total IT Spending FY2017 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	015","Department of the Treasury","	45",015-000000193,"Service Wide Employment Tax Research System (SWETRS)",015-000000193,"	00","	04",015-45-0919,"Operations Support","	015","	45","	45",1.226226,1.127646,1.144652,0,0,0,0,0,0,1.226226,0,1.127646,0,1.144652,0,582447,426472,2016-01-14,22:37:05
"	015","Department of the Treasury","	45",015-000000144,"Service-wide Electronic Research Project (SERP)",015-000000144,"	00","	04",015-45-0919,"Operations Support","	015","	45","	45",0.964316,1.0455,1.061267,0,0,0,0,0,0,0.964316,0,1.0455,0,1.061267,0,582448,426473,2016-01-14,22:37:05
"	015","Department of the Treasury","	45",015-000000233,"Stakeholder Partnerships, Education and Communications - Total Relationship Management (SPECTRM)",015-000000233,"	00","	04",015-45-0919,"Operations Support","	015","	45","	45",0.038533,0,0,0,0,0,0,0,0,0.038533,0,0,0,0,0,582449,426474,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000025,Pay.gov,015-000000025,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",16.632595,18.931094,18.748482,3.789777,0,3.525117,0,3.502228,0,12.842818,0,15.405977,0,15.246254,0,582450,426475,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000025,Pay.gov,015-000000025,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.6,0.64269,0.64269,0.1,0,0.1,0,0.1,0,0.5,0,0.54269,0,0.54269,0,582451,426475,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000057,"Over the Counter Channel Application (OTCnet)",015-000000057,"	48","	04",015-12-1802,"Financial Agent Services","	015","	12","	12",21.318662,19.967192,19.52167,9.707525,0,7.598676,0,12.221641,0,11.611137,0,12.368516,0,7.300029,0,582452,426476,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000057,"Over the Counter Channel Application (OTCnet)",015-000000057,"	48","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.961338,1.138742,1.031996,0.56021,0,0.396596,0,0.581612,0,0.401128,0,0.742146,0,0.450384,0,582453,426476,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000218,"Electronic Check Processing (ECP)",015-000000218,"	00","	04",015-12-1802,"Financial Agent Services","	015","	12","	12",4.805,5.077942,3.837296,1.672,0,3.020423,0,1.738626,0,3.133,0,2.057519,0,2.09867,0,582454,426477,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000218,"Electronic Check Processing (ECP)",015-000000218,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.411881,0.411881,0.412,0.164881,0,0.164881,0,0.165,0,0.247,0,0.247,0,0.247,0,582455,426477,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000050,"Debit Gateway",015-000000050,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",8.750831,7.485455,8.163466,1.32681,0,1.405552,0,1.672151,0,7.424021,0,6.079903,0,6.491315,0,582456,426478,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000050,"Debit Gateway",015-000000050,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.281504,0.433386,0.437544,0.035188,0,0.035531,0,0.035993,0,0.246316,0,0.397855,0,0.401551,0,582457,426478,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000039,"Electronic Federal Tax Payment System (EFTPS)",015-000000039,"	00","	04",015-12-1802,"Financial Agent Services","	015","	12","	12",111.367385,113.824389,118.31261,12.340453,0,8.356879,0,8.607586,0,99.026932,0,105.46751,0,109.705024,0,582458,426479,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000039,"Electronic Federal Tax Payment System (EFTPS)",015-000000039,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.921077,0.925828,0.937838,0.368431,0,0.370331,0,0.375135,0,0.552646,0,0.555497,0,0.562703,0,582459,426479,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000293,"Treasury Cash Management System (TCMS)",015-000000293,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",4.824467,0,0,1.813586,0,0,0,0,0,3.010881,0,0,0,0,0,582460,426480,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000293,"Treasury Cash Management System (TCMS)",015-000000293,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.187201,0,0,0.06552,0,0,0,0,0,0.121681,0,0,0,0,0,582461,426480,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000219,"Cash Management Improvement Act System (CMIAS)",015-000000219,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.144975,0,0,0,0,0,0,0,0,0.144975,0,0,0,0,0,582462,426481,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000036,"Deposit and Data Management (DDM)",015-000000036,"	48","	04",015-12-1802,"Financial Agent Services","	015","	12","	12",19.512994,0,0,7.005352,0,0,0,0,0,12.507642,0,0,0,0,0,582463,426482,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000036,"Deposit and Data Management (DDM)",015-000000036,"	48","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",4.13141,0,0,3.143491,0,0,0,0,0,0.987919,0,0,0,0,0,582464,426482,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000036,"Deposit and Data Management (DDM)",015-000000036,"	48","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",1.229041,0,0,0.281505,0,0,0,0,0,0.947536,0,0,0,0,0,582465,426482,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000058,"Treasury Collateral Management and Monitoring (TCMM)",015-000000058,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",4.09603,0,0,0,0,0,0,0,0,4.09603,0,0,0,0,0,582466,426483,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000058,"Treasury Collateral Management and Monitoring (TCMM)",015-000000058,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.140753,0,0,0,0,0,0,0,0,0.140753,0,0,0,0,0,582467,426483,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000292,"FRB CA$H-LINK",015-000000292,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",1.591,0,0,0,0,0,0,0,0,1.591,0,0,0,0,0,582468,426484,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000292,"FRB CA$H-LINK",015-000000292,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.187201,0,0,0,0,0,0,0,0,0.187201,0,0,0,0,0,582469,426484,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000026,"Debt Collection Services (DCS)",015-000000026,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",13.049047,6.595256,5.991622,8.994179,0,5.080583,0,4.314862,0,4.054868,0,1.514673,0,1.67676,0,582470,426485,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000026,"Debt Collection Services (DCS)",015-000000026,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",7.657522,25.518017,19.031934,4.099907,0,8.211901,0,1.436894,0,3.557615,0,17.306116,0,17.59504,0,582471,426485,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000297,"Do Not Pay (DNP)",015-000000297,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.449,0.458,0.467,0.272,0,0.278,0,0.283,0,0.177,0,0.18,0,0.184,0,582472,426486,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000297,"Do Not Pay (DNP)",015-000000297,"	00","	04",015-12-0562,"Reimbursements to Federal Reserve Banks","	015","	12","	12",10.25,10.26,10.469,3.793,0,3.73,0,3.808,0,6.457,0,6.53,0,6.661,0,582473,426486,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000395,"Fiscal Agent Infrastructure Services (FAIS)",015-000000395,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",89.815719,97.650503,91.754289,31.492954,0,17.082287,0,11.26997,0,58.322765,0,80.568216,0,80.484319,0,582474,426487,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000395,"Fiscal Agent Infrastructure Services (FAIS)",015-000000395,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.472857,0.472857,0.472857,0,0,0,0,0,0,0.472857,0,0.472857,0,0.472857,0,582475,426487,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200139,"Fiscal IT Infrastructure Services (FIIS)",015-000200139,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	12",0,136.249126,137.831057,0,0,23.34,0,22.482662,0,0,0,112.909126,0,115.348395,0,582476,426488,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-999991100,"Financial Management Line of Business (FMLOB)",015-999991100,"	24","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",1.705816,2.786823,3.207943,0.852908,0,0,0,0,0,0.852908,0,2.786823,0,3.207943,0,582477,426489,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-999991100,"Financial Management Line of Business (FMLOB)",015-999991100,"	24","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0,0,0,0,0,0,0,0,0,0,3.13928,0,3.13928,0,3.13928,582478,426489,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200141,"Enterprise Initiatives and Capabilities (EIC)",015-000200141,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",0,5.784201,6.537875,0,0,4.670709,0,5.538876,0,0,0,1.113492,0,0.998999,0,582479,426490,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200141,"Enterprise Initiatives and Capabilities (EIC)",015-000200141,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0,10.040862,10.248812,0,0,0.14299,0,0.144384,0,0,0,9.897872,0,10.104428,0,582480,426490,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200020,"Planning, Investment, and Architecture (PIA)",015-000200020,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",6.695617,8.955968,9.130055,0,0,0,0,0,0,6.695617,0,8.955968,0,9.130055,0,582481,426491,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200078,"Financial Information Repository (FIR)",015-000200078,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",7.785119,0,0,3.112057,0,0,0,0,0,4.673062,0,0,0,0,0,582482,426492,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200078,"Financial Information Repository (FIR)",015-000200078,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.202286,0,0,0.1416,0,0,0,0,0,0.060686,0,0,0,0,0,582483,426492,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000003501,"Fiscal Service End User Systems and Services (EUSS)",015-000003501,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	12",11.8688,0,0,2.099,0,0,0,0,0,9.7698,0,0,0,0,0,582484,426493,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000003502,"Fiscal Service Mainframe and Servers Support and Services (MSSS)",015-000003502,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	12",74.337599,0,0,9.353739,0,0,0,0,0,64.98386,0,0,0,0,0,582485,426494,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000003503,"Fiscal Service Telecommunications Systems and Support (TSS)",015-000003503,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	12",25.977276,0,0,6.834186,0,0,0,0,0,19.14309,0,0,0,0,0,582486,426495,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000335,"Central Accounting and Reporting System",015-000000335,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",12.449065,0,0,8.103309,0,0,0,0,0,4.345756,0,0,0,0,0,582487,426496,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000335,"Central Accounting and Reporting System",015-000000335,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",3.12664,0,0,1.31294,0,0,0,0,0,1.8137,0,0,0,0,0,582488,426496,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000335,"Central Accounting and Reporting System",015-000000335,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",2.58812,0,0,0.79825,0,0,0,0,0,1.78987,0,0,0,0,0,582489,426496,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000060,"Summary Debt Accounting Services (SDAS)",015-000000060,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",7.359714,0,0,1.056553,0,0,0,0,0,6.303161,0,0,0,0,0,582490,426497,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000191,"CASH TRACK",015-000000191,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",0.602231,0,0,0,0,0,0,0,0,0.602231,0,0,0,0,0,582491,426498,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000191,"CASH TRACK",015-000000191,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.158,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,582492,426498,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000220,"Foreign Currency Accounting System (FCAS)",015-000000220,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582493,426499,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000220,"Foreign Currency Accounting System (FCAS)",015-000000220,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.5,0,0,0.05,0,0,0,0,0,0.45,0,0,0,0,0,582494,426499,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000032,"Financial Information and Reporting Standardization (FIRST)",015-000000032,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",6.147303,0,0,3.088839,0,0,0,0,0,3.058464,0,0,0,0,0,582495,426500,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000032,"Financial Information and Reporting Standardization (FIRST)",015-000000032,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,582496,426500,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000032,"Financial Information and Reporting Standardization (FIRST)",015-000000032,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",1.331425,0,0,0.955592,0,0,0,0,0,0.375833,0,0,0,0,0,582497,426500,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000059,"Government Agency Investment Services (GAIS)",015-000000059,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	12",1.411372,0,0,0.034886,0,0,0,0,0,1.376486,0,0,0,0,0,582498,426501,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000059,"Government Agency Investment Services (GAIS)",015-000000059,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",6.262416,0,0,1.186667,0,0,0,0,0,5.075749,0,0,0,0,0,582499,426501,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000024,"Intra-Governmental Payment and Collection (IPAC)",015-000000024,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",5.038887,0,0,2.400431,0,0,0,0,0,2.638456,0,0,0,0,0,582500,426502,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000024,"Intra-Governmental Payment and Collection (IPAC)",015-000000024,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.624091,0,0,0,0,0,0,0,0,0.624091,0,0,0,0,0,582501,426502,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000271,"Bureau-wide Services (BWS)",015-000000271,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",3.234572,0,0,0.70596,0,0,0,0,0,2.528612,0,0,0,0,0,582502,426503,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000201,"Judgment Fund Internet Claims System (JFICS)",015-000000201,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.475874,0,0,0.035156,0,0,0,0,0,0.440718,0,0,0,0,0,582503,426504,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000201,"Judgment Fund Internet Claims System (JFICS)",015-000000201,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.524041,0,0,0.063816,0,0,0,0,0,0.460225,0,0,0,0,0,582504,426504,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000210,SIMSIV,015-000000210,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.14,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,582505,426505,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000210,SIMSIV,015-000000210,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.213281,0,0,0,0,0,0,0,0,0.213281,0,0,0,0,0,582506,426505,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000200135,"Bureau Management Services (BMS)",015-000200135,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0,4.540219,4.762621,0,0,0,0,0,0,0,0,4.540219,0,4.762621,0,582507,426506,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000062,"Retail Securities Services (RSS)",015-000000062,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",29.100003,29.909049,23.909049,10.188634,0,11.899889,0,5.899889,0,18.911369,0,18.00916,0,18.00916,0,582508,426507,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000062,"Retail Securities Services (RSS)",015-000000062,"	00","	04",015-12-0562,"Reimbursements to Federal Reserve Banks","	015","	12","	12",15.48891,16.011826,15.409173,3.399986,0,6.788841,0,3.61108,0,12.088924,0,9.222985,0,11.798093,0,582509,426507,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000061,"Wholesale Securities Services (WSS)",015-000000061,"	00","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",6.848933,3.67132,3.67132,2.60752,0,2.883646,0,2.883646,0,4.241413,0,0.787674,0,0.787674,0,582510,426508,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-000000061,"Wholesale Securities Services (WSS)",015-000000061,"	00","	04",015-12-0562,"Reimbursements to Federal Reserve Banks","	015","	12","	12",25.262972,25.025419,23.119799,8.698424,0,8.374917,0,6.417635,0,16.564548,0,16.650502,0,16.702164,0,582511,426508,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000078,"Advanced Technologies to Enhance Analytical Capabilities",015-000000078,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",0.36,0.629,0.632,0,0,0,0,0,0,0.36,0,0.629,0,0.632,0,582512,426509,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000040,"BSA IT Modernization",015-000000040,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",33.341,27.87,28.023,1.01,0,1.19,0,1,0,32.331,0,26.68,0,27.023,0,582513,426510,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006006,"Award Management Information System",015-000006006,"	00","	04",015-05-1881,"Community Development Financial Institutions Fund Program Account","	015","	05","	05",0.2,1.108135,5.312304,0.2,0,0.281335,0,1,0,0,0,0.8268,0,4.312304,0,582514,426511,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006002,"Community Development Financial Institutions Fund Public Website",015-000006002,"	00","	04",015-05-1881,"Community Development Financial Institutions Fund Program Account","	015","	05","	05",0.10842,0.05,0,0.10842,0,0.05,0,0,0,0,0,0,0,0,0,582515,426512,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006002,"Community Development Financial Institutions Fund Public Website",015-000006002,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582516,426512,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006001,"Community Investment Impact System",015-000006001,"	00","	04",015-05-0142,"State Small Business Credit Initiative","	015","	05","	05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582517,426513,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006001,"Community Investment Impact System",015-000006001,"	00","	04",015-05-1881,"Community Development Financial Institutions Fund Program Account","	015","	05","	05",0.88308,0.866576,0.45,0,0,0,0,0,0,0.88308,0,0.866576,0,0.45,0,582518,426513,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006007,"IT Program Management Support",015-000006007,"	00","	04",015-05-1881,"Community Development Financial Institutions Fund Program Account","	015","	05","	05",1.172606,0.3,0,0,0,0,0,0,0,1.172606,0,0.3,0,0,0,582519,426514,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000006005,"Legacy Mission Systems",015-000006005,"	00","	04",015-05-1881,"Community Development Financial Institutions Fund Program Account","	015","	05","	05",1.960051,1.84471,0,0,0,0,0,0,0,1.960051,0,1.84471,0,0,0,582520,426515,2016-01-14,22:37:05
"	015","Department of the Treasury","	25",015-000014825,"Mint COINS - Non-Major",015-000014825,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	25",4.683979,4.683979,4.683979,0,0,0,0,0,0,4.683979,0,4.683979,0,4.683979,0,582521,426516,2016-01-14,22:37:05
"	015","Department of the Treasury","	25",015-000014836,"Mint Retail Sales System (RSS)",015-000014836,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	25",2.497287,0,0,0,0,0,0,0,0,2.497287,0,0,0,0,0,582522,426517,2016-01-14,22:37:05
"	015","Department of the Treasury","	25",015-000000432,"Order Management System II (OMS-II)",015-000000432,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	25",52.093818,51.931747,52,2.5,0,0,0,0,0,49.593818,0,51.931747,0,52,0,582523,426518,2016-01-14,22:37:05
"	015","Department of the Treasury","	25",015-000014982,"US Mint IT Infrastructure End User Systems and Support (ITI EUSS)",015-000014982,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	25",20.685692,20.685692,20.685692,0,0,0,0,0,0,20.685692,0,20.685692,0,20.685692,0,582524,426519,2016-01-14,22:37:05
"	015","Department of the Treasury","	25",015-000014981,"US Mint IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)",015-000014981,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	25",9.322708,9.322708,9.302708,0,0,0,0,0,0,9.322708,0,9.322708,0,9.302708,0,582525,426520,2016-01-14,22:37:05
"	015","Department of the Treasury","	25",015-000014980,"US Mint IT Infrastructure Telecommunications (ITI TSS)",015-000014980,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	25",5.30219,5.30219,5.30219,0,0,0,0,0,0,5.30219,0,5.30219,0,5.30219,0,582526,426521,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000368,"TIGTA Enterprise Architecture",015-000000368,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",0.275,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,582527,426522,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000197,"TIGTA IT Applications and Collaboration (IT A&C)",015-000000197,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",0.48113,2.935559,2.935559,0,0,0.73389,0,0.73389,0,0.48113,0,2.201669,0,2.201669,0,582528,426523,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000367,"TIGTA IT Infrastructure End User Systems and Support (ITI EUSS)",015-000000367,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",2.684,4.976,2.333256,0,0,2.747,0,0.583314,0,2.684,0,2.229,0,1.749942,0,582529,426524,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000366,"TIGTA IT Infrastructure Mainframe and Servers Services and Support (ITI MSSS)",015-000000366,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",3.818,4.871,3.259689,0,0,1.426,0,0.814922,0,3.818,0,3.445,0,2.444767,0,582530,426525,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000198,"TIGTA PARIS Property Module (PPM)",015-000000198,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",0.200923,0,0,0,0,0,0,0,0,0.200923,0,0,0,0,0,582531,426526,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200155,"TIGTA IT Security Systems & Enterprise Architecture (IT SS&EA)",015-000200155,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",0,1.222367,1.222367,0,0,0.305592,0,0.305592,0,0,0,0.916775,0,0.916775,0,582532,426527,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000365,"TIGTA IT Infrastructure Telecommunications (ITT TSS)",015-000000365,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",2.716,2.888,2.066567,0,0,0,0,0.516642,0,2.716,0,2.888,0,1.549925,0,582533,426528,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-999990047,USAspending.gov,015-999990047,"	48","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0.407016,2.557016,2.869516,0.25,0,2.4,0,2.4,0,0.157016,0,0.157016,0,0.469516,0,582534,426529,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-999990047,USAspending.gov,015-999990047,"	48","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	12",0,2.96,2.555,0,0,2.96,0,2.555,0,0,0,0,0,0,0,582535,426529,2016-01-14,22:37:05
"	015","Department of the Treasury","	12",015-999990047,USAspending.gov,015-999990047,"	48","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",10.007293,7.726903,7.104484,6.669583,0,3.178,0,3.174,0,3.33771,0,4.548903,0,3.930484,0,582536,426529,2016-01-14,22:37:05
