Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Solicitation ID (Agency),Modular Approaches / Contracting,EVM Required,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","22164","137002","Awarded","7033","HSFEHQ-11-J-0075","","","","no","no","Yes","BAE SYSTEMS INFORMATION TECHNOLOGY INC.","","2.836513","Firm Fixed Price","","08/28/2013","08/31/2013","U","DE-OBLIGATION OF FUNDS AND FINAL CLOSEOUT","92549","7022","0","2014-02-28 07:25:52","2014-02-28 07:25:52"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","25139","192941","Awarded","7033","HSFEHQ-07-J-0175","","","","no","no","Yes","BAE SYSTEMS INFORMATION TECHNOLOGY INCORPORATED","","24.333468","Not Reported","","09/29/2013","03/28/2014","U","ADDITIONAL SUPPORT FOR DISASTER ASSISTANCE IMPROVEMENT PROGRAM - PROGRAM MANAGEMENT OFFICE, PHASE II.","137455","7022","0","2014-08-26 18:28:14","2014-08-26 18:28:14"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","25143","193430","Awarded","7033","HSFEHQ-10-J-0801","","","","no","no","Yes","BAE SYSTEMS INFORMATION TECHNOLOGY INC.","","1.817164","Firm Fixed Price","","12/16/2013","03/15/2014","U","ADD ADDITIONAL FUNDING FOR CLIN 2004 FLOODSMART","92551","7022","0","2014-02-28 07:25:52","2014-02-28 07:25:52"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","25145","193426","Awarded","7033","HSFEHQ-08-J-2009","","","","no","no","Yes","INTERNATIONAL BUSINESS MACHINES CORPORATION","","16.145963","Cost Plus Award Fee","","02/24/2013","12/14/2014","U","NEW PROGRAM CHANGE REQUESTS (PCR'S) TO ADD ADDITIONAL FUNDING.","92745","7022","0","2014-02-28 07:25:52","2014-03-02 01:38:16"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","25147","193431","Awarded","7033","HSFEHQ-12-F-0140","","","","no","no","Yes","NEUSTAR, INC.","","0.010800","Firm Fixed Price","","12/21/2011","12/20/2012","U","ANNUAL LEASE COMMON SHORT CODE","92747","7022","0","2014-02-28 07:25:52","2014-03-02 01:38:16"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","25149","193429","Awarded","7033","GS-35-F-0256K","","","","no","no","Yes","FEDRESULTS, INC.","","","Firm Fixed Price","","07/15/2014","01/01/1970","U","FEDERAL SUPPLY SCHEDULE CONTRACT.","137457","4730","","2014-08-26 18:28:15","2014-08-26 18:28:14"
"024-999990130","165","024","Department of Homeland Security","FEMA - Disaster Management E-Government Initiative","40567","227246","Awarded","7033","GS-10F-0007P","","","","no","no","Yes","BAE SYSTEMS INFORMATION TECHNOLOGY INCORPORATED","TFTP-MC-000874-B","","Firm Fixed Price","","03/30/2014","01/01/1970","U","SIN: 874 4PROPOSED COURSES SHALL BE COMMERCIALLY-AVAILABLE OFF-THE-SHELF TRAINING AND/OR EDUCATIONAL COURSES THAT ARE DELIVERED VIA AN INSTRUCTOR-LED (I.E. TRADITIONAL CLASSROOM SETTING OR CONFERENCE/SEMINAR) AND/OR WEB-BASED (I.E. INTERNET/INTRANET, SOFTWARE PACKAGES AND COMPUTER APPLICATIONS) SYSTEM.  COURSES SHALL HAVE A DEFINED COURSE TITLE, LENGTH OF TIME (I.E. HOURS, DAYS, SEMESTERS, ETC.), DESCRIPTION OF MATERIAL TO BE TAUGHT (I.E. SYLLABI, TABLE OF CONTENTS, ETC.), AND WHETHERMATERIALS ARE INCLUDED (I.E. BOOKS, PAMPHLETS, SOFTWARE, ETC.).  SUPPORT MATERIALS NOT INCLUDED MAY BE OFFERED ON SIN 874-5.  PROPOSED PROFESSIONAL SERVICES SHALL BE IN SUPPORT OF PLANNING, CREATING, AND/OR EXECUTING TEST ADMINISTRATION, LEARNING MANAGEMENT, CUSTOMIZED SUBJECT MATTER SPECIFIC TRAINING AND/OR EDUCATIONAL COURSES THAT ARE DELIVERED VIA AN INSTRUCTOR-LED (I.E. TRADITIONAL CLASSROOM SETTING OR CONFERENCE/SEMINAR) AND/OR WEB-BASED (I.E. INTERNET/INTRANET, SOFTWARE PACKAGES AND COMPUTER APPLIC","137459","4730","","2014-08-26 18:28:15","2014-08-26 18:28:15"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","28338","142363","Awarded","7013","HSTS03-12-J-CIO804","HSTS0311DCIO556","7013","","no","no","Yes","KNOWLEDGE CONSULTING GROUP, INC.","","0.402092","Time and Materials","","05/21/2014","09/01/2014","U","IGF::OT::IGFTHE PURPOSE OF THIS MODIFICATION P00002 AGAINST TASK ORDER HSTS03-12-J-CIO804 IS TO DE-OBLIGATE FUNDING FROM CLIN 10029 ($5,000.00)$5,000.00.","129937","7013","0","2014-07-23 07:34:42","2014-07-23 07:34:42"
"024-000005632","178","024","Department of Homeland Security","TSA - FAMS Mission Scheduling and Notification System (MSNS)","32973","142364","Awarded","7013","HSTS07-13-J-FAM062","HSHQDC06D00026","7013","","yes","no","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","","36.177589","Time and Materials","","12/30/2014","03/25/2015","U","THIS MODIFICATION IS TO APPLY FY13 FUNDING IN THE ESTIMATED AMOUNT OF $790,671.60 IGF::CT::IGF","122771","7013","0","2014-06-24 15:31:12","2014-06-24 15:31:12"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","19095","142766","Awarded","7013","HSTS0209CTTC822","","","","no","no","Yes","FEDERATED IT, INC.","","18.967035","Cost Plus Award Fee","","08/21/2013","01/15/2015","U","ADMINISTRATIVE MODIFICATION TO INCORPORATE REVISED ACCEPTABLE QUALITY LEVELS (AQLS) INTO THE AWARD FEE DETERMINATION PROCESS.  ADDITIONALLY REGINA HART WAS APPOINTED AS COR.","131089","7013","0","2014-07-28 17:29:53","2014-07-28 17:29:53"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","19102","157876","Awarded","7013","HSTS0212CTTC702","","","","no","no","Yes","MORPHO TRUST USA, INC","HSTS02-11-R-TTC721","4.838983","Firm Fixed Price","","05/16/2014","09/04/2017","U","IGF::CT::IGFEXERCISE OPTION PERIOD 2","131091","7013","0","2014-07-28 17:29:53","2014-07-28 17:29:53"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","19104","157875","Awarded","7013","HSTS0211JTTC400","HSHQDC09D00032","7001","HSTS02-10-Q-TTC536","no","no","Yes","TECHNICAL AND PROJECT ENGINEERING, LLC","","3.315033","Labor Hours","","01/02/2014","01/03/2016","U","THIS PR PROVIDES INCREMENTAL FUNDING FOR A SOLICITATION FOR A CUSTOMER SERVICE SUPPORT TASK ORDER UNDER DHS PACTS IDIQ CATEGORY 2 CLERICAL SUPPORT.  THIS SUPPORTS THE TWIC PROGRAM REQUIREMENTS.VENDOR: TBDTASK ORDER: TBDPOP/POF: TBDCO: MIKE DERRIOSCS: TBDPOC:SANDRA REYNOLDS 571-227-1962","96041","7013","0","2014-03-13 13:37:30","2014-03-13 13:37:30"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","22938","157873","Awarded","7013","HSTS0206JTTC018","HSTS0206DTTC028","7013","","no","no","Yes","INFOZEN INCORPORATED","","14.421911","Cost Plus Award Fee","","02/28/2014","05/27/2014","U","OPERATIONS AND MAINTENANCE SUPPORT FOR THE TTAC OCE","122775","7013","0","2014-06-24 15:31:15","2014-06-24 15:31:15"
"024-000005625","175","024","Department of Homeland Security","TSA - Hazmat Threat Assessment Program (HAZMAT)","38993","224158","Awarded","7013","HSTS0212DTTC509","HSTS0213JTTC504","7013","","no","no","Yes","ILM CORPORATION OF VIRGINIA, INC","","","Order Dependent (IDV only)","","06/12/2013","01/01/1970","U","IGF::CT::IGF","122777","7013","","2014-06-24 15:31:15","2014-06-24 15:31:15"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","19107","170032","Awarded","7013","HSTS0512FOOP002","GS35F0207W","4730","HSTS05-10-I-MED054","no","no","Yes","GINIA INC","","5.838853","Firm Fixed Price","","04/30/2014","04/30/2015","U","IGF::OT::IGFOPTION PERIOD 2 EXERCISE FOR CONTINUED EPMP SYSTEM SUPPORT SERVICES","118081","7013","0","2014-05-30 07:55:48","2014-05-30 07:55:48"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","19108","170033","Awarded","7013"," HSTS0311JCIO556"," HSTS0311DCIO556","7013","HSTS03-13-J-PMI017","no","no","Yes","KNOWLEDGE CONSULTING GROUP, INC.","","23.955404","Time and Materials","","05/19/2014","08/01/2016","U","ATTN:  KRISTIN FULLER (CO) THE PURPOSE OF THIS REQUEST IS TO PROVIDE INDEPENDENT INFORMATION TECHNOLOGY SECURITY SUPPORT SERVICES (ITSSS) TO THE TSA / OIT CYBER SECURITY AND IAD, AND TO OTHER PROGRAM OFFICES WITHIN TSA IN THE AREA OF IT SECURITY.  OIT PROVIDES THE ADMINISTRATION%U2019S RESPONSE TO MEETING THE PRACTICAL AND STATUTORY SECURITY REQUIREMENTS ASSOCIATED WITH THE USE OF INFORMATION TECHNOLOGY (IT) SOLUTIONS TO SUPPORT ADMINISTRATION ASSETS.  THE CYBER SECURITY AND IAD IS THE CENTRAL OFFICE RESPONSIBLE FOR DELIVERING SECURITY SERVICES IN THE FORM OF PROGRAM/PROJECT MANAGEMENT, FUNCTIONAL GUIDANCE, TECHNICAL ASSISTANCE, SECURITY OPERATIONS, AND COMPLIANCE MONITORING.  THE GOAL IS TO ENSURE THAT TSA IS ABLE TO DELIVER THE SERVICES MANDATED BY LAW, AND DO SO IN A MANNER THAT FULLY COMPLIES WITH THE LAW.  THE BELOW REFERENCED ESTIMATES COVERS FOR LABOR AND TRAVEL.  FOR QUESTIONS, CONTACT CARL SHIRLEY ON 571-227-3749.","118083","7013","0","2014-05-30 07:55:48","2014-05-30 07:55:48"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","38995","223538","Awarded","7013","HSTS0313JCIO499","HSTS0313ACIO549","7013","","no","no","Yes","INTERNATIONAL BUSINESS MACHINE","","5.373124","Firm Fixed Price","","12/04/2013","12/03/2014","U","IGF::OT::IGFSUBJECT: APPLICATION SUPPORT TEAM (AST) - OASIS II WORK ORDER","118085","7013","0","2014-05-30 07:55:48","2014-05-30 07:55:48"
"024-000005609","181","024","Department of Homeland Security","TSA - Performance Management Information System (PMIS)","40929","228176","Awarded","7013","HSTS0314JPMI008","HSHQDC13D00002","7013","","no","no","No","","","","","","","","","","","","","2014-07-23 07:34:44",""
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","22075","144338","Awarded","7013","HSTS0209JTTC165","HSTS0209DTTC129","7013","","no","no","Yes","FLATTER & ASSOCIATES, INC.","","4.890900","Cost Plus Fixed Fee","","09/18/2013","09/17/2014","U","FUNDING REALIGNMENT.","137461","7013","0","2014-08-26 18:28:24","2014-08-26 18:28:24"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","22076","144329","Awarded","7013","HSTS0211CTTC101","","","","no","no","Yes","INFOGLIDE SOFTWARE CORPORATION","","5.355181","Firm Fixed Price","","11/04/2012","11/03/2015","U","CONTRACT: TBD NEWVENDOR: TBDDESCRIPTION: INFOGLIDE BLADEWORKS SOFTWARE USED IN THE MATCHING PROCESS BY SECURE FLIGHT.POP: 1/1/2011 THROUGH 12/31/2011AMOUNT: $1,670,000.00","64847","7013","0","2013-09-11 15:00:09","2013-09-11 15:00:09"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","22078","144322","Awarded","7013","HSTS0208JTTC124","HSTS0206DTTC028","7013","","no","no","Yes","INFOZEN INCORPORATED","","12.928733","Cost Plus Award Fee","","08/27/2013","10/27/2013","U","INFOZEN TASK ORDER 7 - OPERATION, MAINTENANCE, REPAIR AND UPGRADE OF THE TTAC OCE AND MISSION-SPECIFIC INFRASTRUCTURES AT THE TTAC AJOC LOCATION, AS WELL AS THE STABILIZATION OF THE SCREENING GATEWAY OCE CODE.","122779","7013","0","2014-06-24 15:31:18","2014-06-24 15:31:18"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","22082","144330","Awarded","7013","HSTS0210JTTC101","HSTS0109AACQ911","7013","","no","no","Yes","RCM SOLUTIONS, INC.","","3.618843","Labor Hours","","07/13/2014","10/12/2014","U","DESCRIPTION: THIS TASK ORDER FUNDS BASE YEAR PROGRAM MANAGEMENT SUPPORT SERVICES FOR TTAC AT THE ANNAPOLIS JUNCTION LOCATION.","137463","7013","0","2014-08-26 18:28:24","2014-08-26 18:28:24"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","22083","144290","Awarded","7013","HSTS0209FTTC164","GS35F4594G","4730","","no","no","Yes","SYSTEMS RESEARCH AND APPLICATI","","3.840487","Labor Hours","","09/06/2013","09/20/2014","U","VENDOR: TBDCONTRACT NUMBER: TBDDESCRIPTION: NEW CONTRACT FOR PRIVACY PROGRAM DEVELOPMENT AND SUPPORT FOR THE SECURE FLIGHT PROGRAM.PERIOD OF PERFORMANCE: 8/24/2009 THROUGH 8/23/2010 AMOUNT: $500,000.00","137465","7013","0","2014-08-26 18:28:24","2014-08-26 18:28:24"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","23279","182086","Awarded","7013","HSTS0312JTTC101","HSHQDC11A00040","7001","","no","no","Yes","ESCGOV","","1.611704","Firm Fixed Price","","08/12/2013","03/31/2016","U","CLOSEOUT","64859","7013","0","2013-09-11 15:00:10","2013-09-11 15:00:10"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","24011","183332","Awarded","7013","HSTS0212CTTC106","","","","no","no","Yes","ZIBIZ CORPORATION","","1.900344","Firm Fixed Price","","03/23/2013","03/22/2015","U","CONTRACT: TBDDESCRIPTION: FUNDING IS TO SUPPORT PROCUREMENT OF HARDWARE FOR RISK BASED SECURITY (RBS) PROGRAM.PR IS 2 OF 2 ISSUED FOR FIRST QUARTER FY12 RBS HARDWARE. CONTRACTING OFFICER: MARLENE KRATZCONTRACTING SPECIALIST: VICTOR MARTINEZPOP: UPON RECEIPT - 9/30/12AMOUNT: $2,141,657.70","64861","7013","0","2013-09-11 15:00:10","2013-09-11 15:00:10"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","27581","202967","Awarded","7013","HSTS0212JTTC134","HSTS0209DTTC177","7013","","no","no","Yes","DELOITTE CONSULTING L.L.P.","HSTS0212QTTC107","17.429051","Cost Plus Fixed Fee","","08/01/2014","11/30/2014","U","IMPLEMENTATION AND BUSINESS OPERATIONS SUPOORT TO THE SF PROGRAM OFFICE","137467","7013","0","2014-08-26 18:28:24","2014-08-26 18:28:24"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","31581","207033","Awarded","7013","HSTS0213JTTC114","HSTS0206DTTC028","7013","","no","no","Yes","INFOZEN INCORPORATED","","8.521104","Firm Fixed Price","","05/28/2014","11/27/2014","U","TASK ORDER OFF SINGLE AWARD IDIQ FOR ACQUISITION OF HARDWARE AND SOFTWARE LICENSE; HARDWARE AND SOFTWARE MAINTENANCE RENEWAL CONTRACTS; CRITICAL SPARE PARTS FOR THE OIA OCE AND OIA OCE COMPONENTS. IGF::OT::IGF","122781","7013","0","2014-06-24 15:31:18","2014-06-24 15:31:18"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","31583","207040","Awarded","7013","HSTS0313JCIO008","HSHQDC11A00039","7001","","no","no","Yes","DELL FEDERAL SYSTEMS L.P.","","0.462522","Firm Fixed Price","","05/28/2014","03/31/2014","U","THE PURPOSE OF DELIVERY ORDER NO. HSTS03-13-J-CIO008 IS TO PURCHASE F5 PRODUCTS. THIS BPA CALL IS ISSUED TO DELL FEDERAL SYSTEMS LP VIA THE DHS BPA NO. HSHQDC-11-A-00039. TSA'S ESS ENROLEMNT NO. IS 20190.","137469","7013","0","2014-08-26 18:28:24","2014-08-26 18:28:24"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","31897","207717","Awarded","7013","HSTS0313JCIO030","HSHQDC11A00040","7001","","no","no","Yes","ESCGOV","","27.017085","Firm Fixed Price","","05/21/2014","03/31/2018","U","PURPOSE OF MODIFICATION IS TO UPDATE THE LIST OF AVAILABLE LICENSES FOR SUBSTITUTION AT NO ADDITIONAL COST TO THE GOVERNMENT.","129947","7013","0","2014-07-23 07:34:48","2014-07-23 07:34:48"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","33155","215509","Awarded","7013","HSTS0213JOIA151","HSTS0213DOIA783","7013","","no","no","Yes","QINETIQ NORTH AMERICA, INC.","","15.801749","Cost Plus Fixed Fee","","07/15/2013","07/14/2018","U","IGF::OT::IGF OTHER FUNCTIONS.","129949","7013","0","2014-07-23 07:34:48","2014-07-23 07:34:48"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35835","220607","Awarded","7013","HSTS0213JOIA159","HSHQDC13D00003","7001","","no","no","Yes","FOUR POINTS TECHNOLOGY, L.L.C.","","0.213294","Firm Fixed Price","","09/19/2013","09/18/2014","U","IGF::OT::IGF THE PURPOSE OF THIS REQUISITION IS TO ACQUIRE  AVAYA TELEPHONY HARDWARE AND SOFTWARE FOR SECURE FLIGHT TELEPHONY UPGRADE AGAINST CONTRACT HSHQDC-13-D-00003/HSTS02-13-J-OIA159 IN THE AMOUNT OF $213,294.00. THE PERIOD OF PERFORMANCE IS 9/19/2013 THROUGH 9/18/2014. THE COR IS YVETTE JULESCONTRACTING OFFICER: RICHARD MELROSEPOP: 12 MONTHS FROM DAY OF AWARDTOTAL: $189,597.62","72473","7013","0","2013-10-30 07:16:53","2013-10-30 07:16:53"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35837","220608","Awarded","7013","HSTS0213JOIA162","HSHQDC13D00003","7001","","no","no","Yes","FOUR POINTS TECHNOLOGY, L.L.C.","","0.098750","Firm Fixed Price","","09/10/2013","09/15/2013","U","IGF::OT::IGF THE PURPOSE OF THIS REQUISITION IS TO ACQUIRE ADDITIONAL DB PROTECT SOFTWARE TO SUPPORT THE TWELVE FIVE DEPLOYMENT. DELIVERY ZORDER HSTS02-13-J-OIA162 IS BEING ISSUED AGAINST CONTRACT HSHQDC-13-J-OIA162.DELIVERY IS FIVE (5) DAYS AFTER AWARD.DESCRIPTION: PROCUREMENT OF  ADDITIONAL DBPROTECT SOFTWARE TO SUPPORT TWELVE FIVE DEPLOYMENT.CONTRACTING OFFICER: RICHARD MELROSEPOP: 12 MONTHS FROM DAY OF AWARDTOTAL: $82,400.00","72475","7013","0","2013-10-30 07:16:53","2013-10-30 07:16:54"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35839","220887","Awarded","7013","HSTS0313JOIA154","HSHQDC11A00041","7001","","no","no","Yes","GOVPLACE","","0.297972","Firm Fixed Price","","09/25/2013","09/24/2014","U","THIS IS TO PROCURE VMWARE PRODUCTS UNDER A DHS BPA","72477","7013","0","2013-10-30 07:16:54","2013-10-30 07:16:54"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35841","220886","Awarded","7013","HSTS0313JOIA158","HSHQDC13D00016","7001","","no","no","Yes","MA FEDERAL, INC.","","0.622598","Firm Fixed Price","","09/30/2013","09/29/2014","U","NEW SERVERS IN MULTIPLE CONFIGURATIONS.","72479","7013","0","2013-10-30 07:16:54","2013-10-30 07:16:54"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35843","220885","Awarded","7013","HSTS0313JOIA163","HSHQDC13D00007","7001","","no","no","Yes","FS VETS, LLP","","0.039792","Firm Fixed Price","","09/25/2013","09/24/2014","U","DELIVERY ORDER NO. HSTS03-13-J-OIA163 IS ISSUED AGAINST DHS IDIQ CONTRACT NO. HSHQDC-13-D-00007 FOR RED HAT ENTERPRISE LINUX SOFTWARE.","72481","7013","0","2013-10-30 07:16:54","2013-10-30 07:16:54"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35845","220884","Awarded","7013","HSTS0213JOIA161","HSHQDC13D00010","7001","","no","no","Yes","WESTWIND TEAM LLP","","0.052847","Firm Fixed Price","","09/25/2013","09/24/2014","U","TASK ORDER BUYING AGILIANCE SOFTWARE. IGF::OT::IGF","72483","7013","0","2013-10-30 07:16:54","2013-10-30 07:16:55"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35847","220889","Awarded","7013","HSTS0213JOIA164","HSHQDC13D00003","7001","","no","no","Yes","FOUR POINTS TECHNOLOGY, L.L.C.","","2.284987","Firm Fixed Price","","09/27/2013","12/30/2013","U","VENDOR: IBM STORAGE DESCRIPTION: PROCUREMENT OF  ADDITIONAL IBM STORAGE CAPACITY  TO SUPPORT TWELVE FIVE DEPLOYMENT.CONTRACTING OFFICER: RICHARD MELROSEPOP: 12 MONTHS FROM DAY OF AWARDTOTAL: $2,394,197.92IGF::CT::IGF","72485","7013","0","2013-10-30 07:16:55","2013-10-30 07:16:55"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35849","220888","Awarded","7013","HSTS0313JOIA167","HSHQDC12D00010","7001","","no","no","Yes","WILDFLOWER INTERNATIONAL, LTD.","","0.411219","Firm Fixed Price","","09/27/2013","09/26/2014","U","DELIVERY ORDER NO. HSTS03-13-J-OIA167 IS ISSUED AGAINST DHS IDIQ CONTRACT NO. HSHQDC-12-D-00010 JUNIPER PRODUCTS IN SUPPORT OF THE TWELVE FIVE DEPLOYMENT EFFORT. THIS DELIVERY ORDER IS ESTABLISHED BY QUOTE NO. 137539.","72487","7013","0","2013-10-30 07:16:55","2013-10-30 07:16:55"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","35851","220883","Awarded","7013","HSTS0313JOIA166","HSHQDC13D00007","7001","","no","no","Yes","FS VETS, LLP","","0.187890","Firm Fixed Price","","09/26/2013","09/25/2014","U","VENDOR: RSA SECUREIDDESCRIPTION: PROCUREMENT OF  RSA DEVICES TO SUPPORT TWELVE FIVE DEPLOYMENTSCONTRACTING OFFICER: RICHARD MELROSEPOP: 12 MONTHS FROM DAY OF AWARDTOTAL: $234,737.00","72489","7013","0","2013-10-30 07:16:55","2013-10-30 07:16:55"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","36381","221528","Awarded","7013","HSTS0213FPHY006","GS07F0256L","4730","","no","no","Yes","OMNIPLEX WORLD SERVICES CORPOR","","10.201515","Firm Fixed Price","","09/27/2013","11/09/2018","U","THIS CONTRACT IS DEEMED MISSION CRITICAL AND PROVIDES PROTECTION AT TSA HQ AND FACILITIES.IGF::CT::IGF","91149","7013","0","2014-02-24 07:29:56","2014-02-24 07:29:56"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","36383","221527","Awarded","7013","HSTS0213JOIA168","HSHQDC11A00040","7001","","no","no","Yes","ESCGOV","","1.189832","Firm Fixed Price","","09/30/2013","09/30/2014","U","VENDOR: IBM DATA POWERDESCRIPTION: PROCUREMENT OF IBM DATAPOWER APPLIANCE TO SUPPORT TWELVE FIVE DEPLOYMENT.CONTRACTING OFFICER: RICHARD MELROSEPOP: 12 MONTHS FROM DAY OF AWARDTOTAL: $1,271,926.40IGF::CT::IGF","76115","7013","0","2013-11-25 16:23:38","2013-11-25 16:23:38"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","37099","221848","Awarded","7013","HSTS0314COIA019","","","","no","no","Yes","INTERNATIONAL BUSINESS MACHINES CORPORATION","","16.837116","Time and Materials","","08/07/2014","08/06/2014","U","IGF::OT::IGF BRIDGE CONTRACT FOR APPLICATION DEVELOPMENT AND IT SUPPORT (TEIR 3) SERVICES FOR THE SECURE FLIGHT SYSTEM.","137471","7013","0","2014-08-26 18:28:24","2014-08-26 18:28:24"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","37261","222139","Awarded","7013","HSTS0314JOIA016","HSHQDC11A00039","7001","","no","no","Yes","DELL FEDERAL SYSTEMS L.P.","","0.291657","Firm Fixed Price","","12/17/2013","12/16/2014","U","VENDOR: F5 CONTRACT NUMBER: HSHQDC-11-A-00039DESCRIPTION: PROCUREMENT OF F5 HARDWARE DEVICES TO SUPPORT TWELVE FIVE DEPLOYMENTSCONTRACTING OFFICER: MELROSEPOP: 12 MONTHS FROM DAY OF AWARDTOTAL: $303,126.83","86835","7013","0","2014-01-27 07:20:16","2014-01-27 07:20:16"
"024-000005605","172","024","Department of Homeland Security","TSA - Secure Flight","39971","225483","Awarded","7013","HSTS0314JCIO206","HSHQDC11A00041","7001","","no","no","Yes","GOVPLACE","","0.295390","Firm Fixed Price","","04/01/2014","03/31/2015","U","PURCHASE OF VMWARE PRODUCTS","122783","7013","0","2014-06-24 15:31:18","2014-06-24 15:31:18"
"024-000005624","171","024","Department of Homeland Security","TSA - Security Technology Integrated Program (STIP)","22986","181461","Awarded","7013","HSTS0311JCT4544","HSTS0311DCIO556","7013","","no","no","Yes","KNOWLEDGE CONSULTING GROUP, INC.","","1.315138","Time and Materials","","09/02/2013","08/02/2016","U","ADMINISTRATIVE MODIFICATION TO MOVE FUNDING FOR TRAVEL","96111","7013","0","2014-03-13 13:46:54","2014-03-13 13:46:54"
"024-000005624","171","024","Department of Homeland Security","TSA - Security Technology Integrated Program (STIP)","30919","205648","Awarded","7013","HSTS0313JCT2525","HSHQDC0650021","7001","","no","no","Yes","COMPUTER SCIENCES CORPORATION (3126)","","3.653438","Fixed Price Level of Effort","","04/15/2014","08/31/2014","U","IGF::OT::IGFSECURITY TECHNOLOGY INTEGRATION PROGRAM (STIP) INFORMATION TECHNOLOGY INFRASTRUCTURE PROGRAM (ITIP) OPERATIONS AND MAINTENANCE SUPPORT SERVICESTASK ORDER NO.: HSTS03-13-J-CT2525 EAGLE IDIQ CONTRACT NO.: HSHQDC-06-D-00021","115831","7013","0","2014-05-22 07:48:09","2014-05-22 07:48:09"
"024-000005624","171","024","Department of Homeland Security","TSA - Security Technology Integrated Program (STIP)","33157","216777","Awarded","7013","HSTS0413JCT1076","HSTS0412DCT1046","7013","","no","no","Yes","REVEAL IMAGING TECHNOLOGIES, INC.","","0.410801","Firm Fixed Price","","08/21/2013","08/21/2014","U","THE PURPOSE OF DELIVERY ORDER HSTS04-13-J-CT1076 TO CONTRACT HSTS04-12-D-CT1046 WITH REVEAL IMAGING TECHNOLOGIES, INC.  IS TO PROCURE THE SERVICES NECESSARY FOR STIP SOFTWARE CHANGES TO FINISH REMEDIATION OF IDENTIFIED SOFTWARE ISSUES NOT COVERED UNDER THE SCOPE OF THE PREVIOUS STIP DEVELOPMENT CONTRACT AND FOR CONTRACTOR SUPPORT DURING REGRESSION TESTING AND FOT&E.IGF::OT::IGF","96115","7013","0","2014-01-27 07:20:24","2014-03-13 13:46:54"
