Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2013,Target 2014,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"024-000005536","140","024","Department of Homeland Security","ICE - Enforcement Information Sharing (EIS)","100","177663","Average quarterly increase of 10% in the distinct users that access EIS","Percent","202-Process and Activities - Productivity","942.000000","1036.000000","Over target","Quarterly","P41-024-027","97971","229850","2730.000000","Met","Avg. Monthly users for the Quarter","2014-06-30","08/26/2014","18:30:30"
"024-000005536","140","024","Department of Homeland Security","ICE - Enforcement Information Sharing (EIS)","8025","210064","Decrease average internal DPICS2 query response times by 20% during the reporting period prompting greater user productivity and increased usage by both external and internal customers","Percent","213-Technology - Efficiency","0.000000","3.888000","Under target","Monthly","P41-024-027","","","","","","","08/26/2014","18:30:30"
"024-000005536","140","024","Department of Homeland Security","ICE - Enforcement Information Sharing (EIS)","8027","210065","Increase the number of 'Bulk List processing Runs' against the DPICS2 internal database by 30% annually to preview suspicious subjects attending planned events and gatherings.","Number","114-Customer Results - Service Quality","0.000000","6.000000","Over target","Semi-Annual","P41-024-027","","","","","","","08/26/2014","18:30:30"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5705","187581","Certification: Achieve and maintain Office of the National Coordinator (ONC)/ Certification Commission for Healthcare Information Technology (CCHIT) Ambulatory eHR certification. (This will be measured as a percentage with either 100% indicating the certification has been achieved or 0% indicating that certification has not yet been achieved.)","Percent Complete","101-Mission and Business Results - Services for Citizens","100.000000","100.000000","Over target","Annual","P40-024-019","76209","222489","100.000000","Met","","2013-12-31","08/26/2014","18:30:37"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5707","187580","Concurrent Login Capacity: Accommodate simultaneous system logins  (total # of simultaneous login capacity that can be currently accommodated.)","Number of Simultaneous User Login Capacity","115-Customer Results - Service Accessibility","50.000000","50.000000","Over target","Monthly","P40-024-019","97983","229625","266.000000","Met","","2014-06-30","08/26/2014","18:30:37"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5709","196759","System Availability: The percentage of time this system is available.  (This is calculated as follows: total time less unscheduled down time divided by total time.)","Percent of System Availability","215-Technology - Reliability and Availability","96.000000","96.000000","Over target","Monthly","P40-024-019","97985","229626","98.400000","Met","","2014-06-30","08/26/2014","18:30:37"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5711","196757","Response Time: This is the amount of time it takes for the system to generate data results to a user query.  (Response time is measured from application to database back to the application and does not include latency with the network or end-users workstations).","Number of Seconds","213-Technology - Efficiency","2.500000","2.500000","Under target","Monthly","P40-024-019","","","","","","","08/26/2014","18:30:37"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5713","196756","Data Reliability and Quality: This measures the percentage of patient data values in the core E-HR system that match the data values in other interoperable systems.(This is either met or not met and will be indicated with a 0% or 100% accordingly)","Percent of Data Matching","215-Technology - Reliability and Availability","100.000000","100.000000","Over target","Annual","P40-024-019","","","","","","","08/26/2014","18:30:37"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5715","196758","Interoperability: The number of systems with which E-HR is interoperable.)","Number of Systems","215-Technology - Reliability and Availability","1.000000","1.000000","Over target","Annual","P40-024-019","76215","222493","1.000000","Met","","2013-12-31","08/26/2014","18:30:37"
"024-000005397","141","024","Department of Homeland Security","ICE - Electronic Health Record (EHR) System","5717","198775","End Users Accounts: Increase total number of end user accounts (total # of user accounts).","Number of User Accounts","215-Technology - Reliability and Availability","100.000000","100.000000","Over target","Monthly","P40-024-019","97987","229624","1164.000000","Met","","2014-06-30","08/26/2014","18:30:37"
"024-000005363","143","024","Department of Homeland Security","ICE - Student and Exchange Visitor Information System (SEVIS)","47","174072","Measures SEVIS helpdesk Average Speed to field phone calls from end users.","Seconds","113-Customer Results - Timeliness and Responsiveness","60.000000","60.000000","Under target","Monthly","P40-024-019","101119","231400","43.000000","Met","","2014-07-31","08/26/2014","18:28:08"
"024-000005363","143","024","Department of Homeland Security","ICE - Student and Exchange Visitor Information System (SEVIS)","48","174073","Measures the percentage of end-user issues the help desk resolves withing the first established phone contact.","Percent","114-Customer Results - Service Quality","90.000000","90.000000","Over target","Monthly","P40-024-019","101121","231399","99.580000","Met","","2014-07-31","08/26/2014","18:28:08"
"024-000005363","143","024","Department of Homeland Security","ICE - Student and Exchange Visitor Information System (SEVIS)","49","174075","Measures the percentage of the number of help desk tickets that are resolved before a noticeable decline in system performance.","Percent","216-Technology - Effectiveness","98.000000","98.000000","Over target","Monthly","P40-024-019","101123","231398","100.000000","Met","","2014-07-31","08/26/2014","18:28:08"
"024-000005363","143","024","Department of Homeland Security","ICE - Student and Exchange Visitor Information System (SEVIS)","50","174138","SEVIS System Availability measures the percentage of system up-time less the scheduled outages for maintenance and patches.","Percent","215-Technology - Reliability and Availability","99.400000","99.400000","Over target","Monthly","P40-024-019","101125","231401","99.900000","Met","","2014-07-31","08/26/2014","18:28:08"
"024-000005363","143","024","Department of Homeland Security","ICE - Student and Exchange Visitor Information System (SEVIS)","51","178825","Measures the percentage of erroneously entered data within acceptable thresholds.","Percent","212-Technology - Quality Assurance","0.400000","0.400000","Under target","Monthly","P40-024-019","97745","229545","0.000000","Met","","2014-06-30","08/26/2014","18:28:08"
"024-000009538","144","024","Department of Homeland Security","NPPD - NS/EP PTS","7","171653","Number of Wireless Priori3ty Servise (WPS) authorized users; this is a measure of the number of WPS Subscriber phones","Number","112-Customer Results - Service Coverage","115000.000000","117500.000000","Over target","Monthly","P43-024-066","101139","231963","120358.000000","Met","","2014-07-31","08/26/2014","18:28:12"
"024-000009538","144","024","Department of Homeland Security","NPPD - NS/EP PTS","8","171652","Number of Government Emergency Telecommunication Service (GETS) cards issued.  This is a measure of the number of GETS users","Number","112-Customer Results - Service Coverage","300000.000000","305000.000000","Over target","Monthly","P43-024-066","101141","231965","315617.000000","Met","","2014-07-31","08/26/2014","18:28:12"
"024-000009538","144","024","Department of Homeland Security","NPPD - NS/EP PTS","9","171655","% National Security and Emergwncy Preparedness (NS/EP) GETS readiness as measured by automated test calls process (Remote Serevice Verification Process [RSVP])","Percent","202-Process and Activities - Productivity","95.000000","95.000000","Over target","Monthly","P43-024-066","101143","231966","99.500000","Met","","2014-07-31","08/26/2014","18:28:12"
"024-000009538","144","024","Department of Homeland Security","NPPD - NS/EP PTS","10","171651","% NS/EP infrastructure technology with NS/EP enhancements to recognize GETS priority (Ubiquity)","Percent","213-Technology - Efficiency","95.000000","95.000000","Over target","Semi-Annual","P43-024-066","97753","229847","99.300000","Met","","2014-06-30","08/26/2014","18:28:12"
"024-000009538","144","024","Department of Homeland Security","NPPD - NS/EP PTS","11","174396","%NS/EP call completion Overall (Key Performance Parameter [KPP])","Percent","202-Process and Activities - Productivity","95.000000","95.000000","Over target","Monthly","P43-024-066","101145","231964","99.500000","Met","","2014-07-31","08/26/2014","18:28:12"
"024-000009538","144","024","Department of Homeland Security","NPPD - NS/EP PTS","12","171650","% NS/EP GETS call completion rate (CCR) during disaster, crisis, or National Special Security Events. This measure contains the program CCR when no significant events occur in the reporting period.","Percent","101-Mission and Business Results - Services for Citizens","90.000000","90.000000","Over target","Quarterly","P43-024-066","97757","229846","99.500000","Met","","2014-06-30","08/26/2014","18:28:12"
"024-000009508","145","024","Department of Homeland Security","NPPD - National Cybersecurity & Protection System (NCPS)","77","171640","Percent of agreements established with Federal Executive Branch civilian agencies where the agency's networks are monitored for cyber intrusions with advanced technology","Percent","101-Mission and Business Results - Services for Citizens","70.000000","70.000000","Over target","Quarterly","P40-024-065","99401","230224","75.000000","Met","FY14/Q3 Data","2014-06-30","08/26/2014","18:29:11"
"024-000009508","145","024","Department of Homeland Security","NPPD - National Cybersecurity & Protection System (NCPS)","78","171643","Percent of unique high priority alert-level events detected by the National Cybersecurity Protection System (NCPS), validated as legitimate incidents","Percent","114-Customer Results - Service Quality","94.000000","94.000000","Over target","Quarterly","P40-024-065","99403","230223","76.000000","Not Met","FY14/Q3 Data","2014-06-30","08/26/2014","18:29:11"
"024-000009508","145","024","Department of Homeland Security","NPPD - National Cybersecurity & Protection System (NCPS)","79","171642","Average time in minutes from automated threat identification at the threat collector to ticket generation in the incident handling system","Minutes","203-Process and Activities - Cycle Time and Timeliness","60.000000","60.000000","Under target","Quarterly","P40-024-065","99405","230222","58.000000","Met","FY14/Q3 Data","2014-06-30","08/26/2014","18:29:11"
"024-000009508","145","024","Department of Homeland Security","NPPD - National Cybersecurity & Protection System (NCPS)","80","171641","Percent of identified high vulnerabilities where mitigation strategies were provided","Percent","216-Technology - Effectiveness","94.000000","94.000000","Over target","Monthly","P40-024-065","77233","222360","100.000000","Met","Dec 2013 Data","2014-12-31","08/26/2014","18:29:11"
"024-000009508","145","024","Department of Homeland Security","NPPD - National Cybersecurity & Protection System (NCPS)","81","173260","Percent of Data Availability to National Cybersecurity Protection System (NCPS) users","Percent","215-Technology - Reliability and Availability","99.500000","99.500000","Over target","Quarterly","P40-024-065","99409","230226","99.850000","Met","FY14/Q3 Data","2014-06-30","08/26/2014","18:29:11"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","728","171593","Maintain the percentage of time the Chemical Security Assessment Tool Suite production environment is available within the planned operational hours of 7A-7P ET. Calculated as ((Total time in period - unscheduled downtime) / (Total Time in period) x 100).","Percent","215-Technology - Reliability and Availability","99.500000","99.500000","Over target","Monthly","P42-024-027","101331","231756","100.000000","Met","Actual results.","2014-07-31","08/26/2014","18:29:13"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","729","171591","Increase number of formal industry outreach activities. Metric provides the chemical industry facilities subject to the regulation or program partners (SLTT) presentations and outreach sessions conducted by inspectors and HQ staff which provide compliance guidance or knowledge sharing via chemical facility visits, presentations at chemical industry events or hosted forums for regulated industry participants.  Calculated as cumulative total count of each outreach activity.","Number","101-Mission and Business Results - Services for Citizens","105.000000","115.000000","Over target","Quarterly","P42-024-027","97945","229784","78.000000","Not Met Yet","Number of presentations, as reported in the ISCD Weekly Update Brief for 07 July 2014.","2014-06-30","08/26/2014","18:29:13"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","731","171598","Increase the number of Tier-1 facilities Authorized Inspections performed in accordance with Public Law 109-295. Calculated as cumulative total count of Authorization Inspections performed.","Number","101-Mission and Business Results - Services for Citizens","100.000000","124.000000","Over target","Monthly","P42-024-027","101333","231757","839.000000","Met","ISCD performed 105 AIs during the reporting period.","2014-07-31","08/26/2014","18:29:13"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","732","171588","Decrease the average wait time in seconds for Help Desk Calls answered from Industry. Calculated as (Total wait time in seconds)/(total number of help desk calls).","Number","203-Process and Activities - Cycle Time and Timeliness","10.250000","10.250000","Under target","Semi-Annual","P42-024-027","87445","224421","16.000000","Not Met","Average wait time remained high due to high call volume from letters to outlier facilities. In addition, ISCD began sending Response to PNCF Registered Unregulated letters, further increasing normal call volume.","2014-03-31","08/26/2014","18:29:13"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","733","181059","Maintain the percent of actionable Redetermination Requests completed within 45 days of receipt. Calculated as ((Number of actionable Redetermination Requests completed within 45 days)/(Total number of actionable Redetermination Requests) x 100).","Percent","113-Customer Results - Timeliness and Responsiveness","95.000000","95.000000","Over target","Semi-Annual","P42-024-027","87457","224423","64.000000","Not Met","ISCD no longer requires a redetermination request in order to review a revised Top-Screen.  Therefore, the percentage provided was derived using the date a revised Top-Screen was submitted and the date it was approved.","2014-03-31","08/26/2014","18:29:13"
"024-000009520","146","024","Department of Homeland Security","NPPD - ISCP (Infrastructure Security Compliance) - CSAT","8067","209257","Maintain the percentage of Severity 1 defects detected and resolved within 7 calendar days for the Chemical Security Assessment Tool Suite production environment. Calculated as ((Number of Severity 1 defects closed within 24 hours)/(number of Severity 1 defects) x 100).","Percent","215-Technology - Reliability and Availability","0.000000","100.000000","Over target","Semi-Annual","","87459","224424","100.000000","Met","No Severity 1 defects during the reporting period.","2014-03-31","08/26/2014","18:29:13"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","33","171705","Number of seconds (average) for biometric watchlist searches (for queries from US Ports of Entry)","Average time in seconds","113-Customer Results - Timeliness and Responsiveness","10.000000","10.000000","Under target","Monthly","","101457","231679","6.760000","Met","","2014-07-31","08/26/2014","18:30:36"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","34","171706","Number of minutes (average) for biometric watchlist searches (for queries from Department of State)"," Average time in minutes","203-Process and Activities - Cycle Time and Timeliness","5.000000","5.000000","Under target","Monthly","","101459","231676","2.600000","Met","","2014-07-31","08/26/2014","18:30:36"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","35","171704","Percentage (average) of IDENT Operational Availability","Percent","215-Technology - Reliability and Availability","99.700000","99.700000","Over target","Monthly","","101461","231677","99.790000","Met","","2014-07-31","08/26/2014","18:30:36"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","37","172116","Number of minutes (average) for biometric watchlist searches (for queries from law enforcement)","Average time in minutes","216-Technology - Effectiveness","2.000000","2.000000","Under target","Monthly","","101463","231678","0.280000","Met","","2014-07-31","08/26/2014","18:30:36"
"024-000009560","151","024","Department of Homeland Security","NPPD - OBIM - Automated Biometric Identification System (IDENT)","4451","183089","Percentage (average) of daily travelers referred to additional screening due to false fingerprint matches.","Percent","101-Mission and Business Results - Services for Citizens","0.330000","0.310000","Under target","Monthly","","101465","231680","0.080000","Met","","2014-07-31","08/26/2014","18:30:36"
"024-000009561","152","024","Department of Homeland Security","CBP - OBIM - Arrival and Departure Information System (ADIS)","101","171703","Percentage (average) of Exit Records Matched to Entry Records","Percent","101-Mission and Business Results - Services for Citizens","90.000000","90.000000","Over target","Monthly","P40-024-026","101447","231299","92.070000","Met","","2014-07-31","08/26/2014","18:30:35"
"024-000009561","152","024","Department of Homeland Security","CBP - OBIM - Arrival and Departure Information System (ADIS)","103","171701","Percentage (average) of ADIS Operational Availability","Percent","215-Technology - Reliability and Availability","98.000000","98.000000","Over target","Monthly","P40-024-026","101449","231554","99.000000","Met","","2014-07-31","08/26/2014","18:30:35"
"024-000009561","152","024","Department of Homeland Security","CBP - OBIM - Arrival and Departure Information System (ADIS)","8005","212084","Percentage (average) of successfully processed transactions that are returned to the stakeholder. ADIS Web Services allow stakeholders to obtain individual travel history.  This shows how efficiently the ADIS Web Services Architecture is processing transactions and reducing the error rates that produce failed transactions. A failed transaction is defined as an issue with ADIS preventing the return of data to the stakeholder.","Percent","204-Process and Activities - Quality","","98.000000","Over target","Monthly","P40-024-026","101451","231300","99.950000","Met","","2014-07-31","08/26/2014","18:30:35"
"024-000009561","152","024","Department of Homeland Security","CBP - OBIM - Arrival and Departure Information System (ADIS)","8009","212083","Percentage (average) of overstay leads closed against ADIS by analysts within OAU. Travel records that ADIS determines constitute an overstay are forwarded to analysts within the ICE Overstay Analysis Unit (OAU) for further inquiry. This will measure the quality of ADIS overstay files as non-overstay records should be closed before they are forwarded to OAU. The lower the rate is, the more legitimate the leads are that ADIS is generating.","Percent","115-Customer Results - Service Accessibility","","35.000000","Under target","Monthly","P40-024-026","101453","231306","15.180000","Met","","2014-07-31","08/26/2014","18:30:35"
"024-000009561","152","024","Department of Homeland Security","CBP - OBIM - Arrival and Departure Information System (ADIS)","9505","221637","Percentage (average) of rate at which ADIS successfully matches an existing identity in the system to a processed CBSA land departure that represents a traveler entering Canada.","Percent","213-Technology - Efficiency","","98.000000","Over target","Monthly","P40-024-026","101455","231301","99.000000","Met","","2014-07-31","08/26/2014","18:30:35"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","716","170739","OneNet Availability - percentage of service delivery points that provided 99.95% uptime","Percent","215-Technology - Reliability and Availability","100.000000","100.000000","Over target","Monthly","","101221","231486","99.972000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","717","170745","Data Center Availibility","Percent","215-Technology - Reliability and Availability","99.982000","99.982000","Over target","Monthly","","101223","231488","99.997000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","718","170755","Email Availibility","Percent","215-Technology - Reliability and Availability","99.990000","99.990000","Over target","Monthly","","101225","231489","100.000000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","722","180206","OneNet Security Operations - Security Intrusion Reporting & Compliance (percentage reported withing one hour)","Percentage","103-Mission and Business Results - Management of Government Resources","100.000000","100.000000","Over target","Monthly","","101231","231483","100.000000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","723","180209","OneNet Security Operations - Security Event Detection (percentage of all network events indicative of anomalous, malicious or violations agains critical systems)","Percentage","103-Mission and Business Results - Management of Government Resources","100.000000","100.000000","Over target","Monthly","","101233","231485","100.000000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","724","180210","Service Desk - Average speed to answer call","Seconds","203-Process and Activities - Cycle Time and Timeliness","10.000000","10.000000","Under target","Monthly","","101227","231484","6.000000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","725","180208"," - Customer Satisfaction(percentage of surveys with score of 3.5 or better)","Percentage","111-Customer Results - Customer Benefit","70.000000","70.000000","Over target","Quarterly","","94711","226549","82.400000","Not Met","No new data was provided","2014-06-17","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","726","180207"," Service Desk - Percentage of calls answered between .5 and 5 minutes","Percentage","203-Process and Activities - Cycle Time and Timeliness","98.500000","98.500000","Over target","Monthly","","101229","231487","99.520000","Met","","2014-08-14","08/26/2014","18:28:38"
"024-000000591","154","024","Department of Homeland Security","DHS - Infrastructure Transformation Program (ITP)","727","180211","- Customer Satisfaction(percentage of survey results where satisfaction is rated good or better)","Percentage","111-Customer Results - Customer Benefit","80.000000","80.000000","Over target","Semi-Annual","","94713","226547","80.000000","Met","","2014-06-17","08/26/2014","18:28:38"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","470","170733","Percentage of components where HRIT systems (EmpowHR, WebTA, eOPF, NFC payroll, and Reporting) are operational","percentage","103-Mission and Business Results - Management of Government Resources","90.000000","90.000000","Over target","Semi-Annual","","69911","221331","90.000000","Met","","2013-09-30","08/26/2014","18:30:27"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","471","170734","Percentage of employees using HRIT's Time & Attendance Tool.","percentage","112-Customer Results - Service Coverage","90.000000","90.000000","Over target","Semi-Annual","","69913","221336","90.000000","Met","","2013-09-30","08/26/2014","18:30:27"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","472","170735","Percentage of employee data maintained in the EmpowHR system","percentage","112-Customer Results - Service Coverage","90.000000","90.000000","Over target","Semi-Annual","","69915","221332","90.000000","Met","","2013-09-30","08/26/2014","18:30:27"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","473","179549","Number of Components for which Personnel Accountability System is operational. System accounts for employees in event of natural or man-made disasters. baseline being set in FY 2012.","number","101-Mission and Business Results - Services for Citizens","8.000000","8.000000","Over target","Monthly","","101431","231551","8.000000","Met","","2014-07-31","08/26/2014","18:30:27"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","474","180850","Time (hours) to restore service in the event of a system outage (for WebTA or EmpowHR)","number","215-Technology - Reliability and Availability","75.000000","75.000000","Under target","Semi-Annual","","69921","221333","75.000000","Met","","2013-09-30","08/26/2014","18:30:27"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","475","180848","Mean turn-around time (hours) for Help Desk requests","number","203-Process and Activities - Cycle Time and Timeliness","2.000000","2.000000","Under target","Semi-Annual","","69923","221334","2.000000","Met","","2013-09-30","08/26/2014","18:30:27"
"024-000001226","155","024","Department of Homeland Security","DHS - HR IT","476","180849","Number of service requests received/tracked by HCBS","number","202-Process and Activities - Productivity","3300.000000","3300.000000","Over target","Monthly","","101433","231552","33.000000","Met","","2014-07-31","08/26/2014","18:30:27"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","617","170719","Percentage of gateway availability between Homeland Secure Data Network (HSDN) Secret Internet Protocol Router Network (SIPRNet) for all users (SLA 08)","Percentage","215-Technology - Reliability and Availability","100.000000","100.000000","Over target","Monthly","","101235","231477","100.000000","Met","","2014-08-14","08/26/2014","18:28:40"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","619","170723","Percentage of Customer Satisfaction among all users (Award Fee Score includes results of all SLAs)","Percentage","114-Customer Results - Service Quality","99.999000","99.999000","Over target","Semi-Annual","","87353","224317","98.830000","Not Met","Metric is a semi-annual result of multiple SLAs.  Current metric is 1.169 below target.","2014-04-17","08/26/2014","18:28:40"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","5765","184556","Number of HSDN deployments to new sites","Number","115-Customer Results - Service Accessibility","511.000000","60.000000","Over target","Monthly","","101237","231474","5.000000","Met","","2014-08-14","08/26/2014","18:28:40"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","5767","193327","Percentage of HSDN Email server availability among all users (SLA 10)","Percentage","215-Technology - Reliability and Availability","98.500000","98.500000","Over target","Monthly","","101239","231476","100.000000","Met","","2014-08-14","08/26/2014","18:28:40"
"024-000001110","157","024","Department of Homeland Security","DHS - Homeland Secure Data Network (HSDN)","5769","193328","Percentage of HSDN Secure Messaging System server availability  among all users (SLA 12)","Percentage","215-Technology - Reliability and Availability","98.500000","98.500000","Over target","Monthly","","101241","231475","100.000000","Met","","2014-08-14","08/26/2014","18:28:40"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","691","171012","Increase the number of flood insurance policies in force each year","Number","112-Customer Results - Service Coverage","6204214.000000","6824635.000000","Over target","Semi-Annual","P40-024-066","40467","205373","5542866.000000","","Increase the number of flood insurance policies in force each year","2013-01-25","08/29/2014","05:59:05"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","692","171013","Improve the retention rate of existing flood insurance policies","Percent","101-Mission and Business Results - Services for Citizens","33.000000","36.000000","Over target","Semi-Annual","P42-024-066","40469","205372","0.393000","","Improve the retention rate of existing flood insurance policies","2013-01-25","08/29/2014","05:59:05"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","693","171010","Improve income to expense ratio by 1  each year  - FY05 baseline = 116.4","Ratio","201-Process and Activities - Financial","129.780000","130.780000","Over target","Semi-Annual","P40-024-066","40471","205370","130.400000","","Improve income to expense ratio by 1  each year  - FY05 baseline = 116.4","2013-01-25","08/29/2014","05:59:05"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","694","171011","Maintain system availability","Percent","215-Technology - Reliability and Availability","98.000000","98.000000","Over target","Monthly","P40-024-066","101613","231908","98.000000","Met","Maintain System Availability","2014-08-22","08/29/2014","05:59:05"
"024-000007127","161","024","Department of Homeland Security","FEMA - NFIP Information Technology Systems & Services","695","177758","Provide timely monthly reporting; no more than 2 late reports","Number","215-Technology - Reliability and Availability","2.000000","2.000000","Under target","Monthly","P40-024-066","101615","231907","2.000000","Met","Provide timely reporting","2014-08-22","08/29/2014","05:59:05"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","365","170973","Maintain a consistent percentage of Receivables received compared to Receivables processed","Percent","103-Mission and Business Results - Management of Government Resources","11.000000","11.000000","Over target","Semi-Annual","","97713","229791","8.000000","Met","","2014-07-16","08/26/2014","18:28:03"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","366","170974","Maintain a consistent percentage of housing payment dollar request received and processed on time annually","Percent","113-Customer Results - Timeliness and Responsiveness","100.000000","100.000000","Over target","Quarterly","","97715","229790","100.000000","Met","","2014-07-16","08/26/2014","18:28:03"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","367","170976","Reduce Notice of Findings (NFRs) from annual audit opinion","Number","201-Process and Activities - Financial","10.000000","10.000000","Under target","Semi-Annual","","97717","229788","10.000000","Met","","2014-07-16","08/26/2014","18:28:03"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","368","170975","Maintain variance percentage of O&M expenditures to within +-5% of budget","Percent","211-Technology - Technology Costs","5.000000","5.000000","Over target","Monthly","","101107","231889","2.000000","Met","","2014-08-18","08/26/2014","18:28:03"
"024-000007101","162","024","Department of Homeland Security","FEMA - Web Integrated Financial Management Information System (WebIFMIS)","369","177538","Percentage of time IFMIS is available on line less maintenance.","Percent","215-Technology - Reliability and Availability","90.000000","95.000000","Over target","Semi-Annual","","97721","229787","99.000000","Met","","2014-07-16","08/26/2014","18:28:03"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2184","180000","Data Center - % of reduction in total program costs from budget","Percent","102-Mission and Business Results - Support Delivery of Services","5.000000","10.000000","Over target","Semi-Annual","P43-024-066","5429","","0.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2185","180001","Data Center - % SDAM systems operational in production","Percent","215-Technology - Reliability and Availability","99.000000","99.000000","Over target","Quarterly","","14897","","98.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2186","180002","Data Center - % savings associated with SDAM systems moving into DC2","Percent","201-Process and Activities - Financial","5.000000","10.000000","Over target","Semi-Annual","","5433","","5.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2187","180026","Voice services offered and their utilization ratings","Percent","103-Mission and Business Results - Management of Government Resources","98.000000","98.000000","Over target","Semi-Annual","","5435","","98.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2188","180032","Voice services Reliability rating of voice services provided","Percent","215-Technology - Reliability and Availability","98.000000","98.000000","Over target","Semi-Annual","","5437","","98.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2189","180030","Voice services Quality rating of voice services offered","Percent","204-Process and Activities - Quality","98.000000","98.000000","Over target","Semi-Annual","","5439","","98.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2190","180031","Wireless Percent returned surveys with an acceptable","Percent","114-Customer Results - Service Quality","90.000000","90.000000","Over target","Semi-Annual","","76041","222368","92.000000","Met","Target Met","2014-01-22","08/29/2014","15:22:34"
