Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"021-432721618","338","021","Department of Transportation","FAAXX013: Aviation Surface Weather Observation Network (ASWON)","578","6893","578","Ceilometer Solution Development and Production","Develop technical solution and produce Ceilometer sensors.","2005-01-15","2012-09-30","20.970000","100","54.95","Red","1.052450","54.70","Red","2014-04-29","15:43:05"
"021-432721618","338","021","Department of Transportation","FAAXX013: Aviation Surface Weather Observation Network (ASWON)","579","6895","579","Ceilometer Solution Implementation","Implementation of Ceilometers to all sites.","2009-02-01","2012-09-30","0.600000","135","29.54","Yellow","0.000000","0.00","Green","2014-04-29","15:43:05"
"021-432721618","338","021","Department of Transportation","FAAXX013: Aviation Surface Weather Observation Network (ASWON)","580","6897","580","Sustainability Analysis","Prepare business case for future support for the existing surface weather observation systems.","2010-10-01","2012-09-30","3.450000","5","1.37","Green","0.000000","0.00","Green","2014-04-29","15:43:05"
"021-432721618","338","021","Department of Transportation","FAAXX013: Aviation Surface Weather Observation Network (ASWON)","581","6899","581","Tech Refresh Segment Planning","Prepare for start of ASWON Tech Refresh activities in BY14.","2012-10-01","2013-09-30","1.000000","0","0.00","Green","0.000000","0.00","Green","2014-04-29","15:43:05"
"021-432721618","338","021","Department of Transportation","FAAXX013: Aviation Surface Weather Observation Network (ASWON)","582","6901","582","ASWON Tech Refresh","Tech Refresh of ASWON systems.","2013-01-01","2020-09-30","63.600000","0","0.00","Green","-0.031584","-0.25","Green","2014-07-31","15:48:58"
"021-002703942","357","021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA)","21725","7861","21725","Instrument Flight Procedures Automation (IFPA)","Deliver IFPA suite of next generation IT tools to create products using fully integrated solutions for visual and instrument flight procedures.","2005-10-01","2012-09-30","50.800000","-5","-1.82","Green","-0.009000","-0.21","Green","2013-09-11","14:08:17"
"021-002703942","357","021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA)","21726","7863","21726","IFPA Technology Refreshment, Segment 1","Perform technology refresh of IFPA Automated Procedures Tracking System (APTS) business process workflow software and Instrument Procedure Development System (IPDS) software and hardware.","2010-10-01","2016-09-30","19.300000","0","0.00","Green","0.778064","4.78","Green","2014-07-31","15:51:39"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","604","6945","604","A - Ground to Ground Switch Programming Language for Microcomputers to C Conversion (G/G PLM2C)","Convert Legacy SW to Current Language.","2007-04-15","2012-09-30","4.276000","115","31.51","Red","0.000839","0.87","Green","2013-06-28","14:20:47"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","605","6947","605","B - VSCS Console Equipment Programming Language for Microcomputers to C Conversion (VCE PLM2C)","Convert Legacy SW to Current Language.","2008-04-01","2014-09-30","6.000000","14","1.10","Green","0.041523","1.80","Green","2014-06-30","10:06:36"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","606","6949","606","C - Power Supply Refurbishment (PSR)","Eliminate obsolete components.","2010-09-29","2014-12-31","6.243000","0","0.00","Green","-0.403581","-6.74","Green","2014-07-31","15:58:48"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","607","6951","607","D - VTABS Test Controller Replacement (VTC-R)","Establish originally intended functionality and eliminate SW instability.","2010-05-26","2013-03-20","2.390000","176","25.88","Yellow","0.115942","4.86","Green","2013-06-28","14:20:48"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","608","6953","608","E - VSCS Control Subsystem (VCSU) Commercial Off the Shelf (COTS) Upgrade (VCSU/COTS-U)","Correct Anomalies Identified in Field Test Discrepancy Reports.","2010-09-21","2013-12-31","1.917000","110","12.04","Yellow","-0.085687","-6.03","Green","2014-01-29","10:23:03"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","609","6955","609","F - Phase II Tech Refresh Program Management and F&E Maintenance Activities","Engineering Support For Determining System Shortfalls and Associated Corrective Actions.","2006-10-01","2014-09-30","37.289000","0","0.00","Green","1.828016","8.17","Green","2014-07-31","15:58:48"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","610","6957","610","G - Planning For Future Segments","Analyze Phase III Tech Refresh Requirements to Extend VSCS to 2027.","2011-10-01","2014-09-30","1.000000","0","0.00","Green","-0.020893","-2.14","Green","2013-12-30","14:24:47"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","611","6959","611","H - Enhanced Technician Diagnostic Software","Enhanced Technician Diagnostic Software to improve technician efficiency and reduce unnecessary maintenance actions.","2010-03-15","2011-09-22","1.273000","-60","-39.47","Red","-0.012000","-4.18","Green","2013-06-28","14:20:48"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","612","6961","612","I - TR3 Projects Solution Development/Delivery","Implement Technical Refresh III as approved by the Joint Review Council on November 28, 2012.","2013-07-03","2018-09-30","82.900000","13","1.45","Green","-0.127579","-1.49","Green","2014-07-31","15:58:48"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","613","6963","613","Surveys and Approach Procedures (FY11)","Airport obstruction surveys are required to support instrument flight procedure development. The obstruction surveys provide positioning information of obstacles around the airport environs so procedure developers design procedures with adequate physical separation to ensure safety of flight. Five hundred WAAS procedures are being developed annually to achieve DOT and FAA safety goals.","2010-10-01","2011-09-30","10.233000","36","9.89","Green","0.000000","0.00","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","614","6965","614","Release 2 (Communications Architecture Upgrade and GEO Integration)","As a result of the CRW-Galexy XV failure, Rel 2 was split into 2A and 2B activities: 2A is planned to introduce the GAP Filler GEO and require WAAS Problem Report (WPR) to support Gap Filler operation as soon as possible, and 2B is meant to capture all other Rel 2 work efforts. After the CRW-Galexy XV satelite came back online in Dec 2010, efforts re-focused on the deployment of Rel 2B, including the re-insertion of the CRM satellite and telecommunication upgrades.","2009-03-01","2011-09-30","7.000000","16","6.64","Green","-0.120000","-2.74","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","615","6967","615","Release 3 Development and Deployment (Iono-Robustness)","Release 3 Development and Deployment activities consist of two releases each, 3A and 3B. 3A addresses Ionospheric upgrades and algorithm test and evaluation. Release 3B consists of GUST upgrades and associated software development.","2011-04-01","2012-09-30","20.080000","20","3.65","Green","0.880000","4.93","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","616","6969","616","GEO 5/6/7 Development","The FAA plans to procure service leases on GEO Satellite Payloads (GSPs) and their associated GUSTs as part of the long-term GEO sustainment strategy for a three-GEO satellite constellation per the WAAS Requirements Document. Based on the GEO Satellite Market Survey report of April 2010, the market environment may offer multiple satellites of opportunities scheduled to be launched between FY12 and FY16. Contract award is expected this fiscal year.","2010-04-01","2013-09-30","9.120000","-121","-9.47","Green","0.110000","1.21","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","617","6971","617","Surveys and Approach Procedures (FY12)","Airport obstruction surveys are required to support instrument flight procedure development. The obstruction surveys provide positioning information of obstacles around the airport environs so procedure developers design procedures with adequate physical separation to ensure safety of flight. Five hundred WAAS procedures are being developed annually to achieve DOT and FAA safety goals.","2011-10-01","2012-09-30","9.680000","10","2.74","Green","0.000000","0.00","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","618","6973","618","Safety Computer Development","The WAAS Safety Computer (SC) is a critical component of the WAAS Program in that the SC executes application software certified in accordance with RTCA/DO-178B, Software Considerations in Airborne Systems and Equipment Certification.","2010-11-01","2013-09-30","4.290000","-122","-12.95","Yellow","-0.167000","-3.89","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","619","6975","619","G-III Receiver Acceptance and Delivery","The Third Generation WAAS Reference Receiver (G-III) is currently in development and is a form and function technology update to the existing Second Generation (G-II) WRS receiver. The new receiver will include the current processing capacity of the existing GII WAAS receiver and also provide processing capability for the new L1C, L2C and L5 signals.","2009-03-01","2013-06-30","10.660000","6","0.49","Green","0.296000","3.19","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","620","6977","620","Release 4 WAAS Support","WAAS Release 4 will consist of WAAS application software generation and maintenance improvements. The first improvement is the consolidation of multiple application software builds into a single unified and streamlined build process. The second improvement stems from clean-up of application source code and associated development and build tools.","2010-10-01","2013-09-30","21.310000","0","0.00","Green","1.170000","5.49","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","621","6979","621","Dual-Frequency Development","Phase 4, Dual Frequency Operations will consist of planning and acquisition activities. Acquisition documentation will be developed FY13.","2010-10-01","2013-09-30","1.610000","0","0.00","Green","-0.120000","-7.45","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","622","6981","622","Communications","Communications support will be provided for WFO Release 3A and 3B activities, transition support for Second Level Engineering, Tijuana communications node relocation, and communication engineering activities for Dual Frequency contract.","2011-07-01","2013-01-31","0.713000","25","4.31","Green","0.043000","6.03","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","623","6983","623","Technology Evolution","Support WAAS Integrity Performance Panel threat model assessments, ionospheric evaluation, and safety analyses. Support ongoing GNSS evolutionary architecture studies in cooperation with GPS Modernization efforts. A major focus for will be to begin to the software development for the L5 algorithms and associated test.","2011-07-01","2012-09-30","1.330000","74","20.27","Yellow","0.230000","17.29","Yellow","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","624","6985","624","Surveys and Approach Procedures (FY13)","Airport obstruction surveys are required to support instrument flight procedure development. The obstruction surveys provide positioning information of obstacles around the airport environs so procedure developers design procedures with adequate physical separation to ensure safety of flight. Five hundred WAAS procedures are being developed annually to achieve DOT and FAA safety goals.","2012-10-01","2013-09-30","10.900000","0","0.00","Green","0.690000","6.33","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","625","6987","625","G-III Production","The Third Generation WAAS Reference Receiver (G-III) will go into production in October 2012, and 200 of these receivers will be delivered to the FAA through June 2015. It is a form and function technology update to the existing Second Generation (G-II) WRS receiver. The new receiver will include the current processing capacity of the existing GII WAAS receiver and also provide processing capability for the new L1C, L2C and L5 signals.","2012-10-01","2013-09-30","0.160000","-85","-31.25","Red","0.040000","25.00","Yellow","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","626","6989","626","Program Authorization to Proceed for Phase IV","As the Wide Area Augmentation System is a mixed life-cycle program, authorization to proceed is required in FY2014 to begin Phase IV. In order to acquire this authorization, the program will prepare and submit the following documents for approval from the Joint Resources Council (JRC) during FY13: Business Case Analysis Report (BCAR), ISP, Requirements documents, a proposed exhibit 300 for the next useful segment, and Acquisition Planning Baseline (APB) milestones.","2012-10-01","2013-09-30","3.300000","0","0.00","Green","-0.028000","-0.85","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","628","6993","628","Technology Evolution.","Reduce the size of the ARAIM trade space to a single ARAIM concept proposal and select the final ARAIM concept. Develop selected DFMC tasks that will enable further development of advanced SBAS functionality.","2012-10-01","2013-09-30","1.120000","0","0.00","Green","0.040000","8.00","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","22923","7705","22923","Proceed to Phase IV FID","Includes all investment analysis activities from the end of Phase III (9/30/2013) through the Phase IV FID.","2013-10-01","2014-03-31","24.000000","-51","-28.18","Yellow","-4.730000","-19.71","Yellow","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29091","10693","29091","Dual Frequency Contract","The Dual Frequency contract upgrades the WAAS infrastructure to enable reception and collection of the L5 signal with the WAAS reference station network and implements system changes required to sustain the WAAS.","2014-05-22","2018-09-30","1.475000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29092","10695","29092","Safety Computer Development (Phase IV)","Continuing from Phase III, The WAAS Safety Computer (SC) is a critical component of the WAAS Program in that the SC executes application software certified in accordance with RTCA/DO-178B, Software Considerations in Airborne Systems and Equipment Certification.","2014-05-22","2015-05-30","1.759000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29093","10697","29093","Safety Computer Production","The WAAS Safety Computer (SC) is a critical component of the WAAS Program in that the SC executes application software certified in accordance with RTCA/DO-178B, Software Considerations in Airborne Systems and Equipment Certification.","2015-06-01","2016-06-30","0.125000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29094","10699","29094","Surveys and Procedures (FY14)","Airport obstruction surveys are required to support instrument flight procedure development. The obstruction surveys provide positioning information of obstacles around the airport environs so procedure developers design procedures with adequate physical separation to ensure safety of flight. One hundred and eighty WAAS procedures are being developed annually to achieve DOT and FAA safety goals.","2014-05-22","2014-09-30","3.847000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29095","10701","29095","Surveys and Procedures (FY15)","Airport obstruction surveys are required to support instrument flight procedure development. The obstruction surveys provide positioning information of obstacles around the airport environs so procedure developers design procedures with adequate physical separation to ensure safety of flight. In FY15, one hundred WAAS procedures are being developed to achieve DOT and FAA safety goals.","2014-10-01","2015-09-30","3.725000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29096","10703","29096","Surveys and Procedures (FY16)","Airport obstruction surveys are required to support instrument flight procedure development. The obstruction surveys provide positioning information of obstacles around the airport environs so procedure developers design procedures with adequate physical separation to ensure safety of flight. In FY16, One hundred and twenty WAAS procedures are being developed annually to achieve DOT and FAA safety goals.","2015-10-01","2016-09-30","3.150000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29097","10705","29097","GEO 5 Phase 1","Phase 1 of WAAS GEO 5 includes Radio Frequency Uplink (RFU) design and development, and RFU installation, integration and acceptance testing.","2014-05-22","2016-11-30","26.295000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:42"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29098","10707","29098","Tech Evolution","Reduce the size of the ARAIM trade space to a single ARAIM concept proposal and select the final ARAIM concept. Develop selected DFMC tasks that will enable further development of advanced SBAS functionality.","2014-05-22","2016-09-30","0.725000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29099","10709","29099","G-III Production (Phase IV)","The Third Generation WAAS Reference Receiver (G-III) will go into production in October 2012, and 176 of these receivers will be delivered to the FAA through September 2016. It is a form and function technology update to the existing Second Generation (G-II) WRS receiver. The new receiver will include the current processing capacity of the existing GII WAAS receiver and also provide processing capability for the new L1C, L2C and L5 signals.","2014-05-22","2016-03-31","5.992000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:43"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","29101","10711","29101","Program Engineering Support (FY15-16)"," Program Engineering Support includes the GIISST and the ABC Study. The GNSS Intentional Interference and Spoofing Study Team (GIISST) was established by the Federal Aviation Administration (FAA) Satellite Navigation Program Office and Aircraft Certification Service - Avionic Systems Branch (co-sponsors) to study existing threat assessments, relevant studies and data, and develop specific, actionable recommendations for the FAA with regard to technical, political/legal, and operational mitigations for civil aviation GNSS vulnerabilities to intentional interference and spoofing.  The Adjacent Band Capability (ABC) activity is a direct outgrowth of the Light Squared interference analysis. The first phase of the ABC effort is to investigate current susceptibility of aviation equipment to base station and handset LTE signals.","2014-10-01","2016-09-30","1.900000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:25:43"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","586","6909","586","Airport Surveillance Radar-9 (ASR-9) Service Life Extension Program (SLEP) Phase 2","Modifications to existing systems to extend the service life of ASR-9 radars to FY2028.","2010-10-01","2019-09-30","32.400000","0","0.00","Green","1.758500","11.82","Yellow","2014-07-31","15:50:03"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","587","6911","587","Airport Surveillance Radar-11 Technology Refreshment Segment 1","Replacement and upgrade of known obsolete Terminal Radar Digitizing (ASR-11) hardware and software to ensure continued operation of the radar system through its designated lifecycle.","2008-10-01","2015-06-30","20.900000","53","5.28","Green","0.000000","0.00","Green","2014-04-29","16:38:45"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","588","6913","588","Mobile Airport Surveillance Radar (MASR)","Provide short term and emergency surveillance service for existing surveillance asset relocations or in-service moves.","2011-03-29","2016-12-30","46.200000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","15:50:03"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","589","6915","589","Airport Surveillance Radar (ASR-8) Facility Upgrades","Complete repairs/updates to ASR-8 facilities at San Juan & St. Thomas.","2011-03-01","2013-09-30","5.600000","-61","-8.02","Green","0.000000","0.00","Green","2013-12-30","14:18:49"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","590","6917","590","Investment Analysis for Next Generation Surveillance/Weather Radar Capability (NSWRC)","The Next Generation Surveillance and Weather Radar Capability (NSWRC) will provide a cost-effective replacement for legacy primary terminal surveillance and weather radars.","2013-10-01","2017-09-30","2.400000","-1","-0.08","Green","0.000000","0.00","Green","2014-03-19","15:59:28"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","591","6919","591","Airport Surveillance Radar-11 Technology Refreshment, Segment 2","Replacement and upgrade of known obsolete Terminal Radar Digitizing (ASR-11) hardware and software to ensure continued operation of the radar system through its designated lifecycle.","2013-10-01","2018-09-30","19.100000","121","13.73","Yellow","0.000000","0.00","Green","2014-07-31","15:50:03"
"021-860081937","364","021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)","629","6995","629","Memphis Airport (MEM) ASDE-X","Install ASDE-X at the Memphis International Airport. Final site. APB Milestone.","2007-05-01","2011-07-21","13.200000","-64","-6400.00","Red","0.000000","0.00","Green","2014-06-30","10:07:58"
"021-860081937","364","021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)","630","6997","630","ASDE-X Acquisition Closeout","Deployment Project Closeout.","2011-07-01","2012-09-30","1.353684","92","22.60","Yellow","0.000000","0.00","Green","2014-06-30","10:07:58"
"021-860081937","364","021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)","631","6999","631","ASDE-X Technical Refresh","Technical Refresh of Operational ASDE-X Systems.","2011-10-01","2017-09-30","44.600000","0","0.00","Green","0.195784","1.05","Green","2014-07-31","15:59:41"
"021-514765477","368","021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)","636","7009","636","En Route Automation Modernization (ERAM)","The ERAM system replaces the 40-year old En Route HOST computer and backup system currently used at the twenty FAA Air Route Traffic Control Centers (ARTCC) in the continental United States.","2002-12-10","2014-09-30","2614.900000","-212","-18.32","Yellow","-46.369960","-11.08","Yellow","2014-07-31","16:04:17"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","639","7015","639","T19 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2010-07-01","2012-04-30","7.416827","0","0.00","Green","-0.113099","-1.93","Green","2013-05-31","17:19:41"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","640","7017","640","T20 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2010-11-01","2013-03-31","7.148947","11","1.25","Green","-1.502881","-23.13","Yellow","2013-07-30","13:54:17"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","641","7019","641","T21 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2011-08-01","2013-11-30","2.475526","4","0.47","Green","0.075075","3.03","Green","2014-02-26","13:14:20"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","643","7023","643","T23 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2012-06-01","2014-11-30","3.870900","0","0.00","Green","0.171765","4.44","Green","2014-07-31","16:06:30"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","644","7025","644","T24 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2013-02-28","2015-04-30","4.012160","0","0.00","Green","-0.006363","-0.16","Green","2014-06-30","10:11:10"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","646","7029","646","T26 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2014-01-02","2016-02-29","4.458679","0","0.00","Green","0.000000","0.00","Green","2014-02-26","13:14:20"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","647","7031","647","T27 Software Release","This release is the next in a series of software releases which provide both functional safety and efficiency enhancements.","2014-07-01","2016-07-30","3.837240","0","0.00","Green","0.000000","0.00","Green","2013-09-10","17:41:03"
"021-613828465","371","021","Department of Transportation","FAAXX603: Time Based Flow Management (TBFM) and Traffic Mgmt Advisor Single Cntr (TMA)","22109","7787","22109","Time Based Flow Management (TBFM) Work Package 2","Deploy Time Based Flow Management (TBFM), which will modernize and enhance the current Traffic Management Advisor (TMA) System.","2008-10-01","2015-09-30","106.430000","0","0.00","Green","-5.944000","-6.45","Green","2014-07-31","16:07:24"
"021-613828465","371","021","Department of Transportation","FAAXX603: Time Based Flow Management (TBFM) and Traffic Mgmt Advisor Single Cntr (TMA)","22110","7789","22110","Time Based Flow Management (TBFM) Tech Refresh","Perform Technology Refreshment of Time Based Flow Management (TBFM).","2014-10-01","2022-09-30","10.800000","0","0.00","Green","0.000000","0.00","Green","2014-06-30","10:55:40"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","668","7073","668","Electronic File System (EFS)","The Electronic File System will be the primary repository for documents supporting the AIR Safety Workforce business processes and analysis. The system will enable document storage, cataloging, indexing, retrieval, and disposition, conversion of existing paper files to electronic files (historical scanning), and access to historical documents supporting current certification and inspection decisions and analysis.","2006-10-25","2015-12-07","13.907000","-177","-18.06","Yellow","2.042000","35.09","Red","2014-07-31","16:08:09"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","669","7075","669","Monitor Safety Related Data (MSRD) - Oversee Safety Process (OSP)","OSP will monitor the health of the AIR system, enable OSP Management Review Board to make recommendations aimed at improving system performance and reducing system risks, and enable AIR to collect meaningful safety data (Accident, Service Difficulty, Audit, Process, Safety Performance Framework, Safety Risk Hazard, and Organizational data) for the AIR Safety Management System (SMS).","2009-07-27","2014-05-30","5.173000","-175","-12.66","Yellow","-0.396000","-7.66","Green","2014-06-30","10:56:53"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","670","7077","670","Designee Supervision / Past Performance (DS/PP)","DS/PP is the ASKME portion of the larger AVS Designee Management System (DMS) initiative. Target Designee processes include orientation, training, oversight, and reporting.","2008-07-01","2010-01-18","1.238000","-1782","-1018.29","Red","0.020000","2.94","Green","2014-07-31","16:08:09"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","671","7079","671","Assimilate Lessons Learned (ALL)","ALL provides the applications necessary to capture lessons learned knowledge - gathered during the certification and production approval process, regulatory development functions, and continued operational safety functions - and then share the knowledge across AIR.","2010-02-16","2012-03-30","1.575000","-381","-180.57","Red","0.083000","8.48","Green","2014-01-29","10:28:28"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","672","7081","672","Work Tracking Software (WTS) - Work Activity Tracking (WAT)","WAT is the Work Tracking Software component that provides the applications necessary to allow detailed tracking of all work activities to facilitate resource optimization within the FAA.","2010-03-08","2014-03-31","10.094000","-183","-17.91","Yellow","-1.591000","-22.27","Yellow","2014-07-31","16:08:10"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","673","7083","673","Engineering Design Approval (EDA)","EDA provides a single, integrated system to accomplish the engineering design approvals within the framework of the certification process using safety management principles.","2011-02-01","2014-06-30","4.031000","-62","-5.12","Green","-1.037000","-25.73","Yellow","2014-07-31","16:08:10"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","674","7085","674","Aircraft Certification Audit Info System (ACAIS) (formerly known as DDS (Delegation Option Authorization/Designated Alteration Station/Special Federal Aviation Regulation  36) Technical Evaluations)","ACAIS provides Aircraft Certification Service (AIR) and Flight Standards Service (AFS) with the ability to schedule, plan, document, and analyze results of evaluations, inspections, audits and supervision of FAA Production Approval Holders (PAHs) and Organizational Designation Authorization (ODAs).","2011-02-15","2014-06-30","6.425000","-62","-5.12","Green","1.046000","16.28","Yellow","2014-07-31","16:08:10"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","675","7087","675","Work Tracking Software (WTS) - Budget Management (BMGMT)","BMGMT is the Budget Management portion of the Work Tracking Software component, which provides the applications necessary to allow detailed resource management in support of AIR business processes to facilitate resource optimization within the FAA.","2013-03-01","2015-09-30","1.782000","-345","-57.69","Red","0.196000","13.78","Yellow","2014-06-30","10:56:54"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME)","676","7089","676","Airworthiness Directives Development (ADD)","ADD will optimize the development process for Airworthiness Directives by providing work flow, data storage, and sharing technologies.","2013-03-01","2016-05-31","7.466000","-47","-6.16","Green","4.408000","74.00","Red","2014-07-31","16:08:10"
