Unique Investment Identifier,Business Case Id,Performance Metric Id,Agency Performance Metric Id,Performance Metric Actual Id,Agency Performance Metric Actual Id,Actual Result,Actual Result Met/Not Met,Actual Result Comment,Actual Result Date,Updated Date,Updated Time
"019-000001122","583","2441","","61059","","1.000000","Met","Actuals available on a quarterly basis. Oracle Security CPU patch originally schedule for 5/18/13 delayed due to negative impacts on other Site tentant. DOE approve delay see eRams RA-2013-00047.","2013-06-30","07/30/2013","16:45:37"
"019-000001122","583","6911","","36583","","0.620000","Met","New performance measure.","2012-11-30","12/21/2012","15:16:37"
"019-000001122","583","6911","","40651","","0.810000","Met","New performance measure.","2012-12-31","01/30/2013","09:40:45"
"019-000001122","583","6911","","44949","","0.650000","Met","","2013-02-28","03/29/2013","11:05:47"
"019-000001122","583","6911","","52139","","1.260000","Not Met","Avg weekly response time for SCM =<1.30; HRM =<1.22","2013-03-31","04/29/2013","09:47:26"
"019-000001122","583","6911","","56977","","0.730000","Met","AVG weekly response time for FSCM = < 0.623  HRMS = < 0.73","2013-04-30","05/30/2013","10:56:34"
"019-000001122","583","6911","","58531","","0.540000","Met","AVG weekly response time for FSCM = < 0.51  HRMS = < 0.54","2013-05-31","06/28/2013","11:13:18"
"019-000001122","583","6911","","61060","","0.730000","Met","AVG weekly response time for FSCM = < 0.6  HRMS = < 0.73","2013-06-30","07/30/2013","16:45:37"
"019-000001122","583","6911","","63091","","0.730000","Met","AVG weekly response time for FSCM = < 0.6 HRMS = < 0.73.  New performance measure.","2013-07-01","08/28/2013","12:56:05"
"019-000001122","583","6913","","36585","","8.700000","Met","New performance measure.","2012-11-30","12/21/2012","15:16:37"
"019-000001122","583","6913","","40653","","2.500000","Met","New performance measure.","2012-12-31","01/30/2013","09:40:45"
"019-000001122","583","6913","","44951","","9.680000","Met","","2013-02-28","03/29/2013","11:05:47"
"019-000001122","583","6913","","52141","","8.820000","Met","New performance measure.","2013-03-31","04/29/2013","09:47:26"
"019-000001122","583","6913","","56981","","5.560000","Met","New performance measure.","2013-04-30","05/30/2013","10:56:34"
"019-000001122","583","6913","","58529","","20.000000","Met","New performance measure.","2013-05-31","06/28/2013","11:13:18"
"019-000001122","583","6913","","61061","","11.000000","Met","New performance measure.","2013-06-30","07/30/2013","16:45:37"
"019-000001122","583","6913","","63093","","11.000000","Met","New performance measure.","2013-07-01","08/28/2013","12:56:05"
"016-000002146","586","1395","","4487","","81.400000","Not Met","Actual results are currently available on an annual basis only. Most recent actual result is from FY2011.","","02/29/2012","15:57:47"
"016-000002146","586","1395","","38503","","80.900000","Not Met","APP Measure","2012-09-30","01/11/2013","14:30:36"
"016-000002146","586","1398","","3261","","99.996900","Met","Most Recent Result is from Mar 1 - Mar 31.","","04/30/2012","17:14:08"
"016-000002146","586","1398","","13265","","99.676800","Met","Most Recent Result is from Mar 1 - Mar 31.","","05/29/2012","11:11:08"
"016-000002146","586","1398","","18061","","99.995900","Met","Most Recent Result is from May 1 - May 31.","","06/29/2012","13:35:50"
"016-000002146","586","1398","","21339","","99.983000","Met","Most Recent Result is from June 1- June 30.","","07/30/2012","18:46:34"
"016-000002146","586","1398","","24055","","99.999200","Met","","","08/23/2012","17:35:52"
"016-000002146","586","1398","","31261","","99.000000","Met","","2012-10-19","11/06/2012","17:27:05"
"016-000002146","586","1398","","38501","","99.523400","Met","","2012-11-30","01/11/2013","14:30:36"
"016-000002146","586","1398","","41359","","99.983300","Met","","2012-12-31","01/30/2013","17:36:05"
"016-000002146","586","1398","","45643","","99.965600","Met","January 2013","2013-01-31","03/11/2013","09:38:40"
"016-000002146","586","1398","","52863","","99.969800","Met","March 2013","2013-04-01","04/29/2013","14:46:52"
"016-000002146","586","1398","","52865","","99.999500","Met","February 2013","2013-03-01","04/29/2013","14:46:52"
"016-000002146","586","1398","","57579","","99.991600","Met","April 2013","2013-05-01","06/07/2013","18:07:43"
"016-000002146","586","1398","","61706","","100.000000","Met","June 2013","2013-07-01","08/02/2013","14:12:02"
"016-000002146","586","1398","","61707","","99.997700","Met","May 2013","2013-06-03","08/02/2013","14:12:02"
"016-000002146","586","1398","","62561","","99.106600","Met","July 2013","2013-08-01","08/27/2013","11:05:22"
"016-000002146","586","1399","","4493","","91.000000","Met","Actual results are currently available on an annual basis only. Most recent actual result is from FY2011.","","02/29/2012","15:57:47"
"016-000002146","586","1399","","31257","","92.000000","Met","","2012-07-24","11/06/2012","17:27:05"
"016-000002146","586","1399","","45641","","90.000000","Met","October - December 2012","2013-02-28","03/11/2013","09:38:40"
"016-000002146","586","1399","","61704","","90.000000","Met","Q2 April - June 2013","2013-08-02","08/02/2013","14:12:02"
"016-000002146","586","6079","","31259","","90.000000","Cannot Determine","","2012-07-24","11/06/2012","17:27:05"
"016-000002146","586","6079","","45639","","91.000000","Met","October - December 2012","2013-02-28","03/11/2013","09:38:40"
"016-000002146","586","6079","","61705","","91.000000","Met","Q2 April - June 2013","2013-08-02","08/02/2013","14:12:02"
"016-000002250","587","2157","","3019","","99.996200","Met","Most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","14:29:58"
"016-000002250","587","2157","","13677","","99.939800","Met","Most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:25:50"
"016-000002250","587","2157","","18137","","99.988400","Met","Most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:00:55"
"016-000002250","587","2157","","21309","","99.995800","Met","Most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:35"
"016-000002250","587","2157","","23961","","99.995200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002250","587","2157","","28547","","99.995200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","11:44:26"
"016-000002250","587","2157","","31201","","99.987300","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","11:44:26"
"016-000002250","587","2157","","31203","","99.987100","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","11:44:26"
"016-000002250","587","2157","","34199","","99.975000","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/29/2012","17:57:15"
"016-000002250","587","2157","","35953","","99.991400","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","12/20/2012","15:29:09"
"016-000002250","587","2157","","41361","","99.970500","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002250","587","2157","","44343","","99.953200","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","16:46:12"
"016-000002250","587","2157","","48235","","99.977400","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","16:46:12"
"016-000002250","587","2157","","52019","","99.997200","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","16:46:11"
"016-000002250","587","2157","","57461","","99.974900","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:41:02"
"016-000002250","587","2157","","58420","","99.964700","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:21:39"
"016-000002250","587","2157","","61256","","99.982900","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","17:56:35"
"016-000002250","587","2157","","62393","","99.978900","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","17:09:43"
"016-000002250","587","2158","","3015","","99.996900","Met","Most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","14:29:58"
"016-000002250","587","2158","","13681","","99.676800","Met","Most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:25:50"
"016-000002250","587","2158","","18131","","99.995900","Met","Most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:00:55"
"016-000002250","587","2158","","21311","","99.983000","Met","Most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:35"
"016-000002250","587","2158","","23963","","99.999200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002250","587","2158","","28549","","99.999200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","11:44:26"
"016-000002250","587","2158","","31205","","99.943600","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","11:44:26"
"016-000002250","587","2158","","31207","","99.987600","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","11:44:26"
"016-000002250","587","2158","","34201","","97.562900","Not Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/29/2012","17:57:15"
"016-000002250","587","2158","","35951","","99.523400","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","01/11/2013","15:27:03"
"016-000002250","587","2158","","41363","","99.983300","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002250","587","2158","","44341","","99.965600","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","16:46:12"
"016-000002250","587","2158","","48233","","99.999500","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","16:46:12"
"016-000002250","587","2158","","52021","","99.969800","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","16:46:12"
"016-000002250","587","2158","","57469","","99.991600","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:41:02"
"016-000002250","587","2158","","58422","","99.997700","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:21:39"
"016-000002250","587","2158","","61258","","100.000000","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","17:56:35"
"016-000002250","587","2158","","62397","","99.106600","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","17:09:43"
"016-000002250","587","2159","","3017","","99.677000","Met","Most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","14:29:58"
"016-000002250","587","2159","","13679","","99.973800","Met","Most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:25:50"
"016-000002250","587","2159","","18133","","99.867400","Met","Most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:00:55"
"016-000002250","587","2159","","21313","","99.359200","Met","Most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:35"
"016-000002250","587","2159","","23967","","100.000000","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002250","587","2159","","28551","","100.000000","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","11:44:26"
"016-000002250","587","2159","","31209","","99.951300","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","11:44:26"
"016-000002250","587","2159","","31211","","100.000000","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","11:44:26"
"016-000002250","587","2159","","34203","","100.000000","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/29/2012","17:57:15"
"016-000002250","587","2159","","35955","","99.977400","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","12/20/2012","15:29:09"
"016-000002250","587","2159","","41365","","99.707500","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002250","587","2159","","44345","","99.960900","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","16:46:12"
"016-000002250","587","2159","","48231","","99.546500","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","16:46:12"
"016-000002250","587","2159","","52023","","99.984500","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","16:46:12"
"016-000002250","587","2159","","57467","","99.791500","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:41:02"
"016-000002250","587","2159","","58423","","99.839600","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:21:39"
"016-000002250","587","2159","","61257","","99.986200","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","17:56:35"
"016-000002250","587","2159","","62395","","99.911100","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","17:09:43"
"016-000002250","587","2160","","3021","","99.953500","Met","Most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","14:29:58"
"016-000002250","587","2160","","13685","","99.368400","Not Met","Most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:25:50"
"016-000002250","587","2160","","18135","","99.987300","Met","Most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:00:55"
"016-000002250","587","2160","","21317","","99.933900","Met","Most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:35"
"016-000002250","587","2160","","23965","","99.881200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002250","587","2160","","28553","","99.881200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","11:44:26"
"016-000002250","587","2160","","31213","","99.679100","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","11:44:26"
"016-000002250","587","2160","","31215","","99.919100","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","11:44:26"
"016-000002250","587","2160","","34205","","99.573500","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/29/2012","17:57:15"
"016-000002250","587","2160","","35959","","99.978900","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","12/20/2012","15:29:09"
"016-000002250","587","2160","","41367","","99.999700","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002250","587","2160","","44339","","99.918100","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","16:46:12"
"016-000002250","587","2160","","48229","","99.965500","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","16:46:12"
"016-000002250","587","2160","","52025","","99.998300","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","16:46:12"
"016-000002250","587","2160","","57465","","99.988900","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:41:02"
"016-000002250","587","2160","","58421","","99.997200","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:21:39"
"016-000002250","587","2160","","61254","","99.970200","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","17:56:34"
"016-000002250","587","2160","","62401","","99.973500","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","17:09:43"
"016-000002250","587","2161","","3023","","99.976200","Met","Most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","14:29:58"
"016-000002250","587","2161","","13683","","99.858500","Met","Most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:25:50"
"016-000002250","587","2161","","18139","","99.997700","Met","Most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:00:55"
"016-000002250","587","2161","","21315","","100.000000","Met","Most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:35"
"016-000002250","587","2161","","23969","","100.000000","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002250","587","2161","","28555","","100.000000","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","11:44:26"
"016-000002250","587","2161","","31217","","100.000000","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","11:44:26"
"016-000002250","587","2161","","31219","","99.928200","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","11:44:26"
"016-000002250","587","2161","","34207","","99.558200","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/29/2012","17:57:15"
"016-000002250","587","2161","","35957","","99.985800","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","12/20/2012","15:29:09"
"016-000002250","587","2161","","41369","","99.955600","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002250","587","2161","","44337","","99.995100","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","16:46:12"
"016-000002250","587","2161","","48237","","99.998700","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","16:46:12"
"016-000002250","587","2161","","52027","","99.997500","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","16:46:12"
"016-000002250","587","2161","","57463","","100.000000","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:41:02"
"016-000002250","587","2161","","58424","","100.000000","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:21:39"
"016-000002250","587","2161","","61255","","100.000000","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","17:56:34"
"016-000002250","587","2161","","62399","","100.000000","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","17:09:43"
"016-000002252","588","2162","","3259","","99.996200","Met","most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","16:36:26"
"016-000002252","588","2162","","13687","","99.939800","Met","most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:28:10"
"016-000002252","588","2162","","18141","","99.988400","Met","most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:01:01"
"016-000002252","588","2162","","21319","","99.900000","Met","most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:45"
"016-000002252","588","2162","","23975","","99.900000","Met","most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002252","588","2162","","27695","","99.995200","Met","","2012-07-31","09/13/2012","18:38:26"
"016-000002252","588","2162","","31221","","99.987300","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","16:27:09"
"016-000002252","588","2162","","31223","","99.987100","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","16:27:09"
"016-000002252","588","2162","","31225","","99.995200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","16:27:09"
"016-000002252","588","2162","","34921","","99.975000","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/30/2012","15:16:32"
"016-000002252","588","2162","","35943","","99.991400","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","12/20/2012","15:27:22"
"016-000002252","588","2162","","41375","","99.970500","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002252","588","2162","","44331","","99.953200","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","17:29:53"
"016-000002252","588","2162","","48501","","99.977400","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","17:29:53"
"016-000002252","588","2162","","52029","","99.997200","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","17:29:53"
"016-000002252","588","2162","","57473","","99.974900","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:43:35"
"016-000002252","588","2162","","58429","","99.964700","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:48:51"
"016-000002252","588","2162","","61260","","99.982900","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","18:02:31"
"016-000002252","588","2162","","62405","","99.978900","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","18:03:01"
"016-000002252","588","2163","","3257","","99.996900","Met","most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","16:36:26"
"016-000002252","588","2163","","13689","","99.676800","Met","most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:28:10"
"016-000002252","588","2163","","18143","","99.995900","Met","most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:01:01"
"016-000002252","588","2163","","21321","","99.900000","Met","most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:45"
"016-000002252","588","2163","","23971","","99.900000","Met","most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002252","588","2163","","27697","","99.999200","Met","","2012-07-31","09/13/2012","18:38:26"
"016-000002252","588","2163","","31227","","99.943600","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","16:27:09"
"016-000002252","588","2163","","31229","","99.987600","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","16:27:09"
"016-000002252","588","2163","","31231","","99.999200","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","16:27:09"
"016-000002252","588","2163","","34923","","99.562900","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/30/2012","15:16:32"
"016-000002252","588","2163","","35945","","99.523400","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","01/11/2013","15:25:43"
"016-000002252","588","2163","","41373","","99.983300","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002252","588","2163","","44333","","99.965600","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","17:29:53"
"016-000002252","588","2163","","48503","","99.999500","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","17:29:53"
"016-000002252","588","2163","","52031","","99.969800","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","17:29:53"
"016-000002252","588","2163","","57475","","99.991600","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:43:35"
"016-000002252","588","2163","","58430","","99.997700","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:48:51"
"016-000002252","588","2163","","61261","","100.000000","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","18:02:31"
"016-000002252","588","2163","","62409","","99.106600","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","18:03:01"
"016-000002252","588","2164","","3255","","99.677000","Met","most recent actual results from Mar. 2012 SLR Presentation from SSA/OTSO/DSPSM","","04/30/2012","16:36:26"
"016-000002252","588","2164","","13691","","99.973800","Met","most recent actual results from Apr. 2012 SLR Presentation from SSA/OTSO/DSPSM","","05/30/2012","14:28:10"
"016-000002252","588","2164","","18145","","99.867400","Met","most recent actual results from May 2012 SLR Presentation from SSA/OTSO/DSPSM","","06/29/2012","15:01:01"
"016-000002252","588","2164","","21323","","99.900000","Met","most recent actual results from June 2012 SLR Presentation from SSA/OTSO/DSPSM","","07/30/2012","18:41:45"
"016-000002252","588","2164","","23973","","100.000000","Met","most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","","08/23/2012","16:46:09"
"016-000002252","588","2164","","27699","","100.000000","Met","","2012-07-31","09/13/2012","18:38:26"
"016-000002252","588","2164","","31233","","99.951300","Met","Most recent actual results from Sep. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-09-30","11/06/2012","16:27:09"
"016-000002252","588","2164","","31235","","100.000000","Met","Most recent actual results from Aug. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-08-31","11/06/2012","16:27:09"
"016-000002252","588","2164","","31237","","100.000000","Met","Most recent actual results from July 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-07-31","11/06/2012","16:27:09"
"016-000002252","588","2164","","34925","","100.000000","Met","Most recent actual results from Oct. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-10-31","11/30/2012","15:16:32"
"016-000002252","588","2164","","35947","","99.977400","Met","Most recent actual results from Nov. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-11-30","12/20/2012","15:27:22"
"016-000002252","588","2164","","41371","","99.707500","Met","Most recent actual results from Dec. 2012 SLR Presentation from SSA/OTSO/DSPSM","2012-12-31","01/30/2013","17:36:05"
"016-000002252","588","2164","","44329","","99.960900","Met","Most recent actual results from Jan. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-01-31","04/26/2013","17:29:53"
