Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"012-000005003","627","012","Department of Labor","PBGC - Participant Services (Benefit Administration)","Presidential Priority","1953","37102","http://www.whitehouse.gov/sites/default/files/omb/financial/_improper/PL_111-204.pdf","Yes","09/14/2012","11:44:06"
"012-000005003","627","012","Department of Labor","PBGC - Participant Services (Benefit Administration)","Presidential Priority","1951","37101","http://www.gpo.gov/fdsys/pkg/PLAW-111publ274/content-detail.html","Yes","09/14/2012","11:44:06"
"012-000005003","627","012","Department of Labor","PBGC - Participant Services (Benefit Administration)","Presidential Priority","1955","37103","http://www.cio.noaa.gov/itmanagement/pralaw.pdf","No","09/14/2012","11:44:06"
"012-000005013","628","012","Department of Labor","PBGC - IT Infrastructure","Legislative Mandate","1925","37234","http://www.dol.gov/ebsa/pensionreform.html","Yes","09/14/2012","11:42:15"
"012-000005013","628","012","Department of Labor","PBGC - IT Infrastructure","Audit Finding Resolution","1927","37235","oig.pbgc.gov/reports/semi/pdf/SARC42.pdf","No","09/14/2012","11:42:15"
"012-000005013","628","012","Department of Labor","PBGC - IT Infrastructure","Published Agency Strategic Plan","1929","37236","http://www.pbgc.gov/documents/2012-2016strategicplan.pdf","Yes","09/14/2012","11:42:15"
"006-000525200","629","006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS)","Legislative Mandate","1525","1","http://uscode.house.gov/download/title_13.shtmlhttp://en.wikipedia.org/wiki/Confidential_Information_Protection_and_Statistical_Efficiency_Acthttp://uscode.house.gov/download/title_22.shtml","No","11/29/2012","09:57:57"
"006-000525200","629","006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS)","Published Agency Strategic Plan","1527","3","http://www.bea.gov/about/index.htm","Yes","03/22/2013","13:40:37"
"006-000525200","629","006","Department of Commerce","BEA Estimation Information Technology System (BEA-EITS)","Other Requirement","1529","5","http://www.bea.gov/newsreleases/2013rd.htm","Yes","03/22/2013","13:40:37"
"016-000002141","630","016","Social Security Administration","Disability Case Processing System-DCPS","Published Agency Strategic Plan","1805","3","www.ssa.gov/asp/plan-2013-2016.pdf","Yes","09/14/2012","10:27:29"
"023-000004130","634","023","General Services Administration","Regulatory Information Service Center (ROCIS II)","Legislative Mandate","827","1","http://www.whitehouse.gov/omb/inforeg/infocoll.html, http://www.archives.gov/federal-register/laws/regulatory-flexibility/, http://www.archives.gov/federal-register/laws/administrative-procedure/","Yes","11/21/2012","10:18:08"
"023-000004130","634","023","General Services Administration","Regulatory Information Service Center (ROCIS II)","Presidential Priority","829","4","http://www.whitehouse.gov/sites/default/files/omb/inforeg/eo12866/eo12866_10041993.pdf, http://www.whitehouse.gov/sites/default/files/omb/inforeg/eo12866/eo13563_01182011.pdf","No","09/12/2012","14:41:52"
"012-000005000","635","012","Department of Labor","PBGC - Premium Accounting (PA)","Legislative Mandate","1957","37104","http://www.dol.gov/ebsa/aboutebsa/history.html","Yes","09/14/2012","11:46:14"
"012-000005000","635","012","Department of Labor","PBGC - Premium Accounting (PA)","Published Agency Strategic Plan","1959","37105","http://www.pbgc.gov/documents/2012-2016strategicplan.pdf","Yes","09/14/2012","11:46:14"
"015-000000010","636","015","Department of the Treasury","Electronic Fraud Detection System (EFDS)","Legislative Mandate","255","39","http://www.gpo.gov/fdsys/pkg/PLAW-111publ147/pdf/PLAW-111publ147.pdf","Yes","11/30/2012","12:21:26"
"015-000000010","636","015","Department of the Treasury","Electronic Fraud Detection System (EFDS)","Legislative Mandate","259","41","http://www.gpo.gov/fdsys/pkg/PLAW-111publ240/pdf/PLAW-111publ240.pdf","Yes","11/30/2012","12:21:26"
"015-000000010","636","015","Department of the Treasury","Electronic Fraud Detection System (EFDS)","Legislative Mandate","257","40","http://www.gpo.gov/fdsys/pkg/PLAW-111publ148/pdf/PLAW-111publ148.pdf","Yes","11/30/2012","12:21:26"
"015-000000010","636","015","Department of the Treasury","Electronic Fraud Detection System (EFDS)","Published Agency Strategic Plan","261","79","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/fy2012-2015plan.aspx","Yes","11/30/2012","12:21:26"
"015-000000044","637","015","Department of the Treasury","Implement RRP (Replaces EFDS)","Published Agency Strategic Plan","67","62","http://www.treasury.gov/about/budget-performance/strategic-plan/Pages/fy2012-2015plan.aspx","Yes","11/30/2012","12:21:56"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Legislative Mandate","199","14","www.archives.gov/exhibits/charters/constitution_amendments_11-27.html","Yes","11/30/2012","12:21:31"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Legislative Mandate","201","15","http://uscode.house.gov/download/title_26.shtml","Yes","11/30/2012","12:21:31"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Published Agency Strategic Plan","205","55","http://goals.performance.gov/agency/all_goals_export/Treas","Yes","11/30/2012","12:21:31"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Published Agency Strategic Plan","209","57","www.irs.gov/pub/irs-pdf/p3744.pdf","Yes","11/30/2012","12:21:31"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Published Agency Strategic Plan","203","54","http://goals.performance.gov/agency/treas","Yes","11/30/2012","12:21:31"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Published Agency Strategic Plan","207","56","www.treasury.gov/about/budget-performance/strategic-plan","Yes","11/30/2012","12:21:31"
"015-000000018","639","015","Department of the Treasury","Integrated Data Retrieval System (IDRS)","Published Agency Strategic Plan","211","113","www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/prm_2012_agencystrategicobjectivesv3.xlsx","Yes","11/30/2012","12:21:31"
"012-000005001","641","012","Department of Labor","PBGC - Consolidated Financial Systems","Audit Finding Resolution","1921","37094","http://www.google.com/urlq=http://www.pbgc.gov/documents/2011-annual-report.pdf&sa=U&ei=7IwRUMjUHYOi6wGY1YGwAg&ved=0CBEQFjAA&usg=AFQjCNGm0BnCFD0_Ht-NT8CMH8OI6E6B6w","Yes","09/14/2012","11:37:32"
"012-000005001","641","012","Department of Labor","PBGC - Consolidated Financial Systems","Published Agency Strategic Plan","1923","37095","http://www.pbgc.gov/documents/2012-2016strategicplan.pdf","Yes","09/14/2012","11:37:32"
"010-000000017","642","010","Department of the Interior","BIA - Facilities Management Information System (FMIS)","Legislative Mandate","691","1","http://www.gpo.gov/fdsys/pkg/USCODE-2009-title25/html/USCODE-2009-title25-chap14-subchapXXI-sec631.htm, http://www.gpo.gov/fdsys/pkg/USCODE-2011-title25/html/USCODE-2011-title25-chap14-subchapV-sec465.htm, http://www.gpo.gov/fdsys/pkg/USCODE-2011-title25/html/USCODE-2011-title25-chap27-sec2503.htm http://www.gpo.gov/fdsys/pkg/USCODE-2009-title25/html/USCODE-2009-title25-chap27-sec2507.htm, http://www.gpo.gov/fdsys/pkg/USCODE-2004-title25/html/USCODE-2004-title25-chap22-sec2005.htm","No","03/11/2013","14:59:19"
"010-000000017","642","010","Department of the Interior","BIA - Facilities Management Information System (FMIS)","Published Agency Strategic Plan","693","3","www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","Yes","11/29/2012","13:06:18"
"010-000000062","643","010","Department of the Interior","BIA - Integrated Records Management System (IRMS)","Published Agency Strategic Plan","697","3","www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","Yes","11/29/2012","13:06:18"
"010-000000070","645","010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","Legislative Mandate","699","1","http://uscode.house.gov/uscode-cgi/fastweb.exegetdoc+uscview+t21t25+4919+4++%28%29%20%20AND%20%28%2825%29%20ADJ%20USC%29%3ACITE%20AND%20%28USC%20w%2F10%20%2811%29%29%3ACITE%20%20%20%20%20%20%20%20%20","No","03/13/2013","08:34:28"
"010-000000070","645","010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","Published Agency Strategic Plan","701","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","Yes","11/29/2012","13:15:53"
"010-000000070","645","010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","Presidential Priority","703","4","http://www.cio.gov/documents/25-Point-Implementation-Plan-to-Reform-Federal%20IT.pdfhttp://www.cio.gov/documents/Shared_Services_Strategy.pdf","No","03/13/2013","08:34:28"
"010-000000077","646","010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","Legislative Mandate","705","1","http://www.gpo.gov/fdsys/pkg/PLAW-111publ291/pdf/PLAW-111publ291.pdf","Yes","11/29/2012","13:06:18"
"010-000000077","646","010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","Audit Finding Resolution","2365","2","http://www.doi.gov/oig/reports/upload/97-i-196.pdf ;http://www.doi.gov/oig/reports/upload/98-i-672.pdf","Yes","03/13/2013","08:34:51"
"010-000000077","646","010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","Published Agency Strategic Plan","707","3","www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","Yes","11/29/2012","13:06:18"
"010-000000083","647","010","Department of the Interior","BIE - Native American Student Information System (NASIS)","Legislative Mandate","709","1","http://www.gpo.gov/fdsys/pkg/PLAW-107publ110/pdf/PLAW-107publ110.pdf ,http://uscode.house.gov/download/pls/25C22.txt","Yes","03/13/2013","08:35:17"
"010-000000083","647","010","Department of the Interior","BIE - Native American Student Information System (NASIS)","Published Agency Strategic Plan","711","3","www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","Yes","11/29/2012","13:06:18"
"010-000000083","647","010","Department of the Interior","BIE - Native American Student Information System (NASIS)","Other Requirement","2367","5","http://www.ecfr.gov/cgi-bin/text-idxc&#61;ecfr&amp;sid&#61;1df9007ce59b6fe6df584f730ae1bd0f&amp;rgn&#61;div5&amp;view&#61;text&amp;node&#61;25:1.0.1.5.22&amp;idno&#61;25","Yes","03/13/2013","08:35:17"
"006-000400100","648","006","Department of Commerce","Census - American Community Survey (ACS)","Legislative Mandate","1501","1","http://uscode.house.gov/download/pls/13T.txt","Yes","09/13/2012","16:09:51"
"006-000400100","648","006","Department of Commerce","Census - American Community Survey (ACS)","Published Agency Strategic Plan","1503","3","http://www.osec.doc.gov/bmi/budget/DOCFY11-16StrategicPlan%20_508version.pdf","No","09/13/2012","16:09:51"
"006-000400100","648","006","Department of Commerce","Census - American Community Survey (ACS)","Other Requirement","1505","5","http://www.archives.gov/exhibits/charters/constitution_transcript.html","Yes","09/13/2012","16:09:51"
"010-000000086","649","010","Department of the Interior","BLM - Automated Fluid Mineral Support System (AFMSS)","Legislative Mandate","779","1","http://www.blm.gov/wo/st/en/prog/energy/epca_chart.htmlhttp://www.fedcenter.gov/_kd/Items/actions.cfmaction&#61;Show&amp;item_id&#61;2969&amp;destination&#61;ShowItem","No","03/13/2013","08:35:27"
"010-000000086","649","010","Department of the Interior","BLM - Automated Fluid Mineral Support System (AFMSS)","Published Agency Strategic Plan","781","3","http://web.blm.gov/portal/global/_assets/DOI_StrategicPlan.pdf","No","11/29/2012","13:06:18"
"010-000000086","649","010","Department of the Interior","BLM - Automated Fluid Mineral Support System (AFMSS)","Other Requirement","783","5","N/A","No","11/29/2012","13:06:18"
"010-000000094","650","010","Department of the Interior","BLM - Collections and Billings System (CBS)","Published Agency Strategic Plan","789","3","http://web.blm.gov/portal/global/_assets/DOI_StrategicPlan.pdf","No","11/29/2012","13:06:19"
"010-000000094","650","010","Department of the Interior","BLM - Collections and Billings System (CBS)","Other Requirement","791","5","N/A","No","11/29/2012","13:06:19"
"010-000000116","651","010","Department of the Interior","BLM - Incident Qualifications and Certification System (IQCS)","Published Agency Strategic Plan","795","3","http://web.blm.gov/portal/global/_assets/DOI_StrategicPlan.pdf","No","11/29/2012","13:06:19"
"010-000000156","652","010","Department of the Interior","BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning)","Published Agency Strategic Plan","793","3","http://web.blm.gov/portal/global/_assets/DOI_StrategicPlan.pdf","No","11/29/2012","13:06:19"
"010-000000158","653","010","Department of the Interior","BLM - Legacy Rehost (LR2000)","Legislative Mandate","869","1","http://www.blm.gov/wo/st/en/prog/energy/epca_chart.htmlhttp://www.fedcenter.gov/_kd/Items/actions.cfmaction&#61;Show&amp;item_id&#61;2969&amp;destination&#61;ShowItem","No","03/13/2013","08:36:25"
"010-000000158","653","010","Department of the Interior","BLM - Legacy Rehost (LR2000)","Audit Finding Resolution","871","2","N/A","No","11/29/2012","13:06:19"
"010-000000295","655","010","Department of the Interior","BOR1-PABS (Program and Budget System)","Legislative Mandate","823","1","http://www.whitehouse.gov/omb/circulars_a11_current_year_a11_toc","Yes","11/29/2012","13:06:21"
"010-000000295","655","010","Department of the Interior","BOR1-PABS (Program and Budget System)","Published Agency Strategic Plan","825","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","Yes","11/29/2012","13:06:21"
"010-000000299","656","010","Department of the Interior","BOR1-RMSS (Reclamation Mission Support Services)","Legislative Mandate","1117","1","NA","No","11/29/2012","13:06:21"
"010-000000299","656","010","Department of the Interior","BOR1-RMSS (Reclamation Mission Support Services)","Audit Finding Resolution","1119","2","http://csrc.nist.gov/groups/SMA/fisma/index.html","Yes","11/29/2012","13:06:21"
"010-000000299","656","010","Department of the Interior","BOR1-RMSS (Reclamation Mission Support Services)","Published Agency Strategic Plan","1121","3","http://www.doi.gov/pmb/ppp/strategic-planning.cfm","Yes","11/29/2012","13:06:21"
"010-000000299","656","010","Department of the Interior","BOR1-RMSS (Reclamation Mission Support Services)","Other Requirement","1123","5","http://www.whitehouse.gov/omb/bulletins_96-02/http://www.whitehouse.gov/blog/2011/12/20/expanding-our-efforts-data-centers","No","11/29/2012","13:06:21"
"010-000000987","657","010","Department of the Interior","USGS - HAZ - Advanced National Seismic System (ANSS)","Legislative Mandate","1183","1","http://www.nehrp.gov/about/PL108-360.htm","Yes","03/13/2013","08:43:24"
"010-000001000","658","010","Department of the Interior","USGS - AEI - Enterprise Web (EWEB)","Other Requirement","1133","5","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2011/m11-24.pdf www.whitehouse.gov/OMB/memoranda/fy2005/m05-04.pdf","No","11/29/2012","13:06:28"
"010-000001000","658","010","Department of the Interior","USGS - AEI - Enterprise Web (EWEB)","Presidential Priority","1131","4","http://www.whitehouse.gov/the-press-office/2011/04/27/executive-order-streamlining-service-delivery-and-improving-customer-ser","Yes","09/13/2012","08:04:57"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","Legislative Mandate","1967","1","http://whitehouse.gov/omb/financial_fmfia1982","Yes","10/16/2012","08:43:49"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","Other Requirement","1971","5","http://www.cio.gov/documents/federal-cloud-computing-strategy.pdf http://www.cio.gov/documents/25-Point-Implementation-Plan-to-Reform-Federal%20IT.pdf http://www.cio.gov/documents/Common_Approach_to_Federal_EA.pdf","No","10/16/2012","08:43:49"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","Presidential Priority","1969","4","http://www.whitehouse.gov/omb/memoranda_2011","Yes","10/16/2012","08:43:49"
"010-000001049","666","010","Department of the Interior","USGS - WAT - National Water Information System (NWIS)","Published Agency Strategic Plan","1149","3","http://www.doi.gov/pmb/ppp/upload/DOI_StrategicPlan_fy2011_2016.pdf","Yes","11/29/2012","13:06:29"
"010-000001049","666","010","Department of the Interior","USGS - WAT - National Water Information System (NWIS)","Presidential Priority","1151","4","http://waterservices.usgs.gov/http://waterservices.usgs.gov/examples/showcase.html","No","09/13/2012","08:49:30"
"010-000001050","667","010","Department of the Interior","USGS - CSS - TNM Reengineering Project","Presidential Priority","1147","4","http://www.archives.gov/federal-register/executive-orders/pdf/12906.pdf","Yes","09/13/2012","08:49:17"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","Legislative Mandate","1981","1","http://www.recovery.gov/About/Pages/The_Act.aspx","Yes","10/16/2012","08:44:47"
"010-000000316","673","010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","Legislative Mandate","903","1","http://www.cio.gov/documents_details.cfmid&#61;Clinger-Cohen%20Act,%20February%2010,%201996&amp;structure&#61;Laws,%20Regulations,%20and%20Guidance&amp;category&#61;IT%20Related%20Laws%20and%20Regulations","No","03/13/2013","08:39:16"
"010-000000316","673","010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","Published Agency Strategic Plan","905","3","http://www.doi.gov/bpp/upload/DOI_FY2011-FY2016_StrategicPlan.pdf","Yes","11/29/2012","13:06:23"
"010-000000316","673","010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","Presidential Priority","907","4","http://www.whitehouse.gov/the-press-office/2011/11/09/executive-order-promoting-efficient-spendinghttp://www.whitehouse.gov/the-press-office/2011/11/09/executive-order-promoting-efficient-spending","No","09/12/2012","15:26:18"
"010-000000319","674","010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)","Legislative Mandate","877","1","http://www.fbi.gov/about-us/cjis/ucr/ucr/http://ise.gov/http://nsi.ncirc.gov/http://www.fbi.gov/about-us/cjis/ucr/nibrs/addendum-for-submitting-cargo-theft-data/nibrsconversion/","No","11/29/2012","13:06:23"
"010-000000319","674","010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)","Other Requirement","881","5","http://www.doi.gov/archive/ppp/Strategic%20Plan%20FY07-12/strat_plan_fy2007_2012.pdf","No","11/29/2012","13:06:23"
"010-000000319","674","010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)","Presidential Priority","879","4","http://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdfhttp://www.nist.gov/itl/csd/cloud-102511.cfm","No","03/13/2013","08:39:51"
"010-000000365","675","010","Department of the Interior","DOI - Interior Department Electronic Acquisition System (IDEAS)","Other Requirement","1125","5","http://www.whitehouse.gov/sites/default/files/omb/assets/omb/budget/fy2002/mgmt.pdfhttp://www.whitehouse.gov/omb/memoranda_m01-11 http://www.whitehouse.gov/sites/default/files/omb/assets/omb/memoranda/m01-15.pdf","No","11/29/2012","13:06:25"
"010-000000368","676","010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","Published Agency Strategic Plan","1129","3","http://www.forestsandrangelands.gov/strategy/index.shtml","Yes","11/29/2012","13:06:26"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","Legislative Mandate","1983","1","http://www.ignet.gov/pande/leg/igactasof1010.pdfhttp://www.whitehouse.gov/omb/performance/gprm-acthttp://govinfo.library.unt.edu/npr/library/misc/itref.html","No","10/16/2012","08:44:54"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","Published Agency Strategic Plan","1985","3","http://www.hudoig.gov/pdf/OIG+Strategic+Plan.pdf","No","10/16/2012","08:44:54"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","Legislative Mandate","1329","1","http://www.archives.gov/exhibits/charters/constitution_transcript.html","Yes","11/28/2012","14:49:31"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","Audit Finding Resolution","1331","2","http://www.oig.doc.gov/Pages/High-Quality-Maps-and-Accurate-Addresses-Are-Needed-to-Achieve-Census-2020-Cost-Saving-Goals.aspx","Yes","11/28/2012","14:49:31"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","Published Agency Strategic Plan","1333","3","http://www.osec.doc.gov/bmi/budget/DOCFY11-16StrategicPlan%20_508version.pdf","No","11/28/2012","14:49:31"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","Other Requirement","1337","5","http://www.whitehouse.gov/omb/circulars_a016_rev/; http://www.fgdc.gov/","No","11/28/2012","14:49:31"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","Presidential Priority","1335","4","www.archives.gov/federal-register/executive-orders/pdf/12906.pdf; http://www.gpo.gov/fdsys/pkg/FR-1995-11-27/pdf/95-28854.pdf;  http://www.whitehouse.gov/omb/circulars_a016_rev/; http://www.whitehouse.gov/omb/assets/memoranda_fy2009/m09-28.pdf","No","09/13/2012","14:19:20"
"010-000000554","679","010","Department of the Interior","NPS - NPS.gov Internet/Intranet Portal (formerly ParkNet)","Legislative Mandate","837","1","http://www.whitehouse.gov/omb/circulars_a130_a130trans4/http://www.cio.gov/documents/paperwork_reduction_act_1995.html","No","11/29/2012","13:06:26"
"006-000401000","680","006","Department of Commerce","Census - Local Employment Dynamics IT Support (LED)","Published Agency Strategic Plan","1339","3","http://www.osec.doc.gov/bmi/budget/DOCFY11-16StrategicPlan%20_508version.pdf","No","11/28/2012","14:51:15"
"010-999991141","685","010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","Published Agency Strategic Plan","2267","3","http://www.doi.gov/nbc/org/upload/NBC_Strategic_Plan_2008_2012.pdf","Yes","11/29/2012","13:06:25"
"010-999991141","685","010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","Presidential Priority","2269","4","http://www.gpo.gov/fdsys/pkg/PLAW-107publ347/pdf/PLAW-107publ347.pdf","Yes","09/18/2012","13:37:28"
"010-999991241","687","010","Department of the Interior","DOI - IBC Shared Service Center (HRLOB)","Legislative Mandate","1127","1","http://www.opm.gov/services-for-agencies/hr-line-of-business/","Yes","03/21/2013","07:17:21"
"010-999991241","687","010","Department of the Interior","DOI - IBC Shared Service Center (HRLOB)","Published Agency Strategic Plan","2381","3","http://www.doi.gov/bpp/upload/DOI_FY2011-FY2016_StrategicPlan.pdf","Yes","03/21/2013","07:17:21"
"010-000000710","688","010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)","Legislative Mandate","843","1","http://www.onrr.gov/Laws_R_D/PublicLawsAMR.htmMineral Leasing Act of 1920, as amended - http://www.onrr.gov/laws_r_d/PubLaws/PDFDocs/MineralLeasingAct1920.pdfhttp://thomas.loc.gov/cgi-bin/bdquery/zd097:HR05121:@@@L&amp;summ2&#61;m&amp;|TOM:/bss/d097query.html| http://www.onrr.gov/Laws_R_D/PubLaws/PDFDocs/97-451.pdf http://www.onrr.gov/Laws_R_D/PubLaws/PL97451.htm","No","03/13/2013","08:41:39"
"010-000000710","688","010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)","Audit Finding Resolution","845","2","http://www.gao.gov/new.items/d11278.pdf","Yes","11/29/2012","13:06:27"
"010-000000710","688","010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)","Published Agency Strategic Plan","847","3","http://oneinterior.doi.net/oneinterior/News/doi-strategic-plan-21st-century-departmenty-Department.cfm","No","11/29/2012","13:06:27"
"010-000000710","688","010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)","Other Requirement","851","5","www.onrr.gov","Yes","11/29/2012","13:06:27"
"010-000000710","688","010","Department of the Interior","OS-ONRR - Minerals Revenue Management Support System (MRMSS)","Presidential Priority","849","4","http://www.doi.gov/EITI/index.cfm","Yes","09/12/2012","14:57:01"
"010-000000553","691","010","Department of the Interior","NPS - National Fee Collection Point of Sale (POS) System","Other Requirement","2363","5","http://csrc.nist.gov/publications/nistpubs/800-37-rev1/sp800-37-rev1-final.pdfhttps://www.pcisecuritystandards.org/documents/pci_dss_v2.pdf","No","03/12/2013","16:06:51"
"010-000000934","693","010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)","Legislative Mandate","853","1","https://pdst.sharepoint.ost.doi.net/Pages/Default.aspx","No","11/29/2012","13:06:27"
"010-000000934","693","010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)","Published Agency Strategic Plan","855","3","https://pdst.sharepoint.ost.doi.net/Pages/Default.aspx","No","11/29/2012","13:06:27"
"006-000310100","701","006","Department of Commerce","NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS)","Published Agency Strategic Plan","1615","3","http://www.ppi.noaa.gov/ngsp/http://www.ppi.noaa.gov/wp-content/uploads/FY13-17_AGM.pdf","No","11/28/2012","16:24:34"
"006-000310400","703","006","Department of Commerce","NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup)","Legislative Mandate","2039","1","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title15/pdf/USCODE-2011-title15-chap9-sec313.pdfhttp://www.gpo.gov/fdsys/pkg/USCODE-2011-title49/pdf/USCODE-2011-title49-subtitleVII-partA-subpartiii-chap447-sec44720.pdfhttp://www.gpo.gov/fdsys/pkg/CRPT-110hrpt40/pdf/CRPT-110hrpt40.pdf","No","11/28/2012","16:28:02"
"006-000310400","703","006","Department of Commerce","NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup)","Published Agency Strategic Plan","2041","3","http://www.cio.noaa.gov/HPCC/pdfs/HPC_Strategic_Plan.pdf.","No","11/28/2012","16:28:02"
"006-000310400","703","006","Department of Commerce","NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup)","Other Requirement","2043","5","http://www.nws.noaa.gov/directives/010/archive/pd01022002a.pdf","Yes","11/28/2012","16:28:02"
"006-000312500","707","006","Department of Commerce","NOAA/NWS/ Next Generation Air Transportation System (NextGen)","Legislative Mandate","2171","1","http://www.gpo.gov/fdsys/pkg/PLAW-108publ176/pdf/PLAW-108publ176.pdfhttp://www.gpo.gov/fdsys/pkg/USCODE-2009-title49/html/USCODE-2009-title49-subtitleVII-partA-subpartiii-chap447-sec44720.htm","No","11/28/2012","16:29:36"
"006-000312500","707","006","Department of Commerce","NOAA/NWS/ Next Generation Air Transportation System (NextGen)","Published Agency Strategic Plan","2173","3","http://www.ppi.noaa.gov/wp-content/uploads/NOAA_NGSP.pdf","Yes","11/28/2012","16:29:36"
"006-000312500","707","006","Department of Commerce","NOAA/NWS/ Next Generation Air Transportation System (NextGen)","Other Requirement","2177","5","http://jpe.jpdo.gov/ee/docs/pdf/IWP_FY13_Executive_Summary.pdfhttp://jpe.jpdo.gov/ee/request/elementFormid&#61;706865","No","11/28/2012","16:29:36"
"006-000312500","707","006","Department of Commerce","NOAA/NWS/ Next Generation Air Transportation System (NextGen)","Presidential Priority","2175","4","https://www.federalregister.gov/articles/2008/11/20/E8-27777/transformation-of-the-national-air-transportation-systemhttps://www.federalregister.gov/articles/2006/12/26/06-9895/national-aeronautics-research-and-development","Yes","09/14/2012","17:16:13"
"006-000400700","715","006","Department of Commerce","Census - Economic Census and Surveys","Legislative Mandate","1323","1","1)http://uscode.house.gov/download/pls/Title_13.txt 2)http://ecfr.gpoaccess.gov/cgi/t/text/text-idxc&#61;ecfr&amp;tpl&#61;/ecfrbrowse/Title15/15cfr30_main_02.tpl 3)http://www.gpo.gov/fdsys/pkg/PLAW-107publ228/html/PLAW-107publ228.htm","No","11/28/2012","14:44:02"
"006-000400700","715","006","Department of Commerce","Census - Economic Census and Surveys","Published Agency Strategic Plan","1325","3","http://www.osec.doc.gov/bmi/budget/DOCFY11-16StrategicPlan%20_508version.pdf","No","11/28/2012","14:44:02"
"006-000400700","715","006","Department of Commerce","Census - Economic Census and Surveys","Presidential Priority","1327","4","http://www.archives.gov/federal-register/codification/executive-order/12656.html","Yes","09/13/2012","14:17:35"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","Published Agency Strategic Plan","1993","3","http://www.osec.doc.gov/bmi/budget/docfy11-16StrategicPlan%20_508version.pdf","No","11/28/2012","14:45:28"
