Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Solicitation ID (Agency),Modular Approaches / Contracting,EVM Required,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","22196","143016","Awarded","7013","HSTS0309JCIO553","HSHQDC06D00038","7001","","no","no","Yes","SRA INTERNATIONAL INCORPORATED (3306)","","51.776607","Firm Fixed Price","","04/12/2012","07/12/2014","U","ADMINISTRATIVE MODIFICATION P00002 TO TASK ORDER NO. HSTS03-09-J-CIO553.  THE PURPOSE OF THIS MODIFICATION P00002 IS TO: ESTABLISH A NEW, EFFECTIVE START-DATE OF THE CONTRACT; REVISE THE PERIOD OF PERFORMANCE; AND CORRECT A SERIES OF TYPOGRAPHIC ERRORS. A COPY OF THE SIGNED & DATED MODIFICATION P00002 APPEARS UNDER PACKAGE / ATTACHMENTS;","2089","7013","0","2012-09-13 10:17:30","2012-09-13 10:17:30"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33161","215491","Awarded","7013","HSTS0313ACIO549","GS35F4984H","7001","","no","no","Yes","INTERNATIONAL BUSINESS MACHINE","","","Order Dependent (IDV only)","","04/01/2013","01/01/1970","U","IGF::OT::IGF THE PURPOSE OF THIS BLANKET PURCHASE AGREEMENT (BPA) IS TO OBTAIN OPERATIONAL APPLICATIONS SUPPORT AND INFORMATION SERVICES FOR THE TRANSPORTATION SECURITY ADMINISTRATION.","60671","7013","","2013-08-28 08:07:59","2013-08-28 08:07:59"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33163","215492","Awarded","7013","HSTS0313ACIO548","GS35F4668G","7001","","no","no","Yes","BAE SYSTEMS INFORMATION TECHNOLOGY INCORPORATED","","","Order Dependent (IDV only)","","04/01/2013","01/01/1970","U","IGF::OT::IGF THE PURPOSE OF THIS BLANKET PURCHASE AGREEMENT (BPA) IS TO OBTAIN OPERATIONAL APPLICATIONS SUPPORT AND INFORMATION SERVICES FOR THE TRANSPORTATION SECURITY ADMINISTRATION.","60673","7013","","2013-08-28 08:07:59","2013-08-28 08:07:59"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33165","215493","Awarded","7013","HSTS0313ACIO550","GS35F0740R","7001","","no","no","Yes","SOFT TECH CONSULTING INCORPORATED","","","Order Dependent (IDV only)","","04/01/2013","01/01/1970","U","IGF::OT::IGF THE PURPOSE OF THIS BLANKET PURCHASE AGREEMENT (BPA) IS TO OBTAIN OPERATIONAL APPLICATIONS SUPPORT AND INFORMATION SERVICES FOR THE TRANSPORTATION SECURITY ADMINISTRATION.","60675","7013","","2013-08-28 08:07:59","2013-08-28 08:07:59"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33167","215490","Awarded","7013","HSTS0313ACIO547","GS35F4797H","7001","","no","no","No","","","","","","","","","","","","","2013-08-28 08:08:00",""
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33169","215573","Awarded","7013","HSTS0309JCIO428","HSTS0309DCIO119","7001","","no","no","Yes","P3 PARTNERS, LLC.","","26.724295","Fixed Price Level of Effort","","09/25/2011","09/24/2014","U","UNDER THE PR CIO119 CONTRACT VEHICLE THE CONTRACTOR WILL PROVIDE ALL NECESSARY PERSONNEL, SUPERVISION, MANAGEMENT, MATERIALS, NON-PERSONAL SERVICES, AND EQUIPMENT FOR SYSTEM LIFE CYCLE SUPPORT SERVICES FOR TSA OIT PROGRAMS. THESE SERVICES INCLUDE, BUT ARE NOT LIMITED TO, THE DELIVERY OF COST, SCHEDULE, AND TECHNICAL SUPPORT TO INTEGRATE AND TRACK MULTIPLE NEW AND ON-GOING PROGRAMS AND PROJECTS WITHIN THE THE OFFICE OF INFORMATION TECHNOLOGY.THIS PR CIO428 WILL ENABLE THE CONTRACTOR TO SUPPORT THE GOVERNMENT STAFF OF OE IN ACQUISITION PLANNING, EVALUATION, NEGOTIATION, TRANSITION, DEVELOPMENT, IMPLEMENTATION, MAINTENANCE AND OPERATIONAL ACTIVITIES.  THE CONTRACTOR WILL ASSIST WITH PROFESSIONAL ADVICE, STRATEGIES, DOCUMENTATION AND PERFORMANCE IN THE FOLLOWING AREAS:%U2022GENERAL PROGRAM MANAGEMENT (PM) SUPPORT%U2022TELECOMMUNICATIONS SERVICES%U2022INSTALLATION, MOVE, ADD AND CHANGE (IMAC) %U2022WIRELESS SERVICES%U2022LAND MOBILE RADIO (LMR) AND SATELLITE SERVICES%U2022ASSET MANAGEMENT %U2022SOFTWARE MANAGEMENT %U2022FIELD RELATIONS MANAGEMENT (FRM)%U2022ACCOUNT MANAGEMENT (AM)","60677","7013","0","2013-08-28 08:08:00","2013-08-28 08:08:01"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33171","215572","Awarded","7013","HSTS0208JTTC201","HSTS0207DTTC001","7001","","no","no","Yes","THE MITRE CORPORATION","","0.682770","Cost Plus Fixed Fee","","01/19/2011","09/30/2008","U","TASK ORDER 3 MITRE- TO PROVIDE SYSTEMS ENGINEERING AND ASSESSMENT SERVICES TO TTAC OFFICE.","60679","7013","0","2013-08-28 08:08:01","2013-08-28 08:08:01"
"024-000005666","174","024","Department of Homeland Security","TSA - Information Technology Infrastructure Program (ITIP)","33173","215574","Awarded","7013","HSTS0311JCIO556","HSTS0311DCIO556","7001","","no","no","Yes","KNOWLEDGE CONSULTING GROUP, INC.","","16.839961","Time and Materials","","07/26/2013","08/01/2016","U","ATTN:  KRISTIN FULLER (CO) THE PURPOSE OF THIS REQUEST IS TO PROVIDE INDEPENDENT INFORMATION TECHNOLOGY SECURITY SUPPORT SERVICES (ITSSS) TO THE TSA / OIT CYBER SECURITY AND IAD, AND TO OTHER PROGRAM OFFICES WITHIN TSA IN THE AREA OF IT SECURITY.  OIT PROVIDES THE ADMINISTRATION%U2019S RESPONSE TO MEETING THE PRACTICAL AND STATUTORY SECURITY REQUIREMENTS ASSOCIATED WITH THE USE OF INFORMATION TECHNOLOGY (IT) SOLUTIONS TO SUPPORT ADMINISTRATION ASSETS.  THE CYBER SECURITY AND IAD IS THE CENTRAL OFFICE RESPONSIBLE FOR DELIVERING SECURITY SERVICES IN THE FORM OF PROGRAM/PROJECT MANAGEMENT, FUNCTIONAL GUIDANCE, TECHNICAL ASSISTANCE, SECURITY OPERATIONS, AND COMPLIANCE MONITORING.  THE GOAL IS TO ENSURE THAT TSA IS ABLE TO DELIVER THE SERVICES MANDATED BY LAW, AND DO SO IN A MANNER THAT FULLY COMPLIES WITH THE LAW.  THE BELOW REFERENCED ESTIMATES COVERS FOR LABOR AND TRAVEL.  FOR QUESTIONS, CONTACT CARL SHIRLEY ON 571-227-3749.","60681","7013","0","2013-08-28 08:08:01","2013-08-28 08:08:01"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","22111","147507","Awarded","7008","HSCG2309FTBX015","GS35F4594G","4730","HSCG2306QTP9023","yes","yes","Yes","SYSTEMS RESEARCH AND APPLICATI","","26.440786","Time and Materials","","04/12/2013","03/31/2014","U","DIRECT ACCESS SYSTEM SUPPORT AND MAINTENANCE","58789","7008","0","2013-08-01 09:24:02","2013-08-02 00:17:32"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","22112","176883","Awarded","7008","HSCG2311FPCI110","GS35F0423W","4730","HSCG2311QPCI 110","yes","no","Yes","TOTAL SYSTEMS TECHNOLOGIES CORPORATION","","1.963645","Firm Fixed Price","","07/11/2012","03/31/2016","U","INCREASE OF FUNDING AND ADD SUB-CLINS.","2709","7008","0","2012-09-13 14:58:38","2012-09-13 14:58:38"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","22113","147509","Awarded","7008","HSCG2309CTBX036","","","HSCG2309RTBX036","yes","no","Yes","PROFESSIONAL SOFTWARE CONSORTIUM INC","","1.070741","Firm Fixed Price","","06/05/2012","01/01/1970","U","T-PAX / WIN IATS","2711","7008","","2012-09-13 14:58:38","2012-09-13 14:58:38"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","26303","183242","Awarded","7008","HSCG2311FPCI118","GS35F4594G","4730","HSCG2311QPCI118","yes","no","Yes","SYSTEMS RESEARCH AND APPLICATI","","1.788101","Firm Fixed Price","","04/12/2013","03/31/2014","U","EXERCISE OPTION ONE","58827","7008","0","2013-08-01 09:24:02","2013-08-02 00:20:41"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","26305","183241","Awarded","7008","HSCG2311FK2A001","GS35F0153M","4730","HSCG2311QK2A001","no","no","Yes","MYTHICS, INC","","1.894563","Firm Fixed Price","","06/16/2013","11/30/2013","U","ADMINISTRATIVE CHANGE","58828","7008","0","2013-08-01 09:24:02","2013-08-02 00:20:42"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","32975","214228","Awarded","7008","HSCG2313CPCI101","","","HSCG2313CPCI101","no","no","Yes","ADDX CORPORATION","","4.484546","Firm Fixed Price","","06/01/2013","05/31/2020","U","IGF::OT::IGF USCG HOSTING CONTRACT BASE YEAR","58864","7008","0","2013-08-01 09:24:02","2013-08-02 00:24:53"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","21710","175652","Awarded","","HSSCCG09J00092","HSHQDC07D00022","7001","HSSCCG08Q00173","yes","no","Yes","WILDFLOWER INTERNATIONAL LIMITED","HSSCCG-08-Q-00173","10.734516","Firm Fixed Price","","06/25/2013","09/30/2013","U","IT COMMODITIES AND RELATED SERVICES","55921","7003","0","2013-06-28 12:35:54","2013-06-28 12:35:54"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","21712","178217","Awarded","","HSSCCG11J00088","HSHQDC06D00024","7001","HSSCCG11R00005","no","no","Yes","GENERAL DYNAMICS ONE SOURCE LIMITED LIABILITY COMPANY","HSSCCG-11-R-00005","29.303683","Cost Plus Incentive","","05/13/2013","06/27/2015","U","INFORMATION TECHNOLOGY OPERATIONS AND MAINTENANCE END USER SERVICES","55922","7003","0","2013-06-28 12:35:55","2013-06-28 12:35:54"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","32844","209323","Awarded","","HSSCCG12J00120","HSHQDC06D00058","7001","HSSCCG12R00006","no","no","Yes","EAGLE ENTERPRISE JV LIMITED LIABILITY COMPANY","HSSCCG12R00006","20.873875","Time and Materials","","04/02/2013","04/07/2014","U","IGF::CL,CT::IGF INDEPENDENT TEST&INTEGRATION SERVICES","55923","7003","0","2013-06-28 12:35:55","2013-06-28 12:35:55"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","32845","209326","Awarded","","HSSCCG10J00135","HSHQDC06D00048","7001","HSSCCG-10-R-00011","no","no","Yes","TWD AND ASSOCIATES INCORPORATED","HSSCCG-10-R-00011","2.511285","Firm Fixed Price","","08/24/2013","02/08/2014","U","     TIPS","60747","7003","0","2013-08-29 08:07:18","2013-08-29 08:07:17"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","32846","209325","Awarded","","HSSCCG-12-J-00059","HSHQDC06D00025","7001","HSSCCG-12-R-00007","no","no","Yes","NTT DATA FEDERAL SERVICES, INC","HSSCCG-12-R-00007","18.209473","Time and Materials","","06/03/2013","04/26/2015","U","IGF::CL::IGF CLOSELY ASSOCIATED: SYSTEM ASSURANCE TECHNICAL SERVICES (SATS) FC#3 COMPETITION.  UNRESTRICTED BIG AND SMALL","55925","7003","0","2013-06-28 12:35:55","2013-06-28 12:35:55"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","19871","150416","Awarded","7009","HSSS0109J0031","HSHQDC07D00022","7001","","no","no","Yes","WILDFLOWER INTERNATIONAL LIMITED","","3.264990","Firm Fixed Price","","03/06/2012","09/30/2013","U","09-IRM-PR-CMW-00998","1931","7009","0","2012-09-13 07:29:20","2012-09-13 07:29:20"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","19874","150410","Awarded","7009","HSSS0109F0001","TIRNO02Z0009","2050","","no","no","Yes","AVAYA INC","","1.489198","Firm Fixed Price","","08/07/2012","09/30/2013","U","SERVICES","1935","7009","0","2012-09-13 07:29:20","2012-09-13 07:29:20"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","19875","150415","Awarded","7009","HSSS0109J0066","HSSS0109J0066","7001","","no","no","Yes","TWD AND ASSOCIATES INCORPORATED","","2.188836","Labor Hours","","03/27/2013","03/31/2014","U","COMSEC COMMUNICATIONS SUPPORT SERVICES","45579","7009","0","2013-04-24 07:26:09","2013-04-24 07:26:09"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","19876","158032","Awarded","7009","HSSS0111F0129","GS35F0643W","4730","","no","no","Yes","FAIRFIELD TECHNOLOGIES INC.","HSSS01-11-R-0011","1.144594","Firm Fixed Price","","06/28/2012","03/29/2016","U","ENTERPRISE SERVER SYSTEM ADMINISTRATOR SUPPORT SERVICES","1937","7009","0","2012-09-13 07:29:20","2012-09-13 07:29:20"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","32754","208998","Awarded","7009","HSSS0113C0013","","","","no","no","Yes","EMW, INC.","","0.766367","Firm Fixed Price","","08/20/2013","08/31/2013","U","IGF::OT::IGFMAINFRAME AND HELPDESK SUPPORT SERVICES","60683","7009","0","2013-08-28 08:08:05","2013-08-28 08:08:05"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","33175","215123","Awarded","7009","HSSS0113J0018","HSSS0110A0101","7009","","no","no","Yes","CELLCO PARTNERSHIP","","4.040000","Firm Fixed Price","","05/07/2013","09/29/2013","U","IGF::OT::IGF13-IRM-WCB-VERIZON WIRELESS-PR-VAH-0001","60685","7009","0","2013-08-28 08:08:05","2013-08-28 08:08:06"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","33177","216620","Awarded","7009","HSSSS0113F0070","GS06F1010Z","7009","","no","no","No","","","","","","","","","","","","","2013-08-28 08:08:06",""
"024-000005633","179","024","Department of Homeland Security","TSA - Transportation Vetting System","32055","207845","Awarded","7013","HSTS0212JTSI035","HSTS0307ACIO925","7013","","no","no","Yes","INTERNATIONAL BUSINESS MACHINES CORPORATION","HSTS0212QTSI035","3.064398","Cost Plus Fixed Fee","","05/02/2013","12/03/2013","U","TRENDS AND PATTERN BRANCH (TPB) ADAPTIVE MAINTENANCE SUPPORT","52073","7013","0","2013-05-30 07:22:49","2013-05-30 07:22:49"
"024-000005633","179","024","Department of Homeland Security","TSA - Transportation Vetting System","32057","207844","Awarded","7013","HSTS0212JTTC733","HSTS0307ACIO925","7013","","no","no","Yes","INTERNATIONAL BUSINESS MACHINES CORPORATION","HSTS0212RTTC733","5.081159","Cost Plus Fixed Fee","","05/07/2013","12/03/2013","U","IGF::CL::IGF","52075","7013","0","2013-05-30 07:22:49","2013-05-30 07:22:49"
"024-000005633","179","024","Department of Homeland Security","TSA - Transportation Vetting System","32755","209680","Awarded","7013","HSTS0206JTTC018","HSTS0206DTTC028","7013","","no","no","Yes","INFOZEN INCORPORATED","","13.713123","Cost Plus Award Fee","","04/22/2013","05/27/2013","U","O&M FOR THE TTAC OCE.","55672","7013","0","2013-06-27 07:12:53","2013-06-27 07:12:53"
"024-000005352","137","024","Department of Homeland Security","ICE - Detention and Removal Operations Modernization (DROM)","21713","137463","Awarded","7012","HSCETC08J00019","HSHQDC06D00032","7001","HSCETC08Q00002","yes","no","Yes","ELECTRONIC DATA SYSTEMS CORPORATION","HSCETC-08-Q-00002","17.725726","Combination (two or more)","","03/29/2013","06/15/2013","U","DETENTION AND REMOVAL OPERATIONS SYSTEMS BRANCH","58379","7012","0","2013-07-30 07:10:22","2013-07-30 07:10:22"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","28549","204774","Awarded","7001","HSHQDC12J00500","No","7001","NA","no","no","Yes","HP ENTERPRISE SERVICES, LLC","HSHQDC-12-Q-00396","6.731452","Firm Fixed Price","","09/29/2012","09/28/2013","U","OCSO REQUESTS TO ADD $6,731,451.88 IN ORDER TO PURCHASE DHS PIV CARD ENROLLMENT AND ISSUANCE WORKSTATIONS (EIWS) AND EQUIPMENT, TO INCLUDE WARRANTIES AND MAINTENANCE SUPPORT, FOR THE HSPD-12 PROGRAM.  COR IS MR. REID BALDWIN AT 202-245-1106.","38843","7001","0","2013-03-28 15:20:59","2013-03-28 15:20:59"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","28551","204777","Awarded","7001","HSHQDC10J00356","No","7001","NA","no","no","Yes","XTEC INCORPORATED","","4.531095","Firm Fixed Price","","01/29/2013","08/16/2013","U","EXERCISE OPTION PERIOD II, CONTRACT LINE ITEM NUMBER 0005.","38845","7001","0","2013-03-28 15:20:59","2013-03-28 15:20:59"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","28553","204778","Awarded","7001","HSHQDC11J00526","No","7001","NA","no","no","Yes","DELOITTE CONSULTING LLP","","3.901896","Firm Fixed Price","","12/07/2012","09/29/2013","U","OCSO REQUESTS TO ADD $151,978.60 TO ROSS-12-00061 FOR TIME&MATERIAL AND TRAVEL TO HSHQDC-11-J-00526.COR IS MR. REID BALDWIN AT 202-245-1106.","38847","7001","0","2013-03-28 15:20:59","2013-03-28 15:20:59"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","28555","204775","Awarded","7001","HSHQDC11J00444","No","7001","NA","no","no","Yes","XTEC INCORPORATED","","0.589311","Firm Fixed Price","","07/29/2012","09/27/2013","U","OCSO REQUESTS CONTRACTOR SUPPORT TO DEVELOP AN IDMS AND CMS TEST ENVIRONMENT IN SUPPORT OF IMD.PLEASE SEE ATTACHED SOW AND IGCE.COTR IS REID BALDWIN AT 202-254-1106.","38849","7001","0","2013-03-28 15:20:59","2013-03-28 15:20:59"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","28557","204776","Awarded","7001","HSHQDC12J00483","No","7001","NA","no","no","Yes","XTEC INCORPORATED","","0.580691","Firm Fixed Price","","09/27/2012","02/14/2013","U","CR: HSPD-12 BACKEND INFRASTRUCTURE SUPPORT SERVICES.","38851","7001","0","2013-03-28 15:20:59","2013-03-28 15:20:59"
"024-000001066","1237","024","Department of Homeland Security","DHS - HSPD-12","31863","207377","Awarded","7001","HSHQDC13J00075","No","7001","NA","no","no","Yes","XTEC INCORPORATED","","5.699172","Firm Fixed Price","","03/28/2013","02/13/2014","U","IGF::CL::IGF IDENTITY MANAGEMENT SYSTEM (IDMS) INFRASTRUCTURE SUPPORT.","47143","7001","0","2013-04-30 13:40:03","2013-04-30 13:40:03"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","22984","181398","Awarded","7014"," HSBP1011C00068","","","","no","no","Yes","GARUD TECHNOLOGY SERVICES INC","HSBP1011Q0133","4.519607","Firm Fixed Price","","09/24/2012","08/31/2013","U","ADDITIONAL FUNDING FOR TRAVEL ASSOCIATED WITH LAND BORDER INTEGRATION (LBI) SUPPORT.","60687","7014","0","2013-08-28 08:08:13","2013-08-28 08:08:13"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","23108","181766","Awarded","7014","HSBP1010J00108","HSHQDC06D00023","7001","","no","no","Yes","UNISYS CORPORATION","","10.371376","Time and Materials","","08/21/2012","07/15/2013","U","MODIFY EXISTING TASK ORDER AND ADD FUNDING FOR REQUIREMENTS.","60689","7014","0","2013-08-28 08:08:13","2013-08-28 08:08:13"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","23110","181765","Awarded","7014","HSBP1010J00730","HSHQDC06D00023","7001","","no","no","Yes","UNISYS CORPORATION","","79.667835","Firm Fixed Price","","06/28/2013","06/27/2014","U","TO INCORPORATE WITHIN SCOPE STATEMENT OF WORK AND REVISED PROPOSAL AND ADD PARTIAL FUNDING FOR THE BASE YEAR TO THE TASK ORDER.","58382","7014","0","2013-07-30 07:10:26","2013-07-30 07:10:26"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","32756","209070","Awarded","7014","HSBP1013C00036","","","","no","no","Yes","CONSTELLATION INC.","HSBP1013Q0048","1.613353","Firm Fixed Price","","05/07/2013","01/31/2014","U","IGF::OT::IGFADMINISTRATIVE MODIFICATION TO CLARIFY TRAVEL/PER DIEM AUTHORIZATION/APPROVAL.","60691","7014","0","2013-08-28 08:08:13","2013-08-28 08:08:13"
"024-000006074","194","024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)","19879","147727","Awarded","7008","HSCG2309JTED730","HSHQDC06D00018","7001","","yes","no","Yes","LOCKHEED MARTIN CORPORATION","","5.585155","Time and Materials","","03/28/2012","09/27/2012","U","2109239TED730SERVICE CONTRACT FOR PAWSS","1897","7008","0","2012-09-13 07:26:08","2012-09-13 07:26:08"
"024-000006074","194","024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)","19880","147726","Awarded","7008","HSCG8410JPFY009","HSCG8406DAAT135","7008","","yes","no","Yes","NORTHSTAR TECHNOLOGY SYSTEMS","","8.441262","Time and Materials","","06/28/2012","09/30/2012","U","VTS PAWSS PREVENTIVE AND CORRECTIVE MAINTENANCE IAW THE ATTACHED STATEMENT OF WORK; SOW_2077_0","1899","7008","0","2012-09-13 07:26:08","2012-09-13 07:26:08"
"024-000006074","194","024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)","19881","147725","Awarded","7008","HSCG4411JPCC046","HSCG8406DAAT135","7008","","yes","no","Yes","NORTHSTAR TECHNOLOGY SYSTEMS","","2.511628","Time and Materials","","07/10/2012","07/23/2016","U","CGVTS AND PWSS SUPPORT","1901","7008","0","2012-09-13 07:26:08","2012-09-13 07:26:08"
"024-000006074","194","024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)","19882","173006","Awarded","7008","HSCG2310JPC2173","HSCG8406DAAT135","7008","","yes","no","Yes","NORTHSTAR TECHNOLOGY SYSTEMS","","1.605395","Firm Fixed Price","","07/10/2012","04/30/2013","U","LIFE-CYCLE SYSADMIN SUPPORT PAWSS, CGVTS, HAWKEYE3 FT EMPLOYEESPOP: 01MAY10-30APR11","1903","7008","0","2012-09-13 07:26:08","2012-09-13 07:26:08"
"024-000006074","194","024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)","19883","173005","Awarded","7008","HSCG7910PPCC059","","","","yes","no","Yes","PETROCOM LLC","","0.163959","Firm Fixed Price","","04/24/2012","05/28/2010","U","AIS MONITORING IN GULF OF MEXICO","1905","7008","0","2012-09-13 07:26:08","2012-09-13 07:26:08"
"024-000006115","203","024","Department of Homeland Security","USCG - CG-LIMS","19885","156242","Awarded","7008","HSCG2310FADD001","GS23F0283K","4730","HSCG2310QADD001","no","no","Yes","SERCO INCORPORATED","","1.225963","Firm Fixed Price","","03/12/2013","02/22/2015","U","CONTRACTOR SUPPORT FOR THE US COAST GUARD'S LOGISTIC INFORMATION MANAGEMENT SYSTEM PROJECT OFFICE.","56180","7008","0","2013-07-01 17:03:53","2013-07-01 17:03:53"
"024-000006115","203","024","Department of Homeland Security","USCG - CG-LIMS","23452","145663","Awarded","7008","HSCG2312AADL001","GS35F0153M","4730","HSCG2311QADD016","yes","no","Yes","MYTHICS, INC","","","Firm Fixed Price","","04/16/2013","01/01/1970","U","BPA FOR CG-LIMS'S COTS SOFTWARE LICENSE REQUIREMENTS.","61035","7008","","2013-08-30 16:41:09","2013-08-30 16:41:09"
"024-000006115","203","024","Department of Homeland Security","USCG - CG-LIMS","24611","145658","Awarded","7008","HSCG2312FADL007","GS35F0153M","4730","HSHQDC10Q00102","yes","no","Yes","MYTHICS, INC","","4.824218","Labor Hours","","03/19/2013","03/18/2015","U","IGF::OT::IGF MODIFICATION FOR ADDITIONAL LABOR HOURS FOR OPTION YEAR 1.","56181","7008","0","2013-07-01 17:03:53","2013-07-01 17:03:53"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","22122","167476","Awarded","7003","HSSCCG10J00329","HSHQDC06D00026","7001","HSSCCG10R00010","no","no","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","HSSCCG-10-R-00010","113.577101","Labor Hours","","11/05/2012","10/31/2014","U","SECURE ENTERPRISE TECHNOLOGY INFRASTRUCTURE (SETI)","14461","7003","0","2012-11-30 16:28:50","2012-11-30 16:28:50"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","22124","180132","Awarded","7003","HSSCCG10J00135","HSHQDC06D00048","7001","HSSCCG10R00011","no","yes","Yes","TWD AND ASSOCIATES INCORPORATED","HSSCCG-10-R-00011","6.477741","Firm Fixed Price","","08/09/2012","08/08/2013","U","TIPS GFE","14465","7003","0","2012-11-30 16:28:50","2012-11-30 16:28:50"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","22126","180135","Awarded","7003","HSSCCG10J00208","HSHQDC07D00026","7001","HSSCCG10R00020","no","no","Yes","M A FEDERAL INCORPORATED (2233)","HSSCCG10R00020","25.300041","Firm Fixed Price","","02/02/2012","11/29/2013","U","HW&SW FOR DC1 DC2 FOR TPO","14469","7003","0","2012-11-30 16:28:50","2012-11-30 16:28:50"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","22129","180120","Awarded","7003","HSSCCG11A00009","Yes","7001","","no","no","Yes","MCS OF TAMPA, INC.","","","Firm Fixed Price","","11/28/2012","01/01/1970","U","VOICE COMMUNICATIONS SYSTEMS SUPPORT","14471","7003","","2012-09-13 14:26:33","2012-11-30 16:28:50"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","22132","180133","Awarded","7003","HSSCCG10J00053","HSHQDC05D00004","7001","","no","no","Yes","SHARP ELECTRONICS CORPORATION","","0.004136","Firm Fixed Price","","02/27/2012","02/28/2015","U","COPIER","14475","7003","0","2012-11-30 16:28:50","2012-11-30 16:28:50"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","25157","187573","Awarded","7003","HSSCCG12J00204","HSBP1009D02335","7014","HSSCCG12Q00424","no","no","Yes","MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION","HSSCCG-12-Q-00424","0.849654","Firm Fixed Price","","08/03/2012","08/18/2013","U","MICROSOFT 7","14481","7003","0","2012-09-13 14:26:33","2012-11-30 16:28:50"
"024-000003129","419","024","Department of Homeland Security","USCIS - Infrastructure (Enterprise)","25159","187571","Awarded","7003","HSSCCG12C00006","No","7001","HSSCCG12R00013","no","no","Yes","TERATHINK CORPORATION","HSSCCG-12-R-00013","4.740572","Firm Fixed Price","","06/18/2013","12/17/2013","U","IGF::OT::IGF OTHER FUNCTIONS - I.T. PROFESSIONAL SERVICES (ITPS) FOR OIT DIVISION.","55926","7003","0","2013-06-28 12:35:56","2013-06-28 12:35:56"
