Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
009-000001405,9,NIH CC Clinical Research Information System (CRIS),3405,Percent of scheduled up-time system is available (scheduled up-time is 24x7 excluding scheduled maintenance as negotiated in SLA),Percent,215-Technology - Reliability and Availability,98.3,99.5,Met
009-000001405,9,NIH CC Clinical Research Information System (CRIS),3406,Percent of Service tickets resolved within one business day using data provided by the Remedy Ticket System ,Percent,114-Customer Results - Service Quality,62.0,68.0,Met
009-000001405,9,NIH CC Clinical Research Information System (CRIS),3407,The number of SCR (System Change Requests) entered per quarter that are processed by CRIS O & M Staff based on data collected and reported by our configuration management system,Number ,202-Process and Activities - Productivity,300.0,310.0,Met
009-000001405,9,NIH CC Clinical Research Information System (CRIS),3408,The number of SCR completed by CRIS O&M staff per month based on data collected and reported by our configuration management system,Number ,202-Process and Activities - Productivity,60.0,64.0,Met
009-000006338,9,NIH IT Infrastructure,3573,Percent of FISMA systems fully meeting annual FISMA requirements.,Percentage increased,214-Technology - Information and Data,50.0,70.0,
009-000006338,9,NIH IT Infrastructure,3574,"Improve scientific computing resources to support increases in research and analysis demands in molecular dynamics, functional and anatomical MRI and CT image analysis, genome analysis, microarray data analysis, and statistical analysis.",Increase capacity 200% by the end of FY14.,101-Mission and Business Results - Services for Citizens,50.0,150.0,
009-000006338,9,NIH IT Infrastructure,3575,Decrease the overall energy and real estate footprint of federal data centers by reducing the number of NIH data center 29% through FY 2015.,Percentage decreased,213-Technology - Efficiency,100.0,83.0,
009-000006338,9,NIH IT Infrastructure,3576,Percent availability of Network services to the NIH community,Percent availability,115-Customer Results - Service Accessibility,99.9,99.9,
009-000006338,9,NIH IT Infrastructure,3577,Percent of servers virtualized,# Virtual host/# physical servers,213-Technology - Efficiency,5.0,20.0,
009-000000833,9,NIH NCI Cancer Therapy Evaluation Program (CTEP),3382,Amount of time it takes to abstract a protocol into the Protocol Authorization and Tracking System (PATS),hours,113-Customer Results - Timeliness and Responsiveness,48.0,32.0,
009-000000833,9,NIH NCI Cancer Therapy Evaluation Program (CTEP),3383,Amount of time it takes to submit annual reports to the Food and Drug Administration (FDA),days,113-Customer Results - Timeliness and Responsiveness,30.0,20.0,
009-000000833,9,NIH NCI Cancer Therapy Evaluation Program (CTEP),3384,Number of active principal investigators (PI) registered by CTEP,number,202-Process and Activities - Productivity,14886.0,15250.0,
009-000000833,9,NIH NCI Cancer Therapy Evaluation Program (CTEP),3385,"Mean number of days to approve a protocol from receipt of concept or letter of intent (LOI) through the use of the Document Authoring, Review, and Tracking system (Docu-MART)",number,216-Technology - Effectiveness,367.0,345.0,
009-000000833,9,NIH NCI Cancer Therapy Evaluation Program (CTEP),3386,Track the increase in the amount of patients in the CDUS,number,213-Technology - Efficiency,870091.0,870165.0,
009-000001410,9,NIH OD Electronic Research Administration (eRA),3188,"A subjective measurement of users' level of satisfaction with the manner in which the system fulfills its intended purpose (features, capabilities, work offered by the system)",Mean of total survey responses,111-Customer Results - Customer Benefit,3.5,3.55,
009-000001410,9,NIH OD Electronic Research Administration (eRA),3189,A subjective measurement of users' perceived satisfaction with how responsive (fast) the system serves information requests.,Mean of total survey responses,113-Customer Results - Timeliness and Responsiveness,3.5,3.55,
009-000001410,9,NIH OD Electronic Research Administration (eRA),3190,The ratio of throughput to system capacity (within measurement period),Throughput / System capacity,202-Process and Activities - Productivity,1.0,1.0,Met
009-000001410,9,NIH OD Electronic Research Administration (eRA),3191,The number of voluntary contractor resource turnovers per year,Number of contract staff / voluntary departures,101-Mission and Business Results - Services for Citizens,10.0,8.0,
009-000001410,9,NIH OD Electronic Research Administration (eRA),3192,The average time taken to restore a system back to service after an incident occurs,DurationTotal number of incidents,215-Technology - Reliability and Availability,5.25,5.1,Not Met
009-000001410,9,NIH OD Electronic Research Administration (eRA),3193,The subjective measure of the system admin and technical support staff's level of perceived burden associated with performing software maintenance or upgrade activities,Mean of total survey responses,213-Technology - Efficiency,3.5,3.55,
009-000001413,9,NIH OD NIH Business System (NBS),3415,Amount of O&M funding requested relative to the amount allocated by the NIH governing boards,percentage,103-Mission and Business Results - Management of Government Resources,97.0,98.0,Not Met
009-000001413,9,NIH OD NIH Business System (NBS),3416,Overall user satisfaction with the system considering all strengths and weaknesses,percentage,114-Customer Results - Service Quality,4.0,4.0,Met
009-000001413,9,NIH OD NIH Business System (NBS),3417,Percentage of work completed by system within the measurement period,percentage,202-Process and Activities - Productivity,0.4,0.4,Met
009-000001413,9,NIH OD NIH Business System (NBS),3418,Percent of Incidents Resolved within SLA/SLC Target,percentage,215-Technology - Reliability and Availability,95.0,95.0,Met
009-000001413,9,NIH OD NIH Business System (NBS),3419,Percent of Incidents Resolved within SLA/SLC Target,percentage,213-Technology - Efficiency,1.0,1.0,Met
009-000001476,9,OS ASA Accounting for Pay System (AFPS),3431,Payroll name lists and cost summary reports will be produced within 5 business days of receipt of payroll data,%,215-Technology - Reliability and Availability,95.0,95.0,Met
009-000001476,9,OS ASA Accounting for Pay System (AFPS),3432,Payroll SF 224 information will be submitted to Treasury within 3 business day of the following month.,%,203-Process and Activities - Cycle Time and Timeliness,95.0,95.0,Met
009-000001476,9,OS ASA Accounting for Pay System (AFPS),3433,Payroll errors will be corrected within the quarter.,%,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,Met
009-000001476,9,OS ASA Accounting for Pay System (AFPS),3434,PSC Customer Satisfaction Survey responses will be Satisfactory or above.,%,114-Customer Results - Service Quality,90.0,90.0,Met
009-000001476,9,OS ASA Accounting for Pay System (AFPS),3435,"System will be available to end-users during posted availability times (M-F, 8am-5pm EST)",%,215-Technology - Reliability and Availability,97.0,97.0,Met
009-000001476,9,OS ASA Accounting for Pay System (AFPS),3436,Transaction batches will be submitted to HHS financial systems within 5 business days of receipt of payroll data,%,214-Technology - Information and Data,98.0,98.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3437,Delinquent debts are referred to the Treasury Offset Program within 180 days,%,201-Process and Activities - Financial,95.0,95.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3438,Daily interface jobs are processed successfully the first time,%,203-Process and Activities - Cycle Time and Timeliness,95.0,95.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3439,PSC Customer Satisfaction Survey responses will be Satisfactory or above,%,114-Customer Results - Service Quality,90.0,90.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3440,"System will be available to end-users during posted availability times (M-F, 8am-5pm EST)",%,215-Technology - Reliability and Availability,97.0,97.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3441,All Quarterly Treasury Reports on Receivables will be prepared accurately and transmitted to the Department of the Treasury within 15 days of quarter end.,%,113-Customer Results - Timeliness and Responsiveness,99.0,99.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3442,Transaction batches will be submitted with accurate data to UFMS (less than 1% error rate),%,214-Technology - Information and Data,99.0,99.0,Met
009-000001479,9,OS ASA Debt Management and Collection System (DMCS),3443,Minor change requests will be ticketed within 24 hours upon receipt from the requester,%,213-Technology - Efficiency,95.0,95.0,Met
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3588,"The Capital HR System will be available, excluding scheduled business/system maintenance and network outages",Percentage,213-Technology - Efficiency,95.0,95.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3589,"The Time & Attendance System will be available, excluding scheduled business/system maintenance and network outages.",Percentage,213-Technology - Efficiency,95.0,95.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3590,Automated Standard Report requests will be delivered within 8 business hours of the established delivery time.,Percentage,114-Customer Results - Service Quality,98.0,98.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3591,General Adhoc Report requests will be delivered within 8 business hours of the agreed delivery time upon the confirmed receipt of the customer's request.,Percentage,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3592,Critical Adhoc Report will be delivered within 4 business hours of the agreed delivery time upon the confirmed receipt of the customer's request.,Percentage,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3593,Help Desk tickets will be created within 3 business hours of receiving a call or e-mail,Percentage,203-Process and Activities - Cycle Time and Timeliness,90.0,90.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3594,Functionality satisfaction-System fullfills it's intended purpose (features and capabilities) ,Mean of total survey responses,114-Customer Results - Service Quality,3.0,4.0,
009-000003888,9,OS ASA Enterprise Human Resources and Personnel (EHRP),3595,User Satisfaction with EHRP availability ,Mean of total survey respnses,111-Customer Results - Customer Benefit,3.0,4.0,
009-000004658,9,OS ASFR HHS Consolidated Acquisition Solution,3558,Percent of FAR FACs deployed to HCAS within 30 business days of receipt from the software vendor. ,Percent,103-Mission and Business Results - Management of Government Resources,99.9,99.9,Met
009-000004658,9,OS ASFR HHS Consolidated Acquisition Solution,3559,"Percent of users satisfied with the manner in which the system fulfills its intended purpose (features, capabilities, mission support) based on results of User Satisfaction Survey.",Percent,111-Customer Results - Customer Benefit,0.0,70.0,
009-000004658,9,OS ASFR HHS Consolidated Acquisition Solution,3560,"Financial Systems will be available 24/7, excluding scheduled business/system maintenance and network outages.",Percent,215-Technology - Reliability and Availability,99.8,99.8,Met
009-000004658,9,OS ASFR HHS Consolidated Acquisition Solution,3561,Critical correspondence (calls/tickets/e-mails) will be responded to and triaged within 1 business hour. ,Percent,213-Technology - Efficiency,95.0,95.0,Met
009-000004658,9,OS ASFR HHS Consolidated Acquisition Solution,3562,High correspondence (calls/tickets/e-mails) will be responded to and triaged within 8 business hours. ,Percent,213-Technology - Efficiency,95.0,95.0,Met
009-000006266,9,OS ASA Information Technology Infrastructure and Operations,3568,% of Service Desk Availability,Percent,115-Customer Results - Service Accessibility,100.0,99.0,Met
009-000006266,9,OS ASA Information Technology Infrastructure and Operations,3569,% of Infrastructure SLA's achieved,Percent,114-Customer Results - Service Quality,97.0,95.0,Met
009-000006266,9,OS ASA Information Technology Infrastructure and Operations,3570,% of Applications Uptime,Percent,215-Technology - Reliability and Availability,99.9,99.5,Met
009-000006266,9,OS ASA Information Technology Infrastructure and Operations,3571,% of Network uptime,Percent,215-Technology - Reliability and Availability,100.0,99.5,Met
009-000006266,9,OS ASA Information Technology Infrastructure and Operations,3572,% of E-mail uptime,Percent,215-Technology - Reliability and Availability,100.0,99.5,Met
009-000001482,9,OS ASA Payment Management System (PMS),3444,"Percent of grant payment request processed, and funds deposited in the recipient's account by the next business day",%,103-Mission and Business Results - Management of Government Resources,99.0,99.0,
009-000001482,9,OS ASA Payment Management System (PMS),3445,Percent of time management reports will be available to customers within five (5) business days.,%,103-Mission and Business Results - Management of Government Resources,99.0,99.0,
009-000001482,9,OS ASA Payment Management System (PMS),3446,Percent of new grantees registered within four (4) business days.,%,113-Customer Results - Timeliness and Responsiveness,100.0,100.0,
009-000001482,9,OS ASA Payment Management System (PMS),3447,Percent of call and/or emails received by the liaison staff returned within three (3) hours.,%,203-Process and Activities - Cycle Time and Timeliness,95.0,95.0,
009-000001482,9,OS ASA Payment Management System (PMS),3448,Percent of calls to the PMS Help Desk that are received by 5:00 PM Eastern Time answered by the end of the business day.,%,203-Process and Activities - Cycle Time and Timeliness,100.0,100.0,
009-000001482,9,OS ASA Payment Management System (PMS),3449,"Percent of the time PMS is available from 5:00 AM to 1:00 PM Monday through Friday and from 9:00 AM to 9:00 PM Saturday and Sunday, excluding federal holidays.",%,215-Technology - Reliability and Availability,100.0,100.0,
009-000001482,9,OS ASA Payment Management System (PMS),3450,Percent of email and voicemail received by the PMS Help Desk responded to within one (1) business day.,%,203-Process and Activities - Cycle Time and Timeliness,100.0,100.0,
009-000004062,9,OS ONC Nationwide Health Information Network (NwHIN) Exchange,3553,Increase the number of  organizations that have validated to use NwHIN standards.,No. of Organizations,111-Customer Results - Customer Benefit,4.0,15.0,Met
009-000004062,9,OS ONC Nationwide Health Information Network (NwHIN) Exchange,3554,Increase the average number of attendees at the webinars.,No. of Attendees,112-Customer Results - Service Coverage,15.0,20.0,Not Met
009-000004062,9,OS ONC Nationwide Health Information Network (NwHIN) Exchange,3555,Increase the uptime of Exchange UDDI server.,%,215-Technology - Reliability and Availability,90.0,95.0,Met
009-000004062,9,OS ONC Nationwide Health Information Network (NwHIN) Exchange,3556,Increase the throughput of testing lab.,No. of Throughputs,203-Process and Activities - Cycle Time and Timeliness,25.0,33.0,Not Met
009-000004062,9,OS ONC Nationwide Health Information Network (NwHIN) Exchange,3557,"Increase the number of organizations being provided technical support on NwHIN standards, services and policies.",No. of Organizations,214-Technology - Information and Data,15.0,25.0,Not Met
009-000001418,9,SAMHSA - OAS National Survey on Drug Use and Health (NSDUH),3420,Number of States with an Overall Response Rates over 65%,Number of States,114-Customer Results - Service Quality,35.0,35.0,
009-000001418,9,SAMHSA - OAS National Survey on Drug Use and Health (NSDUH),3421,Overall National Interview Response Rate,Percent,114-Customer Results - Service Quality,75.0,75.0,
009-000001418,9,SAMHSA - OAS National Survey on Drug Use and Health (NSDUH),3422,Days from start of each month to receipt of monthly cost to complete reports,Days,203-Process and Activities - Cycle Time and Timeliness,14.0,14.0,Met
009-000001418,9,SAMHSA - OAS National Survey on Drug Use and Health (NSDUH),3423,Number of Household Interviews Yielded Annually,Number of Interviews,202-Process and Activities - Productivity,33750.0,33750.0,
009-000001418,9,SAMHSA - OAS National Survey on Drug Use and Health (NSDUH),3424,Monthly Attrition Rate for Field Interviewers (FIs),Percent,202-Process and Activities - Productivity,8.0,7.0,Met
009-000006779,9,Secure One HHS,3513,"Asset management:  Percentage of IT assets that provide detailed asset inventory information e.g. IP address, machine name, OS, patch level, using security continuous monitoring automated tools.",%,212-Technology - Quality Assurance,51.0,95.0,
009-000006779,9,Secure One HHS,3514,Configuration management:  Percentage of IT assets covered by an automated capability that provides visibility at the Department/OPDIV level into asset system security configuration information (e.g. comparison of agency baselines to installed configurations).,%,114-Customer Results - Service Quality,46.0,95.0,
009-000006779,9,Secure One HHS,3515,"Vulnerability management:  Percentage of IT assets covered by automated vulnerability management, using security continuous monitoring automated tools. ",%,205-Process and Activities - Security and Privacy,64.0,95.0,
009-000006779,9,Secure One HHS,3516,Boundary protection:  Percentage of HHS network connections to the Internet in compliance with TIC implementation requirements.,%,102-Mission and Business Results - Support Delivery of Services,0.0,100.0,
009-000006779,9,Secure One HHS,3517,FISMA System Inventory Compliance: Percentage of systems with current Security Authorization to Operate (ATO),%,215-Technology - Reliability and Availability,90.0,99.0,Not Met
009-000001361,9,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),3158,"Percentage time web site is available, accessible, and functioning 24/7 except during scheduled downtimes.",%,101-Mission and Business Results - Services for Citizens,99.0,99.0,Met
009-000001361,9,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),3159,Percentage of accurate report results to a practitioner query.,%,114-Customer Results - Service Quality,99.0,99.0,Met
009-000001361,9,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),3160,Percentage of partial matches resolved within 1 business day on a practitioner query,%,203-Process and Activities - Cycle Time and Timeliness,98.0,99.0,Met
009-000001361,9,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),3161,Average response time to return query results,Number of Minutes,213-Technology - Efficiency,5.0,4.5,Met
009-000001361,9,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),3162,Average response time for electronic report processing with notification back to user,Number of Minutes,213-Technology - Efficiency,5.0,4.5,Met
009-000001361,9,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),3163,Average amount of time a caller waits to speak with an Information Specialist,Number of Seconds,113-Customer Results - Timeliness and Responsiveness,60.0,52.0,Met
009-000267385,9,CMS CCIIO Pre-Existing Condition Insurance Program (PCIP),3528,Percent of customer calls answered 60 seconds or less.,percent,113-Customer Results - Timeliness and Responsiveness,80.0,80.0,
009-000267385,9,CMS CCIIO Pre-Existing Condition Insurance Program (PCIP),3529,Percent of escalations closed by the call center in 2 days or less.,percent,114-Customer Results - Service Quality,80.0,80.0,
009-000267385,9,CMS CCIIO Pre-Existing Condition Insurance Program (PCIP),3530,Percent of system availability,percent,215-Technology - Reliability and Availability,95.0,95.0,
009-000267385,9,CMS CCIIO Pre-Existing Condition Insurance Program (PCIP),3531,Percent of reports supporting premium payments for health benefits sent to CMS within 5 days of IPAC transfer,percent,203-Process and Activities - Cycle Time and Timeliness,100.0,100.0,
009-000267385,9,CMS CCIIO Pre-Existing Condition Insurance Program (PCIP),3532,Percent of enrollment applications processed within 15 days of receipt,percent,204-Process and Activities - Quality,95.0,95.0,
009-000267390,9,CMS CCIIO Early Retiree Reinsurance Program (ERRP),3326,percentage of calls answered within 90 seconds,percent,113-Customer Results - Timeliness and Responsiveness,99.0,90.0,
009-000267390,9,CMS CCIIO Early Retiree Reinsurance Program (ERRP),3327,percentage of responses to standard email inquiries sent within 5 business days,percent,113-Customer Results - Timeliness and Responsiveness,100.0,95.0,
009-000267390,9,CMS CCIIO Early Retiree Reinsurance Program (ERRP),3328,percentage of secure websites' availability during normal business hours (9AM to 7PM EST) excluding scheduled outages,percent,215-Technology - Reliability and Availability,90.0,90.0,
009-000267390,9,CMS CCIIO Early Retiree Reinsurance Program (ERRP),3329,percentage of final determination made on 'clean' reimbursement requests within 20 days of receipt,percent,203-Process and Activities - Cycle Time and Timeliness,90.0,90.0,
009-000267390,9,CMS CCIIO Early Retiree Reinsurance Program (ERRP),3330,percentage of reimbursement requests released from hold status into queue and paid in next batch,percent,203-Process and Activities - Cycle Time and Timeliness,90.0,90.0,
009-000236620,9,CMS HITECH (Health Information Technology for Economic & Clinical Health),3523,Percent of calls to the EHR Information Center that are resolved within first contact.,Percent,204-Process and Activities - Quality,96.0,98.0,Not Met
009-000236620,9,CMS HITECH (Health Information Technology for Economic & Clinical Health),3524,Percent of calls to Level 1 CSRs abandoned in less than 60 seconds.,Percent,216-Technology - Effectiveness,4.93,4.0,Met
009-000236620,9,CMS HITECH (Health Information Technology for Economic & Clinical Health),3525,Number of concurrent users supported by NLR,Number,202-Process and Activities - Productivity,0.0,170.0,Met
009-000236620,9,CMS HITECH (Health Information Technology for Economic & Clinical Health),3526,Number of States/Territories open for registration,Number,115-Customer Results - Service Accessibility,21.0,40.0,Met
009-000236620,9,CMS HITECH (Health Information Technology for Economic & Clinical Health),3527,Percent of Medicare Hospitals and Eligible providers registered for EHR incentive program that have attested and received payment.,Percent ,111-Customer Results - Customer Benefit,0.0,40.0,Not Met
009-000267388,9,CMS CCIIO HealthCare.GOV Plan Finder IT Investment,3533,% of changes implemented to Plan Finder website,percent,203-Process and Activities - Cycle Time and Timeliness,95.0,95.0,
009-000267388,9,CMS CCIIO HealthCare.GOV Plan Finder IT Investment,3534,number of weeks data is prepared and loaded,weeks,203-Process and Activities - Cycle Time and Timeliness,2.0,2.0,
009-000267388,9,CMS CCIIO HealthCare.GOV Plan Finder IT Investment,3535,% of known products published on Healthcare.Gov,percent,101-Mission and Business Results - Services for Citizens,90.0,90.0,
009-000267388,9,CMS CCIIO HealthCare.GOV Plan Finder IT Investment,3536,% of system availability during normal business hours,percent,115-Customer Results - Service Accessibility,98.0,98.0,
009-000267388,9,CMS CCIIO HealthCare.GOV Plan Finder IT Investment,3537,Frequency of cost and schedule reporting within fiscal year,month,202-Process and Activities - Productivity,12.0,12.0,
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),3394,Data reliability and quality,%,214-Technology - Information and Data,85.0,85.0,Met
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),3395,Increase in the number of new healthcare facilties,%,101-Mission and Business Results - Services for Citizens,95.0,95.0,
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),3396,Implement approved change control board changes on time,%,213-Technology - Efficiency,90.0,90.0,
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),3397,Patient safety,%,101-Mission and Business Results - Services for Citizens,90.0,90.0,
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),3398,Maintain accessbility and reliability of the application,%,215-Technology - Reliability and Availability,85.0,85.0,Met
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),3399,Maintain customer (user) satisfaction rating of 90% or higher,%,114-Customer Results - Service Quality,90.0,90.0,
009-000001380,9,CDC OID National Healthcare Safety Network (NHSN),4446,Maintain customer (user) satisfaction rating of 90% or higher,%,114-Customer Results - Service Quality,90.0,90.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3464,Number of users who have performed PIN resets (Source: HSPD-12 Executive Dashboard),Number,115-Customer Results - Service Accessibility,0.0,50000.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3465,Number of users with expired certificates (Source: HSPD-12 Executive Dashboard),Number,115-Customer Results - Service Accessibility,15000.0,4000.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3466,Number of users with expired cards (Source: HSPD-12 Executive Dashboard),Number,115-Customer Results - Service Accessibility,3000.0,1000.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3467,Number of PIV cards issued to permanent HHS staff (Source: HSPD-12 Executive Dashboard),Number,115-Customer Results - Service Accessibility,96541.0,115000.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3468,Number of unique individuals who have used PIV cards to access applications using simplified sign on services (Source: HSPD-12 Executive Dashboard),Number,111-Customer Results - Customer Benefit,1000.0,50000.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3469,The HHS networks are locked down for PIV access,Yes/No,205-Process and Activities - Security and Privacy,0.0,1.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3470,Number of user accounts configured to accept PIV card for authentication,Number,216-Technology - Effectiveness,0.0,95000.0,
009-000004093,9,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),3471,Number of facilities configured to accept PIV card for perimeter entry,Number,216-Technology - Effectiveness,10.0,700.0,
009-000005797,9,OS ASPA HHS Web Management Investment,3563,Percent of 508 compliance on HHS managed web sites,percent,115-Customer Results - Service Accessibility,79.0,90.0,
009-000005797,9,OS ASPA HHS Web Management Investment,3564,Percent of server availability based on 24/7 uptime excluding scheduled maintenance,percent,215-Technology - Reliability and Availability,99.9,99.9,
009-000005797,9,OS ASPA HHS Web Management Investment,3565,Number of visits to healthcare.gov to identify affordable health care options,number,101-Mission and Business Results - Services for Citizens,1900000.0,11000000.0,
009-000005797,9,OS ASPA HHS Web Management Investment,3566,Number of licenses distributed of the Enterprise-wide content management system,number,213-Technology - Efficiency,58.0,68.0,
009-000005797,9,OS ASPA HHS Web Management Investment,3567,Number of web pages being syndicated to and from HHS-managed web sites,number,214-Technology - Information and Data,60.0,120.0,
009-000276109,9,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),3331,Percentage of  performance reports received error-free upon first submission,% of  performance reports received error-free ,214-Technology - Information and Data,70.0,78.0,Not Met
009-000276109,9,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),3332,Percentage of program reviews completed at least 60 days prior to grantees start date,% of program reviews completed within 60 days,102-Mission and Business Results - Support Delivery of Services,29.0,40.0,Not Met
009-000276109,9,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),3333,Percentage of CIS requests responded within 45 days,% of CIS requests responded within 45 days,113-Customer Results - Timeliness and Responsiveness,63.0,70.0,Met
009-000276109,9,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),3334,Percentage of FTCA application reviews completed within 120 days,% of FTCA application reviews completed ,216-Technology - Effectiveness,67.0,75.0,Met
009-000276109,9,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),3335,Percentage of web requests served without service errors,% of web requests served without service errors,215-Technology - Reliability and Availability,92.3,98.0,Met
009-000281361,9,CMS National Fraud Prevention Program,3538,Number of new models developed,Number of new models,202-Process and Activities - Productivity,5.0,60.0,
009-000281361,9,CMS National Fraud Prevention Program,3539,Calculation of a fraud rate,Number,101-Mission and Business Results - Services for Citizens,1.0,1.0,
009-000281361,9,CMS National Fraud Prevention Program,3540,Percentage of work completed toward development of a case management system,Percentage,111-Customer Results - Customer Benefit,0.0,25.0,
009-000281361,9,CMS National Fraud Prevention Program,3541,Percentage of field work completed toward calculation of fraud rate,Percentage,202-Process and Activities - Productivity,0.0,100.0,
009-000281361,9,CMS National Fraud Prevention Program,3542,Number of Models from all sources that are sucessfully integrated into the predictive modeling system,Number of Models,202-Process and Activities - Productivity,5.0,60.0,
009-000281532,9,CMS Quality Program,3336,percent of stakeholders satisfied with system functionality of the Helpdesk,percent,114-Customer Results - Service Quality,90.0,95.0,Met
009-000281532,9,CMS Quality Program,3337,percent of QIO's submitting through Patriot/Data and Delivery Submission Tool,percent,101-Mission and Business Results - Services for Citizens,100.0,100.0,Met
009-000281532,9,CMS Quality Program,3338,number of issues with QualityNet.org,number,214-Technology - Information and Data,545.0,525.0,
009-000281532,9,CMS Quality Program,3339,percent of time the system is available (excluding planned outages),percent,215-Technology - Reliability and Availability,97.0,99.0,Met
009-000281532,9,CMS Quality Program,3340,percent of Remedy tickets closed within 10 days (based on Remedy reports),percent,114-Customer Results - Service Quality,90.0,90.0,Met
009-000281532,9,CMS Quality Program,3341,percent of valid data abstracted from the Clinical Data Abstraction Center,percent,215-Technology - Reliability and Availability,97.0,97.5,Met
009-000281595,9,CMS Risk Adjustment Data Collection,3342,"Percentage of users satisfied with system functions (features, capabilities, outputs, reliability, etc) and purpose fulfillment based on results of User Satisfaction Survey",Percentage,114-Customer Results - Service Quality,75.0,75.0,
009-000281595,9,CMS Risk Adjustment Data Collection,3343,"Percentage of financial accounting internal control report files (payments, premiums, bills, collections) successfully generated on-time according to production schedules",Percentage,103-Mission and Business Results - Management of Government Resources,90.0,95.0,
009-000281595,9,CMS Risk Adjustment Data Collection,3344,Percent of priority Critical and High system problem incidents resolved within SLA targets,Percentage,204-Process and Activities - Quality,90.0,90.0,
009-000281595,9,CMS Risk Adjustment Data Collection,3345,Percentage of inbound and outbound transaction files successfully processed according to production schedules,Percentage,203-Process and Activities - Cycle Time and Timeliness,90.0,90.0,
009-000281595,9,CMS Risk Adjustment Data Collection,3346,Percentage of business change requests included in release baseline successfully implemented  by planned release date,Percentage,111-Customer Results - Customer Benefit,90.0,90.0,
009-000281595,9,CMS Risk Adjustment Data Collection,3347,"Completion of SSP, RA, CP/DR Plan, CP/DR Test updates, and Annual Controls Testing by established deadlines",Number,205-Process and Activities - Security and Privacy,10.0,10.0,
009-000281603,9,CMS Shared Systems Integrated Testing,3348,The number of P1 & P2 issues post production,Number,114-Customer Results - Service Quality,5.0,0.0,
009-000281603,9,CMS Shared Systems Integrated Testing,3349,Accuracy and technical excellence of contract deliverables and reports based on monthly status report.,Percentage,206-Process and Activities - Management and Innovation,95.0,100.0,
009-000281603,9,CMS Shared Systems Integrated Testing,3350,Percentage of change requests delivered to BETA on schedule,Percentage,203-Process and Activities - Cycle Time and Timeliness,95.0,100.0,
009-000281603,9,CMS Shared Systems Integrated Testing,3351,Adherence to budget / cost control discipline (measured by percent above/below planned budget),Percentage,201-Process and Activities - Financial,10.0,10.0,
