Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
024-000006376,24,USCG - Infrastructure CGOne,288,Percentage of year that network is available to customers.,Percent,215-Technology - Reliability and Availability,99.5,99.5,Met
024-000006010,24,USCG - Direct Access,621,Pay Account Discrepancy Turnaround (Days) in order reduce the potential for financial transaction errors,Days,204-Process and Activities - Quality,1.0,1.0,Not Met
024-000006010,24,USCG - Direct Access,622,# Payroll Exceptions/# of Transactions (%) in order reduce the potential for financial transaction errors,Percent,103-Mission and Business Results - Management of Government Resources,5.23,4.5,Met
024-000006010,24,USCG - Direct Access,623,Separation Payment Timeliness (% paid on separation Day) in order reduce the potential for financial transaction errors,Percent,103-Mission and Business Results - Management of Government Resources,95.0,95.0,Not Met
024-000006010,24,USCG - Direct Access,624,Average time to resolve customer service inquiry (Days) in order to minimize time spent by users addressing technical issues,Days,113-Customer Results - Timeliness and Responsiveness,17.0,5.0,Not Met
024-000006010,24,USCG - Direct Access,625,Overall Customer Service Quality scale of 1 (low) to 5 (high).,Percent,114-Customer Results - Service Quality,4.0,4.0,Met
024-000006010,24,USCG - Direct Access,626,Delivery of application changes to production measured in days,Days,212-Technology - Quality Assurance,86.0,80.0,Not Met
024-000006010,24,USCG - Direct Access,627,System Availability,Perrent,215-Technology - Reliability and Availability,99.5,99.5,Met
024-000006104,24,USCG - Core Accounting System (CAS) Suite,701,Positive Responses from Tier II Help Desk Trouble Tickets for CAS,Percent,111-Customer Results - Customer Benefit,95.0,95.0,Met
024-000006104,24,USCG - Core Accounting System (CAS) Suite,702,System availability during 24x7 operation hours,Percent,215-Technology - Reliability and Availability,95.0,97.0,Met
024-000006104,24,USCG - Core Accounting System (CAS) Suite,703,Percent of financial information accessible to users in reports,Percent,103-Mission and Business Results - Management of Government Resources,95.0,97.0,Met
024-000006104,24,USCG - Core Accounting System (CAS) Suite,704,% of Category 1 (Urgent) Software Problem Report Response Time < 1 hr,Percent,204-Process and Activities - Quality,95.0,100.0,Met
024-000006104,24,USCG - Core Accounting System (CAS) Suite,705,% of Category 2 (High) Software Problem Report  Response Time  < 2 hours,Percent,204-Process and Activities - Quality,95.0,100.0,Met
024-000006104,24,USCG - Core Accounting System (CAS) Suite,706,% of Category 3 (Normal) Software Problem Report Response Time < 4 hours,Percent,204-Process and Activities - Quality,95.0,100.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),253,"Increase sharing of data between CGBI and other systems. This measure will be changed to amount of actual data transferred when that measure becomes available (throughput). this is currently a count of # of external data systems we share data with. Intent is to implement this measure using actual data volumes, when available.",Number,111-Customer Results - Customer Benefit,26.0,46.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),254,Increase size of usable data in data warehouse over 2009 baseline. Gigabytes of data.,Percent,214-Technology - Information and Data,32.9,600.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),255,Percent SCRs rolled to total help desk tickets closed. This is measure of Rework to New Work in a complex system. Annual target is 10% or greater for improvements/new capability/capacity.,Percent,202-Process and Activities - Productivity,11.49,10.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),256,"Number of distinct cube or report users of CGBI system. Measure of number of distinct users of the system. As training, service coverage and capabilities improve, this number is expected to increase but can be effected by operational tempo and other factors.",Number,102-Mission and Business Results - Support Delivery of Services,14983.0,25000.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),257,Increase number of personnel trained on system usage over 2009 baseline. data is from CGBI Training Roster cube.,Number,111-Customer Results - Customer Benefit,464.0,600.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),258,DMZ availability measured as percent uptime. Data from CGBI Metrics Report.,Percent,215-Technology - Reliability and Availability,99.0,99.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),259,CGBI availability measured as percent uptime. Data from CGBI Metrics Report,Percent,215-Technology - Reliability and Availability,99.0,99.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),260,Customer Survey - Ease of Use -percent users responding neutral to very easy. This is a measure of overall CGBI satisfaction.,Percent,111-Customer Results - Customer Benefit,70.87,75.0,Met
024-000006077,24,USCG - CG Business Intelligence (CGBI),261,Customer Survey - Overall Satisfaction - Recommend or Highly Recommend,Percent,111-Customer Results - Customer Benefit,68.0,72.0,Met
024-000006343,24,USCG - C4ISR,665,"Maintain track file storage capacity. Track files are output from the C4ISR system from a combination of sensor data (eg radar, friend-or-foe, etc) and off-ship information. Each track file is an object that has been identified, shared, and displayed by the C4ISR system onboard the vessel or aircraft. Having a large track file capacity increases situational awareness and operational effectiveness. This is a Key Performance Parameter (KPP) of our system.",Number of track files handled by the system,214-Technology - Information and Data,100000.0,100000.0,Met
024-000006343,24,USCG - C4ISR,666,Maintain Satellite Communications Bandwidth speed (in Kilobytes per second (KBps)). This is a Key Performance Parameter (KPP) of our system.,Speed in number of KiloBytes per Second,214-Technology - Information and Data,1028.0,1028.0,Met
024-000006343,24,USCG - C4ISR,667,"Number of vessels and aircraft deployed with the C4ISR system that fail to attain Authority to Operate (ATO). ATO is granted every 3 years and is highly dependent on the current threat climate, operation of the system, and other volatile factors. C4ISR plays a large role in ensuring newly installed systems can attain ATO prior to acceptance. ATO enables vessels and aircraft to perform congressionally mandated missions.",Number of vessels/aircraft,103-Mission and Business Results - Management of Government Resources,0.0,0.0,Met
024-000006343,24,USCG - C4ISR,668,"C4ISR systems shall be capable of exchanging classified voice, video and data information at the secret, top secret, SCI & SBU levels as appropriate within the Coast Guard and with DOD, DHS, and Other Government Agencies (OGAs). This is measured by the percentage of assets with deployed C4ISR systems that are capable of performing the aforementioned exchanges IAW the assets' ORD. This is a Key Performance Parameter (KPP) of our system.",Percent,204-Process and Activities - Quality,100.0,100.0,Met
024-000006343,24,USCG - C4ISR,669,The number of discrepancies found during Internal Management audits of business practices.,Number,206-Process and Activities - Management and Innovation,0.0,5.0,Met
024-000006343,24,USCG - C4ISR,670,C4ISR System Operational Availability measured during Combat System Ship Qualification  Trials (CSSQT) for Vessels.,Percent,111-Customer Results - Customer Benefit,99.6,99.0,Met
024-000006006,24,USCG - Asset Logistics Management Information System (ALMIS),241,Maintain USCG Fleet Availability,Percent,103-Mission and Business Results - Management of Government Resources,71.0,71.0,Not Met
024-000006006,24,USCG - Asset Logistics Management Information System (ALMIS),242,Maintain high level of inventory accuracy,Percent,203-Process and Activities - Cycle Time and Timeliness,98.0,98.0,Met
024-000006006,24,USCG - Asset Logistics Management Information System (ALMIS),243,Maintain System Availability (Avg. of actual hrs avail/total potential hrs),Percent,215-Technology - Reliability and Availability,98.0,98.0,Met
024-000006006,24,USCG - Asset Logistics Management Information System (ALMIS),244,Meet or Exceed User Expectations,Percent,111-Customer Results - Customer Benefit,97.0,97.1,Met
024-000006006,24,USCG - Asset Logistics Management Information System (ALMIS),245,Electronic Asset Logbook (EAL) Availability,percent,215-Technology - Reliability and Availability,98.0,98.0,Met
024-000006375,24,USCG - Infrastructure - SWIRS,281,Percent of SW workstations recapitalized,Percent,103-Mission and Business Results - Management of Government Resources,25.0,25.0,Met
024-000006375,24,USCG - Infrastructure - SWIRS,282,Percent of SW servers recapitalized,Percent,103-Mission and Business Results - Management of Government Resources,33.0,33.0,Met
024-000006375,24,USCG - Infrastructure - SWIRS,285,Average number of days from order confirmation to order delivery in a given fiscal year,Days,203-Process and Activities - Cycle Time and Timeliness,0.0,0.0,Met
024-000004053,24,USSS - IT Infrastructure,262,Maintain Full Protection of Key Assets and Critical Infrastructure,Percent,102-Mission and Business Results - Support Delivery of Services,100.0,100.0,Met
024-000004053,24,USSS - IT Infrastructure,263,Help Desk Customers Reporting Satisfactory Issue Resolution - Technology Service Center,Percent,111-Customer Results - Customer Benefit,90.0,93.0,Met
024-000004053,24,USSS - IT Infrastructure,264,Time Between Request and Fulfillment,Milliseconds,203-Process and Activities - Cycle Time and Timeliness,115.0,110.0,Met
024-000004053,24,USSS - IT Infrastructure,265,Number of Hours of Unscheduled Downtime for Critical Applications - Email/Blackberry Messaging,Hours,215-Technology - Reliability and Availability,5.0,5.0,Not Met
024-000004053,24,USSS - IT Infrastructure,266,Increase in the number of IPv6-Enabled LANS (to improve network security and ensure compliance with OMB and DHS direction),Percent,103-Mission and Business Results - Management of Government Resources,20.0,30.0,Met
024-000004053,24,USSS - IT Infrastructure,267,Number of Hours of Unscheduled Downtime for Critical Applications - USSS Wide Area Network,Hours,215-Technology - Reliability and Availability,2.0,5.0,Not Met
024-000004053,24,USSS - IT Infrastructure,268,Successful Re-Deployment of IT Infrastructure Related to Field Office Moves,Number,103-Mission and Business Results - Management of Government Resources,6.0,6.0,Met
024-000004053,24,USSS - IT Infrastructure,269,Successful Completion of Networx Circuit Transition,Percent,103-Mission and Business Results - Management of Government Resources,0.0,100.0,Not Met
024-000004010,24,USSS - Enterprise Financial Management System (TOPS),13,Customer Results/Satisfaction with system functionality; survey data collected twice a year.,Num. Score - Scale of 1-100 meas.10 pt ranges,111-Customer Results - Customer Benefit,80.0,80.0,Met
024-000004010,24,USSS - Enterprise Financial Management System (TOPS),14,Efficiency of financial processes due to integration of systems; survey data collected twice a year.,Num. Score - Scale of 1-100 meas.10 pt ranges,201-Process and Activities - Financial,80.0,80.0,Met
024-000004010,24,USSS - Enterprise Financial Management System (TOPS),15,Effectiveness of technology in supporting the financial line of business; survey data collected twice a year.,Num. Score - Scale of 1-100 meas.10 pt ranges,216-Technology - Effectiveness,80.0,80.0,Met
024-000004010,24,USSS - Enterprise Financial Management System (TOPS),16,Percentage of time system is available outside of scheduled downtime.,Percentage,215-Technology - Reliability and Availability,98.5,98.5,Met
024-000004010,24,USSS - Enterprise Financial Management System (TOPS),17,Number of business days to close the financial books each month.,Business Days,103-Mission and Business Results - Management of Government Resources,5.0,5.0,Met
024-000005116,24,CBP - Land Border Integration (LBI),320,Percentage of arriving land border travelers with WHTI-compliant documents.,Percent,101-Mission and Business Results - Services for Citizens,90.0,95.0,Met
024-000005116,24,CBP - Land Border Integration (LBI),321,RFID document saturation,Percent,112-Customer Results - Service Coverage,20.0,30.0,Met
024-000005116,24,CBP - Land Border Integration (LBI),322,Average POV inspection time (seconds),Number,203-Process and Activities - Cycle Time and Timeliness,52.0,52.0,Met
024-000005116,24,CBP - Land Border Integration (LBI),323,VPC availability,Percent,215-Technology - Reliability and Availability,99.0,99.0,Met
024-000005116,24,CBP - Land Border Integration (LBI),324,End-to-end query response time (seconds),Number,213-Technology - Efficiency,5.0,5.0,Met
024-000005056,24,CBP - SAP,415,Average time to close all help desk tickets closed for the month.  Time is based on help desk operational hours.,Minutes,204-Process and Activities - Quality,90.0,60.0,Met
024-000005056,24,CBP - SAP,416,Time in minutes for system to produce FMS 224 report from 'click to run' to 'ready to print'.  Total number of GL transactions FY to date will be included as contextual data.,Minutes,103-Mission and Business Results - Management of Government Resources,2.0,1.4,Met
024-000005056,24,CBP - SAP,417,Overall user satisfaction based on Likert scale (1-5) measured semi-annually via customer survey,Number,111-Customer Results - Customer Benefit,3.8,3.9,Met
024-000005056,24,CBP - SAP,418,Percent of help desk tickets closed by Tier 1 Help Desk,Percent,204-Process and Activities - Quality,85.0,80.0,Met
024-000005056,24,CBP - SAP,419,System availability measured by total available hours during normal business hours/ total normal business hours,Percent,215-Technology - Reliability and Availability,98.0,98.0,Met
024-000005064,24,CBP - Tactical Communications (TACCOM) Modernization,308,"Percent of Focus Areas in which regional CBP LMR systems provide at least 95% of user-defined RF coverage requirements, according to system acceptance tests.",Percent,101-Mission and Business Results - Services for Citizens,0.0,10.0,Met
024-000005064,24,CBP - Tactical Communications (TACCOM) Modernization,309,Percent of Focus Areas in which customer close-out surveys average 75% ratings of agree or strongly agree,Percent,111-Customer Results - Customer Benefit,0.0,10.0,Met
024-000005064,24,CBP - Tactical Communications (TACCOM) Modernization,310,Percent of time nationwide LMR systems are available,Percent,215-Technology - Reliability and Availability,90.0,95.0,Met
024-000005064,24,CBP - Tactical Communications (TACCOM) Modernization,311,Percent of push-to-talk voice transmissions nationwide that are encrypted,Percent,205-Process and Activities - Security and Privacy,78.0,78.3,Met
024-000005064,24,CBP - Tactical Communications (TACCOM) Modernization,312,Percent of encrypted push-to-talks that are Advanced Encryption Standard (AES) (as opposed to older encryption),Percent,205-Process and Activities - Security and Privacy,27.2,76.96,Not Met
024-000005188,24,CBP - Infrastructure,18,% of overall network availability to ensure availability of critical applications at and between ports of entry,Percent,101-Mission and Business Results - Services for Citizens,98.0,98.0,Met
024-000005188,24,CBP - Infrastructure,19,% of time the Traveler Enforcement Communication System (TECS) is available to end users,Percent,115-Customer Results - Service Accessibility,98.0,99.0,Met
024-000005188,24,CBP - Infrastructure,20,% of software maintenance renewals completed in a timely manner prior to cessation  vendor support,Percent,203-Process and Activities - Cycle Time and Timeliness,95.0,100.0,Met
024-000005188,24,CBP - Infrastructure,21,% of hardware maintenance renewals completed in a timely manner  prior to cessation  vendor support,Percent,203-Process and Activities - Cycle Time and Timeliness,99.0,100.0,Met
024-000005188,24,CBP - Infrastructure,22,% of email system patches applied by mandatory deployment date as defined by DHS,Percent,212-Technology - Quality Assurance,99.0,99.0,Met
024-000005188,24,CBP - Infrastructure,23,% of Network & Security Operations Center (NSO) trouble tickets for security incidents Mean Time to Assign (MTTA) in one hour.,Percent,203-Process and Activities - Cycle Time and Timeliness,85.0,85.0,Met
024-000005188,24,CBP - Infrastructure,24,Average Telecommunication costs per user (in thousands),Number (thousands),201-Process and Activities - Financial,1.6,1.6,Met
024-000005052,24,CBP - Automated Targeting System (ATS) Maintenance,91,Increase number of records maintained in ATS for Passenger Name Records and Advanced Passenger Information cummulative measures,Number,215-Technology - Reliability and Availability,275000000.0,300000000.0,Met
024-000005052,24,CBP - Automated Targeting System (ATS) Maintenance,92,Number of ATS/Passenger queries matched with system records,Number,202-Process and Activities - Productivity,3500000000.0,4000000000.0,Not Met
024-000005052,24,CBP - Automated Targeting System (ATS) Maintenance,93,Number of positive hits resulting from specific rule identifiers that target potential threats,Number,101-Mission and Business Results - Services for Citizens,16000.0,18000.0,Not Met
024-000005052,24,CBP - Automated Targeting System (ATS) Maintenance,94,Number of ATS queries processed on cargo shipments,Number,115-Customer Results - Service Accessibility,90000000.0,92000000.0,Not Met
024-000005052,24,CBP - Automated Targeting System (ATS) Maintenance,95,Number of ATS/N (inbound) unique entries entered for cargo identification,Number,202-Process and Activities - Productivity,100000000.0,110000000.0,Not Met
024-000005053,24,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),556,Percent of CBP workforce using ACE functionality to manage trade information,Percent,101-Mission and Business Results - Services for Citizens,66.0,75.0,Met
024-000005053,24,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),557,Total number of trade community ACE accounts,Number,112-Customer Results - Service Coverage,18165.0,22000.0,Met
024-000005053,24,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),558,Percent of total duties and fees paid using Periodic Monthly Statement,Percent,201-Process and Activities - Financial,58.0,70.0,Met
024-000005053,24,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),559,Percent reduction of CBP truck processing time (as measured against ACS baselines established at each Port of Entry),Percent,203-Process and Activities - Cycle Time and Timeliness,25.0,25.0,Met
024-000005053,24,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),560,Percent of required truck manifests that are filed electronically at each Port of Entry,Percent,216-Technology - Effectiveness,99.0,99.0,Not Met
024-000005137,24,CBP - Analytical Framework for Intelligence,25,Functional PMO staff,Number,101-Mission and Business Results - Services for Citizens,3.0,3.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,26,Number of stakeholders represented in development,Number,111-Customer Results - Customer Benefit,6.0,6.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,27,Number of new data sources integrated into AFI,Number,206-Process and Activities - Management and Innovation,2.0,2.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,28,Number of baseline technology solutions identified to meet capabilities outlined in Concept of Operations,Number,212-Technology - Quality Assurance,2.0,3.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,29,Number of HSDN facilities locations on-line,Number,215-Technology - Reliability and Availability,73.0,83.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,30,Number of intelligence products created within the Analytical Framework for Intelligence (AFI) system,Number,101-Mission and Business Results - Services for Citizens,150.0,150.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,31,Number of new AFI users,Number,111-Customer Results - Customer Benefit,120.0,80.0,Met
024-000005137,24,CBP - Analytical Framework for Intelligence,32,Number of data sharing/collaboration projects in AFI,Number,202-Process and Activities - Productivity,24.0,24.0,Met
024-000005138,24,CBP - Advance Passenger Information System (APIS),336,Facilitate clearance of low risk travelers by having vetted APIS information available on primary inspection lane for 97% of travelers.,percent,115-Customer Results - Service Accessibility,97.0,97.0,Met
024-000005138,24,CBP - Advance Passenger Information System (APIS),337,Provide sufficiency reports for assessment of carrier compliance to local APIS coordinators by 0800 EST on the 2nd day after flight arrives 99% of the time.,percent,114-Customer Results - Service Quality,99.0,99.0,Met
024-000005138,24,CBP - Advance Passenger Information System (APIS),338,Achieve sufficiency rate of 97% based on the number of valid APIS records transmitted compared to passengers on board.,percent,202-Process and Activities - Productivity,97.0,97.0,Met
024-000005138,24,CBP - Advance Passenger Information System (APIS),339,Process complete APIS manifest and post to TECS within 4 minutes of receipt.,minutes,213-Technology - Efficiency,4.0,4.0,Not Met
024-000005138,24,CBP - Advance Passenger Information System (APIS),340,Percent of time that system capabilities are available.,percent,215-Technology - Reliability and Availability,99.5,99.7,Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,313,"Number of Nforms added to C4 via the Enterprise Service Bus (ESB) from the USCIS Lock Box. We measuring how many new NForms we can consolidate as part of Initiative. In FY 2011, we have planned on consolidating 3 Nforms into C4.  In FY 12 we have planned three NForms into CLAIMS4. The base line is the agreed number of NForms with the business owner. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed.",Number,216-Technology - Effectiveness,3.0,3.0,Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,314,"Number of office realignments/requests from bussiness customers/field offices. Here we are measuring how many new offices are set or realigned. Based on previous year's data, we create a average baseline. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed.",Number,111-Customer Results - Customer Benefit,6.0,6.0,Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,315,"Accommodate new congressional legislation by effective date of legislation. Here we are measuring how many new congressional legislation come up. Based on previous year's data, we create an average baseline. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed.",Number,101-Mission and Business Results - Services for Citizens,3.0,2.0,Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,316,"% of C4 ticket closed within 24 hours. We are measuring how many helpdesk tickets that we close with in 24 hours. . Based on previous year's data, we create an average baseline of help desk tickets. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed.",Percent,111-Customer Results - Customer Benefit,1400.0,900.0,Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,317,"Number of AdHoc - external request satisfied. We are measuring how many adhoc request that we receive from the stakeholders and congressional requests. Based on previous year's data, we create an average baseline of help desk tickets. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed.",Number,111-Customer Results - Customer Benefit,60.0,60.0,Not Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,318,"Addressing CLAIMS 4 POA&M Mitigation Plan. In order to address security, every year we plan on updating CLAIMS 4 with some specific plan of action and milestones to address any risks. Based on previous year's data, we create an average baseline of help desk tickets. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed.",Number,205-Process and Activities - Security and Privacy,24.0,16.0,Met
024-000003038,24,USCIS - Naturalization - CLAIMS 4,319,"Reduce the frequency and length of unscheduled outages. We measure how many unscheduled outages we are having and how to improve them based on the actual. Based on previous year's data, we create an average baseline of help desk tickets. The target is what we plan on accomplishing by end of the PY/FY & most recent is as of today date how many we have completed",Number,215-Technology - Reliability and Availability,2.0,1.0,Not Met
024-000003030,24,USCIS - Integrated Document Production (IDP),550,Average Turnaround Time EAD Card,Hours,113-Customer Results - Timeliness and Responsiveness,72.0,72.0,Met
024-000003030,24,USCIS - Integrated Document Production (IDP),551,Average Turnaround Time PRC Card,Hours,101-Mission and Business Results - Services for Citizens,72.0,72.0,Met
024-000003030,24,USCIS - Integrated Document Production (IDP),552,No. of mailable travel doc. books,Number,202-Process and Activities - Productivity,240000.0,240000.0,Met
024-000003030,24,USCIS - Integrated Document Production (IDP),553,Non Optical Production (Systemwide),Number,202-Process and Activities - Productivity,2100000.0,2100000.0,Met
024-000003030,24,USCIS - Integrated Document Production (IDP),554,Optical Production,Number,202-Process and Activities - Productivity,5900000.0,5900000.0,Met
024-000003030,24,USCIS - Integrated Document Production (IDP),555,No. of mailable EAD/PRC Cards, Number,212-Technology - Quality Assurance,3000000.0,3500000.0,Met
024-000003127,24,USCIS - Infrastructure (End User Support),400,Service Desk - Overall Support (Sections #3-#6 of the ITOM PWS),"Cust Sat, Response, Time to Rslv, Call Abdn Rate",203-Process and Activities - Cycle Time and Timeliness,86.0,91.0,Not Met
024-000003127,24,USCIS - Infrastructure (End User Support),401,HW Maintenance - Overall Support (Section #11 of the ITOM PWS),"Resp Time, Resol Time (User, NOC, Depot)",215-Technology - Reliability and Availability,91.0,91.0,Not Met
024-000003127,24,USCIS - Infrastructure (End User Support),402,Site Support - Overall Support (Section #8 of the ITOM PWS),Time to Respond to and Resolve DSM tickets,203-Process and Activities - Cycle Time and Timeliness,93.0,93.0,Not Met
024-000003127,24,USCIS - Infrastructure (End User Support),403,Security and Network Operations Support (Section #8 of the ITOM PWS),"Incident Response to NOC, HW, and Circuit Outages",215-Technology - Reliability and Availability,95.0,95.0,Not Met
024-000003127,24,USCIS - Infrastructure (End User Support),404,Video Services Support (Section #8 of the ITOM PWS),"Setup, Scheduling, and Availability of Video Svcs",215-Technology - Reliability and Availability,94.0,94.0,Not Met
024-000003127,24,USCIS - Infrastructure (End User Support),405,Master Delivery Order - Site Shipment and Service Requests (SSSR),Delivery within 20 days of receipt of SSSR.,203-Process and Activities - Cycle Time and Timeliness,0.0,100.0,Met
024-000003127,24,USCIS - Infrastructure (End User Support),406,IV&V Technical Service (TS) Performance,"Grades received for IV&V Techical Service (G,Y,R)",212-Technology - Quality Assurance,85.0,95.0,Met
024-000003127,24,USCIS - Infrastructure (End User Support),407,Secure Enterprise Technology Infrastructure (SETI) - Inventory and Accountability,Create property record for all new assets.,103-Mission and Business Results - Management of Government Resources,95.0,95.0,Met
024-000003127,24,USCIS - Infrastructure (End User Support),408,Operational Services and Enterprise Server Administration,Respond to Service requests within 1hr of receipt.,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,Not Met
024-000003127,24,USCIS - Infrastructure (End User Support),409,Voice Communications,Respond to Service requests within 1hr of receipt.,113-Customer Results - Timeliness and Responsiveness,95.0,95.0,Not Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,708,Percent of outstanding change requests completed,Percent,216-Technology - Effectiveness,20.0,30.0,Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,709,Percent of new policies and regulations changes implemented by policy date to assure system can assist with increasing quality and tracking of decisions,Percent,101-Mission and Business Results - Services for Citizens,99.0,99.0,Not Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,710,Percent of CLAIMS 3 service desk tickets closed within 72 hours,Percent,111-Customer Results - Customer Benefit,95.0,95.0,Not Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,711,Percent of Ad-Hoc customer requests completed by requester's completion date,Percent,111-Customer Results - Customer Benefit,95.0,95.0,Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,712,Percent of office realignments/requests from bussiness customers/field offices completed timely,Percent,111-Customer Results - Customer Benefit,98.0,98.0,Not Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,713,Percent of Security POAMs corrected by date as detailed in the project plan,Percent,205-Process and Activities - Security and Privacy,95.0,95.0,Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,714,Percent of time CLAIMS 3 available to users during office hours,Percent,215-Technology - Reliability and Availability,98.0,98.0,Met
024-000003036,24,USCIS - Immigration - CLAIMS 3.0,715,Pecent of immigration benefit requests completed within average processing time guidelines,Percent,113-Customer Results - Timeliness and Responsiveness,80.0,85.0,Met
024-000003040,24,USCIS - Customer Service Web Portal,1143,Increase the number of FOIA Web Status Check Uses,Number,202-Process and Activities - Productivity,200000.0,240000.0,Not Met
024-000003040,24,USCIS - Customer Service Web Portal,1144,Sustain the current number of visits per month,Number,202-Process and Activities - Productivity,6000000.0,6000000.0,Not Met
024-000003040,24,USCIS - Customer Service Web Portal,1145,Grow the number of content subscribers,Number,115-Customer Results - Service Accessibility,250000.0,300000.0,Met
024-000003040,24,USCIS - Customer Service Web Portal,1146,Sustain the ACSI Score,Score,101-Mission and Business Results - Services for Citizens,80.0,80.0,Met
024-000003040,24,USCIS - Customer Service Web Portal,1147,Increase the number of links shared per month through Social Media technology tools,Number,216-Technology - Effectiveness,1500.0,1750.0,Not Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),2465,Percent of SAVE automated additional verification requests responded to within 3 Federal government workdays of receipt.,Percent,114-Customer Results - Service Quality,99.0,99.0,Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),2469,Percentage of USCIS record checks completed within 24 hours/1 business day for E-Verify queries requiring additonal information verification,Percent,102-Mission and Business Results - Support Delivery of Services,99.0,99.0,Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),4493,Time to restore severity 1 (critical) problems,Percent,215-Technology - Reliability and Availability,90.0,90.0,Not Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),4494,Time to restore Severity 2 (moderate) problems,Percent,215-Technology - Reliability and Availability,90.0,90.0,Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),4495,"VIS System's high-availability applications shall be shall be 100% available to the Production environment during normal business hours, less negotiated maintenance windows",Percent,211-Technology - Technology Costs,100.0,100.0,Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),4496,Respond to 98% of Tier 3 calls within 15 minutes of notification during normal business hours,Percent,113-Customer Results - Timeliness and Responsiveness,100.0,100.0,Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),4497,Performance to schedule and budge for system enhancement projects/Within 7 days of negotiated schedule,Days,203-Process and Activities - Cycle Time and Timeliness,7.0,7.0,Met
024-000003029,24,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),4498,24 x 7 Availability less maint window of 18:00 - 24:00 on Sundays,Percent,215-Technology - Reliability and Availability,99.9,99.9,Met
024-000005119,24,CBP - Non-Intrusive Inspection (NII) Systems Program,561,Increase number of large-scale NII systems operational in the field (subject to funding availability),Number,112-Customer Results - Service Coverage,275.0,319.0,Not Met
024-000005119,24,CBP - Non-Intrusive Inspection (NII) Systems Program,562,"Maintain  overall inspection rate of 20% for land, sea, and rail as cargo volume increases",Percent,101-Mission and Business Results - Services for Citizens,20.0,20.0,Met
024-000005119,24,CBP - Non-Intrusive Inspection (NII) Systems Program,563,"Maintain percentage  of targeted containers, cargo, and international mail inspected",Percent,101-Mission and Business Results - Services for Citizens,100.0,100.0,Met
