Unique_Investment_Identifier,Contract_ID,IDV_PIID,Vendor_name,Contract_size,Type of Contract (USAspending),Contract_Description,Timestamp (Contract)
024-000005072,24079,GS35F5924H,"BART & ASSOCIATES, INC",61.438301,Labor Hours,SOFTWARE DEVELOPMENT - TECS MOD,2012-07-31 13:39:49
024-000005072,25163,HSBP1012R0055,"GARUD TECHNOLOGY SERVICES, INC.",1.077357,Firm Fixed Price,PSPO PROGRAM MANAGEMENT SUPPORT SERVICES,2012-07-31 13:39:49
024-000001226,22013,HSHQDC-06-D-00022,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773),19.772959,Labor Hours,HRIT Support Services for HCBS,2012-02-28 07:20:17
024-000001226,22015,GS-35-F-0436K,PERSEUS DEVELOPMENT CORPORATION,0.05168,Firm Fixed Price,Commercial Off-the-Shelf Survey Software (COTS) for In-House Web-based DHS Surveys,2012-02-28 07:20:17
024-000001226,22016,GS35F0330J,IMMIXTECHNOLOGY INC,4.56384,Labor Hours,Kronos/Immix WebTA Operational Support and Maintenance,2012-02-28 07:20:17
024-000007001,19886,GS23F0025K,BOOZ ALLEN HAMILTON INC,14.321774,Time and Materials,PROFESSIONAL SERVICES IN SUPPORT OF IPAWS.,2012-04-25 07:14:02
024-000007001,19887,HSHQDC06D00019,INTERNATIONAL BUSINESS MACHINES CORPORATION,206.781219,Cost Plus Award Fee,EADIS software development,2012-02-29 12:45:27
024-000007001,19889,GS23F0168N,ACUITY CONSULTING INCORPORATED,1.7132,Time and Materials,Professional Financial Assessment Services,2011-09-16 06:46:38
024-000007001,19892,GS23F0137K,CACI INC FEDERAL,9.781433999999999,Time and Materials,DIGITAL EMERGENCY ALERT SYSTEM,2011-09-16 06:46:38
024-000007001,19893,GS10F0528N,CACI ISS INCORPORATED,4.8,Time and Materials,O&M Management Support Services for IPAWS,2011-09-16 06:46:38
024-000005536,19240,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,12.068005,Cost Plus Fixed Fee,LAW ENFORCEMENT CENTRALIZED ACCESS DEVELOPMENT (LECAD),2012-08-19 13:06:04
024-000005536,19241,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,39.655159000000005,Cost Plus Fixed Fee,LAW ENFORCEMENT CENTRALIZED ACCESS DEVELOPMENT (LECAD),2012-06-20 07:10:42
024-000005536,19242,GS35F0363P,ESCGOV,11.037999000000001,Labor Hours,"ICEPIC DEVELOPMENT, SUPPORT AND LICENSING FOR IBM RELRES AND GNR SOFTWARE CONTRACT FOR BASE YEAR PLUS FOUR OPTION YEARS. POP 12 MONTHS AND FROM AWARD DATE.",2012-05-31 14:35:10
024-000009561,23047,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),70.499392,Time and Materials,CONSOLIDATED DATA CENTERS MIRRORING AND MIGRATION,2011-12-12 15:13:41
024-000009561,23847,HSHQDC10A00102,"MYTHICS, INC",2.198712,Firm Fixed Price,ESTABLISH A NEW BPA CALL UNDER MYTHICS BPA HSHQDC-10-A-00102 FOR ORACLE SOFTWARE MAINTENANCE TO BEGIN ON 12/1/2011 FOR 12 MONTHS WITH 1 12 MONTH OPTION PERIOD.,2012-03-28 08:07:11
024-000009561,25135,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,27.387728999999997,Time and Materials,US-VISIT PROGRAM LEVEL SYSTEMS ENGINEERING,2012-07-31 07:11:31
024-000009560,18554,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,16.591378,Time and Materials,US-VISIT Program Level Systems Engineering,2012-02-28 07:17:47
024-000009560,23052,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),72.499392,Time and Materials,CONSOLIDATED DATA CENTERS MIRRORING AND MIGRATION,2012-02-28 07:17:47
024-000009560,23060,HSHQDC10A00102,"MYTHICS, INC",0.9512860000000001,Labor Hours,TO PROVIDE ORACLE MISSION CRITICAL SUPPORT SERVICES FOR 12 MONTHS AND A 12 MONTH OPTION PERIOD AS A NEW BPA CALL ON DHS ORACLE ELA BPA HSHQDC-10-A-00102.,2012-02-28 07:17:47
024-000009560,23562,HSHQDC10A00102,"MYTHICS, INC",4.1821660000000005,Time and Materials,TO PROVIDE ORACLE SUPPORT SERVICES FOR 12 MONTHS AS A NEW BPA CALL ON DHS ORACLE ELA BPA HSHQDC-10-A-00102.THIS BPA CALL IS ISSUED IN ACCORDANCE WITH THE TERMS AND CONDITIONS OF DHS ORACLE ELA BPA.,2012-02-28 07:17:47
024-000009560,23849,HSHQDC10A00102,"MYTHICS, INC",2.198712,Firm Fixed Price,ESTABLISH A NEW BPA CALL UNDER MYTHICS BPA HSHQDC-10-A-00102 FOR ORACLE SOFTWARE MAINTENANCE TO BEGIN ON 12/1/2011 FOR 12 MONTHS WITH 1 12 MONTH OPTION PERIOD.,2012-03-28 08:07:11
024-000009560,24057,HSHQDC07D00028,NCS TECHNOLOGIES INCORPORATED,0.001623,Firm Fixed Price,"REMOVE THE OPTION PERIODS FROM TASK ORDER HSHQVT-12-J-00003 BECAUSE THE OPTION PERIODS ARE OUTSIDE THE FIRSTSOURCE IDIQ PERIOD OF PERFORMANCE. THE IDIQ CONTRACT EXPIRES ON AUGUST 6, 2013.",2012-04-27 09:09:06
024-000005395,19246,HSHQDC06D00019,INTERNATIONAL BUSINESS MACHINES CORPORATION,21.310106,Cost Plus Fixed Fee,AUTOMATED THREAT PRIORITIZATION (ATP) FOR SECURE COMMUNITIES,2012-07-24 07:12:57
024-000005395,23001,HSCETC-11-A-00014,DIGITAL MANAGEMENT INC,2.589458,Firm Fixed Price,BPA CALL FOR ACRIME SOFTWARE O&M SUPPORT SERVICES FOR THE OCIO/SDD AT ICE.,2012-07-24 07:12:57
024-000005395,24577,HSCETC-11-A-00014,DIGITAL MANAGEMENT INC,0.688671,Firm Fixed Price,LEGACY ACRIME SYSTEM SOFTWARE O&M SUPPORT SERVICES FOR ESB AT ICE,2012-07-24 07:12:57
024-000005395,24841,HSCETC-11-A-00013,"WEXLER TECHNICAL SOLUTIONS, INC.",0.429145,Firm Fixed Price,ACES O&M SUPPORT SERVICES FOR ESB BRANCH AT ICE,2012-07-24 07:12:57
024-000005362,22073,HSHQDC06D00045,"VISIONARY INTEGRATION PROFESSIONALS, LLC",3.8986989999999997,Firm Fixed Price,"Intelligence Fusion Systems (IFS)(FC2, Tier 1).",2011-09-20 12:49:37
024-000005362,22074,HSHQDC06D00032,ELECTRONIC DATA SYSTEMS CORPORATION,0.174701,Firm Fixed Price,INTEL FUSION SYSTEM TO ACQUIRE EMC PROF SERV FOR DATA CTR MIGRATION FOR DC1 & DC2 UTILIZING EMC RECOVER POINT TECH. CONTRC NO. HSHQDC-06-D-00032. POP 6/1/10-6/30/10.  AMB # 3035. AAP # 65110.,2011-09-20 12:49:37
024-000005651,19248,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,9.149471,Cost Plus Award Fee,OLE-FAMS ARGUS Program,2012-02-29 11:28:06
024-000005651,19252,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,59.09624,Combination (two or more),IT SUPPORT SERVICES,2012-02-29 11:28:06
024-000005651,19253,HSTS0306DCIO500,UNISYS CORPORATION,185.36063000000001,Firm Fixed Price,IT BRIDGE,2012-02-29 11:28:06
024-000005664,18558,HSHQDC09D00018,"LOCH HARBOUR GROUP, INC.",3.4031010000000004,Firm Fixed Price,PROGRAM MANAGEMENT SUPPORT SERVICES FOR TTAC MODERNZIATION.,2012-02-29 11:28:24
024-000005664,25033,HSTS0212DTTC221,ACCENTURE FEDERAL SERVICES LLC,0.15,Cost Plus Award Fee,"THIS PR IS BEING AMENDED TO ADD A CLIN AND FUNDING FOR THE AWARD FEE APPLICABLE ONLY TO TASK ORDER 1, TASK 1 - DEVELOP THE FOUNDATION TIM ARCHITECTURE AND TASK 3 - IMPLEMENTATION.  THE ADDITIONAL FUNDING REQUIRED IS $2,500,000 WHICH INCREASES THE PR TOTAL VALUE FROM $27,000,000 TO $29,500,000. THE AWARD FEE WILL  BE INCREMENTALLY FUNDED NTE $5,000,000. PR 2112202TTC205 IS FOR THE FULL DEVELOPMENT CONTRACTOR TO COME ON BOARD AND DEVELOP THE TIM SYSTEM.  THE CONTRACTOR IS TO DEVELOP THE SYSTEM WITHIN THE DHS DATACENTERS TO THE SPECIFICATIONS OF THE SOW.CLIN - $27,000,000.00 TASK ORDERCLIN - $2,500,000 AWARD FEEPOP:  THE INITIAL POP IS A 2 YEAR BASE PERIOD FROM THE DATE OF AWARD.COTR ALISON YOUNGCO RENEE GRACE",2012-08-22 07:14:34
024-000006375,19895,HSHQDC07D00030,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,48.805951,Firm Fixed Price,Provide Coast Guard Standard Workstation (CGSW) equipment.,2011-09-16 06:46:41
024-000009540,18564,HSHQDC09D00062,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,17.838442999999998,Firm Fixed Price,PS SETA FUND REALIGNMENT,2012-07-31 07:11:35
024-000009540,18565,HSHQDC09D00062,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,12.341486999999999,Cost Plus Fixed Fee,TTSS REALIGNMENT OF FUNDS,2012-07-31 07:11:35
024-000009502,19899,HSHQDC06D00050,"CACI TECHNOLOGY INSIGHTS, INC.",15.583947,Time and Materials,ACAMS IT COMPETITIVE,2012-02-27 07:31:13
024-000009502,19900,HSHQDC06D00046,3H TECHNOLOGY LIMITED LIABILITY COMPANY,5.74789,Firm Fixed Price,PROTECTED CRITICAL INFRASTRUCTURE INFORMATION MANAGEMENT SYSTEMS (PCIIMS) SOFTWARE DESIGN AND SUPPORT SERVICES,2012-02-27 07:31:13
024-000009502,23104,HSHQDC06D00032,ELECTRONIC DATA SYSTEMS CORPORATION,395.26819900000004,Time and Materials,The above Solicitation Number is a continuation of solicitation numbers HSHQDC-07-Q-00050A and HSHQDC-07-Q-00050B.  This number is for the down select process and shall start with base notice even though all amendments are attached from Phase One.,2012-02-27 07:31:13
024-000005670,19255,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,3.726308,Not Reported,IACMS ENHANCEMENTS,2012-07-31 13:39:59
024-000005670,19257,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,4.309586,Not Reported,KNOWN SHIPPER MANAGEMENT SYSTEM ENHANCEMENTS,2012-07-31 13:39:59
024-000005670,19258,GS06F0067Z,DATA NETWORKS INCORPORATED,2.581058,Firm Fixed Price,CCSP - ACDMS IV&V (CERTIFIED CARGO SCREENING PROGRAM - AIR CARGO DATA MANAGEMENT SYSTEM INDEPENDENT VERIFICATION AND VALIDATION)  //  SOW & IGCE ARE BEING SUBMITTED SEPARATELYPM: VERRONDA CHURCHWELL X7-4840BRANCH CHIEF: ALLAN COLLIER X7-1344CO: GUY GALLOWAY X7-3727,2012-07-31 13:39:59
024-000005670,19262,HSTS0109AACQ911,"RCM SOLUTIONS, INC.",6.511901,Firm Fixed Price,"PR PROVIDES FUNDING FOR AIR CARGO CERTIFIED CARGO SCREENING PROGRAM MANAGEMENT SUPPORT.  ORIGINAL PR 2110200CGO017 DOCUMENTATION PREVIOUSLY SUBMITTED REMAINS THE SAME.KEY POINTS OF CONTACTVERRONDA CHURCHWELL- PM/COTR, 571-227-4840ALLAN COLLIER- TECHNICAL BRANCH CHIEF, 571-227-1344ACQUISITIONS TEAM- VENITA MATHIAS, CS 571-227-1201, MACHELLE ROBINSON, 571-227- 3436, CO",2012-07-31 13:39:59
024-000005670,19263,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,2.520898,Labor Hours,APPLICATION SOFTWARE AND DEVELOPMENT SUPPORT FOR THE FREIGHT ASSESSMENT SYSTEM.,2012-07-31 13:39:59
024-000005216,22341,HSBP1006D01353,BOEING COMPANY THE (5694),29.271307,Fixed Price Incentive,NBP RVSS SECURITY UPDATE,2012-05-31 11:03:17
024-000005217,25535,HC102809A2008,MANTECH INFORMATION SYSTEMS & TECHNOLOGY CORPORATION,0.077389,Firm Fixed Price,SOURCE SELECTION SOFTWARE TOOL,2012-08-21 07:12:29
024-000005219,22340,HSBP1006D01353,BOEING COMPANY THE (5694),30.644586999999998,Fixed Price Incentive,BASE AND EXCERCISED OPTIONS VALUE AND BASE AND ALL OPTIONS VALUE WERE ADJUSTED VIA THE CURRENT VALUE TO CORRECT PAST DEFICIENCIES,2012-08-22 07:14:37
025-000004370,21749,GS35F4704G,ADVANCED TECHNOLOGY SYSTEMS IN,5.22549,Firm Fixed Price,MANDATORY/RECURRING - PAS/LOCCS RECOMPETE.,2012-02-29 10:28:51
025-000004480,21756,GS06F0257Z,PYRAMID SYSTEMS INCORPORATED,0.842449,Labor Hours,SOFTWARE SOLUTIONS SUPPORT,2012-02-29 16:07:07
025-000004310,21745,GS35F0585J,"COMPUSEARCH SOFTWARE SYSTEMS,",6.5124699999999995,Firm Fixed Price,HIAMS COTS SOFTWARE PURCHASE,2012-02-29 16:06:46
010-000000083,25309,INA12PC00254,"INFINITE CAMPUS, INC.",0.01,Firm Fixed Price,ANNUAL CONTINGENCY AND DISASTER RECOVERY PLAN FOR NATIVE AMERICAN STUDENT INFORMATION SYSTEM (NASIS),2012-08-15 11:54:04
010-000000083,25311,INA12PC00254,"INFINITE CAMPUS, INC.",0.093511,Firm Fixed Price,APPLICATION HOSTING AND BACKUP SUPPORT SUBSCRIPTION FOR NATIVE AMERICAN MANAGEMENT SYSTEM,2012-08-15 11:54:04
010-000000083,25313,INA12PC00254,"INFINITE CAMPUS, INC.",0.9613799999999999,Firm Fixed Price,ANNUAL SYSTEM LICENSE AND TELEPHONE SUPPORT FOR NATIVE AMERICAN STUDENT INFORMATION SYSTEM (NASIS),2012-08-15 11:54:04
010-000000116,19610,INL09PA00017,NORTHROP GRUMMAN INFORMATION TECHNOLOGY GLOBAL CORPORATION,1.2721,Not Reported,"TASK C4.2.10, FIRE IT SUPPORT, UNDER BPA L09PA00017",2012-08-14 14:17:51
010-000000116,23234,INL10PC00595,"NEXGEN TECHNOLOGIES, INC.",0.277717,Firm Fixed Price,NAMS/IQCS SOW FOR 10/01/2010 - 3/31/2010,2012-02-29 14:39:38
010-000000086,19606,INL10PC00595,"NEXGEN TECHNOLOGIES, INC.",1.9556099999999998,Firm Fixed Price,DBS TASK ORDERS,2012-07-24 12:47:08
010-000000310,19629,GS35F0772J,TOTAL RESOURCE MANAGEMENT INC,2.134288,Labor Hours,Maximo,2012-02-27 12:13:27
010-000000310,19630,GS35F0346J,SOFTMART GOVERNMENT SERVICES INCORPORATED,0.230998,Firm Fixed Price,IBM Maximo Licenses,2012-02-27 12:13:27
010-000000310,19631,GS35F0772J,TOTAL RESOURCE MANAGEMENT INC,2.134288,Labor Hours,Maximo,2012-02-27 12:13:27
010-000000310,19632,GS10F0260T,"TOTAL RESOURCE MANAGEMENT, INC.",0.08502,Firm Fixed Price,Renewal of MAXIMO software maintenance.,2011-09-15 14:04:00
010-000000279,23526,INR10PC81264,"ITSOLUTIONS NET GOVERNMENT SERVICES, INC.",1.7512580000000002,Firm Fixed Price,IT TIER III SUPPORT,2012-02-27 12:13:00
010-000000279,23527,INR10PC80086,"CIBER, INC.",0.6117239999999999,Firm Fixed Price,IT TIER II SUPPORT SERVICES,2012-02-27 12:13:00
010-000000279,23528,INR10PC80062,NUAXIS LLC,0.49456000000000006,Firm Fixed Price,IT RECLAMATION ENTERPRISE SERVICES CENTER (RESC),2012-02-27 12:13:00
010-000000279,23529,INR10PC80062,NUAXIS LLC,0.291596,Firm Fixed Price,APPLICATION DATABASE MAINTENANCE SERVICES,2012-02-27 12:13:00
010-999990393,19668,INDNBCA09008,IMMIXTECHNOLOGY INC,1.516692,Firm Fixed Price,KRONS WEBTA IMPLEMENTATION AND TRAINING SERVICES,2012-02-27 12:14:10
010-999990393,19670,IND08PC60015,"JYACC, INC.",0.98913,Firm Fixed Price,QUICKTIME SUPPORT SERVICES - FY11OPTION YEAR 3,2012-01-24 16:15:26
010-999990393,19671,INDNBCD08006,"JYACC, INC.",0.822418,Firm Fixed Price,Websphere Developer (Prolifics) - FY 2009,2011-09-15 14:05:12
010-999990393,19672,IND08PC60017,"PLATEAU SYSTEMS, LTD.",0.021028,Firm Fixed Price,HCMS TMS PROJ MGMT & TECH SVS,2012-08-14 14:18:16
010-999990393,19674,INCNBCD08013,"MONSTER GOVERNMENT SOLUTIONS, LLC",0.05446,Firm Fixed Price,eRecruit Support,2012-01-24 16:15:26
010-999990393,19675,INCNBCD09005,"MONSTER GOVERNMENT SOLUTIONS, LLC",0.6301479999999999,Firm Fixed Price,TASK ORDER FOR AUTOMATED STAFFING SOLUTION THROUGH MONSTER GOV. SOLUTIONS UNDER CONTRACT NBCD09005.,2012-02-27 12:14:10
010-999990393,25257,IND11PC40021,"RTL NETWORKS, INC.",0.739058,Firm Fixed Price,RTL,2012-08-14 14:18:16
010-999990393,25259,GS06F0678Z,TECHNATOMY CORPORATION,1.7985919999999997,Firm Fixed Price,HUMAN RESOURCE APPLICATIONS SUPPORT SERVICES,2012-08-14 14:18:16
010-000000703,19680,GS00Q09BGD0016,BAE SYSTEMS INFORMATION SOLUTIONS INC.,1.3405340000000001,Time and Materials,OHTA- IT Support Services,2012-02-27 12:14:27
010-000000357,23649,GS35F5863H,DYNANET CORPORATION,1.6769880000000001,Time and Materials,AUDIO VISUAL AND TELECOMMUNICATION SERVICES,2012-02-29 13:33:23
010-000000094,25305,INL10PC00595,"NEXGEN TECHNOLOGIES, INC.",1.9556099999999998,Firm Fixed Price,DBS TASK ORDERS,2012-08-15 11:22:31
010-000000062,19595,INICBK16090003,"CHENEGA FEDERAL SYSTEMS, LLC",2.141259,Firm Fixed Price,Provide Mainframe Support to OCIO,2012-02-29 10:13:34
010-000000062,23618,INICBK16090003,"CHENEGA FEDERAL SYSTEMS, LLC",0.769059,Labor Hours,DECOMMISSION OF UNISYS MAINFRAME,2012-02-29 10:13:34
010-000000299,23621,INR10PC80062,NUAXIS LLC,0.291596,Firm Fixed Price,APPLICATION DATABASE MAINTENANCE SERVICES,2012-02-29 10:13:48
010-000000299,23622,INR10PC81264,"ITSOLUTIONS NET GOVERNMENT SERVICES, INC.",1.7512580000000002,Firm Fixed Price,IT TIER III SUPPORT,2012-02-29 10:13:48
010-000000226,19612,GS10F0156K,KEANE FEDERAL SYSTEMS INC,0.6362270000000001,Time and Materials,OCS Connect Independent Verification and Validation,2012-02-27 12:13:21
010-000000077,19596,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",1.621872,Firm Fixed Price,Help Desk Support Services - BIA Trust Asset Accounting Management System (TAAMS).,2012-02-24 21:45:31
010-000000077,19597,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",1.81685,Firm Fixed Price,508 Compliance - BIA Trust Asset Accounting Management System (TAAMS).,2012-02-24 21:45:31
010-000000077,19598,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",0.418875,Firm Fixed Price,Data and Special Reporting Request for TAAMS.,2012-02-28 11:57:51
010-000000077,19599,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",3.0523919999999998,Firm Fixed Price,Imaging Maintenance - BIA Trust Asset Accounting Management System (TAAMS).,2012-02-28 11:57:51
010-000000077,19600,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",0.37046399999999996,Firm Fixed Price,Operations and Maintenance - BIA Trust Asset Accounting Management System (TAAMS).,2012-02-24 21:45:31
010-000000077,19601,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",0.499104,Firm Fixed Price,Accuate Maintenance - BIA Trust Asset Accounting Managment System (TAAMS).,2012-02-24 21:45:31
010-000000077,19602,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",13.327632000000001,Firm Fixed Price,Service Bureau Operations for TAAMS.,2012-02-24 21:45:31
010-000000077,19603,INICMK00090001,"CGI INFORMATION SYSTEMS & MANAGEMENT CONSULTANTS, INC",2.813316,Firm Fixed Price,Maintenance and Upgrades - BIA Trust Asset Accounting Management System (TAAMS).,2012-02-24 21:45:31
010-000001047,25367,ING10PC00044,"SGT, INC.",2.15,Cost Plus Fixed Fee,TECHNICAL SUPPORT SERVICES FOR LANDSAT GROUND SEGMENT,2012-08-16 09:05:29
010-000001047,25369,ING10PC00044,"SGT, INC.",13.489726000000001,Cost Plus Fixed Fee,TECHNICAL SUPPORT SERVICES FOR THE EROS DATA CENTER,2012-08-16 09:05:29
010-000000316,25323,INN08PA10457,DELTA SOLUTIONS & TECHNOLOGIES,18.182934,Firm Fixed Price,O&M APPLICATIONS MANAGEMENT SUPPORT FOR FBMS,2012-08-15 14:36:46
010-000000316,25325,GS23F9755H,BOOZ ALLEN HAMILTON INCORPORATED (3626),3.3603870000000002,Labor Hours,N10PD18339-A5 - BAH-OS-FBMS,2012-08-15 14:36:46
010-000000316,25327,INP11PA00234,DELTA SOLUTIONS & TECHNOLOGIES,3.334496,Labor Hours,MODIFICATION TO CORRECT ACCOUNTING CODES,2012-08-15 14:36:46
010-000000316,25329,INP11PA00236,DELTA SOLUTIONS & TECHNOLOGIES,1.993179,Labor Hours,"THIS MODIFICATION INCREASED THE ESTIMATED NUMBER OF HOURS IN CLIN 0005, BECAUSE THE POSITION'S ARE NEEDED ON A FULL-TIME BASIS FOR THE REMAINDER OF THE BASE PERIOD OF PERFORMANCE.",2012-08-15 14:36:46
010-000000316,25331,INP11PA00234,DELTA SOLUTIONS & TECHNOLOGIES,0.077195,Labor Hours,ONSITE ANALYST SUPPORT SERVICES FOR THE NPS FBMS CONVERSION.,2012-08-15 14:36:46
010-000000316,25333,INN08PA10457,DELTA SOLUTIONS & TECHNOLOGIES,18.182934,Firm Fixed Price,O&M APPLICATIONS MANAGEMENT SUPPORT FOR FBMS,2012-08-15 14:36:46
010-000000316,25335,INP11PA00235,DELTA SOLUTIONS & TECHNOLOGIES INC,0.24451199999999998,Labor Hours,THREE CONTRACT SPECIALIST - SENIOR POSITION TO SUPPORT THE FBMS CONVERSION.,2012-08-15 14:36:46
010-000000316,25337,INF10PA60432,PRICEWATERHOUSECOOPERS LLP,1.046951,Firm Fixed Price,FBMS OPERATIONAL SUPPORT-PWC,2012-08-15 14:36:46
010-000000316,25339,GS23F9755H,BOOZ ALLEN HAMILTON INCORPORATED (3626),3.5603870000000004,Labor Hours,N10PD18339-A5 - BAH-OS-FBMS,2012-08-15 14:36:46
010-000000316,25341,GS35F0131R,CARAHSOFT TECHNOLOGY CORPORATION,1.082905,Firm Fixed Price,SECURITY COMPLIANCE AND USER ACCEPTANCE MANAGEMENT SOFTWARE,2012-08-15 14:36:46
010-000000316,25343,INF11PC00338,"SHAPINS ASSOCIATES, INC.",0.038364999999999996,Firm Fixed Price,FBMS DATA CLEAN-UP OF 450002871,2012-08-15 14:36:46
010-000000316,25345,GS06F0364Z,FUTRON INCORPORATED,0.103992,Firm Fixed Price,PROJECT MANAGEMENT AND HELPDESK SERVCIES TO MAINTAIN THE EXISTING 50MB ETHERNET CONNECTION AT FBMS/NPS,2012-08-15 14:36:46
010-000000316,25347,INN10PA00012,PRICEWATERHOUSECOOPERS LLP,0.218863,Firm Fixed Price,FBMS A-123 INTERNAL CONTROL,2012-08-15 14:36:46
010-000000316,25349,INF10PA60432,PRICEWATERHOUSECOOPERS LLP,0.504891,Firm Fixed Price,"FBMS SUPPORT&TRAINING BIA FOR $515,000",2012-08-15 14:36:46
010-000000316,25351,GS06F0364Z,FUTRON INCORPORATED,0.36,Firm Fixed Price,"ETHERNET CONNECTIONS BETWEEN BLDG. 53, RM C100 AT THE DENVER FEDERAL CENTER TO 625 HERNDON PKWY.",2012-08-15 14:36:46
010-000000316,25355,INN08PA10457,DELTA SOLUTIONS & TECHNOLOGIES,18.182934,Firm Fixed Price,O&M APPLICATIONS MANAGEMENT SUPPORT FOR FBMS,2012-08-15 14:36:46
010-000000316,25357,INN07PA10441,"HOUSTON ASSOCIATES, INC.",0.216167,Labor Hours,IV&V SUPPORT SERVICES FOR FBMS,2012-08-15 14:36:46
010-000000316,25359,INN08PA10457,DELTA SOLUTIONS & TECHNOLOGIES,0.25,Labor Hours,FBMS SAP/PRISM SUPPORT,2012-08-15 14:36:46
010-000000316,25361,INP11PA00235,DELTA SOLUTIONS & TECHNOLOGIES INC,1.0276129999999999,Labor Hours,"THIS MODIFICATION REDUCES THE FUNDING AND ESTIMATED HOURS IN CLIN 0005 BECAUSE THE POSITION WAS NOT FILLED AS QUICKLY AS ESTIMATED, AND CLIN 0004 WAS FILLED QUICKER THAN THOUGHT AND THEREFORE FUNDING WAS ADDED TO THIS CLIN.",2012-08-15 14:36:46
010-000000287,23544,GS35F4461G,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.081727,Firm Fixed Price,SCADA/IT SUPPORT TO ACCOMPLISH NERC COMPLIANCE,2012-02-27 14:20:11
010-000000392,19654,INN08PC10449,IAE SOLUTIONS LLC,0.551265,Labor Hours,"SUMMARY OF TASK 1 & 2: CLIENT AGENCY ENGAGEMENT ACTIVITIES AND ORACLE IMPLEMENTATION PROPOSAL PREPARATIONThe contractor shall work with the NBC to identify potential NBC client agencies, engage with the potential client agency for the purpose of acquiring the agency as a client of the NBC, and develop a working relationship with the newly acquired client agency for the purpose of establishing the NBC as the premier Shared Service Provider (SSP) of the Federal-wide Financial Management Line of Business to that client agency.  The contractor shall also work with the NBC in preparing implementation technical/cost proposals and rough orders of magnitude (ROMs) for bringing client agencies online with the NBC on the Oracle Federal Financials system and/or enhancing functionality of Oracle Federal Financials systems at current Oracle client agencies.  This may include implementation services for Oracle enterprise applications (e.g., iProcurement, Business Intelligence, Projects, etc.) or other third party products required by the client agency (e.g., PRISM, Maximo, Sunflower, unique customer applications, etc.).",2012-02-29 13:22:01
010-000000392,19655,INN08PC10449,IAE SOLUTIONS LLC,5.84541,Firm Fixed Price,Support for Oracle Applications Operations and Maintenance (O&M)  & O&M Upgrade & Hyperion Support (CLIN 4 From IDIQ) [ Task Order #8] in accordance with IDIQ 1406-04-08-CT-20473 Oracle Federal Financial System Support for NBC. Support the NBC by supporting the Government-assigned Oracle application Operations and Maintenance activities and Upgrade and Oracle Hyperion Support in accordance with the client agencys order requirements.,2012-02-29 13:22:01
010-000000392,19658,GS35F0406L,CHRONOS SYSTEMS INC,2.994411,Firm Fixed Price,FINANCIAL OPS AND TECH SUPPORT,2012-02-29 13:22:01
010-000000392,19659,GS35F4797H,CGI FEDERAL INCORPORATED,14.173188,Firm Fixed Price,MOMENTUM IMPLEMENTATION EXECUTION,2012-02-29 13:22:01
010-000000392,19662,GS06F0364Z,FUTRON INCORPORATED,0.339444,Firm Fixed Price,ETHERNET CONNECTION,2012-02-29 13:22:01
010-000000392,19664,GS35F4543G,"DLT SOLUTIONS, INC.",0.169984,Firm Fixed Price,"Software Licenses and Software Support for Weblogic, Tuxedo and Tuxedo Jolt",2012-02-29 13:22:01
010-000000392,23231,GS35F0153M,"MYTHICS, INC",0.883403,Firm Fixed Price,ORACLE FEDERAL FINANCIAL APPLICATION USER LICENSES - EXERCISE OF OPTION PERIOD 1,2012-08-15 11:22:33
010-000000392,23232,GS35F0006P,EQUINIX INCORPORATED,0.184902,Firm Fixed Price,ADMINISTRATIVE MODIFICATION TO CHANGE THE BUDGET OBJECT CODES.,2012-08-15 11:22:33
