Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2167,286298: Software Acquisition for Oracle Technologies Parent Activity,"This is a software acquisition of COTS technologies. This includes an expansion of the licenses for the BPMS (Business Process Management Suite) (including Enterprise Service Bus (ESB) and Service Oriented Architecture (SOA)), Oracle Identity Management (IDM) Suite, WebCenter, Oracle Policy Automation (OPA), and Real User Experience Insight (RUEI). The license expansion for the BPMS includes enough licenses for all FDA users. A number of FDA Centers have expressed interest in using this platform for their systems. MARCS has a primary focus on integration across the organization and as the BPMS would help further this goal, these licenses have been expanded to enable organization wide integration. IDM will give MARCS a comprehensive COTS solution to provide the specialized functionality and fine grained security control envisioned. This will require some custom code to realize envisioned functionality. The custom code will be developed under Authorization, Roles, and Responsibilities Management Services (ARRMS) 2 - Supplemental. IDM may also be leveraged as an FDA wide solution in the future. The implementation of IDM will be used by every component within MARCS. This has been vetted with the FDA CIO and HHS CIO and conforms to HHS standard security. WebCenter provides robust user interface and portal capabilities. This COTS will be used to implement User Workspace Enhancement Services (UWES), which is part of the Support Services project. UWES will provide a standardized user experience customized based on user role and single user preferences. OPA is a rules engine that will have a number of applications in MARCS ranging from inspection preparation, intelligent questionnaires, and import screening support. RUEI is a tool that can be used from a centralized location to determine the experience that an end user at a remote site is having. ORA is a geographically dispersed organization. In this sense, the user community for MARCS is different from Center user communities since the vast majority of users are not in the Washington, DC metropolitan area. This tool will give ORA and OIM a new ability to understand what is actually happening at user sites and will enable a systematic approach towards improving performance and reliability in the Field. The software acquired will be used in all of the MARCS projects going forward to one degree or another and will enable MARCS functionality that will be realized in releases.",Key Deliverable,2011-08-04,2011-09-30,4.856,4.856,Completed - Closed,1,02/23/2012,9364,57 days,57 days,0 days
2168,287489: LIMS Proof of Concept Analysis,"This focused on conducting an analysis of current manual work flows involving the use of the 431 form in ORA laboratories. This form is used by bench analysts to record the actions taken during sample analyses. Data is hand written onto this form. Once complete, the data is manually entered into the legacy MARCS Field Accomplishments and Compliance Tracking System (FACTS). This is an outdated approach to collecting this data and results in a good amount of analyst time being spent on filling out this form and entering data rather than conducting lab work. The analysis looked at ways to approach making this form electronic.",Key Deliverable,2009-10-01,2009-12-15,0.032,0.031,Completed - Closed,1,02/24/2012,9366,75 days,75 days,0 days
2168,287489: LIMS Proof of Concept Phase 1,Based on the results of the analysis it was determined that the most general approach to handling this information was to build a set of forms using FileMaker Pro for use on both tablet laptops and a handheld device. The tablet laptops may be placed on small mobile carts which can be wheeled to various locations within a static laboratory in a building. The handheld device can be used in static laboratories and also in the two mobile laboratory units. Phase 1 built out basic functionality on these two platforms for use within one ORA laboratory.,Usable Functionality,2009-12-16,2010-05-14,0.072,0.082,Completed - Closed,1,02/24/2012,9367,142 days,149 days,0 days
2168,287489: LIMS Proof of Concept Phase 2,Phase 2 expands on the work of phase 1 to build out all of the forms needed to collect the data that currently goes on a 431 form. This includes basic user login and a database at the single ORA laboratory where this was tested.,Usable Functionality,2010-05-10,2010-10-22,0.125,0.108,Completed - Closed,1,02/24/2012,9368,165 days,160 days,5 days
2168,287489: LIMS Proof of Concept Phase 3,Phase 3 focused on analyzing and testing approaches to aggregating data collected from multiple laboratory sites so that it could be automatically picked up and fed back into MARCS FACTS.,Key Deliverable,2010-10-25,2011-04-07,0.05,0.043,Completed - Closed,1,02/24/2012,9369,164 days,164 days,0 days
2168,287489: LIMS Proof of Concept Phase 4,Phase 4 expands the proof of concept to two additional labs to gather user feedback and test the effectiveness of the implementation.,Usable Functionality,2011-04-08,2011-09-30,0.055,0.062,Completed - Closed,1,02/24/2012,9370,175 days,175 days,0 days
2169,287491: ALM Laboratory Information Management System (LIMS) Program Management Technical Coordination (PMTC) FY12 H1,"This provides program level activities to support work across all of LIMS. LIMS is divided into a set of activities that may be concurrent or sequential and that require a high degree of coordination to ensure the optimum design and ultimate implementation across all 16 FDA ORA labs and integration with other applications associated with MARCS.  This will facilitate compliance with Service Oriented Architecture (SOA) and the Chief Information Officer's (CIO) goals and objectives. ORA has 14 static laboratory locations in buildings and two mobile laboratory units that can be driven to a particular location. PMTC is essential to the management of the LIMS program that will include an comprehensive assessment phase of the current status of the lab systems' environment, IT interface needs, the creation of four Test Labs, determining the design of optimum IT systems, and the implementation in each of the labs. PMTC also includes handling IT security considerations and configuration management across LIMS.",Key Deliverable,2011-09-12,2012-03-11,0.273,0.399,In-progress,1,02/24/2012,9372,181 days,,0 days
2171,287496: eLEXNET Common Login 1,Requirements and Preliminary Design for Common Login.,Key Deliverable,2010-10-13,2011-03-31,0.097,0.093,Completed - Closed,1,02/24/2012,9383,169 days,169 days,0 days
2171,287496: eLEXNET Common Login 2,Design and Development for Common Login.,Usable Functionality,2011-04-01,2011-09-27,0.061,0.062,Completed - Closed,1,02/24/2012,9384,179 days,179 days,0 days
2171,287496: eLEXNET Common Login 3,Test and Implementation for Common Login.,Usable Functionality,2011-09-28,2012-01-11,0.077,0.002,Completed - Costs Pending,1,02/24/2012,9385,105 days,94 days,0 days
2171,287496: eLEXNET Interagency Database for Dioxin,"Enhancing the current eLEXNET database to include DIOXIN specific data fields; centralizing interagency database to incorporate FDA (ORA, CVM and CFSAN), USDA and EPA dioxin analytical results in addition to geographical and collection information. ",Usable Functionality,2011-02-14,2011-07-21,0.191,0.184,Completed - Closed,1,02/24/2012,9386,157 days,157 days,0 days
2171,287496: eLEXNET Outreach 1,"Develop outreach strategies and approaches for reaching out to three pirmary stakeholder groups - state labs, government labs, and private labs. This focuses on reaching out to state labs first due to the heavy reliance of these labs on manual data exchange.",Key Deliverable,2010-07-22,2010-12-31,0.084,0.079,Completed - Closed,1,02/24/2012,9388,162 days,162 days,0 days
2171,287496: eLEXNET Outreach 2,Outreach to stakeholder groups with an emphasis on government labs and state lab follow up outreach.,Key Deliverable,2011-01-01,2011-04-30,0.064,0.062,Completed - Closed,1,02/24/2012,9389,119 days,119 days,0 days
2171,287496: eLEXNET Outreach 3,Outreach to stakeholder groups with an emphasis on private labs and government and state lab follow up outreach.,Key Deliverable,2011-05-01,2011-07-25,0.049,0.044,Completed - Closed,1,02/24/2012,9390,85 days,85 days,0 days
2171,287496: eLEXNET Methods Module 1,Requirements and Design for the Methods Module.,Key Deliverable,2010-11-17,2011-02-28,0.232,0.235,Completed - Closed,1,02/24/2012,9392,103 days,103 days,0 days
2171,287496: eLEXNET Methods Module 2,"Development, Test, and Implemenation of the Methods Module.",Usable Functionality,2011-03-01,2011-07-21,0.371,0.384,Completed - Closed,1,02/24/2012,9393,142 days,142 days,0 days
2171,287496: eLEXNET Laboratory Expansion 1,Develop make available supporting customized data transfer for new labs.,Usable Functionality,2010-11-01,2011-04-08,0.209,0.191,Completed - Closed,1,02/24/2012,9395,158 days,158 days,0 days
2171,287496: eLEXNET Laboratory Expansion 2,Develop make available supporting customized data transfer for new labs.,Usable Functionality,2011-04-11,2011-07-21,0.209,0.182,Completed - Closed,1,02/24/2012,9396,101 days,101 days,0 days
2173,287509: QMiS Release 1.0,This is the initial release of the MasterControl COTS tool at FDA. This was allowed to operate with Security waivers. This includes the activities to support a minimal first release.,Usable Functionality,2010-09-17,2010-10-19,0.06,0.06,Completed - Closed,1,02/24/2012,9402,32 days,32 days,0 days
2173,287509: QMiS Release 1.1.1,"This is the second release of the MasterControl COTS tool at FDA. This resolves all of the security issues associated with the previous release. This includes work on upgrading the COTS to a newer version, a System Security Plan, and a Contingency Plan.",Key Deliverable,2010-09-17,2010-10-21,0.052,0.052,Completed - Closed,1,02/24/2012,9404,34 days,34 days,0 days
2173,287509: QMiS Release 1.1.2,"This is the second release of the MasterControl COTS tool at FDA. This resolves all of the security issues associated with the previous release. This includes design and configuration of Single Sign On, full security assessment, and testing in Pre-Production. This also includes temporary COTS licenses and professional services.",Usable Functionality,2010-10-22,2011-03-25,0.237,0.237,Completed - Closed,1,02/24/2012,9405,154 days,154 days,0 days
2173,287509: QMiS Release 1.1.3,This is the second release of the MasterControl COTS tool at FDA. This resolves all of the security issues associated with the previous release. This includes promotion to Production and final release. This also includes temporary COTS licenses and professional services.,Usable Functionality,2011-03-28,2011-07-31,0.174,0.174,Completed - Closed,1,02/24/2012,9406,125 days,125 days,0 days
2173,287509: QMiS Training 1,"This includes training for OIM technical personnel and training for end users for Release 1.0. This is focused on getting technical personnel up to speed and getting end users started on limited functionality, mostly related to document control.",Key Deliverable,2010-09-17,2010-11-19,0.04,0.04,Completed - Closed,1,02/24/2012,9408,63 days,63 days,0 days
2173,287509: QMiS Training 2,This includes training for OIM technical personnel for Release 1.1. This focuses on producing FDA in house technical expertise.,Key Deliverable,2010-11-01,2011-03-25,0.04,0.04,Completed - Closed,1,02/24/2012,9409,144 days,144 days,0 days
2173,287509: QMiS Training 3,This includes training for end users for Release 1.1. This includes the development of training materials and courses for end users.,Key Deliverable,2011-01-10,2011-04-29,0.055,0.055,Completed - Closed,1,02/24/2012,9410,109 days,109 days,0 days
2173,287509: QMiS Training 4,This includes training for end users for Release 1.1. This provides full training to end users.,Key Deliverable,2011-06-14,2011-08-26,0.128,0.09,In-progress,1,02/24/2012,9411,73 days,,0 days
2175,283741: DARRTS 1-1x TBP INDS's and Safety Issues,"TBP INDs and Safety Issues, Document Room data entry functions for incoming supporting documents, Reviewer/RPM/Executive  check-in and signoff of internally generated documents (communications), Review Teams and Assignments, Goal Tracking, Searching and  Reports. Introduced support for new dossier type - Safety Issue, Full-text search of all communication content, Track a single incoming  supporting Document across multiple applications,",Key Deliverable,2004-12-01,2007-01-31,6.28,6.28,Completed - Closed,1,07/23/2012,9416,791 days,791 days,0 days
2175,"283741: DARRTS 2 - 2x, Drug IND's Master Files, EUA's New Application Notification","Drug INDs, Master files, EUAs, New Application Notification, Personal lists for signers and cc recipients, Add references  between communications. Quick NAI (No Action Indicated) for reviewers, Work plans for Safety Issues with Date Calculator, DARRTS query availability  opened up for all FDA staff, Integrated Gateway Receipt Information,",Key Deliverable,2006-10-02,2008-09-30,6.07,6.07,Completed - Closed,1,07/23/2012,9417,729 days,729 days,0 days
2175,283741: DARRTS 3- 3.2,"combined/eliminated the following: COMIS (NDE MIS, ANDA MIS, ECH2 OND, ECH2 OGD, Comments, BSTS, GSS), PMC, DFS, Pediatric  Page, IMTS, ANDA Data Warehouse, Bioequivalence Study Tracking, CMC TRACK, OGD Master Queue",Key Deliverable,2010-09-28,2011-05-15,2.667,2.667,Completed - Closed,1,07/23/2012,9418,229 days,229 days,0 days
2175,283741: Release Planning -Finalize SSO Specifications,Finalize SSO component specificaitons,Key Deliverable,2011-06-15,2011-07-15,0.443,0.443,Completed - Closed,1,07/23/2012,9420,30 days,30 days,0 days
2175,283741: Business Requirements -Sign off ,Signed off on Buisness Requirements,Key Deliverable,2011-07-01,2011-07-27,0.261,0.261,Completed - Closed,1,07/23/2012,9421,26 days,26 days,0 days
2175,283741: Design - System Design Document,System Design Document,Key Deliverable,2011-07-20,2011-08-08,0.474,0.474,Completed - Closed,1,07/23/2012,9422,19 days,19 days,0 days
2175,"283741: Development complete, Integrated code unit tested","Development complete, Integrated code unit tested, code peer reviewed. Peer Review of functionality completed in Development",Key Deliverable,2011-08-01,2011-08-22,0.494,0.494,Completed - Closed,1,07/23/2012,9423,21 days,21 days,0 days
2175,283741: Testing and Tranining -Completed Training Materials and Testing,"Completed Training Materials, Completed System Test with accepted Test Report, Completed user acceptance test with accepted use acceptance report, Prepare VDD for system test, preprod, production",Key Deliverable,2011-08-23,2011-09-15,0.531,0.531,Completed - Closed,1,07/23/2012,9424,23 days,23 days,0 days
2175,283741: Implementation -Validate Prepared VDD for pre-production deployment,"Validate Prepared VDD for pre-production deployment, Release Transition activities, rollover activities to pre-production and production",Key Deliverable,2011-09-16,2011-09-22,0.26,0.26,Completed - Closed,1,07/23/2012,9425,14 days,6 days,0 days
2175,283741: Release Planning -Baseline URD and walkthrough,Baseline URD and detailed walk-through,Key Deliverable,2011-09-01,2011-09-20,0.058,0.058,Completed - Closed,1,07/23/2012,9428,15 days,19 days,0 days
2175,283741: Business Requirements -Signed off ,Signed off on Business Requirements ,Key Deliverable,2011-09-12,2012-01-17,0.252,0.238,Completed - Closed,1,07/23/2012,9429,25 days,123 days,4 days
2175,283741: Design -System Design Document,System Design Document,Key Deliverable,2011-09-19,2011-10-28,0.232,0.221,Completed - Closed,1,07/23/2012,9430,29 days,32 days,7 days
2175,"283741: Development - Development Complete, integrated code tested","Development complete, Integrated code unit tested, code peer reviewed. Peer Review of functionality completed in Development",Key Deliverable,2011-10-03,2012-03-15,0.31,0.31,Completed - Closed,1,07/23/2012,9431,24 days,76 days,31 days
2175,"283741: Testing and Training -Complete Training Materials, System Test","Completed Training Materials, Completed System Test with accepted Test Report, Completed user acceptance test with accepted use acceptance report, Prepare VDD for system test, preprod, production",Key Deliverable,2011-10-25,2012-01-31,0.291,0.291,Completed - Closed,1,07/23/2012,9432,42 days,41 days,57 days
2175,283741: Implementation -Validate VDD for pre-production,"Validate Prepared VDD for pre-production  deployment, Release Transition activities, rollover activities to pre-production",Key Deliverable,2011-12-06,2012-04-12,0.058,0.058,Completed - Closed,1,07/23/2012,9433,3 days,3 days,66 days
2175,283741: Release Planning -Baseline URD and walkthrough,Baseline URD and detailed walk-through,Key Deliverable,2011-09-01,2011-09-20,0.068,0.068,Completed - Closed,1,07/23/2012,9435,19 days,19 days,0 days
2175,283741: Business Requirements -Signed off ,Signed off on Business Requirements ,Key Deliverable,2011-09-12,2012-01-17,0.271,0.271,Completed - Closed,1,07/23/2012,9436,32 days,123 days,4 days
2175,283741: Design - System Design Document,System Design Document,Key Deliverable,2011-09-26,2011-10-28,0.251,0.25,Completed - Closed,1,07/23/2012,9437,32 days,32 days,0 days
2175,"283741: Development -Development Complete, integrated code tested","Development complete, Integrated code unit tested, code peer reviewed. Peer Review of functionality completed in Development",Key Deliverable,2011-10-31,2012-03-15,0.339,0.217,Completed - Closed,1,07/23/2012,9438,136 days,76 days,3 days
2175,"283741: Testing and Training -Complete Training Materials, System Test","Completed Training Materials, Completed System Test with accepted Test Report, Completed user acceptance test with accepted use acceptance report, Prepare VDD for system test, preprod, production",Key Deliverable,2011-12-19,2012-01-31,0.319,3.19,Completed - Closed,1,07/23/2012,9439,108 days,41 days,2 days
2175,283741: Implementation -Validate VDD for pre-production,"Validate Prepared VDD for pre-production and production deployment, Release Transition activities, rollover activities to pre-production and production",Key Deliverable,2012-04-06,2012-04-12,0.068,0.68,Completed - Closed,1,07/23/2012,9440,21 days,3 days,-56 days
2175,283741: Release Planning -Baseline URD and walkthrough,Finalize Technical Upgrade component specificaitons,Key Deliverable,2011-10-03,2012-04-02,0.278,0.278,Completed - Closed,1,07/23/2012,9443,73 days,87 days,-14 days
2175,283741: Business Requirements -Signed off ,Signed off on Business Requirements,Key Deliverable,2012-01-11,2012-05-25,1.804,1.789,Completed - Closed,1,07/23/2012,9444,82 days,133 days,-2 days
2175,283741: Design - System Design Document,System Design Document,Key Deliverable,2012-04-03,2012-06-22,1.543,1.543,Completed - Closed,1,07/23/2012,9445,59 days,60 days,20 days
2176,283467: ARRA PCOR: Gather Requirements,,Key Deliverable,2009-12-18,2010-09-24,0.442,0.442,Completed - Closed,1,07/23/2012,9474,280 days,280 days,0 days
2176,283467: Legacy Data Conversion: Phase I Pilot: Part 1,,Usable Functionality,2010-10-01,2011-03-31,0.775,0.775,Completed - Closed,1,07/23/2012,9476,181 days,181 days,0 days
2176,283467: Legacy Data Conversion: Phase I Pilot: Part 2,,Usable Functionality,2011-04-04,2011-08-31,0.55,0.55,Completed - Closed,1,07/23/2012,9477,149 days,149 days,0 days
2176,283467: Legacy Data Conversion: Phase II - Delivery of Converted Data Sets,,Key Deliverable,2011-09-01,2012-03-30,0.348,0.348,Completed - Closed,1,07/23/2012,9478,211 days,211 days,0 days
2176,283467: Legacy Data Conversion: Phase III - Delivery of Converted Datasets,,Key Deliverable,2012-04-02,2012-08-31,2.459,2.46,In-progress,1,07/23/2012,9479,151 days,,0 days
2176,283467: Modern Analytical Tools: Hardware Acquisiiton,,Key Deliverable,2010-07-21,2010-09-20,0.888,0.888,Completed - Closed,1,07/23/2012,9481,61 days,61 days,0 days
2176,283467: PACES: Workshop #1,,Key Deliverable,2010-12-15,2011-02-07,0.381,0.381,Completed - Closed,1,07/23/2012,9483,54 days,54 days,0 days
2176,283467: PACES: Workshop #2,,Key Deliverable,2011-12-02,2012-05-04,0.4,0.4,Completed - Closed,1,07/23/2012,9484,154 days,154 days,0 days
2176,283467: PACES: PCOR Study Design#1: Proposal,,Key Deliverable,2011-08-01,2011-09-23,0.465,0.465,Completed - Closed,1,07/23/2012,9486,53 days,53 days,0 days
2176,283467: PACES: PCOR Study Design#1: Draft Report,,Usable Functionality,2012-05-30,2012-06-18,0.142,0.142,Completed - Closed,1,07/23/2012,9487,19 days,19 days,0 days
2176,283467: PACES: PCOR Study #1: Proposal,,Key Deliverable,2011-03-01,2011-05-12,0.45,0.45,Completed - Closed,1,07/23/2012,9489,72 days,72 days,0 days
2176,283467: PACES: PCOR Study #1: Draft Report,,Usable Functionality,2012-04-30,2012-11-14,0.06,0.059,In-progress,1,07/23/2012,9490,198 days,,0 days
2176,283467: PACES: PCOR Study Design #2: Proposal,,Key Deliverable,2011-03-01,2011-05-12,0.55,0.55,Completed - Closed,1,07/23/2012,9492,72 days,72 days,0 days
2176,283467: PACES: PCOR Study #2: Proposal,,Key Deliverable,2011-07-01,2011-09-14,0.275,0.275,Completed - Closed,1,07/23/2012,9495,75 days,75 days,0 days
2177,289545: Janus Planning FY11: Strategic Plan/ Road Map,,Key Deliverable,2010-10-01,2011-03-31,0.662,0.662,Completed - Closed,1,07/23/2012,9500,181 days,181 days,0 days
2177,289545: Janus Planning:  Study Data Standards Dev,,Key Deliverable,2010-10-01,2011-09-30,0.952,0.857,Completed - Closed,1,07/23/2012,9501,364 days,364 days,0 days
2177,289545: Janus Planning: Platform Hosting,,Key Deliverable,2011-08-01,2011-12-03,0.45,0.303,Completed - Closed,1,07/23/2012,9502,124 days,124 days,0 days
2177,289545: Janus Planning: Center-Specific CONOPS (CDER Clinical),,Key Deliverable,2010-10-01,2011-09-30,1.155,1.04,Completed - Closed,1,07/23/2012,9504,364 days,364 days,0 days
2177,289545: Janus Infrastructure (CTR): Janus Phase 3A @ NCI,,Key Deliverable,2009-09-01,2010-05-31,1.126,1.126,Completed - Closed,1,07/23/2012,9505,272 days,272 days,0 days
2177,289545: Janus Infrastructure (CTR): Interface to Janus - CDER FY11,,Key Deliverable,2010-10-01,2011-09-30,0.225,0.225,Completed - Closed,1,07/23/2012,9507,364 days,364 days,0 days
2177,289545: Janus Infrastructure (CTR): Interface to Janus - CDER FY12,,Key Deliverable,2011-10-01,2012-03-31,0.123,0.124,Completed - Closed,1,07/23/2012,9508,182 days,181 days,0 days
2177,289545: Janus CTR R1: Quality Assurance,,Usable Functionality,2011-01-03,2011-07-29,0.264,0.264,Completed - Closed,1,07/23/2012,9510,207 days,207 days,0 days
2177,"289545: Janus CTR R1: Deliver Solution Architecture, v1",,Key Deliverable,2011-04-20,2011-09-30,0.204,0.204,Completed - Closed,1,07/23/2012,9511,163 days,163 days,0 days
2177,289545: Janus CTR R1: Complete CTR Security & Implementation Planning,,Key Deliverable,2011-08-01,2011-12-30,0.278,0.278,Completed - Closed,1,07/23/2012,9512,151 days,151 days,0 days
2177,289545: Janus CTR R1: Roll Out Release 1 Environment,,Key Deliverable,2011-06-24,2012-01-16,0.113,0.113,Completed - Closed,1,07/23/2012,9513,206 days,206 days,0 days
2177,289545: Janus CTR R1: Deliver CTR Validation Service,,Key Deliverable,2011-05-06,2012-01-17,0.466,0.464,Completed - Closed,1,07/23/2012,9514,256 days,256 days,0 days
2177,289545: Janus CTR R1: Design Conceptual Data Model,,Key Deliverable,2011-05-06,2011-12-16,0.112,0.112,Completed - Closed,1,07/23/2012,9515,224 days,224 days,0 days
2177,289545: Janus CTR R1: Design Logical Data Model,,Key Deliverable,2011-08-12,2012-03-08,0.224,0.224,Completed - Closed,1,07/23/2012,9516,209 days,209 days,0 days
2177,289545: Janus CTR R1: Implement Physical Database Model,,Key Deliverable,2011-12-23,2012-03-29,0.112,0.112,Completed - Closed,1,07/23/2012,9517,97 days,97 days,0 days
2177,289545: Janus CTR R1: Deploy Release 1 Solution,,Key Deliverable,2012-01-18,2012-03-29,0.157,0.158,Completed - Closed,1,07/23/2012,9518,71 days,71 days,0 days
2177,289545: Janus CTR R2: Quality Assurance,,Usable Functionality,2011-06-01,2012-03-08,0.271,0.271,In-progress,1,07/23/2012,9520,281 days,,0 days
2177,289545: Janus CTR R2: Deliver Final Solution Architecure,,Key Deliverable,2012-01-16,2012-05-30,0.303,0.321,In-progress,1,07/23/2012,9521,135 days,,0 days
2177,289545: Janus CTR R2: Complete CTR Extraction Service,,Key Deliverable,2011-09-01,2012-05-30,0.54,0.539,Completed - Closed,1,07/23/2012,9522,272 days,272 days,0 days
2177,289545: Janus CTR R2: Complete CTR Load Service v1,,Key Deliverable,2011-09-20,2012-05-20,0.309,0.311,Completed - Closed,1,07/23/2012,9523,243 days,243 days,0 days
2177,"289545: Janus CTR Release 3 (R3): Deliver Extract & Load Service, v2",,Key Deliverable,2011-04-04,2011-06-03,0.733,0.733,Completed - Closed,1,07/23/2012,9526,60 days,60 days,0 days
2177,289545: Janus CTR Release 4 (R4): Deliver Data Mart,,Key Deliverable,2011-06-06,2011-12-31,0.678,0.676,Completed - Closed,1,07/23/2012,9529,208 days,208 days,0 days
2178,295683: Hardware Procurement,Hardware Procurement Part 1,Key Deliverable,2011-09-01,2011-11-30,4.5,4.445,Completed - Closed,1,04/26/2012,9539,90 days,90 days,0 days
2179,295951: Determine Versions,Release Candidate 2- Determine application versions,Key Deliverable,2010-09-01,2011-02-01,0.013,0.013,Completed - Closed,1,04/26/2012,9549,153 days,153 days,0 days
2179,295951: Create Image,Release Candidate 2- Create RC2 Image,Key Deliverable,2010-09-03,2011-08-15,0.239,0.239,Completed - Closed,1,04/26/2012,9550,346 days,346 days,0 days
2179,295951: Lab Standup,Release Candidate 2- Lab Standup; Install VMs,Key Deliverable,2011-05-01,2011-09-30,0.098,0.098,Completed - Closed,1,04/26/2012,9551,152 days,152 days,0 days
2179,295951: Imaging Process,Release Candidate 2- Imaging Process; Creative business process for utilizing Operating System Deployment (OSD),Key Deliverable,2011-05-01,2011-09-30,0.013,0.013,Completed - Closed,1,04/26/2012,9552,152 days,152 days,0 days
2179,295951: Key Management Servers,Installation of KMS in White Oak Data Center,Usable Functionality,2011-05-01,2011-07-01,0.029,0.029,Completed - Closed,1,04/26/2012,9554,61 days,61 days,0 days
2179,295951: CheckPoint,Installation of CheckPoint server in White Oak Data Center,Usable Functionality,2011-06-01,2011-12-01,0.03,0.022,Completed - Closed,1,04/26/2012,9555,153 days,187 days,0 days
2179,295951: Engineer Testing,Test all applications on standard Image,Key Deliverable,2010-09-01,2011-08-15,0.437,0.437,Completed - Closed,1,04/26/2012,9557,348 days,348 days,0 days
2179,295951: System and Center Testing,Test all OIM applications and Center applications with new image,Key Deliverable,2011-05-01,2012-01-01,0.046,0.044,Completed - Closed,1,04/26/2012,9558,245 days,259 days,0 days
2179,295951: Metro Pilot 1,Each center received 10 systems to work out business processes,Usable Functionality,2011-08-18,2011-09-24,0.004,0.004,Completed - Closed,1,04/26/2012,9561,37 days,37 days,0 days
2179,295951: Metro Pilot 2,Each center received 10 systems to work out business processes,Usable Functionality,2011-09-25,2011-10-25,0.014,0.015,Completed - Closed,1,04/26/2012,9562,30 days,30 days,0 days
2179,295951: Metro Pilot 3,Each center received 20 systems to work out business processes,Usable Functionality,2011-10-26,2011-12-30,0.016,0.013,Completed - Closed,1,04/26/2012,9563,35 days,72 days,0 days
2179,295951: NCTR Pilot 1,Received 10 systems to work out business processes,Usable Functionality,2011-11-01,2012-02-29,0.007,0.007,Completed - Closed,1,04/26/2012,9565,29 days,28 days,92 days
2179,295951: NCTR Pilot 2,Received 10 systems to work out business processes,Usable Functionality,2011-12-01,2012-03-31,0.007,0.007,Completed - Closed,1,04/26/2012,9566,30 days,28 days,92 days
2179,295951: NCTR Pilot 3,Received 20 systems to work out business processes,Usable Functionality,2012-01-01,2012-02-29,0.007,0.007,Completed - Closed,1,04/26/2012,9567,30 days,28 days,31 days
2179,295951: Field Pilot 1,Received 10 systems to work out business processes,Usable Functionality,2011-12-01,2012-03-31,0.005,0.005,Completed - Closed,1,04/26/2012,9569,29 days,28 days,92 days
2179,295951: Field Pilot 2,Received 10 systems to work out business processes,Usable Functionality,2012-01-02,2012-02-29,0.005,0.005,Completed - Closed,1,04/26/2012,9570,31 days,28 days,30 days
2179,295951: Field Pilot 3,Received 10 systems to work out business processes,Usable Functionality,2012-02-03,2012-03-15,0.007,0.007,Completed - Closed,1,04/26/2012,9571,41 days,10 days,31 days
2179,295951: Outreach Messages Part 1,Part 1: Communications from pilot teams to stakeholders,Key Deliverable,2011-01-01,2011-04-30,0.009,0.009,Completed - Closed,1,04/26/2012,9576,119 days,119 days,0 days
2179,295951: Outreach Messages Part 2,Part 2: Communications from pilot teams to stakeholders,Key Deliverable,2011-05-01,2011-08-31,0.009,0.009,Completed - Closed,1,04/26/2012,9577,122 days,122 days,0 days
2179,295951: Outreach Messages Part 3,Part 3: Communications from pilot teams to stakeholders,Key Deliverable,2011-09-01,2012-02-01,0.012,0.01,Completed - Closed,1,04/26/2012,9578,153 days,151 days,0 days
2179,295951: Development of training materialsDevelopment of training materials,Development of training materials,Usable Functionality,2011-09-01,2011-10-01,0.024,0.023,Completed - Closed,1,04/26/2012,9580,30 days,30 days,0 days
2179,295951: Develop demonstration documentation and provide demonstration to users,Develop demonstration documentation and provide demonstration to users,Usable Functionality,2011-09-01,2012-02-01,0.084,0.12,Completed - Closed,1,04/26/2012,9581,153 days,155 days,0 days
2179,295951: Customer support services for Primary Pilot phase users of Windows 7,"Provide customer support services (24/7 desk side support for W7, additional resources for deployment, etc.) for primary pilot users of windows 7",Usable Functionality,2011-08-15,2012-02-29,0.11,0.11,Completed - Closed,1,04/26/2012,9582,198 days,170 days,0 days
2179,295951: Planning for Web Page,Planning for Web Page,Key Deliverable,2010-10-05,2011-04-04,0.017,0.017,Completed - Closed,1,04/26/2012,9584,181 days,181 days,0 days
2179,295951: Development of Web Page,Development of Web Page,Key Deliverable,2011-04-05,2011-06-10,0.006,0.006,Completed - Closed,1,04/26/2012,9585,66 days,66 days,0 days
2179,295951: Implementation of Web Page,Implementation of Web Page,Usable Functionality,2011-06-11,2011-11-05,0.014,0.013,Completed - Closed,1,04/26/2012,9586,147 days,147 days,0 days
2179,295951: Operations and Enhancements of Web Page,Operations and Enhancements of Web Page,Key Deliverable,2011-11-06,2012-10-01,0.03,0.25,Completed - Closed,1,04/26/2012,9587,330 days,101 days,0 days
2179,295951: Part 1: Meetings with Project Team and key stakeholders to provide status reports and updates,Part 1: Meetings with Project Team and key stakeholders to provide status reports and updates,Key Deliverable,2010-09-16,2011-04-15,0.029,0.029,Completed - Closed,1,04/26/2012,9589,211 days,211 days,0 days
2179,295951: Part 2: Meetings with Project Team and key stakeholders to provide status reports and updates,Part 2: Meetings with Project Team and key stakeholders to provide status reports and updates,Key Deliverable,2011-04-16,2011-11-15,0.029,0.031,Completed - Closed,1,04/26/2012,9590,213 days,213 days,0 days
2179,295951: Part 3: Meetings with Project Team and Headquarter key stakeholders to provide status reports and updates,Part 3: Meetings with Project Team and key stakeholders to provide status reports and updates,Key Deliverable,2011-11-16,2012-04-30,0.014,0.015,In-progress,1,04/26/2012,9591,166 days,,0 days
