"Agency Code","Agency Name","Budget Account Code","Budget Account Name","CIO Authority FY2020 (BY) ($ M)","Total Agency Funding 2018 PY ($ M)","Total Agency Funding 2019 CY ($ M)","Total Agency Funding 2020 BY ($ M)","Total Agency Funding Budget Authority 2020 BY ($ M)","Updated Date","Updated Time"
"	184","U.S. Agency for International Development",184-15-1035,"International Disaster Assistance",1.254443,1.82814,1.254443,1.254443,1.254443,2019-02-19,12:46:32
"	184","U.S. Agency for International Development",184-15-1095,"Child Survival and Health Programs",0.1075,0.441109,0.371676,0.1075,0.1075,2019-02-19,12:46:32
"	184","U.S. Agency for International Development",184-15-4513,"Working Capital Fund",2.888212,3.77214,3.088212,2.888212,2.888212,2019-02-19,12:46:32
"	202","U.S. Army Corps of Engineers",202-00-4902,"Revolving Fund",199.172386,555.209252,552.496776,530.503776,331.629005,2019-02-13,21:55:40
"	202","U.S. Army Corps of Engineers",202-00-3123,"Operation and Maintenance",0,24.978,22.006,22.735,22.735,2019-02-13,21:55:40
"	202","U.S. Army Corps of Engineers",202-00-3124,Expenses,0,0.08,0.08,0.08,0.08,2019-02-13,21:55:40
"	202","U.S. Army Corps of Engineers",202-00-3125,"Flood Control and Coastal Emergencies",0,1.951,1.657378,1.667924,0,2019-02-13,21:55:40
"	393","National Archives and Records Administration",393-00-0300,"Operating Expenses",0.077319,86.204049,85.500067,77.31922,77.31922,2019-02-14,20:42:00
"	393","National Archives and Records Administration",393-00-4578,"Records Center Revolving Fund",0.01911,25.022202,23.10925,20.116203,20.116203,2019-02-14,20:42:00
"	393","National Archives and Records Administration",393-00-8436,"National Archives Trust Fund",9.0E-6,0.16789,0.16957,0.17127,0.17127,2019-02-14,20:42:00
"	422","National Science Foundation",422-00-0106,"Education and Human Resources",12.053,11.28,10.503,12.053,12.053,2019-02-19,19:53:08
"	422","National Science Foundation",422-00-0100,"Research and Related Activities",80.607,71.385,71.795,81.992,81.992,2019-02-19,19:53:08
"	422","National Science Foundation",422-00-0180,"Agency Operations and Award Management",37.866,35.972,41.246,38.213,38.213,2019-02-19,19:53:08
"	429","Nuclear Regulatory Commission",429-00-0200,"Salaries and Expenses",163.4165,156.91662,157.933375,163.4165,163.4165,2019-02-19,19:53:15
