"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
010-000000070,645,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)",0,0,0,0,1.508112,0.156,1.658,0.463,0.101,0.052,0,0.054,22.34772,0.556,0.623,0.582,1.898353,0.155,0.448,0.461,20.5,3.3,3.3,3.3,0.919,2.729,0,0
010-000000077,646,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)",3.2,0,0,0,40.495083,0.2625,0.2625,0.13125,0,0,0,0,122.278382,6.783604,7.05494,7.337136,0,0,0,0,0,0,0,0,7.046104,7.31744,0,0
010-000000083,647,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIE - Native American Student Information System (NASIS)",0.24,0,0,0,5.78,0,0,0,0,0,0,0,13.689414,1.11897,1.11897,1.11897,2.32378,0.32,0.32,0.32,28,4,4,4,1.43897,1.43897,0,0
006-000400100,648,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - American Community Survey (ACS)",0,0,0,0,10.773,1.853,1.41,1.41,0,0,0,0,38.94,0.35,1.303,1.303,147.683,16.55,17.045,17.045,2113,85,85,85,-1.005,0,-5.1,0
010-000000086,649,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - Automated Fluid Mineral Support System (AFMSS)",0.213,0,0,0,10.379357,4.538572,1.534853,0.518,3.852614,1.639024,0.577,0.180028,20.754737,2.677307,1.689748,2.219634,3.913276,0.014429,0.902,1.519531,25.3,6.5,11.5,11.5,6.801019,4.703601,328.8,0
010-000000094,650,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - Collections and Billings System (CBS)",1.3,0,0,0,13.34,0,0,0,0,0,0,0,34.682105,1.575782,1.115668,1.113804,14.347697,0.776342,0.662689,0.552035,67.5,12,5,5,0.357069,1.778357,17.9,0
010-000000116,651,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - Incident Qualifications and Certification System (IQCS)",0.525,0,0,0,5.943,0,0,0,0,0,0,0,11.129995,0.497975,0.583558,0.857248,5.59444,0.602052,0.550846,0.717107,42,5,4,4,-0.21484,1.134404,-16.3,0
010-000000156,652,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning)",1.9,0,0,0,10.231,0,0,0,1.776,0,0,0,21.128145,1.288618,1.251149,1.303918,1.295434,0.086925,0.149705,0.180124,14.3,1.1,1.1,1.1,-0.166598,1.400854,-10.8,0
010-000000158,653,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - Legacy Rehost (LR2000)",0.1,0,0,0,6.17,0,0,0,2.95,0,0,0,18.729723,0.702042,0.806628,0.828427,11.161813,0.686416,0.932594,0.845292,47.9,7.2,11,11,-0.392327,1.739222,-22,0
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",1.368113,0.003942,0,0,2.290079,0.684178,0.02495,0.02455,0.961343,0.784898,0.862686,0.822474,145.667099,2.179152,2.648985,2.762409,244.044168,2.334642,1.646573,1.754691,2505.1,19.2,11.1,14.8,5.986812,5.183194,0,0
010-000000987,657,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - HAZ - Advanced National Seismic System (ANSS)",1.972,0,0,0,43.605,0,0,0,1.41,0,0,0,58.726,1.773,1.824,1.824,39.279,6.488,6.676,6.676,663.5,56.1,56.1,56.1,8.261,8.5,0,0
025-000004370,665,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Core Financial Services",0,0,0,0,44.612822,0,0.449945,0,0,0,0,0,40.056458,9.34402,11.689495,12.04018,0,0,0,0,35.9,35.9,40,0,0,0,0,0
010-000001049,666,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - WAT - National Water Information System (NWIS)",0,0,0,0,0,0,0,6.611,0,0,0,0.852,69.8,1.157,1.157,2.344,88.72,6.443,6.443,3.161,666.9,34.1,34.1,34.1,7.6,7.6,0,0
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - CSS - TNM Reengineering Project",0.077,0,0,0,1.95788,0.14298,0.14298,0.14298,31.59312,0.03202,0.03202,0.03202,33.215,2.839,2.839,2.839,41.182,1.815,1.815,1.815,72,9,9,9,4.829,4.829,0,0
025-000004570,669,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Mortgage Insurance Risk Management",0,0,0,0,87.636018,0.804581,9.076632,16.5,0,0,0,0,55.430184,20.877762,14.419325,14.052569,0,0,0,0,66.6,0,0,0,0,0,0,0
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)",62.8454,0,0,0,387.2169,14.461,12.069,15.069,167.9794,0,0,0,390.732298,43.47792,43.477918,43.477921,80.549761,0,0,0,1478.7,84,84,84,57.93892,55.546918,0,0
010-000000319,674,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)",0.36,0,0,0,28.907225,0,0,0,4.20996,0,0,0,11.739873,3.97067,4.1229,4.122933,4.349349,0,0,0,110,8,9,10,3.97067,4.1229,0,0
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)",0.355,0,0,0,4.3781,0.119,1.105,0.857,1.217,0.025,0.025,0.025,6.297,0.196,0.075,0.49,1.02,0.06,0.125,0.06,16,0.5,0.5,0.5,0.4,1.33,0,0
006-000400900,678,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Geographic Support Systems (GSS)",14.309,0,0,0,23.944,0,0,0,13.509,0,0,0,138.486,10.027,11.917,3.097,230.55,7.294,14.862,11.23,1129.3,67.5,100.8,100.8,17.321,26.779,0,0
010-000000703,681,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","OST - Accounting Reconciliation Tool (ART)",3.049,0,0,0,3.941,0,0,0,0.123,0,0,0,30.088,0.918,0.918,1.039,2.176,0.08,0.08,0.084,20.7,0.5,0.5,0.5,0.998,0.998,0,0
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider",0,0,0,0,86.611171,15.337,0,1,9.054779,2.226,0.388,0,219.338623,14.813,15.584,12.606,67.919017,7.025,6.692,6.92,704.2,80,80,46,39.401,22.664,0,0
010-999991241,687,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC Shared Service Center (HRLOB)",0,0,0,0,0,0,0,0,0,0,0,0,99.63056,46.432523,52.764995,44.722829,5.693204,0,0,0,620,58,58,58,46.432523,52.764995,0,0
010-000000710,688,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","ONRR - Minerals Revenue Management Support System (MRMSS)",0,0,0,0,16.49,0,0,8.6,0,0,0,0,227.506,14.885,15.685,15.685,14.336,2.828,2.828,2.828,108,24,24,26,17.713,18.513,0,0
010-000000553,691,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","NPS - National Fee Collection Point of Sale (POS) System",0.978075,0,0,0,3.629431,0,0,0,0.994947,0,0,0,5.813006,0.545755,0.633055,0.481995,1.477755,0.188,0.188,0.225325,24,3,3,5,0.733755,0.821055,0,0
010-000000934,693,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)",0.28,0,0,0,0.964625,0,0,0,0.25,0,0,0,286.781308,13.34447,13.34447,4.25,4.086594,0.75,0.75,0.75,55.8,6,6.5,6,14.09447,14.09447,0,0
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",0,0,0,0,220.647,0,0,0,0,0,0,0,302.33,50.976,51.969,36.969,37.887,3.919,3.926,3.926,217.4,23,23,23,0,0,0,0
006-000400700,715,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Economic Census and Surveys",0.013,0,0,0,0,3.090954,0.4263,0.410386,26.177,3.108732,0.867151,0.565577,0,6.082797,17.726205,16.526,0.367,48.219927,52.288727,53.843173,3993.5,230,255,232,60.50241,71.308383,0,0
006-000400800,716,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Field Support Systems",12.43,0,0,0,55.24,0,0,0,3.184,0,0,0,185.485,12.044,16.834,22.798,154.575,9.536,9.536,9.536,1171.3,43.2,63.1,83.4,21.58,26.37,0,0
014-000000012,718,"01 - Major IT","01 - Not Applicable","	014","Department of State","Integrated Logistics Management System (ILMS)",0,0,0,0,16.9636,14.1034,15.01644,6.07827,0.738311,0.653019,0.690101,0.313279,42.9699,43.0321,42.95156,42.95156,1.870189,1.992481,1.973899,2.387721,18.5,18.5,18.5,18.5,11.36203,11.36203,23.332094,23.332094
006-000051000,721,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","OS OFM Commerce Business Systems (CBS)",0,0,0,0,66.286,0,0,0,11.882,0,0,0,461.244,32.812,33.554,34.963,212.613,16.695,16.695,16.695,1600,95.4,95.4,95.4,0,0,0,0
006-000400300,724,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","Census - Data Access and Dissemination System (DADS)",26.777,0,0,0,163.75,0,0,0,12.093,0,0,0,194.62,13.634,14.027,14.181,92.716,0.914,0.954,0.954,413,25,0,0,14.548,14.981,0,0
014-000000018,734,"01 - Major IT","01 - Not Applicable","	014","Department of State","Joint Financial Management System (JFMS)",0,0,0,0,4.728,6.3601,7.8708,0.875,0.256897,0.359987,0.428256,0.044932,29.007,26.4839,26.5342,26.5342,1.576103,1.499013,1.443744,1.853068,13,13,13,13,32.983,32.983,19.9,0
202-000001051,735,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Corps Water Management System (CWMS)",0,0.295,0.2985,0.2805,0.092,2.655,2.6865,2.5245,0.035,0.175,0.085,0.085,9.397,0.53,0.6,0.6,9.447,0.7,0.63,0.755,161,4,4,4,0,4.3,0,0
014-000000024,736,"01 - Major IT","01 - Not Applicable","	014","Department of State","Integrated Personnel Management System (IPMS)",0,0,0,0,0.636615,14.412645,9.27716,11.22219,0.121851,1.974948,1.435332,1.616885,32.623535,32.704805,32.74544,32.74544,6.244299,4.481502,5.066268,4.975015,45.15,45.15,45.15,45.15,42.68815,42.68815,26.36656,6.930613
025-000004480,738,"01 - Major IT","01 - Not Applicable","	025","Department of Housing and Urban Development","Grants Management",3.72111,0,0,0,20.586816,0.151931,10,5,0,0,0,0,62.561495,12.941764,11.993099,9.262891,5.443355,0,0,0,0,0,0,0,0,0,0,0
014-000000029,742,"01 - Major IT","01 - Not Applicable","	014","Department of State","Global Foreign Affairs Compensation System (GFACS)",0,0,0,0,10.4148,5.43595,4.914,4.151,0.75266,0.600975,0.553292,0.684401,20.8022,18.1698,18.746,18.746,1.50334,2.008775,2.110708,2.016599,16,18.25,18.5,18.5,29.396997,29.397,,
014-000000329,743,"01 - Major IT","01 - Not Applicable","	014","Department of State","Foreign Assistance Coordination and Tracking System (FACTS)",0,0,0,0,5.733,1.9644,0,0,0.3384,0.151617,0,0,3.822,5.4466,6.957,6.957,0.2256,0.420383,0.576,0.584,4,4,4,4,7.374,7.374,0.365566,0.386915
014-000000019,744,"01 - Major IT","01 - Not Applicable","	014","Department of State","Electronic Medical Record (EMR)",0,0,0,0,1.0338,8.3003,0.3024,9.5308,0.2538,0.42245,0.3024,0.573458,0.6892,0.1287,0.1296,0.1296,0.1692,0.00655,0.1296,0.010542,3,3,3,4,1.8823,1.8823,,
202-000001010,750,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Corps of Engineers Financial Management System (CEFMS) II",13.491,0,0,0,10.41,4.331,8.440351,3.391,0,0.5,2.240649,1.44,234.207,8.944,10.066796,11.289577,51.879,2.455,2.120936,2.381628,457,22,35,35,16.23,22.868732,0,0
202-000001017,761,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Enterprise Data Warehouse (EDW)",1.79,0,0,0,4,0,0,0,0,0,0,0,38.989915,5.070549,8.646944,3.013542,1.052649,0.385,0.32724,0.330512,4,2,2,2,5.455549,8.974184,0,0
202-000001032,762,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Resident Management System (RMS)",0,0,0,0,0,0.305,0.325,0.348,0,0,0,0,37.525,2.69592,2.824,3.025,0.965,0.54808,0.5,0.6,24,4.1,4.2,0,3.549,3.649,0,0
202-000001033,765,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Program and Project Management Information System (PROMIS)",33.9,0,0,0,18.83,2.475,0,0,0,0,0,0,103.544,8.05,8.85,8.85,1.3,0.8,0,0,18,3,3,3,0.225,8.85,2,0
202-000001031,766,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Civil Works Business Intelligence (CWBI)",4.5,0,0,0,21.782,2.721835,2.490587,2.582533,0,2.432237,2.225594,2.307758,55.337,12.543531,11.477828,11.931563,45.039,2.994397,2.739991,2.841146,109,16,16,16,20.692,18.934,0,0
202-000001060,768,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Real Estate Management Information System (REMIS)",3.7,0,0,0,11.63,0,0,0,0.5075,0,0,0,38.831146,4.895,6.478,8.426,26.89413,2.223,2.247,2.36,47,6.1,6.1,6.1,7.118,8.725,0,0
006-000320500,770,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS)",64.157,0,0,0,145.655,0,0,0,3.181,0,0,0,76.571,17.444,14.231,13.938,1.16,0.93,0.661,0.67,28.3,6,4,4,0,0,0,0
010-000000287,783,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - CRSP ICS (Colorado River Storage Project Industrial Control Systems)",1.177894,0.000104,0.003,0.003,2.626279,4.511708,0.003,0.003,0.087608,0.050127,0.234803,0.234803,4.263616,0.117605,0.197,0.0735,5.982184,0.545502,0.632989,0.632989,33.8,6,6,6.1,5.225046,1.070792,0,0
010-000000288,784,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - CVACS (Central Valley Automated Control System)",0.000794,0,0,0,0.01579,0,0,0,0.029201,0,0,0,10.57377,0.627388,1.674656,1.712745,20.62684,2.837499,2.30205,2.371112,128.1,11.7,16.3,16.3,3.464887,3.976706,0,0
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",0.653,0,0,0,29.111267,2.795653,1.849434,0.782833,28.191765,2.064384,2.215251,0.992744,15.353683,0.058701,1.455288,1.955538,18.488572,1.985638,2.42943,2.83391,111.9,37.1,25.5,22.9,6.904376,7.949403,0,0
010-000000294,786,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - LCD ICS (Lower Colorado Dams Industrial Control Systems)",0,0,0,0,8.256068,0.285786,0.24,0.58,0.074703,0.041695,0.56,0.825,7.965139,0.384422,0.55514,0.607718,8.379499,1.412785,1.662161,1.463826,73.7,15.6,15.6,15.6,2.124688,3.017301,0,0
010-000000363,787,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Integrated Reporting of Wildland-Fire Information (IRWIN)",2.935,0,0,0,11.745,2.01,1.86,0.6,1.85,0.2,0.2,0,1.02,0.59,0.74,1.508,0.45,0.2,0.2,0.344,17.7,2.9,2.9,2.9,3,3,0,0
018-999993200,803,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Budget Formulation and Execution Line of Business (BFE)",3.39,0.095,0.095,0.095,6.434,0.265,0.265,0.265,0.06,0.02,0.02,0.02,9.702,0.955,0.955,0.955,2.546,0.08,0.08,0.08,18,0.5,0.5,0.5,0,0,0,0
018-000001040,804,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Integrated Support Service (ISS)",0,0,0,0,0,0,0,0,0,0,0,0,154.227,12.834,11.974,10.936,35.656,2.561,2.638,2.717,120,15,15,15,0,0,0,0
018-000001060,810,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Federal Student Aid Financial Management System (FSA FMS)",0,0,0,0,12.83,0,0,0,4.02,0,0,0,115.139494,9.114,6.379216,6.48122,17.672,1.12,1.12,1.12,143,8,8,8,1.657,-1.301784,19.3,-14.8
018-999991341,811,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Grants Management System (G5)",0,0,0,0,22.018,1.267,0.535,5.73,0.621,0.165,0.169,0.173,33.359,3.474,4.5,4.592,8.052,1.5,1.545,1.591,78,9,9,9,0,0,0,0
018-000001000,813,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Migrant Student Information Exchange (MSIX)",6.471,0,0,0,18.471,1,2,2,1.17178,0.17,0.17,0.17,24.26,4,3,3,0.93038,0.17,0.17,0.17,18.4,2.2,2.2,2.2,5.34,5.34,0,0
018-000001024,817,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Financial Management Support System (FMSS)",2.17,0,0,0,32.58,6.566,1.688,1,1.879,0.155,0.158,0.161,51.962,1.714,2.048,1.697,18.386,1.392,1.42,1.448,180,10,10,10,0,0,0,0
018-000001031,818,"01 - Major IT","01 - Not Applicable","	018","Department of Education","IES Knowledge Utilization (IESK)",0,0,0,0,50.715,11.48,7.441,4.764,0.991,0.219,0.167,0.13,19.075012,3.483,5.594,4.842,0.58,0.082,0.126,0.133,15.8,2.7,2.2,2.2,0,0.002,0,0
018-000001010,819,"01 - Major IT","01 - Not Applicable","	018","Department of Education",EDFacts,13.354711,0,0,0,36.717241,0,0,1.122,5.335142,0,0,0.13848,110.777991,12.4,11.22,11.219578,20.727202,2.02903,2.20537,2.111111,183.3,10.5,9,9,14.42903,13.42537,0,0
018-000001018,820,"01 - Major IT","01 - Not Applicable","	018","Department of Education","ED Web",0,0,0,0,18.03,1.365,1.927,0.43,10.417,0.135,0.135,0.135,38.632,2.181,1.507,2.668,7.308,0.067,0.067,0.067,40,1.5,1.5,1.5,0,0.202,0,5.9
202-000001012,823,"01 - Major IT","01 - Not Applicable","	202","U.S. Army Corps of Engineers","Facilities and Equipment Maintenance (FEM) System",0.41,0,0,0,11.061,0,0,0,0.876,0,0,0,14.895,1.847141,1.861928,1.902589,7.648,1.132119,1.181205,1.206126,60,6,7,7,1.68926,3.043133,131,0
015-000000057,827,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",10.457442,0.694957,1.121342,0.954946,75.898134,10.299211,10.204386,10.906295,3.957221,0.476755,0.292673,0.390491,65.327859,10.289338,10.358097,9.136585,2.793493,0.428474,0.646548,0.792893,111.05,74.55,71.7,72.7,1.985109,7.113708,9,33
015-000000061,830,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Wholesale Securities Services (WSS)",0.16,0,0,0,45.97913,10.338905,13.951418,6.594335,19.927149,7.430105,4.612493,4.975196,127.022186,23.974034,32.726633,33.505641,19.692267,1.303105,5.288904,2.663511,330.79,69.82,65.85,48.33,4.50504,15.747446,11.688922,38.566431
015-999990063,831,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Agency Accounting Services (AAS)",0.017,0,0,0,27.014995,2.154479,0.877983,1.122156,18.491965,2.219306,3.546031,3.616952,72.371131,14.751413,17.895513,18.235484,63.444197,11.718721,14.35022,14.637224,261.27,131.24,132.49,135.14,0,0,0,0
005-000002317,832,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","RD-Comprehensive Loan Program",1,0.29,2.921,3.809,87.936,8.979,29.852,39.563,5.907,2.512,2.547,2.553,80.689,19.78,21.778,20.095,36.997,5.894,6.103,6.719,496.11,77,66,66,3.24,17.409,9.47,38.018
010-000001047,835,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - CLU - Land Satellites Data System (LSDS)",0,0,0,0,41.493,17.496,18.303,13.78,3.63,1.03,1.056,1.082,66.201,11.703,11.825,12.18,5.893,0.668,0.675,0.695,56.6,8.1,8.1,8.1,0,31.859,0,0
018-000003133,845,"01 - Major IT","01 - Not Applicable","	018","Department of Education","National Student Loan Database System (NSLDS)",19.493,0,0,0,25.092253,2.070625,1.25,1,6.099,0.4434,0.4562,0.4562,142.195,10.90792,13.838595,12.5,13.209,1.77352,1.8248,1.8248,170,13.7,16.3,16.3,-2.913535,-1.819405,-16.1,-9.5
015-000000062,846,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Retail Securities Services (RSS)",3.953,0,0,0,47.132922,0.8779,0.5622,0.1561,32.372061,1.6791,1.469,2.2649,168.320485,24.2538,26.4574,26.7205,67.355382,10.3365,14.1614,14.4481,728.48,104.8,113.5,117.1,-4.86245,0,-0.1157,0
018-000003116,849,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Application and Eligibility Determination System (AEDS)",6.92,0,0,0,71.98345,1.5,2.570648,3.8,5.26,0.991,0.9,0.9,470.660507,26.203,37.849419,48.04,15.31,1.979,1.979,1.979,156,20,20,20,7.425,-15.700473,31.9,-26.6
010-000000279,850,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - CARMA (Capital Asset and Resource Management Application)",0,0,0,0,0.579736,0,0,0.224,0.709513,0.184423,0.01,0.02,5.554583,0.305021,1.19699,1.006462,1.523549,0.889088,0.70801,0.722541,17,3.3,3.3,3.8,1.378532,1.915,0,0
010-000000578,851,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System",0.344,0,0,0,3.846,0,1.12245,1.12245,0,0,0,0,74.518,6.964,5.231981,5.231981,10.773,0.903,0.929921,0.929921,64,7,7,7,7.867,7.284352,0,0
422-000001328,852,"01 - Major IT","01 - Not Applicable","	422","National Science Foundation","Mission Support Systems",0,0,0,0,14.48,16.414,14.869,20.567,1.344,1.392,1.384,1.384,24.275,24.976,24.411,24.452,2.016,1.947,1.936,1.936,20,19.19,19.19,19.19,6.046,11.33,15.629605,36.232811
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",6.141,1.452,0.502,1.03,22.618,5.42,1.913,1.025,3.7,1.185,0.337,0.105,112.086,12.678,12.426,13.747,27.533,2.559,3.237,3.172,349,49,49,49,23.294,18.415,0,0
011-000002501,858,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Combined DNA Index System (CODIS)",3.863,0,0,0,127.474,15.005067,14.5625,16.62875,4.614,0.62997,0.64257,0.655421,125.825,9.09642,8.1939,8.764778,15.202,2.512867,2.563124,2.614387,173,20,20,20,0,-1.63,0,-5.9
028-000008007,888,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OII: Small Business Innovative Research (SBIR)",0,0,0,0,5.5435,0.375,0.375,0.375,2.0244,0.14112,0,0,2.285,0.3927,0.3927,0.3927,0.36,0.07056,0.14507,0.14913,17.3,2.5,2.5,1.5,0.97938,0.91277,0,0
021-105731835,896,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","DOTXX129: Delphi Version Two (originally part of OSTXX001: Delphi)",5.6117,0,0,0,19.5648,3.546118,3.699212,3.903747,16.0985,0,0,0,96.831039,40.780353,42.540949,44.893094,44.807157,0,0,0,710.1,191.23,77.55,77.55,-3.877932,-3.739548,-8.044767,-7.482132
007-000003947,915,"01 - Major IT","01 - Not Applicable","	007","Department of Defense","Air Force Integrated Personnel and Pay System",0,0,0,0,214.117,17.298,41.058,61.467,41.238,4.815,4.815,1.275,25.242,5.234,5.236,5.316,0,0,0,0,381,44,44,8.5,-4.617,-6.386,-14.44,-11.11
010-000000310,935,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)",0.17,0.005,0.005,0.005,17.093001,0,0,0,1.139548,0.080957,0.080957,0.080957,29.908084,4.352438,4.352485,4.435545,7.522609,0.73752,0.73752,0.73752,81.7,14.1,15.8,7.8,5.175915,5.175962,0,0
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",23.872,0,0,0,867.06,2.998748,1.622145,1.670809,44.02,0.313708,0.157751,0.171562,354.058,89.646877,101.028917,98.464917,31.22,9.378212,9.824926,10.110596,743,68,68,68,102.337545,112.633739,0,0
021-435692236,939,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX505: ERAM Enhancement and Sustainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.36,-109.76,-100,-100
021-097274776,941,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX778: Next Generation Air/Ground Communications (NEXCOM) Phase 2",0,0,0,0,235.902,60,50,50,51.224,12.568,11.721,11.008,2.69,7.081,8.315,9.193,8.224,0.105,0,0,351,79,98,96,0,0,0,0
021-233935436,943,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX255: Alaskan Satellite Telecommunication Infrastructure (ASTI)",5.78,0,0,0,84.5958,20.9,11.9,0.3,4.783416,4.656533,1.655782,0.081,6.853021,14.323662,14.197415,13.400625,3.976036,4.247853,4.581824,4.182367,72.6,38.4,33.8,27.2,24.804048,16.035021,128.358766,98.374362
018-000003203,946,"01 - Major IT","01 - Not Applicable","	018","Department of Education","Common Origination and Disbursement (COD)",0,0,0,0,86.378688,5.95383,2.8,2.8,10.933,0.9,0.9,0.9,1283.344999,109.799966,119.122,115.491059,16.578,0.9,0.9,0.9,190,12,12,12,-2.249204,1.222,-1.9,1
009-000267389,961,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS Federally Facilitated Marketplace (FFM)",133.643,0,0,0,1245.038,78.03,73.577,47.399,16.805,1.76,1.76,1.76,232.514,354.177,332.796,198.597,6.574,7.052,7.047,7.047,165,58,58,58,169.482,140.943,62.416,51.395
009-000236620,991,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CMS HITECH (Health Information Technology for Economic & Clinical Health)",13.43,0,0,0,152.674,0,0,0,4.476,0,0,0,293.564,11.901,5.943,3.354,15.843,3.04,3.04,3.04,169,20,20,20,-3.767,-10.065,-20.136,-52.84
023-000004210,1030,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Real Estate Across the US (REXUS)",0,0,0,0,11.92706,1.757545,0.932909,0.932909,0.478,0,0,0,16.25929,1.200281,1.986431,1.986431,2.43972,0.644314,0.561985,0.562395,19,4.9,4.7,0,3.60214,3.481325,0,0
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",74.994,0,0,0,423.123,3.346783,3.346783,3.346783,10.276,0,0,0,986.999,49.493729,49.493729,49.493729,45.571,5.640872,5.640872,5.69763,607.6,43.7,43.7,43.7,58.481384,58.481384,0,0
